Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29
0.2432568,0.36281595,-0.76404965,0.28599054,0.526634,-0.46279103,0.06255825,0.54826987,-0.4085432,-0.31433088,0.4664778,0.2109017,-0.27954796,0.60745114,0.274352,0.054947,-0.72681683,0.90602297,0.48556727,0.7012015,0.19036217,0.63570625,-0.304979,0.57106847,0.24744931,-0.5505093,-0.7508586,-0.29864898,-0.29228148,-0.44915992
-0.12137254,0.17792512,-0.33042246,0.17772219,0.39724192,-0.1918201,0.120873794,-0.34743986,-0.15805598,-0.65306133,0.4652639,0.5132734,0.0005918893,0.79652524,0.5570615,0.025926609,-0.1548579,0.31673026,0.12645169,-0.75884444,0.04999664,-0.1805586,-0.4343194,0.62149936,-0.35923007,0.71543944,-0.14614165,0.1703782,-0.70315504,-0.5717212
0.42551574,0.7714137,-0.7682535,0.6390374,0.08964833,0.40741587,-0.4157615,0.5038773,-0.6798131,0.75186867,0.39559796,0.5015858,0.44268408,0.4405747,-0.0050655743,0.2292086,-0.6879812,0.20265411,-0.58964556,0.084710576,0.115888976,-0.80755675,0.11982743,0.2118591,0.26815757,0.48042643,0.007277675,0.13281572,-0.6262675,0.1940468
-0.016112287,-0.29961887,-0.45446914,0.69606286,-0.17440894,0.06402292,-0.18605983,0.32482052,-0.5432555,0.18840641,0.07892454,0.07101217,-0.0058969934,0.2697555,-0.23576348,0.03291057,-0.3904206,0.5573538,0.76998365,0.629862,-0.6499844,-0.5407876,0.45961365,-0.58662087,0.24869801,-0.18252902,-0.32712582,0.3581884,-0.18337266,-0.29424405
0.5994725,0.4419421,0.23122361,0.10384724,0.1929712,-0.3307118,-0.28025302,0.25295433,0.05864982,-0.42749554,0.49121392,-0.20507024,-0.5565091,0.5965633,0.8123726,0.37435555,0.52961254,0.20238645,0.30090132,0.17705882,0.009974829,-0.60806245,-0.4438796,-0.20301725,0.45036545,0.05444864,-0.2729807,-0.59233135,-0.12818456,0.09025918
0.026006537,0.72851443,-0.6473233,-0.11392,0.6816169,0.35251045,0.4721391,0.26877013,-0.34069306,-0.48392174,0.42834285,-0.1904758,0.4572826,0.51458335,-0.46827438,-0.54601043,-0.28479213,0.8753452,-0.16842847,-0.4888995,-0.52955204,0.54475296,0.13988054,-0.16767082,0.4288131,0.703562,0.4538934,-0.018753469,-0.7628603,-0.23364042
0.05465099,0.66108525,-0.22510104,0.43458763,0.8805896,0.21551801,0.07018063,0.35593477,-0.69050735,-0.92542034,0.8288481,0.13351718,0.07633862,0.052704025,0.20150293,0.24988815,-0.3166676,0.8100485,0.2077223,-0.80138314,-0.057094127,0.42256156,0.36383295,-0.29537475,0.77986205,0.22651875,-0.13873956,-0.32481927,-0.8547284,0.07675672
-0.38124102,0.49005932,-0.70560944,0.017384375,0.21887845,0.40330347,0.37813902,-0.14425504,-0.29423302,-0.24707745,-0.011298653,0.5578829,0.42022115,0.56607187,-0.5965176,-0.17803851,0.0038761892,0.8763936,0.15345812,-0.74798137,0.41786268,-0.6248091,-0.06736274,-0.28544927,0.50573885,0.69069785,0.24334405,0.13985589,-0.8178409,0.64095545
-0.0030137927,0.439153,0.36407265,0.08319917,0.12799247,0.03446068,0.1074652,-0.15952662,-0.26177588,-0.5918507,0.46089163,0.6647295,-0.85802835,-0.027845114,-0.22996938,-0.10301988,-0.33844024,0.55529124,0.09487406,0.15366943,0.69376415,-0.41269913,0.48411095,0.6929992,0.3199852,0.515765,0.41427246,0.5201936,-0.6714071,-0.504687
-0.7205825,0.2890451,-0.28795248,0.7400313,0.29946846,-0.07686597,0.5784696,0.27744544,0.46967378,-0.042927183,0.691301,-0.26556247,0.021714354,0.59403014,0.36772233,-0.49638912,0.5115873,0.31272632,0.7256716,0.3342561,-0.55311114,0.3526393,0.005185584,0.1659654,0.15278661,-0.16686015,-0.41303304,-0.06297481,0.15287162,0.040376734
0.24937986,0.7811007,-0.23180178,0.2720938,-0.13500613,0.29479474,-0.40050587,-0.5172678,0.5624886,-0.70868486,0.38561794,0.12059298,-0.4858492,0.32363886,0.40592065,-0.7943902,0.08096281,0.019372292,0.635904,-0.5348391,0.33790806,0.7730319,-0.3200118,0.32761368,-0.09075278,0.9478275,-0.48113456,0.07170911,-0.45043656,-0.20853443
-0.020024749,0.6306284,0.5676958,0.34417695,0.47493267,0.65012383,0.36475363,-0.18886717,0.5208467,-0.7363676,0.40113565,-0.5848827,-0.13169993,0.09406952,0.75327164,-0.8203018,-0.68619853,0.5864637,0.83059305,0.1302536,-0.515474,0.71959466,0.0002533234,0.23677719,0.5246464,-0.29413745,-0.58999926,0.59096146,-0.7772009,-0.3796582
0.08674085,-0.52900547,-0.26480004,0.8481379,-0.22429274,0.16904807,0.261509,-0.052527927,0.034616165,0.028957019,0.6038914,0.5583721,-0.5097833,-0.1573398,-0.2257765,-0.7224136,-0.17875946,0.08452398,0.33704454,-0.41786474,0.5460666,-0.08744323,0.5816745,0.7572297,0.48190668,0.55604494,0.0751901,-0.27137938,-0.24621934,-0.72500956
-0.14925864,0.63406044,-0.8371048,0.35789976,0.41992947,-0.2879327,0.046566606,-0.043180104,0.03095315,0.009207943,0.482019,0.7067988,-0.11294084,0.6306245,0.54674625,-0.19729689,0.010936967,0.8260942,0.7967838,0.03988891,-0.09075339,0.25432384,0.42867726,-0.60508025,0.30446893,0.52522093,-0.3753216,0.5636265,-0.78870434,-0.15638328
0.0831752,0.31141204,-0.05731689,0.39217314,-0.39390907,0.3234961,-0.37177664,-0.2593168,0.018493585,0.49641463,0.45940992,0.31855172,0.42424038,0.64611393,0.46931985,-0.51897496,0.003471556,0.35161898,0.24148688,-0.068507425,-0.07203846,-0.3671135,-0.24622667,-0.40329793,0.7032438,-0.37879926,-0.21489233,-0.18903558,-0.7268765,0.45153812
0.19875953,-0.16099165,-0.43628466,0.16743396,0.38951075,-0.0825987,0.29527298,0.31415707,0.6322374,-0.16571145,0.24810138,0.0072893873,0.506627,0.616305,-0.18739495,-0.01766283,-0.23364176,0.601382,0.1849035,-0.43566194,-0.39824697,-0.10430195,-0.10586213,-0.06591459,0.3455973,0.14180173,0.21684578,0.27011946,-0.40783492,-0.30869976
0.03676543,0.1293054,-0.12416713,-0.27778482,0.34504652,0.62003094,0.2863297,-0.6024864,-0.46246523,-0.37374768,0.7615696,0.2558397,0.28865397,0.81904984,-0.03794768,-0.29887128,-0.27703544,0.8098361,0.6923249,-0.6186707,0.26557368,-0.27466172,0.34097773,0.053630967,0.3654768,0.5372835,0.22839034,0.5532841,-0.81805015,-0.27520195
-0.15690193,-0.16312562,-0.21492206,0.08777569,-0.10349987,0.49758127,-0.8179132,-0.2595372,0.341519,-0.10575161,0.568773,0.5097198,0.53086644,0.6912365,0.06423461,-0.9437868,0.6737913,-0.103629515,0.1482966,-0.6127585,-0.08734392,0.518096,0.76791906,-0.051016517,0.3120461,0.54052114,-0.1926911,-0.47965798,0.15302815,-0.3104282
0.30217838,-0.018416177,-0.34404328,0.6551853,0.42358464,-0.32129574,-0.021491643,-0.3044272,-0.09891166,-0.3975866,-0.08548331,-0.69380116,-0.26653877,0.5383401,0.40880805,-0.18738262,-0.11319747,0.7770978,0.4884776,-0.65391046,-0.42505106,0.29502344,-0.7491164,-0.31530648,0.54324543,-0.44509697,-0.2753804,-0.2613844,-0.5652487,-0.5245302
0.38299194,0.24811606,0.0041417605,0.507874,0.11386326,-0.032275043,-0.062069047,0.21613474,-0.48142278,-0.47637978,0.09639844,-0.040018138,-0.66121733,0.35281658,0.20631704,-0.63894373,0.3477813,0.46461353,0.37746996,-0.29151306,-0.3537421,0.47610024,-0.57750773,0.20629083,0.4627382,0.21513243,-0.16520366,-0.31184837,-0.23365475,-0.25363788
0.015964767,-0.081053786,-0.41407907,0.7539116,0.43185043,0.28112748,0.07592769,0.21778515,-0.17327599,-0.46971518,0.117888935,-0.070317574,0.3987433,0.45901313,-0.2201994,-0.70482105,-0.4332611,0.518434,-0.13345475,-0.6650616,0.5905012,0.31661752,-0.36298856,0.054501034,0.30287915,0.4201219,-0.6234134,0.20629798,-0.6348905,-0.086591855
0.09517184,-0.08810147,-0.17517754,0.36973047,0.21293716,0.12851103,0.6665356,-0.24717472,-0.10398916,-0.41231513,0.69259995,-0.23395218,-0.034269743,-0.009110952,0.38384157,-0.3211742,-0.5142199,0.121753804,0.3271131,-0.3889073,-0.4938552,-0.043525692,0.30615705,0.14179932,-0.07258819,0.26026502,-0.727792,0.49214298,-0.4070328,-0.04825653
-0.63293767,0.7736896,-0.72016007,0.45972404,0.92118484,0.8585658,0.56190026,0.04039395,-0.56045413,-0.7667599,0.59943146,0.47737488,0.41229305,0.32027355,0.038696088,0.07769958,-0.5941546,0.3469261,0.63207394,-0.35718694,-0.7321138,0.19252056,-0.49440297,-0.21162997,0.49565327,-0.017252514,-0.4307668,0.61541986,-0.8871803,-0.05458808
-0.19257656,0.5638906,-0.31740102,0.55036056,0.1987032,0.17067787,0.035847113,0.11427687,0.1383407,-0.18659325,0.49840012,-0.22442652,-0.3381553,0.46357623,-0.14603607,-0.124478385,-0.74021536,0.36074418,0.5971279,0.16764784,-0.24974623,0.11020209,0.122089505,0.5341625,-0.04707997,0.19447275,0.1490894,0.38574016,-0.6515451,-0.40357038
0.6139068,0.35908297,0.20646884,0.6838984,0.5123199,0.592832,0.7208031,0.4221103,0.30233118,-0.71856284,0.58595586,0.376885,-0.56899047,0.83650887,-0.4246231,0.08694532,-0.7903409,0.7242275,0.85173804,-0.3409131,0.2772435,-0.6010344,-0.059165202,0.34138167,0.60860467,0.32754207,-0.33170295,0.32767496,-0.7544928,-0.014762544
0.002349762,0.7643524,-0.62790036,0.8385395,0.31874648,0.16515806,0.30615452,-0.22576775,-0.101837,-0.8197709,0.8706421,-0.522573,-0.7245921,0.48920342,0.64867455,0.17235944,-0.1673072,0.5046403,0.10412705,0.22847937,0.5135749,0.45146194,-0.8079786,0.14052641,0.5475995,0.50123286,-0.49388346,-0.1688498,-0.059347875,0.09522036
0.12518553,-0.16160035,-0.1065482,0.392125,0.3789734,0.61247545,-0.24463426,-0.064499244,-0.23901887,-0.21946196,0.509177,0.5337613,0.16908471,0.7758016,-0.27773413,0.17148374,-0.70261985,0.6380143,0.81985,0.20679343,-0.50439477,0.018737208,0.04234342,-0.23281641,-0.07553946,0.33596495,0.28853688,0.540623,-0.29518533,-0.10991503
0.4550745,0.33439043,-0.2161136,-0.51599807,0.26932228,0.3771428,0.42631832,0.13367064,-0.28551674,-0.34147325,0.7573643,-0.509802,-0.47574568,0.59944344,0.18628289,0.16722643,-0.59148264,0.31517422,-0.17555441,-0.7539622,0.09822062,0.08817706,0.19006912,0.69256186,-0.17644216,0.29345354,-0.13980378,-0.13389982,-0.72598934,-0.28080145
-0.1944047,0.46273878,-0.4438747,0.741912,0.710085,0.17613915,0.45793808,0.22290093,-0.10769659,-0.54334927,0.5617386,0.001727826,-0.37634557,0.54410285,-0.106297046,-0.051560197,-0.61300784,0.8763417,0.38735053,-0.32806897,0.29374775,0.2407405,0.10666938,0.30325064,0.57412225,-0.26245752,0.17426,-0.042414457,-0.9505642,-0.3774186
-0.22586891,0.5858019,-0.61425614,-0.49823156,0.4037033,-0.309925,0.3071079,0.52835745,0.25361055,-0.65580803,0.22746363,-0.76392466,0.114043914,0.1101745,0.38791442,-0.13261116,-0.1823072,0.5659491,-0.14140347,-0.5001995,-0.15684785,-0.010270665,0.13555345,0.4323347,-0.13780685,0.18679288,-0.4099107,0.05744966,-0.23203264,-0.63069296
-0.5807877,0.85054666,-0.43050483,0.8476797,0.75512195,-0.2871106,0.36906773,0.54422987,-0.3994268,-0.5938577,0.628393,-0.45098746,-0.54983884,0.50497925,-0.26311046,-0.46527857,0.3442547,0.49268404,0.5978559,-0.5555921,-0.2689531,0.8199112,0.038121093,0.5587079,0.42827126,-0.034247447,-0.42369458,0.08007272,-0.742903,-0.52442235
0.204541,0.24840061,0.2163954,0.7764587,-0.30491984,0.2914443,0.6564991,-0.1371797,0.5072099,-0.39778933,-0.15483522,-0.465374,-0.4660278,-0.079873554,-0.12107806,-0.88638306,0.3591074,0.36317447,0.30930462,-0.38624316,0.051339317,0.24767569,0.5241456,0.5957714,0.81338656,-0.089143135,0.59550995,-0.38076407,-0.7505842,-0.27275243
-0.32891333,-0.5758634,-0.48080844,0.43722323,-0.039437365,-0.23044766,0.16574986,0.30215207,-0.77651185,0.28531507,0.7352185,0.17024046,-0.16941245,0.7678795,0.34594783,-0.45767242,0.044625465,-0.03651714,0.10284409,0.16820632,0.38210115,-0.073570244,0.14231136,0.14230059,0.78447264,0.5170159,-0.05832309,-0.56508404,-0.13489068,0.1133507
-0.06474696,0.24340218,-0.5467624,0.16420317,0.21529104,0.6710397,-0.3806401,-0.751713,-0.825392,0.30497062,0.53896886,0.6929277,0.098528124,0.949914,0.57759,-0.3913971,0.08761245,0.8952549,0.09575113,0.1887352,0.349328,-0.48585182,-0.11865532,0.042145222,0.79926014,0.13616218,-0.26739767,-0.36920202,-0.5136965,0.12135872
-0.37812006,0.5789957,-0.19799802,-0.25030252,0.3319539,-0.32990426,-0.13798033,0.52944654,0.37025124,-0.47735986,0.43029037,-0.101923704,-0.120933816,0.52715164,-0.1367769,0.023845607,-0.17516153,0.5478822,0.20246625,-0.038381923,0.107957415,0.533918,0.024066009,-0.721926,0.2958135,0.32908368,-0.1624934,0.36903763,-0.044059888,0.258501
0.41450745,0.57056195,-0.7033396,0.22894797,0.057547767,0.49206603,0.030851312,0.24127309,-0.35319683,0.012730098,0.71617645,0.23639268,0.17787407,0.37027675,0.43078107,-0.779518,0.34070706,0.5532859,0.038858853,-0.18728168,0.51798695,-0.18310013,0.5138393,-0.06441894,-0.062873855,-0.3386017,-0.4783549,-0.5933127,0.074674465,0.26102597
-0.2831002,-0.06807277,-0.41765258,0.2907158,0.14385189,0.29780912,0.37218234,0.5850165,-0.032351833,-0.1921268,0.91794395,-0.33993292,-0.27300966,0.67753965,0.010282834,-0.41347516,0.26910657,0.27984995,0.7637638,0.50156486,-0.09791483,0.03404835,-0.19164762,-0.045005515,-0.39133608,-0.026281295,-0.0021523405,0.6819219,0.20676151,0.40665886
0.2579431,0.060363278,-0.07844906,0.42964038,0.09392225,0.24534579,0.4185281,0.47383514,-0.115116276,-0.66451436,0.20355949,0.011822767,-0.10779738,0.21695259,0.1793097,-0.5243101,-0.6499787,0.085565865,0.2854413,-0.056916814,-0.5675148,0.5837602,-0.43276507,0.34299368,0.1858445,0.27577314,-0.40410018,0.09233077,-0.07441213,-0.09684274
-0.63458186,0.42889407,-0.3649722,0.5099652,-0.033002805,0.43382314,0.8322483,0.08559601,-0.31616533,0.08762783,0.21822813,0.13187426,0.2543934,-0.036521632,0.0919071,-0.5226724,-0.44893867,0.29987827,0.6515378,0.34275088,-0.54042786,-0.03923666,-0.6412567,-0.33967662,0.60623217,0.05987989,-0.12763767,0.5329455,-0.7839438,-0.16902801
0.3918324,0.36060777,-0.48071393,0.7321303,-0.03352413,-0.52453804,-0.12771104,0.56570375,-0.013359951,-0.38193944,0.34769905,-0.32234216,0.06456151,0.52164364,0.2532459,-0.15635778,-0.33938357,0.20300385,0.0997025,-0.5530793,0.6529934,-0.2678696,0.51661515,0.5411698,-0.29851833,-0.13729662,-0.3234209,-0.010153687,-0.36876264,0.15172535
-0.27855024,0.3672693,-0.5330063,0.2688775,0.034952346,0.48363656,0.044949602,0.56710964,0.13346547,-0.30841112,0.3539907,0.55640906,-0.07891348,0.13310294,-0.44600537,-0.31527805,0.26583505,0.47064552,-0.5894341,-0.63709074,-0.29152325,-0.10963317,0.10802916,-0.5680961,0.27398056,0.04500104,0.25449532,0.6374225,-0.32703948,0.39898506
-0.1644906,-0.12082997,-0.37445745,0.088325866,0.5725968,0.79916704,0.56509733,0.1148369,0.14706165,0.38813454,0.9100171,0.12845072,0.18274672,0.5279595,0.02675576,-0.16484977,-0.3837206,0.73399204,0.4369885,-0.45163426,-0.5850167,-0.098462224,0.016836185,0.039809752,0.5968773,-0.26430148,-0.7427768,0.24853288,-0.5398548,-0.20436954
-0.12253521,0.5005153,-0.15208042,0.8622043,-0.32563725,-0.022686947,-0.111415066,-0.50756127,-0.24200532,-0.66478664,-0.26223505,-0.3360499,-0.12918293,0.11329901,0.23758806,-0.88755697,-0.67315125,0.41108313,0.511658,-0.39924338,-0.35943666,0.5478524,0.26458275,0.4096987,0.3506254,0.120276466,-0.012302332,0.56946707,-0.81911266,0.07721466
0.08168118,0.17409039,-0.16827366,0.08652245,0.5893656,0.46988088,0.026315752,0.16322222,-0.17778525,-0.1287972,0.42801395,-0.13267046,-0.17983964,0.29882476,-0.043662462,0.04528028,-0.069071494,-0.05122261,-0.20462434,-0.46856987,0.34312293,0.2870097,0.55311465,0.04800611,0.075603224,0.5559988,-0.06338688,0.30522338,-0.23904207,0.10968555
0.1921264,-0.13707785,-0.43788242,0.51123065,-0.10270737,0.31566253,-0.49179086,-0.10888077,-0.4344929,-0.2876516,-0.17845339,-0.09861179,-0.014644093,0.3225056,-0.070883945,-0.52395016,0.5222572,0.010830746,0.17187198,-0.6907478,-0.030739704,0.76487064,-0.15039054,-0.35308,0.41965297,0.21687995,-0.44589162,-0.08348955,-0.099290855,-0.036882732
-0.4454953,0.18281229,0.28422105,0.067623466,0.06595119,-0.003388134,-0.622888,-0.23370364,0.24006926,0.017327663,0.28995278,-0.019227121,-0.20524065,0.613493,-0.4526472,-0.17765728,0.3331732,0.7310823,0.831956,-0.035435412,-0.23221052,0.25211936,0.45818245,-0.47062805,0.46192852,-0.11723993,-0.722084,-0.23257242,0.46238253,-0.04701684
0.39293817,0.14281721,0.3092512,0.13699512,-0.019217514,0.08415296,-0.0040746857,-0.2112062,0.24669637,0.27700275,0.6628473,0.04539848,-0.5163075,0.4556805,0.08238747,0.1721298,0.13557972,0.22014943,0.73535323,-0.3816957,0.18301769,-0.42612198,-0.26211455,-0.33120605,0.38513193,-0.1989785,-0.022623947,0.0016242173,0.039589945,0.034388866
0.08251309,-0.1760898,0.20104712,0.38511717,-0.29483357,0.3917635,-0.30806077,0.09315195,-0.5791509,-0.42793584,0.08604333,-0.38420442,-0.56083345,0.23101,-0.63921887,-0.8855747,-0.322804,0.54135287,0.59241426,0.03621898,0.40420604,0.7057239,0.32389724,-0.2826169,0.07090321,-0.19295311,-0.3402725,-0.31538975,-0.58780766,-0.21978197
-0.50238013,0.22890274,-0.67662644,0.72254086,0.18643597,0.35373256,0.20955765,-0.1712076,-0.3010724,-0.45635715,0.3289488,-0.34298825,-0.3574053,0.2389626,0.32786772,-0.6115497,-0.05812137,0.35228914,-0.005731518,0.12730217,-0.46627077,-0.2787946,-0.16909924,-0.16666126,-0.010521239,-0.07113388,-0.17126058,0.5620689,-0.6265297,-0.2997631
0.74715614,0.08701935,-0.6092709,0.19528607,-0.13772245,0.39346611,0.0432769,-0.023025349,0.05186774,0.5540563,0.2962892,-0.09448813,0.2664314,0.63223314,-0.24965045,-0.4531241,-0.3314483,0.2560938,0.5444021,-0.21598242,-0.32142633,0.21531262,-0.09418688,-0.10112866,-0.031543743,0.40213385,-0.08850719,0.39106706,-0.34990054,-0.25220484
-0.4979196,-0.18245903,-0.03944551,0.4661246,0.4503151,-0.18585013,0.15383232,-0.81993943,-0.30367857,-0.6318675,0.34914258,-0.17074284,-0.77034956,0.5522671,-0.3539882,-0.3299491,-0.097703226,0.7312617,0.59536535,-0.9018103,-0.2229974,0.53114086,-0.70416117,-0.3885755,0.91161,0.16236068,-0.59998256,0.0028830012,-0.6569369,-0.57737386
0.16493091,-0.159074,-0.19957404,0.75028396,0.070466034,0.1357615,0.2859371,-0.3086405,0.1358255,-0.360881,0.72808355,0.07899644,-0.7838941,-0.012006329,-0.56928265,0.23678151,-0.4932886,0.07268349,0.48621258,-0.73132724,-0.23424323,0.18023098,0.32770294,0.571981,0.88012457,0.23940377,-0.07503177,0.46792212,-0.7142782,-0.34831795
-0.51695466,-0.47093248,-0.26323435,-0.030992875,-0.24008529,-0.31733227,0.24470763,0.5060904,-0.08090225,-0.5442418,0.088504344,-0.01158055,-0.6443335,0.45298153,-0.0003314225,-0.6837851,0.2937766,0.5228519,0.45728457,0.17437845,-0.10012007,-0.34667593,0.32179967,0.43225217,-0.4491601,0.5137309,-0.042857125,-0.21783333,0.65522975,-0.16631836
-0.28048426,0.37460086,-0.6319756,0.22575447,0.6649374,0.7101593,0.36719427,0.15352945,-0.4575074,-0.27005777,0.5525258,0.716157,-0.62594366,0.041316293,-0.545989,-0.14649513,-0.6360679,0.6316587,0.13865158,-0.2788536,-0.09071726,-0.69663304,0.28343803,0.21992306,-0.02836506,0.7370293,0.4591703,0.42262873,-0.3272185,-0.29246354
-0.62446463,0.10216372,-0.6029997,0.64535177,0.10276379,0.056892306,-0.048925344,0.24363816,-0.38083,-0.51540095,0.7557121,0.56125325,-0.21737437,0.42402732,-0.04032118,-0.6516919,-0.48785996,-0.028333094,0.11553093,0.09640172,-0.18788113,-0.44891512,-0.055341113,-0.20337112,0.17308487,0.0900499,0.11880007,-0.20070261,-0.21198155,-0.1485201
-0.12489927,0.53816134,-0.52729225,0.35190815,0.34746957,0.51401913,-0.48227972,-0.39685273,-0.44187546,-0.7388605,0.18096933,0.1758996,-0.224153,0.46056837,0.2893454,-0.71918833,-0.3149026,0.58222526,-0.25863382,-0.40935162,0.15114123,0.09433069,-0.3484476,0.20247735,0.73579615,-0.078172855,0.3575929,-0.10146858,-0.81329346,0.41529638
-0.35207385,0.8293135,-0.3886943,0.08047796,0.623545,0.13531807,0.7832734,-0.0135920085,0.2559306,-0.7790773,-0.07048592,-0.120849036,-0.16732787,0.4032221,0.28047928,-0.46062243,-0.31838626,0.5953392,0.20560807,0.10196268,-0.29427633,0.064008996,-0.3823783,-0.047684558,0.3160183,0.32455716,-0.6433619,0.37893805,-0.36331704,0.24583836
0.5159018,0.04764986,-0.3195952,0.4829064,0.19454546,0.12458667,0.361867,0.7078614,0.13505782,-0.5118982,0.43761027,-0.5349802,0.3893207,0.36039144,0.18825231,-0.39060628,-0.41548648,0.4512848,0.23207815,0.046752322,-0.6483911,-0.08585939,0.044149235,0.20715457,-0.30952528,-0.619511,-0.5797705,0.30689475,-0.5515115,0.099004515
-0.26713187,-0.08359292,0.11331271,0.036698006,0.24367134,0.07500421,0.17632194,0.53189564,-0.077787876,-0.32621944,0.31311217,-0.39388233,-0.059732385,0.028875807,-0.024136787,-0.3941269,0.5575097,-0.22824787,0.07720238,0.13374028,-0.6689257,-0.12710299,0.20644005,0.14768282,0.7412049,-0.46164253,-0.25991273,0.32146707,0.08782988,-0.109092176
-0.48527783,0.94069016,-0.6965721,0.21287502,0.47069687,0.030254595,0.64497703,-0.18824771,0.020674603,-0.81205386,0.05413776,-0.05959674,-0.91443247,0.50894856,0.5753823,-0.92299455,-0.242849,0.20544904,0.6186634,-0.0906214,-0.21304396,0.6678904,-0.4170666,-0.29454693,0.8792256,-0.084853284,-0.06481199,0.34545735,-0.8327113,0.34804827
