,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
V10,0.08346201071906263,-0.07863500153659815,0.272336592487922,-0.08402002790131052,-0.29255237700357445,0.019585300206999834,0.11634467007318117,0.16433291376390308,0.05991524246270895,-0.00018279248906583135,1.0,-0.07640740108113434,-0.020429352382711118,-0.056049112905350924,0.1235839914257193,0.029599487656386363,0.280997244420652,-0.16978999887859095,-0.02964317858469134,-0.12271321286905561,0.04005800274060377,0.2795187934532723,0.2714108436885942,-0.02625061948865912,0.04634477197412125,0.1598307140883412,-0.07114169467364385,-0.06314749842163359,0.1996903962320745,0.002176862001963893
V11,-0.04905108521192112,0.017244668533361932,-0.15925789595282128,-0.028546256033859352,0.0004942084896351382,-0.07595370793421119,0.017176981403777453,-0.0851138628831552,-0.06571102989757716,0.1199658722356301,-0.07640740108113434,1.0,0.022265284094873036,0.2354712385395981,-0.026391627400390583,0.08778500744086568,0.12078269706334992,0.18814351043677516,0.04922140198032611,0.01924515715615661,-0.1439910674449412,0.20141238107100154,-0.07518314007209483,0.06393588700666468,-0.19696986941308978,0.10749302601070357,0.04831779429150816,0.07380710062582549,0.16942826896603264,0.053172220240141954
V12,-0.08700770423934556,0.05604030274082755,0.0423976973909987,-0.1331522877469487,0.0420666792451032,0.014508309214124649,-0.08235037047731397,-0.06364872703791284,0.16270672445001202,-0.11026584056894004,-0.020429352382711118,0.022265284094873036,1.0,-0.09187691845251288,0.08698465038173543,0.10989940755086733,0.0052906077915623375,0.08474312030999288,-0.020776318961806036,0.2836682280898978,0.13511741018918377,-0.17345934967840418,0.056416625860970064,-0.28768390803629734,-0.05810577222569081,0.20859526106769763,0.0408103700943245,0.14655773782466516,0.004789810607769496,0.006835581696638024
V13,-0.018794560911972426,-0.05148003794871274,-0.0016761979075315754,0.1522079155965185,-0.023525149512117722,-0.1697589853127606,0.05671655399731416,0.07724002169894521,0.06099423532319149,0.24379089865830206,-0.056049112905350924,0.2354712385395981,-0.09187691845251288,1.0,-0.028770788152873233,-0.23956915860084774,-0.07309704011482805,0.18081605441336202,-0.21779014795523569,-0.053220675861322016,-0.26536843532582466,0.314976791315134,-0.035276659022506554,0.12289844726336024,-0.34404096175775256,0.10384313262870798,0.09604390028814096,-0.014683864731523841,0.3750197647596234,-0.06376532887700882
V14,-0.06073543832361651,0.0531763306268719,-0.09939679694884879,-0.015431649205637584,-0.06055839796801101,0.10294327778826774,-0.1260683729097068,-0.1567544493520501,-0.07710609319349053,-0.09207495699721933,0.1235839914257193,-0.026391627400390583,0.08698465038173543,-0.028770788152873233,1.0,0.041561141941668406,0.02178700016065262,0.04096481086588802,0.0413886499510788,0.12056483406334521,-0.014825005434140063,0.10340052796711124,0.03821365986789197,-0.03815164883284326,0.028263624214752578,0.16180528951826942,-0.011218087640996868,-0.1833999404566528,-0.05703227575868884,-0.0025325061063072563
V15,-0.06149001376019399,0.1115397045266755,-0.14698116547190593,-0.23495261645138943,0.042190456466592745,0.12347271751294059,0.03935500116676599,0.09090430577794767,0.0708098219378058,-0.06252604977195093,0.029599487656386363,0.08778500744086568,0.10989940755086733,-0.23956915860084774,0.041561141941668406,1.0,0.08263778914890606,-0.0966055529470163,0.1278370854776283,-0.06559259245255247,0.17523052100830316,-0.07845919520602565,-0.17132819991651496,-0.24170617589080212,0.12242238036718692,-0.1096371514609737,-0.09995019273535259,-0.028596973518557164,0.14388767558626303,0.26371030323226397
V16,0.23580737942550772,0.0502478672471104,0.30061827022109705,0.07014257117396715,-0.09111845691822665,0.018427335393202002,0.1935650666771978,-0.030599631786816628,-0.046897864452428016,-0.10621820993163157,0.280997244420652,0.12078269706334992,0.0052906077915623375,-0.07309704011482805,0.02178700016065262,0.08263778914890606,1.0,-0.155767637238394,0.11754286959013112,0.021295851005007953,-0.025673139526324884,-0.09738340736402588,0.2380345333387439,-0.13380733949622542,-0.11766079685052568,0.057240178389901045,-0.10182632315725375,0.03976923668652745,0.08439695775423235,0.10220729437732287
V17,-0.049734404898343784,-0.17877599824953502,-0.1492052661616536,0.06006904590042489,0.044651985271413105,0.19916808083914025,-0.2212228368996935,-0.007361121839785625,-0.20202817524330383,0.019081139433528415,-0.16978999887859095,0.18814351043677516,0.08474312030999288,0.18081605441336202,0.04096481086588802,-0.0966055529470163,-0.155767637238394,1.0,-0.21050880226724025,0.04896223025319451,-0.09335162322460373,0.12789872154151233,0.014840454630419933,0.03693686709438003,-0.29243231509090206,-0.07366259363276138,0.2510455961200132,0.021780249970556196,0.14473326696433872,-0.10079692134394365
V18,-0.04536834924173002,-0.09760393079581657,0.08947147967737372,0.15978908299785843,0.10240020496082411,0.18363555367155482,-0.04285014258309858,-0.10078379062803117,-0.019892164335000958,0.015186049286810787,-0.02964317858469134,0.04922140198032611,-0.020776318961806036,-0.21779014795523569,0.0413886499510788,0.1278370854776283,0.11754286959013112,-0.21050880226724025,1.0,-0.08089035869776727,0.2640079455880536,-0.10420507105967693,-0.0958427618208503,-0.0853224139176906,0.0887346711927798,-0.01832805024532344,0.03207274133411713,0.1255046827984175,-0.21870735825973925,0.057083108928967535
V19,-0.06703300712257805,-0.07507339297507254,-0.08184574348812465,-0.08655081421324903,0.06203838161619403,0.03716724305455996,-0.2750734131346038,-0.16139843976781457,0.1117917322734888,0.08694261652002601,-0.12271321286905561,0.01924515715615661,0.2836682280898978,-0.053220675861322016,0.12056483406334521,-0.06559259245255247,0.021295851005007953,0.04896223025319451,-0.08089035869776727,1.0,-0.013006611822717949,-0.059328224320679974,0.0014610499885504868,-0.06746490064428956,-0.00428279309331303,0.22733331372887952,0.017325960308721234,0.06309461954625864,-0.07099463368448485,-0.00934685233304559
V20,0.06884745668884537,-0.10165016600317997,-0.07485116744902001,-0.008893396409668578,0.10955153443614862,0.42847518807270835,0.039406615420316427,0.024870787820472213,-0.20739125181694065,0.12424912964785907,0.04005800274060377,-0.1439910674449412,0.13511741018918377,-0.26536843532582466,-0.014825005434140063,0.17523052100830316,-0.025673139526324884,-0.09335162322460373,0.2640079455880536,-0.013006611822717949,1.0,-0.031977199276451804,-0.0037830893903807983,-0.25513348199946434,0.23325634757898991,-0.0012381309374573733,0.16215596200498975,0.18244639583381606,-0.19338551286794592,0.10267650495075255
V21,-0.016379561755440517,0.04412543133978608,0.03480281383143882,-0.08101452557862958,0.03037949483766115,-0.06849846622891638,-0.12772712158868868,0.08660215040036326,-0.08405707787300813,0.09847510571201816,0.2795187934532723,0.20141238107100154,-0.17345934967840418,0.314976791315134,0.10340052796711124,-0.07845919520602565,-0.09738340736402588,0.12789872154151233,-0.10420507105967693,-0.059328224320679974,-0.031977199276451804,1.0,0.2335466342495718,0.17601428899964558,-0.24119368295363747,0.13150620541725921,-0.12039456988390822,-0.2534741839127973,0.31175225245410004,-0.10512088845247775
V22,0.12631734201817177,0.24459687132392838,0.23462618302925448,-0.3586900228636982,0.12046636572516305,-0.12497645109183146,-0.07858963036890447,-0.02272496223594068,0.03881378953827057,-0.39671041910410126,0.2714108436885942,-0.07518314007209483,0.056416625860970064,-0.035276659022506554,0.03821365986789197,-0.17132819991651496,0.2380345333387439,0.014840454630419933,-0.0958427618208503,0.0014610499885504868,-0.0037830893903807983,0.2335466342495718,1.0,-0.16677060667760893,-0.19935386820368592,0.36830753318022247,-0.1970363673121609,-0.0028792641588166884,0.004699194062076205,-0.25841735186431913
V23,0.0014210211988987024,-0.21328703524081982,-0.0031252012624695814,0.310161636077483,-0.13175566727505028,-0.1411019646951148,-0.1331576461471347,-0.19043382542397533,-0.21756328032935074,0.13452200752620772,-0.02625061948865912,0.06393588700666468,-0.28768390803629734,0.12289844726336024,-0.03815164883284326,-0.24170617589080212,-0.13380733949622542,0.03693686709438003,-0.0853224139176906,-0.06746490064428956,-0.25513348199946434,0.17601428899964558,-0.16677060667760893,1.0,0.19218815140247003,-0.18021972581527723,0.18166279138964744,-0.19964281706691514,0.06564502290081689,-0.12423284929325451
V24,0.06257870322288553,-0.09907215060798143,-0.06073229783872492,0.08698213926474993,-0.22565038442588092,0.12802987948209518,0.07250238945512706,-0.10442387902882602,0.02958457909566697,0.055684717213925414,0.04634477197412125,-0.19696986941308978,-0.05810577222569081,-0.34404096175775256,0.028263624214752578,0.12242238036718692,-0.11766079685052568,-0.29243231509090206,0.0887346711927798,-0.00428279309331303,0.23325634757898991,-0.24119368295363747,-0.19935386820368592,0.19218815140247003,1.0,-0.20552713303860257,0.05814551720338271,0.07071523969833411,-0.1991026927741796,0.23904918535528014
V25,0.06680836952621703,0.245860632280142,0.12687084265896276,-0.2304000425558034,0.02645056128717338,-0.036267879043784784,-0.12060858288287993,0.007141648261307706,0.19157354978931002,-0.2618032032191951,0.1598307140883412,0.10749302601070357,0.20859526106769763,0.10384313262870798,0.16180528951826942,-0.1096371514609737,0.057240178389901045,-0.07366259363276138,-0.01832805024532344,0.22733331372887952,-0.0012381309374573733,0.13150620541725921,0.36830753318022247,-0.18021972581527723,-0.20552713303860257,1.0,-0.05794304633106476,0.15587040712875755,-0.034532252397719794,-0.18715066294678961
V26,-0.016336949292085956,-0.3552412679129197,-0.03397391569243195,0.3935201466322358,-0.10694981415261523,0.3103492791530194,-0.0634389200837179,-0.07515466454520911,-0.17461413829063918,0.10771370266795831,-0.07114169467364385,0.04831779429150816,0.0408103700943245,0.09604390028814096,-0.011218087640996868,-0.09995019273535259,-0.10182632315725375,0.2510455961200132,0.03207274133411713,0.017325960308721234,0.16215596200498975,-0.12039456988390822,-0.1970363673121609,0.18166279138964744,0.05814551720338271,-0.05794304633106476,1.0,0.08991348640026661,-0.0008475933476004193,-0.01994919598309551
V27,-0.050993667540047145,-0.0027739023073786464,0.1093853897684956,0.08506261461271823,-0.0986597791215865,-0.0030106869964279144,0.04758663781338513,-0.15460205305989957,0.15091900388222035,-0.005499012757510839,-0.06314749842163359,0.07380710062582549,0.14655773782466516,-0.014683864731523841,-0.1833999404566528,-0.028596973518557164,0.03976923668652745,0.021780249970556196,0.1255046827984175,0.06309461954625864,0.18244639583381606,-0.2534741839127973,-0.0028792641588166884,-0.19964281706691514,0.07071523969833411,0.15587040712875755,0.08991348640026661,1.0,-0.0957178735422565,0.1319912092660603
V28,-0.03916161765696363,-0.14521037372718668,0.09969647721721109,0.060828786812017026,0.04520879727448579,-0.12620583896448032,0.1826552025830585,0.12202806740101652,0.08955671022601952,0.1789131857454075,0.1996903962320745,0.16942826896603264,0.004789810607769496,0.3750197647596234,-0.05703227575868884,0.14388767558626303,0.08439695775423235,0.14473326696433872,-0.21870735825973925,-0.07099463368448485,-0.19338551286794592,0.31175225245410004,0.004699194062076205,0.06564502290081689,-0.1991026927741796,-0.034532252397719794,-0.0008475933476004193,-0.0957178735422565,1.0,0.06667840811422455
Amount,-0.06310696247726368,-0.08149070180747588,-0.1554049265724982,0.08606398046471145,-0.26710420179955185,0.09965491806478614,0.3330996823852918,-0.1522276643795744,0.1969379412517095,0.3252826203573074,0.002176862001963893,0.053172220240141954,0.006835581696638024,-0.06376532887700882,-0.0025325061063072563,0.26371030323226397,0.10220729437732287,-0.10079692134394365,0.057083108928967535,-0.00934685233304559,0.10267650495075255,-0.10512088845247775,-0.25841735186431913,-0.12423284929325451,0.23904918535528014,-0.18715066294678961,-0.01994919598309551,0.1319912092660603,0.06667840811422455,1.0
