Buying,Maint,Doors,Persons,Lug_boot,Safety
2.8229723,0.35358888,0.9925934,0.008244412,0.21752046,0.992423
2.9993923,0.91135883,1.7480388,1.9965897,0.82353276,0.14309017
1.8280871,1.1276248,2.0592055,1.9997084,1.9993411,0.09354529
0.46523273,1.7507491,0.84558594,-0.025318794,1.9446762,1.8279139
2.4750218,2.9984717,2.0828867,1.9231923,2.0,1.9834288
2.3731809,0.09010567,1.3597478,0.74271417,1.3719655,1.9683813
1.6351187,0.08919965,1.0611081,1.8027017,1.6409966,1.9253371
1.0910838,0.040559467,1.6129729,1.940603,1.5689216,0.0070067914
2.99978,0.8371146,1.5904498,0.057377025,0.20622443,0.9902766
1.6928262,1.9551859,0.99225914,1.9999987,0.38003227,1.0805234
0.8481394,2.169318,0.1812699,1.9482989,0.11743196,1.8781193
0.08288261,0.15087141,1.9476502,0.32179955,0.43995854,0.7587176
1.9670681,0.7219088,0.4887116,1.9908779,0.5269983,0.17345962
2.8300333,2.1841624,1.1285118,0.735184,0.21142338,1.786619
0.66253054,0.6972147,2.934757,0.41970113,0.5437124,0.2270872
0.5112249,1.5202543,0.8203517,1.9984291,1.0540015,0.071602695
2.128578,2.9899974,1.8497254,1.2909656,1.9999998,1.9692221
2.5737514,2.9986048,2.997935,1.4682792,0.58902884,0.89849603
2.8622758,0.90093386,1.4505169,0.42738694,1.8123479,1.4892447
0.1522618,0.2056824,1.5921375,-0.060505923,1.6266012,1.9691863
0.8176073,1.3142229,2.9620512,0.37772593,0.7405453,0.041849267
2.8869193,0.52323085,0.18191946,1.9987626,0.049147133,1.9999815
2.8435352,2.727189,1.5403042,0.014504771,1.9707847,0.3634223
1.3150997,2.4728348,-0.09460233,1.9991608,0.11335883,1.9283017
0.058562692,0.3376047,1.7058208,0.46891665,1.8400888,0.9727405
1.0447448,2.63227,0.03177407,1.2753402,0.14441866,1.8642128
1.4815806,2.7365162,-0.14434497,1.9992565,-0.13580836,1.8211287
2.5985317,0.19554707,0.20556137,1.8653402,0.66898227,1.999882
2.3555565,2.4118814,1.7926115,1.2645843,1.9983128,0.011095019
1.4016823,2.6490154,0.5951518,1.5556983,1.9976283,1.9997933
1.396915,2.9544015,0.8101119,0.14039971,1.9974701,1.9955425
2.0149403,2.9943526,2.2014456,0.104128055,-0.044241235,0.59088624
1.3799697,2.8306398,2.667581,-0.059548397,0.029597454,1.1326607
1.153875,2.3714523,2.9802268,0.42396036,0.29959738,1.8709346
0.310558,0.36890143,0.34552354,1.7984469,1.8414067,1.896977
1.5832291,2.829573,1.6140614,1.8454769,1.999993,1.907338
2.961808,1.6694112,1.749101,1.2640852,1.8456888,0.13550219
2.9961257,0.6574512,1.6433226,-0.00067386404,0.3261685,1.9583316
2.7365103,1.112535,0.75557053,0.0049782256,0.24444275,0.23328228
2.998753,2.101278,0.45055693,1.9521427,-0.038228497,1.4618614
0.80654025,1.9056934,0.45143017,1.0904356,1.9663601,1.9956738
2.604632,0.6046609,0.50980955,0.85761046,1.0003645,1.9999855
1.2194915,1.2804666,2.878307,0.3732923,0.505106,0.07126439
0.44959354,0.012095982,2.8330712,1.4995397,1.2586722,-0.075694375
0.7321062,0.5991421,1.5763028,1.9991127,1.9377908,0.10026515
1.6929929,2.0801167,2.427566,1.9990114,1.9999954,0.8313545
2.0257938,2.9615316,1.4876707,0.13283992,1.9999983,1.9999343
1.1432011,1.3290598,2.9949305,1.5153238,0.95737106,-0.062266994
1.1677772,0.6550381,2.989698,0.23620817,0.83822083,0.976346
2.2401257,2.9988823,0.27273542,1.9540256,-0.19328307,1.9425063
1.6573632,2.210471,2.9123943,1.9727985,1.9999349,1.9912616
1.258348,1.5030365,2.9980679,1.7909514,0.9200319,0.046913926
2.7200606,0.25825372,0.06602602,1.9665638,-0.07671595,1.9980587
1.8476382,0.10602385,2.9890635,0.5886233,1.8984704,0.2775884
2.6788337,-0.11926047,2.9559271,0.32307032,1.7596439,0.15406696
1.5005261,2.7639377,0.2451444,1.9988056,-0.060445007,0.3152932
2.6046512,0.8041923,2.1110125,1.9958186,1.9791907,0.059702143
1.1913918,2.9271903,1.3540661,0.8451588,1.9996767,0.5422253
0.8698056,2.6033862,1.7086473,1.501434,1.9058498,0.1309263
2.9997401,0.15877202,2.708029,0.14861853,1.8840446,0.05997465
2.6426644,2.848237,1.5490191,-0.0017465386,1.9993958,1.5810778
2.7917523,2.6614532,1.7015231,1.9545684,1.9998966,1.6574341
1.1258281,0.7910347,1.1522889,-0.067802615,0.80948675,1.9991988
1.3126619,2.8468888,1.3287976,-0.0018097195,1.9999553,1.9895369
1.9783688,0.13667047,1.8231364,1.4981344,-0.044306234,1.9999995
0.3218775,0.07530996,2.9207273,1.6293254,1.9403409,0.04323729
1.1164502,2.4371877,2.9977603,1.0489216,1.9999988,0.730564
2.9806654,2.0311837,1.1745489,1.3698779,0.23833805,1.6692448
2.7770174,0.3840499,0.43367672,1.9990112,1.2886544,1.7579044
0.5533567,0.8336514,2.9347134,0.6011727,0.5473391,0.0071697934
2.9911993,0.41198975,1.3009173,0.04357274,0.11570224,0.078365356
2.9360766,0.9162799,2.759136,0.041560564,1.9986631,0.029889232
2.9165823,0.38439095,2.0067391,1.7641262,1.980566,0.102005914
2.7114043,0.84724295,1.6202977,-0.011247878,1.8728461,0.07454436
2.182079,-0.018360112,0.96336746,-0.034301855,0.6175513,0.3696543
2.7691848,1.3549521,1.3539771,1.9998707,1.8280984,0.048324503
2.5571856,2.9939744,2.437399,1.0834713,2.0,1.9269785
1.0378973,2.813395,2.1412425,-0.019595655,1.9880934,0.09241751
2.921586,0.42456657,1.6822469,1.9999152,1.9556992,1.0717565
1.6360145,2.9420738,2.960992,0.07234374,0.27448183,0.3634373
1.4197316,2.900047,2.7983975,0.17099041,0.21635862,0.26820123
1.2396042,2.6190083,1.3226002,1.3896188,-0.083841056,1.9545004
1.3837476,2.8258762,0.43622583,1.999838,-0.1665923,0.9118216
2.9975827,2.9726477,1.013849,1.7256527,0.3828254,1.0060326
2.1438587,0.49654153,1.7756696,-0.06360832,1.8698335,-0.0035845933
0.6318957,2.230092,0.4811166,0.024607426,1.9143745,1.9104657
2.9580734,0.6362659,1.7232796,1.9989939,1.9975448,1.7595745
2.5769813,1.2193317,-0.17968726,1.9998274,-0.03440183,1.9999965
2.9912128,2.8681588,2.3604834,1.8444264,1.9999827,1.4452671
2.0482094,2.4865408,0.22105557,0.9393107,0.6639408,1.3265682
1.1117586,2.906919,1.2997671,0.75822186,1.9977214,0.90217
0.38102496,1.4565055,1.1334147,0.073038004,1.9854883,1.7666303
2.6942363,2.9242363,-0.1179755,1.9807085,0.13412158,1.8769513
2.727746,0.40976727,2.9540043,0.086000204,0.78004044,0.8398867
2.977505,1.040469,1.8711948,1.9982741,1.9957122,0.74115634
0.3568166,0.5351622,1.6844828,-0.12730862,0.4477946,1.9998844
0.41824052,0.6366576,2.9929826,0.9749461,1.834674,0.6670326
2.134714,2.9972532,1.0495158,1.9986224,-0.06257219,0.68714726
1.3967388,2.594114,1.9419404,1.2488112,1.9999578,0.9747123
0.7000314,1.2350913,0.3421495,1.6190718,1.9546369,1.9781452
1.7630565,2.769441,2.969001,1.3161811,0.57989234,0.32265624
1.5329322,1.745369,1.4800146,-0.017782275,0.05669832,0.9469811
1.1273543,-0.009558277,1.6695783,0.9340244,0.14667171,1.2014016
2.3252704,2.976311,1.9049883,1.4967121,1.9999999,1.9988874
2.3975048,1.9190159,1.7938914,0.42668396,1.9974507,0.91197616
2.7945802,2.3016176,0.13590008,0.30502254,0.0042437324,0.3554081
0.24431083,0.100599855,2.8785343,0.06807138,1.2456456,1.9729092
0.2582521,-0.1482008,0.069575325,1.8484067,0.7407064,1.5605775
2.9715722,2.8689828,-0.29752758,1.9999967,0.018596597,1.9995394
2.728761,0.21749797,1.3748585,0.018653743,1.6028831,0.9777038
2.701813,1.679212,1.2280989,1.9999431,-0.00083529204,1.9912838
1.0725863,2.5445228,2.1205933,-0.05296774,1.9819216,1.9806831
1.7225666,2.6963613,1.6628067,1.7842796,0.85785866,1.999794
1.8714255,2.0410662,-0.0032232315,0.030745583,-0.045924243,0.66989404
2.999686,0.6976764,1.3329114,1.9989625,0.3254905,1.2622076
0.84730315,2.054002,1.6277177,0.22812839,0.20349309,0.23518524
1.6276345,2.7817044,2.80529,1.9998516,0.23067515,0.94285095
2.7838757,0.81605977,2.4174235,1.783833,1.9997241,0.048964337
0.69311416,1.3669335,2.3290827,-0.04731288,1.979997,0.241645
2.8971214,1.6379168,0.41152406,1.9992135,0.058536742,1.0051401
1.8787372,0.8958409,0.56290925,1.9980342,1.2250838,0.18238129
1.5290039,0.027909782,2.9966178,1.9907104,1.9950867,-0.10295619
2.9193044,2.140627,-0.20084994,1.9205737,0.011113358,1.9999238
2.3640459,2.9870365,2.999215,1.9726148,0.6079534,0.6850897
2.4476948,2.9993224,2.9992547,0.70980126,0.44043198,0.653586
2.99695,2.8839524,2.4813986,0.2206363,1.9998672,1.3358761
2.9999852,1.7561592,0.8169005,1.9554341,0.13468029,1.8343009
1.9022934,2.9742002,2.8437483,-0.11040429,-0.032732893,1.4512229
0.1555303,-0.058144875,2.2600675,1.9712113,1.2213402,1.7264682
0.6905594,2.6762435,0.903841,0.21307223,1.9674213,0.78688014
2.5792613,2.7844558,1.6026925,0.0023716043,1.9988335,0.9192632
0.56540006,0.30891725,0.32008094,1.9472499,1.8245065,1.9982252
1.4252276,2.97664,1.3709298,-0.0075657046,1.9998919,1.8283745
0.8453909,0.24906981,1.7674098,0.32726464,-0.028573766,1.9941252
1.4084013,2.3038554,0.755152,1.6250602,1.9979513,1.9866555
1.982213,2.2212005,1.3621591,1.9285911,1.9998543,1.9776584
1.6748583,2.7942138,2.973917,1.9727973,0.4264696,0.887147
0.9896182,1.3474376,1.7262871,1.8922651,1.998267,1.9901283
0.9593895,2.8690972,0.6059832,-0.011547947,1.9438126,1.3467289
2.8124132,0.061167,0.36526242,1.7672375,0.08957012,1.9998996
1.5609465,1.6230311,1.3703511,1.9616898,-0.0695407,1.9989434
1.0874894,2.350863,0.8687111,0.109951764,-0.059155423,1.9934422
2.939141,0.40670794,1.3507514,1.9881105,1.9766649,1.5721391
0.8405789,1.7241371,2.3987727,0.47290865,1.9909958,1.9992812
1.7334311,1.7957236,1.4360752,1.9897759,-0.07875147,1.9999996
2.9461036,2.3463297,0.5968506,0.088244475,0.9206076,1.7660766
2.6846895,2.989585,2.5360699,0.044845168,0.1929311,1.0544372
2.9999518,1.2115426,1.6018045,1.7115389,0.31603217,0.1167323
0.58223116,0.6159358,2.9951003,0.61016375,1.5058501,0.80099577
0.6533092,1.3046733,2.950153,0.17964281,1.9460781,1.9983846
0.5484712,0.38685244,2.7865965,0.67028314,1.4603347,-0.047300454
1.7696972,2.7149153,2.2837453,0.039276313,1.9999641,1.9994363
2.9910789,0.15296839,1.797837,-0.01356623,0.96981114,0.10952546
0.9638581,1.9225588,2.9112842,1.9652056,0.49655223,0.057255544
2.9459639,0.78574294,2.103722,0.40976956,1.9809607,0.08021243
1.8775704,2.9441597,0.27678365,1.9998497,-0.08131679,0.61605865
1.1144623,2.6659265,2.130227,-0.04296274,-0.014306935,1.3148905
2.9563417,0.30147165,2.5038548,-0.015047449,0.38624156,0.0847904
1.077939,2.472471,2.764443,-0.018021576,0.06320284,1.7109852
2.9999416,0.68147206,2.007661,1.2556473,0.45410666,0.3665339
2.2400894,2.9903088,2.1533191,0.9451186,2.0,1.9999479
1.6706207,2.3099747,1.483777,1.9995235,1.9872912,0.023332339
2.995587,0.4857592,0.3216701,1.891968,0.020701094,1.9992573
0.10402089,0.027674213,2.8139634,1.8793057,1.9504379,0.31653976
2.4438415,2.9987106,2.9791796,-0.0022871522,0.27918923,0.68913746
2.9291472,2.7150354,1.8248459,0.30180806,1.9674833,0.172232
0.67503893,1.4401491,2.9637408,0.67100894,1.0327841,0.51965106
0.8252114,0.8671773,2.7535605,1.5790448,1.9966669,0.7593989
1.9383727,0.15127808,2.9362264,1.3111258,0.091831565,1.9999999
0.67776364,2.3953176,0.15447484,1.586981,0.23588112,0.6543575
0.8601467,0.13646393,2.040433,-0.081088,1.607361,1.6438903
2.5403347,2.1312997,0.5705414,1.9999998,1.2165314,1.964013
1.6757653,0.3451357,0.37724778,1.9959248,1.6430161,1.2008574
0.22883749,0.36904112,2.938364,0.47990942,1.7646642,0.10610551
0.2914569,0.43499184,2.0555801,0.94806904,1.960249,1.9971119
