,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
V15,-0.19648614664978586,-0.05203048749219257,-0.007986223997837275,-0.08211417283538504,0.10539897553725928,-0.25166546362069514,-0.21253060291058948,0.19916404209423103,-0.031020757760672407,-0.09250979959729058,-0.12658339321631634,0.13871236778297105,-0.18333293389625432,0.07195171273911305,-0.028045087971121877,1.0,-0.11552128468956334,0.17629569995892605,0.0353377602782369,-0.14168087315574265,0.37733909979575303,0.09318357021774136,-0.047168330503518284,0.02903866771433086,0.055177542670604186,0.15101647078777217,0.033716834578541764,0.0029356091052920165,-0.05059500653423891,0.19379532051157244
V16,0.1410879258246692,-0.11879323629420956,0.19913993432056445,-0.07410702877604718,0.04258117498881295,0.09305455530728994,-0.029568470066177712,-0.13797896435614287,-0.041719942894278814,-0.14865422843726314,0.002085372919295777,-0.019206948227339937,-0.13886015212045377,-0.04393126472097497,-0.13026691371306673,-0.11552128468956334,1.0,-0.04473761801155596,-0.008544494584897295,0.002426091289641227,-0.06520687300022542,-0.07803070210594107,0.01572851919355035,-0.23481585389777254,0.018718451414425474,0.07564162553235701,0.05798440809597179,-0.06537540524712743,-0.00700862943433893,0.1493467330559564
V17,-0.008957484519360338,0.07013170777337473,0.13118121070034847,-0.2707292420972564,-0.13509940856698488,-0.20324547660247455,-0.21962038408518011,-0.12605871472513785,-0.12056743825617143,-0.20120454999589765,-0.12443821300938311,-0.22450198060752186,-0.09636919626929964,0.14916220229901236,0.11168749759162724,0.17629569995892605,-0.04473761801155596,1.0,0.19869109671367202,-0.040005659644257716,0.07390557555972375,-0.029691052497416482,0.05249253696735917,0.05282358961645611,0.16556325601907917,0.13532441276045098,0.14358272046295192,0.11301483578321236,-0.30536823375329997,-0.0003058232545811763
V18,-0.007500970338131977,0.004222318959195031,0.25404738764210033,-0.1163761699304963,-0.22837375305494503,-0.15089576415709935,-0.10716909903043569,-0.2132666692199843,-0.04365531764607377,-0.057425388539030696,0.16349590833414027,0.05597705984457692,-0.07480260621339929,-0.21073404601710244,0.10251511569439987,0.0353377602782369,-0.008544494584897295,0.19869109671367202,1.0,-0.10189756699058343,-0.13225771302086775,0.2210952073998791,0.09251547780326676,0.034278801678537356,0.12896078274462858,0.024762279691409164,-0.0298915261554966,0.11488199429424871,-0.09503571969705792,0.23893183297000314
V19,0.12754851759609848,0.04110204781439122,-0.06403983674441269,-0.09722623200496269,-0.03608111372866513,0.15186157720188323,-0.11769501716864143,0.1793122992044035,-0.012796779106863691,-0.09070283548129697,-0.05567368326933258,-0.04095397523997411,-0.01866352414490935,0.11755365845260136,0.05147120078620579,-0.14168087315574265,0.002426091289641227,-0.040005659644257716,-0.10189756699058343,1.0,0.03385207392887441,0.11180305260437615,0.04258973883188925,-0.12492984093479999,-0.08353418250653417,0.027647403888688575,-0.023769063611410384,0.04357506033139786,-0.05459221404816431,-0.02517741985156342
V20,-0.12668824381875793,0.035837649280088514,-0.11732414993098315,-0.044166509792400895,0.2228851905304886,-0.23399503093867954,-0.10319774887211412,-0.03490512379937752,0.0013807633439387476,0.01834655884387231,-0.05700395599941838,0.192527751366793,0.016617388982836996,0.11358419761631922,-0.011277628876635458,0.37733909979575303,-0.06520687300022542,0.07390557555972375,-0.13225771302086775,0.03385207392887441,1.0,0.03803780178502132,0.09523734523600813,0.10230933604331005,-0.0019832151065212284,0.07063279603433482,-0.04043548719762554,-0.10519364664829155,0.02263376347508003,0.04740104541673835
V21,-0.15496987466799578,-0.11548599058889032,-0.03498689364061211,0.034300009834116275,0.03279128465014722,-0.07308122548006142,-0.19458414491868403,-0.07894679450734869,-0.16574989029654044,0.06208998416191118,0.16592531421526316,0.2104097319946771,0.006680230086882197,0.008241869954155554,0.03734373626539631,0.09318357021774136,-0.07803070210594107,-0.029691052497416482,0.2210952073998791,0.11180305260437615,0.03803780178502132,1.0,0.07489303063540041,0.06715979379252762,-0.03816303477051769,0.05616454798968466,-0.3046455369579415,-0.16564426029051424,0.024620364725888935,0.21707592350155605
V22,-0.029780188102433113,-0.00881419930852852,0.013949888471264753,-0.07098000506650871,0.012864021646924786,-0.1328236465547023,0.0940744581801935,-0.09431892004863428,-0.24093953333305343,-0.07413945315606975,0.09088363439503325,-0.020478960791181403,0.13343822946359954,-0.15156377686096814,-0.21552902917453115,-0.047168330503518284,0.01572851919355035,0.05249253696735917,0.09251547780326676,0.04258973883188925,0.09523734523600813,0.07489303063540041,1.0,0.08763476335637647,-0.18489376999394763,-0.2583628631274779,0.04173979639432836,0.04404605147116283,-0.030440407880553223,0.1153017043299394
V23,-0.1608707903756176,0.09505626213156843,-0.2896023387381783,0.17218671871408167,0.045912833859263064,-0.11923641316829223,-0.18618955473422252,-0.21522995188730829,-0.11528671200627862,0.1346213820179389,0.07531998942048458,0.07218797162629423,-0.06744450685159584,0.12749472397935224,-0.028548209758922548,0.02903866771433086,-0.23481585389777254,0.05282358961645611,0.034278801678537356,-0.12492984093479999,0.10230933604331005,0.06715979379252762,0.08763476335637647,1.0,-0.019983182008073395,0.07694184395996821,0.07192645375026396,-0.1758523216499766,-0.10448230128053762,-0.045942278815987114
V24,0.2280446756124151,0.012473728666208437,-0.01782164704978541,-0.07896451554563237,-0.1927160565897255,-0.006382186252533504,-0.12688729405758223,-0.004446851618358863,-0.15963110134201694,0.08579243615241729,0.13738723949124151,0.029269896252492513,0.08703338503545183,-0.11261895773192503,0.07230077212854873,0.055177542670604186,0.018718451414425474,0.16556325601907917,0.12896078274462858,-0.08353418250653417,-0.0019832151065212284,-0.03816303477051769,-0.18489376999394763,-0.019983182008073395,1.0,-0.0079893285994696,-0.14843236499051699,0.29292597439508866,-0.3372150975008529,-0.13713883469174498
V25,-0.12861875300746572,-0.01589183578798137,0.09218361910735101,0.04941818196660563,0.10307961444328681,0.04886189890860337,-0.08158311599235953,-0.024568861325263727,0.19778268433571317,-0.30029298411665095,-0.19078074739413178,-0.06530120617062879,-0.2015176446976612,-0.018330196986162235,0.023952181828155807,0.15101647078777217,0.07564162553235701,0.13532441276045098,0.024762279691409164,0.027647403888688575,0.07063279603433482,0.05616454798968466,-0.2583628631274779,0.07694184395996821,-0.0079893285994696,1.0,0.23168307534889465,-0.17562558741484718,-0.08807283320759692,-0.013714783112935164
V26,-0.038824210685499565,0.1275973063779875,0.02913196248963037,-0.17630418611974713,0.12692288404785035,-0.08595223269578652,-0.006570668176164912,-0.15578453370954307,0.029904846982571634,-0.29310087599029006,-0.2844756463986959,-0.1343941949683222,-0.26350824394447947,0.07828664211292419,0.13548569982367445,0.033716834578541764,0.05798440809597179,0.14358272046295192,-0.0298915261554966,-0.023769063611410384,-0.04043548719762554,-0.3046455369579415,0.04173979639432836,0.07192645375026396,-0.14843236499051699,0.23168307534889465,1.0,-0.024481865066528212,0.001506870124798805,0.023384934683526905
V27,0.2939748186188438,0.09576615069279978,0.12123745828855513,-0.002474683660832096,-0.31250382596627624,0.054411879400627236,-0.046760130196412744,0.005170254569461723,-0.16992278593223223,-0.24015581782751624,0.14250610816870926,-0.03886840682885032,0.03945350157209816,-0.09852342821817442,-0.08975063103330418,0.0029356091052920165,-0.06537540524712743,0.11301483578321236,0.11488199429424871,0.04357506033139786,-0.10519364664829155,-0.16564426029051424,0.04404605147116283,-0.1758523216499766,0.29292597439508866,-0.17562558741484718,-0.024481865066528212,1.0,-0.1389832846124182,-0.055702725797135005
V28,0.06531478560185712,-0.009259157257588508,0.02673274762654981,-0.04335433885172177,0.13182728772732327,0.14995086449084705,0.20144582399514882,0.06461266561104717,-0.025710873116293186,0.004486749180229182,-0.03726642645994843,0.07667519888999577,-0.03986655772319794,-0.13024734275650213,-0.026641213593511973,-0.05059500653423891,-0.00700862943433893,-0.30536823375329997,-0.09503571969705792,-0.05459221404816431,0.02263376347508003,0.024620364725888935,-0.030440407880553223,-0.10448230128053762,-0.3372150975008529,-0.08807283320759692,0.001506870124798805,-0.1389832846124182,1.0,0.1749297175126468
Amount,-0.1413413765126602,-0.12040994725620226,0.2790386409721846,-0.2719731995801492,0.05278358187363893,0.000632800981499793,-0.23864561442672066,-0.06630867328221628,-0.03883587417658822,-0.036390541556050995,-0.03468798106115651,0.1556785826372141,-0.18186964782337733,-0.11632235566056719,0.08185427391607476,0.19379532051157244,0.1493467330559564,-0.0003058232545811763,0.23893183297000314,-0.02517741985156342,0.04740104541673835,0.21707592350155605,0.1153017043299394,-0.045942278815987114,-0.13713883469174498,-0.013714783112935164,0.023384934683526905,-0.055702725797135005,0.1749297175126468,1.0
