0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
150,11,64,11,14,11,20,4,5,185,136,127,106,189,278,113,197,177,330,43,257,5,24,67,493,463,0
151,11,29,11,0,4,12,2,7,185,462,449,287,321,475,67,53,122,285,41,292,8,10,58,425,395,0
152,29,30,5,6,0,20,1,8,342,246,182,18,30,142,356,197,177,777,16,63,7,24,68,1352,1343,0
153,42,92,67,2,0,20,1,8,177,242,188,54,7,148,247,42,15,137,8,254,54,1,16,238,208,0
155,17,150,23,7,8,12,2,7,185,337,330,285,321,345,477,179,19,169,4,76,17,14,89,280,250,0
112,29,118,23,6,4,12,2,7,185,337,327,258,308,340,31,197,177,809,45,89,17,14,94,1402,1401,0
154,29,299,67,0,8,12,2,5,185,335,509,470,225,445,1,197,177,758,45,236,54,1,20,1304,1293,0
113,5,230,5,6,4,12,2,7,185,339,319,62,308,340,265,10,84,566,39,184,37,0,127,870,840,0
156,8,327,8,13,0,20,1,8,141,243,187,50,37,147,76,2,2,20,8,36,54,3,6,21,19,0
157,8,327,8,2,0,20,1,8,149,236,193,91,4,143,76,2,2,69,8,36,54,3,6,97,95,0
158,8,327,8,2,0,20,1,8,157,239,190,70,7,145,135,2,2,141,8,36,54,3,6,245,215,0
114,29,28,29,2,0,20,1,8,253,203,229,320,7,156,233,197,177,808,16,254,54,3,9,1395,1394,0
115,29,376,9,0,14,20,2,7,185,407,467,441,324,464,2,197,177,669,45,309,3,2,44,1104,1061,0
116,34,27,43,6,14,20,2,7,185,391,551,465,315,489,2,197,177,636,21,250,36,2,44,1023,989,0
117,29,27,43,6,14,20,2,7,185,404,390,293,329,408,2,197,177,681,21,250,36,18,28,1148,1118,0
118,24,34,35,2,0,20,1,8,204,245,184,25,3,146,88,197,177,343,11,146,54,3,9,518,488,0
119,24,34,35,2,0,20,1,8,206,165,162,480,7,96,99,195,177,478,16,146,54,3,9,728,698,0
120,24,35,35,2,0,20,1,8,206,251,177,529,5,140,169,197,177,511,16,146,54,3,9,780,750,0
159,29,303,1,2,16,20,2,7,185,375,374,366,326,388,136,197,177,669,45,241,0,2,44,1098,1055,0
179,16,46,22,6,9,20,2,7,185,476,449,541,342,480,392,197,129,298,24,12,10,21,33,448,418,0
180,35,305,49,6,4,12,2,7,185,338,317,62,308,340,265,10,84,566,39,18,37,0,127,869,839,0
181,20,144,26,6,4,12,2,7,185,412,376,545,321,408,60,38,14,271,40,108,22,14,91,410,380,0
182,20,144,26,6,4,12,2,7,185,428,392,37,289,423,442,197,177,325,39,108,22,14,92,484,454,0
183,20,144,26,10,4,12,2,7,185,419,398,269,321,423,442,197,177,372,39,108,22,12,93,555,525,0
184,20,144,26,6,4,12,2,7,185,416,399,293,321,423,446,197,177,463,39,108,22,12,81,697,667,0
185,29,144,26,6,4,12,2,7,185,338,329,264,308,345,455,197,177,809,39,108,22,13,94,1397,1396,0
186,29,39,9,6,9,20,2,2,185,162,55,490,263,32,336,197,141,630,21,48,3,21,50,993,963,0
160,29,57,12,6,4,12,2,7,185,490,472,166,354,490,88,197,70,705,24,53,5,18,70,1181,1152,0
161,29,331,77,2,16,20,2,7,185,431,409,288,327,441,476,197,177,734,45,265,60,14,81,1240,1211,0
162,42,185,67,6,16,20,2,5,185,361,341,99,119,371,61,197,13,327,45,265,60,1,20,489,457,0
187,42,210,67,6,14,20,0,1,185,562,39,518,102,205,323,197,72,108,39,274,54,1,138,198,168,0
188,11,58,11,2,0,20,1,8,421,248,183,13,2,150,349,197,177,606,16,55,5,24,68,955,925,0
189,29,58,11,2,0,20,1,8,389,245,186,36,1,148,355,197,159,769,16,53,5,24,68,1327,1318,0
190,29,58,11,4,0,20,1,8,423,254,191,19,31,146,355,197,177,762,16,53,5,24,68,1319,1310,0
191,11,58,11,4,0,20,1,8,212,244,187,47,5,146,303,197,172,341,16,282,12,24,68,515,485,0
192,11,60,11,6,0,20,2,7,185,488,472,267,352,489,3,197,177,231,45,52,5,18,68,360,330,0
193,11,60,11,6,4,17,2,7,185,517,512,266,352,474,5,197,177,395,45,52,5,5,63,595,565,0
194,11,60,11,6,4,17,2,7,185,516,512,273,352,6,3,197,177,531,45,52,5,5,63,813,783,0
195,11,60,11,6,4,17,2,7,185,510,517,326,350,8,3,197,177,683,45,52,6,5,63,1152,1122,0
196,11,60,11,6,16,20,2,7,185,450,422,114,330,385,92,197,177,618,45,52,5,18,62,974,944,0
197,29,227,35,0,16,20,2,7,185,341,337,332,307,352,344,197,177,698,45,189,28,2,44,1172,1142,0
198,29,227,35,0,16,20,2,7,185,371,354,270,117,379,344,197,177,787,45,189,28,19,54,1362,1353,0
199,29,227,35,0,16,20,2,7,185,369,354,283,117,377,344,197,177,787,45,189,28,19,54,1363,1354,0
200,9,65,9,2,0,20,1,8,62,249,178,543,5,141,384,197,177,397,16,282,10,0,106,598,568,0
163,42,367,67,0,14,20,2,5,185,322,501,472,219,423,181,197,177,573,45,252,54,21,20,888,858,0
1297,42,379,67,10,0,20,1,8,199,215,220,273,4,167,486,197,177,687,45,143,54,1,20,1158,1128,0
201,42,215,67,7,4,18,2,7,185,476,449,541,342,480,468,197,134,298,21,175,54,21,33,447,417,0
164,37,176,57,6,5,16,1,8,225,250,181,555,1,146,133,197,177,461,45,81,44,3,9,694,664,0
165,17,19,23,10,0,20,1,8,359,240,189,66,5,146,131,197,93,426,16,282,12,3,8,649,619,0
166,17,19,23,10,0,20,1,8,232,247,184,19,8,147,131,197,93,454,16,282,12,3,8,687,657,0
202,29,19,56,10,4,18,2,6,185,336,313,16,254,335,486,197,177,710,45,182,37,0,140,1191,1162,0
203,42,357,67,10,10,20,2,7,185,538,535,279,360,18,464,148,17,206,24,261,54,21,143,331,301,0
167,29,246,62,7,4,9,2,6,185,499,533,401,250,10,449,197,114,295,21,219,54,21,76,440,410,0
168,29,246,62,7,4,9,2,6,185,502,530,388,250,10,449,197,114,295,21,219,54,21,76,441,411,0
169,29,246,62,7,4,9,2,6,185,453,470,408,250,482,449,197,114,295,21,219,54,21,76,442,412,0
170,29,246,62,7,4,9,2,6,185,496,536,424,250,10,449,197,114,295,21,219,54,21,76,443,413,0
171,29,246,62,7,4,9,2,6,185,505,528,378,250,10,449,197,114,295,21,219,54,21,76,444,414,0
270,29,196,49,10,16,20,2,6,185,23,60,469,264,64,486,197,177,727,45,228,37,10,111,1223,1194,0
172,23,167,34,12,4,18,2,7,185,416,380,545,321,412,69,197,95,335,39,282,12,21,40,507,477,0
173,23,167,34,14,4,18,2,7,185,416,380,545,321,412,69,197,177,354,39,284,26,21,33,535,505,0
174,23,167,34,14,4,18,2,7,185,416,380,545,321,412,69,197,177,393,39,284,26,21,42,592,562,0
175,23,167,34,14,4,18,2,7,185,416,380,545,321,412,69,197,177,482,39,284,26,21,33,732,702,0
176,29,38,67,0,4,4,2,2,185,300,408,454,365,372,264,197,177,717,45,47,54,21,33,1202,1173,0
281,13,99,14,6,4,18,2,6,185,484,460,183,285,486,453,197,177,451,24,80,15,0,44,683,653,0
177,42,368,67,0,9,20,2,5,185,317,501,474,219,423,181,197,177,573,3,302,54,21,20,887,857,0
282,1,18,1,0,16,20,2,7,185,426,404,293,332,436,90,197,177,605,45,23,0,5,26,953,923,0
283,29,18,1,0,16,20,2,7,185,391,454,438,316,452,90,197,177,636,45,23,0,2,44,1010,992,0
284,24,74,35,0,16,20,2,7,185,535,529,238,357,15,486,1,177,220,45,75,28,10,44,347,317,0
178,29,318,67,0,16,20,2,6,185,163,52,489,262,30,486,197,60,630,2,253,54,21,50,994,964,0
292,29,169,35,6,4,18,2,7,185,426,392,76,320,421,109,197,127,666,41,168,28,19,54,1075,1045,0
285,29,59,11,6,14,20,2,7,185,326,317,258,295,333,82,197,177,773,24,58,5,5,63,1336,1327,0
286,29,53,11,0,16,20,2,7,185,348,336,291,305,353,181,197,177,748,45,1,5,18,72,1271,1250,0
294,38,73,58,6,4,12,2,7,185,448,413,542,327,458,474,197,177,417,39,265,60,0,44,629,599,0
295,29,73,58,6,4,12,2,7,185,393,376,289,326,394,192,197,112,669,5,242,44,2,44,1097,1054,0
296,29,334,44,0,16,20,2,7,185,394,373,262,316,392,448,197,177,372,45,278,33,12,93,556,526,0
297,42,80,67,2,0,20,1,8,18,252,178,529,4,146,393,144,55,342,16,40,54,0,106,516,486,0
298,42,80,67,2,0,20,1,8,184,253,176,0,3,146,393,197,177,367,45,35,54,16,155,549,519,0
299,42,80,67,2,0,20,1,8,19,252,176,526,9,140,393,197,156,442,16,39,54,0,25,670,640,0
300,42,80,67,2,0,20,1,8,181,271,241,528,2,182,393,197,64,704,16,254,54,3,9,1180,1151,0
301,29,80,67,2,0,20,1,8,21,195,199,280,10,111,378,104,177,731,16,10,18,3,9,1232,1203,0
302,42,286,49,2,0,20,1,8,349,245,185,29,3,146,222,99,156,115,16,97,54,16,155,206,176,0
303,42,80,67,2,0,20,1,8,13,247,182,13,5,145,284,87,155,170,16,97,54,3,6,281,251,0
304,42,80,67,2,0,20,1,8,34,240,189,66,7,144,284,140,177,186,16,254,54,0,105,304,274,0
305,42,81,67,2,0,20,1,8,48,241,187,54,1,146,375,138,26,243,16,254,54,15,155,372,342,0
306,42,80,67,2,0,20,1,8,8,244,186,46,2,146,257,197,161,273,8,254,54,0,107,412,382,0
307,42,80,67,2,0,20,1,8,12,241,188,59,3,146,378,104,29,312,16,254,54,3,9,465,435,0
287,29,77,23,6,9,20,2,7,185,483,463,274,356,486,295,197,19,105,3,113,17,14,87,194,164,0
288,44,331,77,2,4,12,2,7,185,431,414,311,327,446,293,197,177,734,5,265,50,14,81,1237,1208,0
289,44,331,77,2,4,12,2,7,185,431,414,311,327,446,293,197,177,734,5,265,50,14,81,1238,1209,0
290,44,331,77,2,4,12,2,7,185,431,412,301,327,444,293,197,177,734,5,265,50,14,81,1239,1210,0
1204,42,83,67,10,4,5,2,7,185,543,540,212,362,22,13,182,169,44,39,149,54,21,143,45,43,0
1213,42,83,67,10,4,5,2,7,185,541,538,228,362,19,17,182,169,123,39,149,54,21,143,222,192,0
1231,42,83,67,10,4,5,2,7,185,544,539,148,362,20,18,183,169,230,39,149,54,21,143,359,329,0
1232,42,83,67,10,4,5,2,7,185,543,540,212,359,21,18,183,169,317,39,149,54,21,37,471,441,0
1261,42,83,67,10,4,5,2,7,185,543,542,252,363,23,19,183,169,428,39,149,54,21,20,651,621,0
308,42,272,67,2,4,12,2,7,185,400,378,249,326,399,264,197,177,669,45,221,54,2,44,1109,1066,0
309,42,272,67,2,4,12,2,7,185,399,378,256,326,398,264,197,177,669,45,221,54,2,44,1106,1063,0
310,42,272,67,2,4,12,2,7,185,401,379,249,326,401,264,197,177,669,45,221,54,2,44,1114,1071,0
311,42,272,67,2,4,12,2,7,185,400,380,262,326,401,264,197,177,669,45,221,54,2,44,1111,1068,0
312,42,272,67,2,4,12,2,7,185,403,381,249,326,405,264,197,177,669,45,221,54,2,44,1090,1079,0
313,42,272,67,2,4,12,2,7,185,402,379,241,326,401,264,197,177,669,45,221,54,2,44,1112,1069,0
314,42,272,67,2,4,12,2,7,185,401,382,269,326,404,264,197,177,669,45,221,54,2,44,1087,1076,0
315,42,272,67,2,4,12,2,7,185,402,379,241,326,402,264,197,177,669,45,221,54,2,44,1085,1074,0
