att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,att152,att153,att154,att155,att156,att157,att158,att159,att160,att161,att162,att163,att164,att165,att166,att167,att168,att169,att170,att171,att172,att173,att174,att175,att176,att177,att178,att179,att180,att181,att182,att183,att184,att185,att186,att187,att188,att189,att190,att191,att192,att193,att194,att195,att196,att197,att198,att199,att200,att201,att202,att203,att204,att205,att206,att207,att208,att209,att210,att211,att212,att213,att214,att215,att216,target
100.020355,137.83806,646.8857,634.9501,569.042,635.0985,8.002741,5.984173,1.0022138,2.005232,5.0056906,3.992657,246.93948,381.22614,747.86926,576.1729,615.9392,991.92896,4.9914136,21.008093,29.982737,12.99563,6.997174,15.977892,327.02036,457.07568,680.9204,666.9077,953.047,715.0711,28.02261,28.998016,24.006327,14.994472,18.98509,10.999019,396.618,497.1196,762.90607,712.06476,736.0924,902.13135,31.99484,29.00668,35.980946,9.989001,18.996847,11.999027,366.00308,541.89874,740.96936,775.95514,852.20123,736.1489,36.997513,26.994564,23.994196,10.998288,17.988361,8.996114,331.81293,435.9953,611.8557,823.9471,998.9577,717.97986,32.013107,27.003277,10.986189,13.011669,18.999634,12.991119,329.90836,467.90518,846.94165,581.0731,699.0353,1062.0898,13.006823,28.99646,29.998466,9.998752,18.992702,16.999638,327.7834,317.89362,781.85187,509.99545,727.02203,906.2065,9.9853325,31.009058,28.98181,16.996384,11.989052,11.008337,341.00546,343.03745,848.8695,558.12354,667.1935,985.90375,16.001236,11.991823,29.99091,10.003215,10.996626,6.0048466,408.87674,351.04227,596.82404,857.8736,948.13763,715.08057,31.980894,22.999899,16.002241,5.0032883,11.996388,12.996483,333.86563,297.93658,521.04016,756.9113,866.04047,740.8886,28.999165,29.986404,7.9791517,9.007457,14.004947,14.999688,299.92535,195.98347,682.03784,648.2264,678.8796,745.01654,16.985264,12.991158,12.995426,9.992198,5.99617,11.995444,275.98465,198.16966,670.0221,646.03284,703.0479,697.14166,14.99229,13.002984,12.993716,10.9908085,6.9930577,12.996973,313.9938,352.26648,731.87445,635.8961,744.95325,990.04456,17.983576,22.016993,22.967875,10.99527,19.012585,8.005451,315.98822,355.89676,668.8075,728.8411,966.6821,765.9713,22.98504,25.995491,17.997992,8.002742,19.987482,14.986348,469.84897,389.83502,727.00385,997.8705,1167.9904,587.0085,28.987534,12.002058,12.012921,2.007872,13.988299,13.986509,410.01767,415.8738,1001.7566,691.1434,563.16394,1203.9666,13.979846,10.993551,25.98706,11.995092,13.999087,4.003328,225.04173,339.00516,553.817,478.2106,524.24585,634.1698,16.006182,35.00495,10.01667,14.99831,16.999975,10.000173,1
163.87393,214.04407,560.0927,783.65936,588.0563,647.04034,2.0218685,5.0074835,15.980471,4.995101,1.9924242,9.986039,181.06715,357.12607,662.7901,702.9179,593.1637,1012.23773,6.990432,31.976654,15.0120535,11.997091,4.011182,19.99311,203.17024,427.2817,672.085,638.0013,890.2363,727.0369,37.974304,18.02251,5.033656,11.999665,15.996892,11.003874,308.82233,484.80768,676.0389,800.85956,755.0674,922.13074,25.993687,24.014961,17.035624,9.003737,12.00548,11.988826,266.12064,466.25085,654.21466,806.85297,825.40753,745.8859,38.98426,30.004333,5.030902,8.000097,13.003211,16.968073,172.25037,400.10583,526.9325,745.03094,928.34503,728.07367,37.99081,16.031826,8.002358,13.999451,16.001192,9.002663,162.35005,338.25162,765.9238,607.8061,622.2009,1082.1128,12.978768,39.968544,15.026096,9.00118,15.9889,16.987597,222.0321,206.16118,697.1307,604.59485,609.9265,923.9887,9.988047,24.01242,10.025345,12.006305,9.006537,18.980272,309.09827,277.09824,839.9633,756.5482,712.0188,1005.8992,19.995262,16.979534,11.050145,9.000564,9.999373,11.998802,321.3092,364.8193,511.9271,815.00195,881.1201,735.0138,29.99587,19.998735,22.992332,7.9942503,7.003104,9.007557,202.0761,327.98138,440.07074,694.1096,791.17584,745.21893,28.98935,25.01237,12.985147,11.979462,10.998092,15.001176,247.97551,261.71985,597.1075,826.66504,582.095,762.9891,11.005322,8.010978,12.004651,10.985796,2.9999733,10.001381,282.03638,170.19536,616.9297,844.8715,622.1228,703.2225,9.0086155,17.971663,10.017895,9.998656,4.0128946,20.984528,222.21902,262.4678,657.1369,635.1087,666.0907,996.1227,17.99186,32.98185,3.9898553,8.0026455,15.995695,13.989985,218.26215,274.1503,582.17786,604.14874,862.0054,772.06396,21.017422,15.026972,3.0137496,0.99607074,16.995388,7.005181,375.99872,399.899,642.16766,901.07886,1081.2944,599.1284,28.982405,12.984728,26.961782,4.9837685,8.996558,7.99816,322.02844,230.3842,928.9844,845.5915,585.88824,1217.7915,4.0232735,17.98114,7.0235953,7.003614,9.005109,9.983603,256.96414,329.22675,504.98126,684.43744,607.1926,654.0608,17.988167,26.02118,16.987633,8.022044,15.99355,17.980532,1
115.00737,183.04985,616.8306,751.85944,608.01886,648.0139,5.9808125,4.0173693,10.998413,2.9874516,10.985053,4.0010605,238.09322,299.8341,650.09326,674.8465,625.0178,1002.9275,1.000916,23.011658,20.029863,12.00167,8.990334,10.028,319.9542,364.1847,710.9006,649.88617,926.0699,725.9795,29.99891,27.005438,10.016299,11.998099,11.011591,12.996718,337.90955,406.2539,715.00354,800.918,808.972,926.9423,30.000221,27.018208,20.003235,10.998925,9.008664,10.000097,318.91318,419.12564,692.9722,832.9826,883.07086,744.88416,31.011425,27.017624,10.063596,11.9882965,8.015372,3.006645,300.95084,355.37976,515.9911,792.93945,946.25256,713.0189,30.008615,25.003098,7.0199122,13.994863,14.99659,10.99471,292.89532,362.92218,748.86676,601.76605,676.0806,1072.8099,5.0102444,30.989763,20.013742,10.992117,11.014388,11.005701,300.794,327.15704,684.1115,554.5875,636.2052,915.01636,2.0010698,33.00454,13.02915,14.005209,7.998437,5.0173774,324.04703,254.22116,817.0434,706.6621,734.07227,997.13135,18.005142,9.989892,12.026828,10.993461,1.0202589,8.007985,358.05536,304.1154,590.9671,863.0079,929.06104,773.86163,22.018805,24.995275,25.96675,4.014077,17.973206,11.001694,302.93808,324.79108,464.91965,743.9747,835.2863,728.1635,21.00475,29.995455,7.98827,6.016022,13.993998,15.000616,318.98175,175.16997,675.86414,776.7288,607.97534,754.09076,14.991192,11.010806,16.984528,5.0089865,11.964706,11.995958,295.03986,177.15057,673.73584,794.6466,640.09674,686.06915,12.992368,11.014873,14.996496,9.997532,8.987892,7.0096583,310.79007,368.8262,645.9187,666.8458,722.16724,981.07153,10.016679,23.991316,13.041975,11.994846,11.013423,6.018655,316.88223,373.01868,583.1672,625.87103,882.0291,756.9431,12.989104,24.007408,12.02142,5.0031934,12.014833,13.000536,422.82425,403.0971,706.8675,895.0125,1111.1941,625.99365,21.021969,9.994597,21.96111,3.0070064,15.987402,11.989341,349.0897,382.93723,922.11127,814.02686,603.9542,1209.0549,11.987639,8.99555,12.024604,12.984223,4.0168004,4.0003524,218.171,373.82483,569.9146,648.8489,618.99274,700.88995,14.010351,34.996376,19.977907,10.007089,17.001923,6.007513,1
134.91292,212.929,582.95465,618.1806,551.2081,599.06854,2.0037,6.0047894,3.0025039,11.987862,5.01354,2.9984517,198.21275,399.95154,655.9956,607.1356,590.1818,968.0704,3.0039027,21.005482,28.002783,7.0096917,6.997615,16.996586,295.94693,492.05618,700.9132,632.1574,985.1668,679.134,33.98466,28.995264,18.027037,16.986712,18.986631,11.996756,369.6282,541.8774,659.02527,667.083,780.14386,877.9789,26.001705,28.985037,28.02291,13.9928665,16.993975,10.997005,328.86313,568.9294,653.22455,727.1172,895.9902,698.16187,35.013416,29.00507,18.002218,16.984299,17.995848,10.002327,287.09503,448.91165,490.0817,759.0604,1026.6938,678.1795,34.001114,26.983295,5.02921,18.98638,18.989199,11.99252,271.0713,459.1254,734.94403,514.0654,666.9716,1038.0233,9.018169,29.009043,28.017128,6.0101614,18.99543,13.999526,275.10458,283.22177,685.849,489.04514,685.0936,879.9699,6.022907,27.010843,20.983006,11.013913,11.990217,11.995388,300.17493,365.93646,818.89813,577.0138,687.1061,962.2047,19.995426,8.000037,19.98232,6.007483,8.996231,7.005618,391.78326,403.9201,556.86346,843.1859,949.97736,699.17017,25.995756,22.996172,13.979014,12.988943,9.9935665,11.988085,320.89447,285.13562,468.85468,706.16876,869.9629,693.08984,25.008959,26.013958,0.00958929,18.975328,14.006331,15.996071,344.75217,233.07228,642.1271,659.0061,641.10895,719.10254,10.999324,10.999815,14.992598,19.973959,6.006458,10.99442,278.9779,206.93755,639.95276,665.04474,709.23224,651.11414,9.004505,10.999593,15.010554,5.0081487,7.0032234,13.998861,279.07556,337.372,638.1233,569.00934,713.1773,946.18256,14.012088,22.015606,13.027921,7.0039597,18.989298,8.998639,288.97076,334.9414,544.98346,653.9645,936.9521,722.148,16.993532,25.996319,10.024308,13.985643,20.00727,13.994206,430.8625,410.8955,651.1333,938.9633,1162.0681,555.20074,25.0103,8.001462,13.984414,11.97978,11.992043,12.990279,351.08606,354.922,927.8897,678.1495,543.1157,1174.0947,7.9812937,7.0131683,20.019018,8.008375,11.993571,3.0051093,194.19255,319.94894,545.8847,535.1061,569.9602,622.0062,14.016919,35.003326,11.992458,15.005448,14.995031,10.998723,1
113.96237,114.14356,604.1336,670.21185,591.9942,624.01276,4.9826155,5.013892,2.0014656,3.0046515,1.9961658,2.0046244,230.98497,373.00452,672.99536,635.0179,607.0526,987.0539,0.015777778,22.005003,29.000858,11.993877,4.006663,15.986804,304.9031,444.89633,705.84973,641.9957,980.30457,704.13965,31.004084,27.990269,18.994423,11.995395,16.004599,12.994017,369.0325,502.92346,700.0356,734.8207,805.03735,897.0,29.000437,27.990608,29.031286,8.999594,16.00293,10.000424,319.8978,535.7859,683.9679,780.9637,903.04224,725.12463,32.01199,27.998398,18.999973,8.006575,14.994372,8.999943,293.93228,426.00842,527.1289,792.86835,1020.14825,703.1504,31.000029,25.99829,6.0010967,14.00764,16.001064,11.00025,289.79138,428.02194,765.6972,558.0826,676.0762,1057.1283,6.0074835,29.996302,28.98782,8.999485,15.998098,13.000097,294.0042,290.06467,706.929,478.98035,677.9839,898.9579,3.0043104,30.005226,21.991024,16.005867,8.997937,11.006176,331.05112,327.19788,839.9645,607.1617,733.96497,981.0127,18.994621,9.008955,23.019909,8.998561,9.998126,8.004198,368.96014,331.02618,572.1413,876.9851,953.01324,712.1241,22.995935,24.00164,15.006888,6.0068107,10.997185,10.9977,325.9176,304.04016,463.76254,729.9624,867.162,724.0562,21.99434,28.998745,1.0096031,9.996855,10.999639,16.994268,310.05542,154.1762,657.1723,698.83997,640.0036,737.9274,14.001618,10.001709,13.994779,10.993864,3.004078,11.993421,286.05856,154.19424,663.0666,695.16693,702.1127,680.0057,11.997926,10.00979,13.9899025,10.001927,4.003568,12.999181,294.12527,368.05527,656.8593,625.0596,718.19366,975.0987,10.994524,22.99605,16.019915,8.001786,15.9994,7.990667,294.04156,367.79144,585.98303,681.7534,930.0739,750.8807,14.011784,25.001915,10.98986,9.010083,16.996006,13.000682,418.0751,391.89886,684.09265,960.98444,1154.9972,577.98505,22.011494,8.993784,13.002421,2.9959803,12.995747,11.997045,385.99426,373.94885,939.00336,725.91266,588.06604,1197.0995,11.007521,8.002966,21.007692,8.996682,12.984518,4.002006,199.1711,347.11493,552.99634,541.0068,618.97424,633.08344,13.0038395,35.993404,9.002782,15.989423,15.9948225,10.006209,1
91.275604,89.14328,587.05676,699.7697,632.96796,680.9651,0.011347962,8.99514,3.0014386,5.994888,1.0075843,4.00312,232.01407,423.78757,673.997,638.9787,681.819,1009.99603,4.994277,18.007185,29.981367,11.006508,5.0066423,10.006014,310.013,470.06796,687.0252,677.92267,1048.9233,755.06464,35.98718,31.986782,24.000206,14.995216,15.006395,10.992533,311.8651,541.65686,712.9211,788.72925,835.9227,906.0121,24.009819,33.990555,31.983002,10.002739,13.017228,10.007087,259.01218,576.8242,687.03174,836.85895,949.8232,773.94855,36.999367,30.006643,23.977642,10.999245,14.000019,5.020941,278.8625,478.5634,545.8404,860.88464,1092.9075,767.8852,35.99151,29.994764,10.995517,14.9961,15.001029,10.994412,274.87488,438.75967,783.0712,629.9812,754.84375,1077.981,10.99366,26.007128,31.9956,8.001799,14.99944,13.000386,294.97287,323.00018,709.94885,516.9395,778.91595,937.8943,7.9982123,26.008783,28.97535,15.003351,8.002899,6.9969583,356.0141,337.89267,842.99396,630.8238,752.8718,1019.9294,18.000397,7.013495,29.998756,8.0091505,11.000778,7.995474,387.9739,358.0964,537.18195,878.8409,1029.9116,749.00653,28.017551,20.013462,15.993359,6.998065,7.999013,9.00239,314.89734,344.88715,450.76443,787.893,947.5104,786.7435,26.988085,25.01435,7.9971194,12.997501,10.005429,15.002149,265.01974,189.2289,622.0297,721.05273,730.8058,788.86224,9.003419,9.999824,13.017624,13.992181,2.0135078,9.998418,253.08725,176.85875,640.10516,718.99524,780.98535,744.973,6.998267,6.0090666,12.998792,9.004241,3.0038884,7.0179367,302.98883,412.55255,667.77747,694.59924,806.8016,1031.8237,15.989454,19.01164,22.993395,9.004816,15.008592,6.004476,308.99515,416.8913,604.9067,711.96985,1031.0187,809.8683,18.986776,28.984844,18.024134,11.978052,16.00894,11.008204,376.97543,360.95517,664.7828,985.0508,1247.86,632.9036,26.992508,10.994149,11.986775,5.9947166,9.999751,10.0093355,376.9258,329.0934,940.0703,764.0821,626.8379,1225.8851,6.0068593,8.008401,26.006489,10.012565,10.005198,3.9993227,252.02055,411.95837,526.02997,554.8221,606.0715,630.05743,16.006657,32.001377,13.993914,16.989506,16.989552,8.005507,1
188.73755,330.42294,767.4161,834.22144,665.74835,679.96576,19.94156,23.952662,19.978619,10.976787,10.977777,8.989982,162.51399,248.67766,740.84283,725.45215,694.93414,933.2135,18.946642,24.984516,21.02074,11.992971,8.99715,5.0057163,208.32928,245.01985,698.04205,732.5205,932.19806,723.7504,16.055376,17.02924,38.945484,10.010013,7.0180984,8.014921,356.4156,235.10281,889.4157,927.39264,695.3596,763.5763,25.999365,17.059704,29.028109,8.998654,8.988005,7.014952,252.9272,221.97603,857.3457,953.6154,789.47437,695.3572,30.981071,21.030058,38.957336,8.001275,8.01808,13.931232,151.32607,225.41676,690.52094,921.8213,988.4772,782.8881,31.978703,19.025455,29.924524,8.022725,3.0366633,15.977128,189.37894,239.45651,879.43896,738.4382,799.46643,989.3997,26.923965,21.03298,29.012608,14.980966,3.0419557,10.003471,185.5805,279.23685,808.87195,631.59174,829.70435,879.2442,23.94645,21.036476,35.956974,12.008187,4.017176,8.018184,296.1131,226.05951,824.08295,775.36127,701.95465,952.9122,4.0576115,21.95408,36.9636,9.003478,9.004629,8.998338,289.77185,216.29376,721.64526,807.98315,971.1659,702.1176,39.947033,13.031709,1.051511,9.989606,8.001689,8.014783,169.80403,261.24002,577.44867,856.58264,886.8375,819.86993,40.95647,16.03763,26.923323,10.009538,2.01499,12.004794,299.0391,260.48267,806.6558,803.4177,781.8227,759.9808,28.929829,24.950201,29.94644,9.001263,9.979572,6.9996495,311.00446,259.02533,768.4807,863.4079,761.7013,775.8354,26.936584,22.963417,29.933979,10.005414,8.995721,8.001716,225.36458,203.97887,668.98645,803.50366,817.68646,1012.6566,31.94635,18.009817,41.92062,13.986808,7.032703,14.971585,213.3243,199.48335,757.4765,714.6409,1025.8264,802.8015,36.944664,20.019957,36.913086,6.992843,6.028441,15.975348,347.28534,386.73538,859.7142,1002.17914,1121.4196,628.1608,40.941326,21.949417,28.932024,10.974994,8.018809,12.98134,345.21848,400.89386,952.83276,912.0496,637.7775,1089.5132,25.941751,26.949974,36.918613,11.00134,8.023017,8.991472,223.97736,228.56857,672.45624,669.4979,575.2698,541.2463,27.96453,9.075188,20.970844,10.014607,9.012644,9.006797,1
99.98882,137.99677,646.91583,635.03906,569.1497,635.0292,7.9852085,6.001443,1.0189494,2.000841,4.988571,3.999233,247.0823,381.02905,747.7948,576.1904,616.0137,992.17236,4.999046,20.99859,29.984419,12.995996,6.9918337,16.000257,326.87003,457.1194,681.01825,666.728,953.0646,714.9696,28.021559,28.983604,23.99143,14.992191,18.994202,10.99707,396.71988,496.8753,762.83386,711.97406,736.2972,902.1581,31.989176,29.009693,35.98781,9.999132,18.994364,12.00133,365.87427,541.88934,740.7813,776.0495,852.2059,736.00977,36.98542,27.00196,24.00667,10.993306,17.99645,9.00801,331.8794,435.93442,611.90717,823.99963,999.05054,717.9202,32.00335,26.983122,10.987952,13.004724,18.988338,12.992694,330.04645,467.77448,846.87775,581.06213,698.92126,1061.7909,12.988495,29.010094,29.990772,9.999345,18.988491,16.99524,327.65384,318.00644,781.72485,509.9926,726.9229,905.9274,9.997334,31.00881,29.000393,16.995575,11.998133,11.001045,340.94165,343.15332,848.73456,558.09283,667.1122,986.02954,16.010803,11.998045,29.995766,10.0048685,11.002778,6.000878,408.8999,351.02475,596.85394,857.9892,948.08093,715.07025,31.981092,23.00554,16.002443,5.004801,11.989775,12.992986,333.85355,297.96072,521.0582,756.91736,866.05597,741.0594,28.985321,29.999908,8.011071,9.009446,13.991094,14.99777,299.95898,195.95926,681.83386,648.08203,679.19196,745.04004,16.988907,12.9860525,13.01548,10.014445,6.0061564,11.996698,276.06387,198.07826,670.04846,646.1341,702.9768,697.0613,14.997784,13.001219,12.995481,11.003216,6.997671,12.992284,314.0556,351.84387,731.8534,636.16034,745.0471,990.0315,17.988985,21.997784,23.005234,10.992179,18.997652,7.9988184,315.98828,356.02673,668.89264,728.83234,966.9876,765.9862,22.98071,25.993225,17.970938,8.006279,19.986036,14.977583,469.92166,389.79825,726.8687,997.872,1168.0271,587.2071,28.990564,11.986869,11.996164,2.0081902,13.995196,13.9865265,409.91492,415.84314,1001.79364,690.9345,563.0282,1204.1495,13.9835005,10.977767,25.991148,11.999648,13.9902935,3.9983041,224.92505,339.18884,554.1003,478.11163,524.0292,634.1318,15.990509,34.996952,10.006287,15.00393,16.999918,9.998175,1
115.03304,123.160126,615.8097,643.00195,601.91644,686.908,0.01152916,3.013119,2.0117564,3.007344,1.000257,2.99796,234.10811,393.92444,649.00476,602.1108,630.8886,1055.8657,5.004627,23.985731,28.995642,14.00326,3.0003123,13.025076,326.06793,457.98898,675.94763,599.0294,996.00836,766.94226,36.003567,26.011961,18.992184,9.9967165,13.011022,10.00296,346.00037,499.82083,727.81195,696.077,804.82166,965.7481,24.003325,28.008446,29.023615,7.0064898,12.99599,10.994014,336.7899,532.84247,705.91327,744.0548,907.1986,785.9345,36.990997,27.999931,19.002432,7.998063,11.998944,5.995485,310.88608,433.0567,552.9662,746.07556,1039.8412,766.0518,35.990353,23.998556,6.0014606,12.006116,12.992231,11.990522,308.91272,431.03513,769.9953,513.06213,703.9874,1125.8917,10.9912815,31.989738,29.00532,11.001589,12.996337,14.000765,303.00253,346.97894,697.068,454.04623,716.02313,967.9437,7.9950423,33.988686,22.007132,16.005121,6.0178766,8.000933,362.03903,325.94012,830.00024,592.0578,726.0725,1049.919,18.001448,11.00373,21.006542,10.995618,8.998935,5.004177,410.1232,347.97668,567.9004,812.05426,970.9537,779.0637,27.983591,25.990843,16.997395,6.0040984,9.996082,11.999325,352.88147,341.00153,436.01538,687.0701,893.03467,780.7231,26.986975,29.001072,1.0234772,10.00477,8.002512,13.998859,329.0533,150.95692,653.1183,676.09894,671.84814,807.01227,9.008435,10.006672,13.985989,8.998602,2.0071363,10.993996,247.06288,169.14214,652.77124,680.0443,733.94366,739.0238,7.012086,9.997401,14.002744,11.992953,1.0052971,10.003522,316.96167,436.60406,629.00104,584.12915,747.9897,1033.8707,16.014843,25.004469,14.018408,10.000462,13.003787,6.9910736,315.0197,436.86932,623.9253,627.2408,967.88434,809.9069,18.97944,23.013475,10.994816,5.0120544,14.005488,13.982203,438.90933,418.87027,693.8075,910.1032,1189.0842,638.99664,27.002338,8.994209,13.017095,2.998981,11.992941,12.996441,372.98505,362.89514,901.08093,703.0473,594.03265,1261.8633,6.015922,9.9893875,21.015833,9.001173,11.994829,2.9991493,222.13701,417.99637,548.8867,551.87714,608.98444,697.92004,15.982627,34.005352,14.9937315,12.0091505,14.997461,7.0092983,1
101.11692,135.08711,651.9036,654.90155,619.9474,665.962,6.002182,5.991975,3.0171945,2.0086367,3.0003355,2.0031269,224.05196,421.75784,712.8969,619.89856,660.91,1022.94006,1.0092475,23.002747,33.984734,12.993052,5.001904,15.995607,303.87885,448.04953,699.9255,638.8704,1015.87286,743.9361,30.004343,26.991516,24.00444,12.994431,17.008131,11.003526,274.0568,513.9223,759.8839,735.865,806.6952,944.7944,29.995003,29.007753,33.99827,8.002874,12.994765,10.002835,229.23117,550.7011,739.7366,783.9177,923.0469,763.02405,31.021765,30.998861,24.007914,8.995561,13.999086,8.998683,249.01703,418.9358,582.72723,811.9395,1059.9586,733.00305,30.014513,25.000343,11.001603,13.004166,16.999746,9.001295,251.2048,426.987,814.0038,580.95166,740.02496,1092.9911,7.007599,31.003012,33.98777,10.000395,16.98902,13.004827,283.0343,310.91394,750.9652,476.16318,763.80164,934.9524,4.0045624,32.994343,27.01538,16.997255,9.989464,10.997246,326.18506,370.00266,859.88434,580.21075,728.0226,1017.0332,18.002739,9.995623,26.010656,9.9934025,10.998583,9.995408,348.04404,322.05402,608.0092,845.9438,994.7997,767.92236,26.001673,24.989502,19.996742,5.00089,8.002859,9.003541,290.97717,287.2876,487.78696,740.9295,919.05963,747.9018,22.991652,31.99616,6.0111814,9.005538,11.999911,14.998183,266.94537,135.10907,693.0169,680.18414,719.80615,773.89844,14.99999,9.003804,9.005593,8.004209,3.9967027,10.003663,255.13571,191.09843,686.9959,667.85846,764.05554,705.8748,12.991801,8.998061,9.004826,11.000688,5.002454,13.005719,283.11136,399.03482,701.012,640.03644,788.03986,1000.9794,11.999267,23.995003,19.003023,9.000564,17.00671,7.9927034,300.979,395.0373,647.7676,692.8745,1011.9721,777.10815,16.994677,24.008966,15.986812,6.011587,17.985086,8.998342,347.0899,311.14554,729.7734,963.92926,1216.9407,625.9104,23.003334,8.006525,8.026744,1.9999278,10.001168,7.9973583,343.0446,374.92386,977.0818,714.9018,611.983,1228.9866,12.002155,8.9948845,25.988901,9.994102,10.005609,2.0043616,257.8829,408.02606,574.9345,519.9544,603.0347,688.94684,13.999794,36.993122,14.001337,12.991892,15.000901,10.0085945,1
139.09201,149.12299,624.95306,654.85297,591.9057,641.95264,5.019514,7.990765,7.999073,3.005735,2.99453,3.0027623,208.09589,379.67398,642.0217,587.9898,615.0702,975.09766,0.0073396685,19.005943,22.999443,13.996326,5.0045214,11.018558,292.10123,374.30078,690.9802,600.8902,981.9628,712.0876,31.0002,30.996462,19.003315,9.998429,11.005128,10.00314,407.75186,424.33215,717.00354,717.9894,809.00665,903.12524,28.996609,30.99618,31.000809,7.0030603,12.999437,10.998035,330.7048,492.99857,696.9089,758.03314,910.9412,735.17456,32.002064,29.004732,18.99922,8.001623,14.008328,4.013711,276.88605,377.15344,516.0333,762.0544,1023.9095,715.0439,31.003248,28.992167,6.007513,12.000316,11.001079,9.994545,274.95612,357.01028,743.07635,532.9668,676.1926,1045.092,5.995364,27.003565,25.00478,10.995122,10.998271,14.000112,269.08228,298.99792,684.0764,442.10226,680.06433,889.06836,3.0179138,25.005106,24.031513,15.998812,4.013841,6.006706,333.95236,311.88855,807.058,594.0069,731.9689,970.9895,19.00964,7.990667,24.978453,10.999023,10.996453,7.0106707,375.9976,283.9991,594.8895,823.97595,951.0808,725.9739,23.01827,20.999676,9.004533,6.0026417,9.997687,9.99305,298.97766,323.08664,441.0731,697.0871,867.15704,723.8406,22.015005,24.017971,5.0044594,9.999053,6.015894,13.999437,336.91788,160.78941,679.9644,676.1246,638.0038,730.1174,14.000507,14.986178,10.008787,9.000763,1.9982681,9.000314,300.97385,172.9456,680.00525,681.9668,706.0902,681.99115,11.998469,10.995095,15.993415,11.993828,3.0086734,8.011502,274.92783,408.68427,610.0674,604.0365,722.0909,969.0915,11.001117,20.004898,18.014713,9.999863,11.017976,5.0000753,277.06247,410.88474,586.9101,631.0304,932.1761,753.048,14.009636,27.996702,13.004567,5.008514,12.013195,11.996399,415.06326,358.91992,706.8243,910.1711,1158.9915,596.0445,22.012579,9.989799,18.97632,2.9958954,11.999097,10.999067,382.82245,388.79205,896.05505,714.8662,587.96814,1185.0155,11.006599,7.0054665,21.020882,9.00394,11.994169,3.008266,166.23566,394.0608,574.05994,518.10114,614.9715,649.1367,13.004514,33.00567,11.002895,12.006458,13.008024,7.0100455,1
139.0424,141.10167,568.1649,647.92017,570.048,632.03125,4.0016947,7.0073285,8.994921,5.9925866,2.9995067,3.9934564,170.00586,377.98624,590.98395,593.01196,588.962,979.0219,1.0035026,20.00582,22.00445,13.001898,5.0064683,12.015222,248.07498,409.95782,646.10254,578.06946,975.88513,710.091,31.991705,29.997486,12.030459,11.003318,17.006454,9.00438,324.03506,476.16412,662.15314,698.99524,783.0422,910.9441,28.00019,30.003078,22.01601,8.007213,15.002985,11.993997,264.84302,482.73776,640.1849,727.1533,891.0904,728.95654,33.007137,29.996492,11.996906,7.003771,14.000576,5.009708,215.11288,373.09396,459.1032,725.1454,1018.0517,699.11633,32.00617,27.996103,1.0158184,13.002976,16.986244,9.000983,195.1365,351.35785,692.06604,500.0531,659.97833,1049.0295,7.005469,28.00326,22.017382,9.993295,17.002113,14.999513,231.16673,257.11813,629.0936,461.12833,673.99976,891.0728,4.0080853,28.006107,15.023193,16.996962,9.999961,7.0108566,274.27048,304.04358,766.07416,598.8792,713.97955,978.87213,19.990616,7.010116,16.024324,9.999769,8.999871,7.997424,380.0743,312.18777,538.2415,789.07025,941.09296,746.02704,24.015913,21.998041,18.006098,8.999903,8.008634,8.997916,260.9547,269.16547,398.0759,665.90967,860.8481,704.0038,23.008776,27.004072,6.003376,12.998177,12.002747,13.005999,306.99042,151.00235,623.06226,680.9452,632.12885,730.0313,12.998536,10.000399,9.013548,11.995613,4.0069323,8.007984,268.97394,129.0969,628.94604,687.0763,699.9732,664.0107,11.001926,10.000972,11.009201,10.99908,4.9997253,9.008625,237.02167,329.31308,569.0987,565.2769,704.049,957.1188,12.004356,21.007076,9.033253,9.002417,17.000881,4.0220757,273.03824,333.0575,525.9756,608.08624,926.2168,741.14514,15.033785,26.995745,4.0178256,10.004906,17.999146,11.001941,411.06003,323.03113,652.13464,890.9578,1152.8993,600.08655,23.008286,9.005036,19.98175,4.000863,9.996917,10.005103,303.05612,329.06104,851.04504,711.97345,570.0373,1185.0029,10.014297,5.985832,14.031855,8.000155,10.001313,2.0000196,209.86195,342.12296,527.06494,538.9445,605.0822,671.056,12.007683,33.98362,15.996749,14.992128,15.0003,7.9984603,1
