V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,target
4.883172,3.2180066,0.003445873,-2.3868275e-05,1.9960157,0.002512196,2.0044281,39.10346,-0.002703075,2.000034,2.005894,-0.8900742,3.3993866,1.2567377,10.136327,3.9916308,1.007954,1.1300272,9.3369716e-05,0.00046397356,0.00038927782,1.2211673,0.9955671,0.00039674135,0.00010051545,-5.9327387e-05,2.2879982,0.004260463,6.08901e-06,10.550868,2.009157,-0.0007011136,1.0003864,2.0030642,0.9980587,3.7319088,2.667607,0.9989951,8.4099045,-1.3446499e-05,-0.00508768,1
4.3041005,3.6816654,1.0006382,9.379874e-05,-5.239131e-05,0.004568586,0.0017531652,15.43338,0.002934809,3.0000114,-0.0016191982,0.0006524737,2.917566,1.4588478,8.817208,4.0004983,1.0380187,1.1550303,8.441039e-05,-0.0004023576,-0.00033000123,1.1722639,0.023555031,0.00059121643,0.0009853166,-0.00010917177,1.9322088,-0.26378745,0.00014961328,9.9177265,1.7466263,0.00044888348,0.0038392404,0.0066714645,-1.7794386e-05,4.1897864,3.15259,0.0039441544,8.635203,8.245866e-06,0.00012033506,1
4.806877,3.3862584,1.9978259,-0.00047994067,-0.0018423188,-0.0018691925,2.9974227,46.19628,0.0022329048,1.0030009,0.007365606,0.00026659327,3.4620945,0.87951314,9.835973,2.0100572,1.0478356,1.1030135,0.00044588835,-0.000298422,-0.00037854922,1.3169326,1.0069559,-8.72558e-05,0.9983131,-0.00021603545,2.2461493,-0.025989324,-0.00036034544,-0.0033440595,1.062133,-0.00028313606,2.9994943,0.0048953653,1.0028777,4.0079136,2.8010633,0.0020630914,8.868657,-9.1316244e-05,1.9981968,1
5.418661,3.1285408,9.991767,8.638608e-06,0.006184758,0.001155028,11.990428,54.493095,0.003408666,0.0050677643,-0.0033372424,0.0014329966,5.6900916,0.71838033,11.149384,0.011298518,1.0778853,1.0220988,0.00017409303,-0.0006345326,0.00063761685,1.6164596,2.0012932,0.998989,0.0008601468,7.90895e-05,2.5314844,0.0003163891,0.9984451,-0.031511784,2.3576639,0.0014222572,9.994249,0.0027207495,0.0031672395,6.989289,2.1595082,-0.0019404334,13.874591,4.6739293e-05,9.990246,1
5.401031,3.7837055,1.0046533,0.00012089278,0.9934715,1.00048,3.0037549,41.218056,0.99879766,2.0001023,2.993814,0.00057217135,3.758788,1.197039,10.666062,4.0073986,1.1327703,1.1839395,-0.00022950026,0.9990037,0.9976121,1.1502054,0.9978788,0.0004582757,0.9989101,-0.00014531826,2.4024003,0.00081065384,0.00050335936,20.45774,1.6784365,0.00060486887,1.9976771,2.001582,-2.3158804e-05,3.9886765,4.0224953,0.99587,9.0766,-1.0540773e-05,3.995332,1
5.993979,2.1134164,5.991381,-0.0006089773,0.003200711,2.995231,-0.00046245867,46.183712,-0.0011928126,0.001460372,0.011808536,0.65443975,4.2671847,0.7606593,11.554426,-0.0017386869,1.0429555,1.0989419,-0.00017538204,-0.00097374263,0.0005371495,1.377866,9.9820595,0.00018016789,0.998703,0.00042193168,2.823341,-0.00010048672,-2.2258375e-06,0.012584209,1.014407,5.9894643,0.0033111433,0.0031077028,-0.0012113774,4.403999,2.365423,0.0014485079,9.796715,-0.00032405375,5.9890413,1
5.0152345,2.3657396,-0.0025117304,5.3580512e-05,-0.0051322565,0.0020435546,0.0044034263,40.908966,1.0003475,3.0006907,0.0037178018,0.5070925,3.4145396,0.7995222,10.366121,7.9782457,1.0179706,1.122967,-0.00020955785,9.426085e-05,0.00023412319,1.215184,2.9999387,0.0003094578,0.0010442656,0.00022698352,2.440579,-0.002275551,-0.0003393646,22.099436,1.2022301,1.9963449,0.005581365,0.007434523,0.0025412715,3.7081277,2.6796987,0.00023382486,8.3957615,0.00035680825,0.0017700724,1
5.2348785,3.84098,-0.0011187698,0.00054239074,0.001625241,0.99594355,0.002688958,25.075508,3.9985244,2.9969177,0.0018197513,-0.00056496606,2.9089675,1.4081069,9.968222,8.980921,1.0138664,1.155935,-9.805153e-05,0.00073586014,-0.00018988563,1.0636305,-0.01648284,-8.507278e-05,0.00048273025,-0.0004455357,2.1890383,-0.07984676,0.0003890712,0.00085592235,1.3150384,-0.00209093,0.005590544,0.006180084,2.9955847,3.3084135,3.216841,0.0050968486,7.3873663,-8.25823e-05,-0.0035201975,1
4.8212714,1.7082207,0.004799256,-0.0003769811,0.005274476,-0.00054999266,-0.0044574,36.40863,0.0069657518,1.9982374,0.00088824995,0.0006679113,3.182915,0.0017981492,10.080734,3.9957008,0.99804914,1.1319691,0.00045858973,-2.6863236e-05,0.00017087148,1.1470357,4.004036,0.00032005997,0.00068872387,0.00035946973,2.486085,0.004092482,7.052163e-05,-0.0062336926,1.6695415,0.9973564,-0.0019914052,0.0058654905,0.0014007961,3.554569,1.83459,0.0027373987,8.164181,1.562696e-06,0.007723146,1
4.93596,3.5214975,3.9921231,0.00034220854,0.0049752607,-0.0026978757,3.9970298,49.992054,0.0030552105,-0.0038098707,0.001684568,-0.0029976105,3.7640338,0.8613677,10.061062,0.008063178,1.0788561,1.0850321,-0.000172128,0.0008205956,0.0007797963,1.398716,1.0096779,0.0003113279,0.9984831,0.00042372727,2.3027077,0.0137129035,0.0005000811,0.010601521,1.0523038,0.0013787905,3.998476,-0.00024088615,0.00071671366,4.173253,2.7116623,-0.00038636147,9.325272,0.0006186738,3.9888563,1
4.732427,3.0646856,0.0022339914,-0.00041988154,-0.00028234604,0.0013467165,-0.0015329581,28.61529,3.9926722,3.9973245,-0.0009399437,0.0014114495,3.3270564,0.8296943,10.089717,7.9916368,1.013994,1.1489397,-2.520907e-05,0.00065643695,0.0003945491,1.1184193,0.9918401,2.351198e-05,-0.0009122718,-0.00027809135,2.2361422,0.00390844,-0.0002752449,0.05294943,1.0311762,0.0009539733,0.0010750155,0.0022666813,0.0030578054,3.426349,2.2795317,-0.00030017315,7.9803247,-0.00025628513,-0.0021664568,1
4.894963,3.5222409,0.99727404,-0.0005175959,1.9833868,0.0011300835,2.994579,37.517227,-0.00546432,1.9993552,3.9977615,0.0010849949,3.5204473,1.1601266,10.099241,4.002927,1.0586685,1.1369438,-0.00011896904,0.9983354,0.00028341252,1.2521113,1.0033811,-0.00014560875,0.99785024,3.651688e-05,2.2918885,-0.008054403,5.5791832e-05,20.322515,1.6915898,-0.001015692,3.0007577,3.9987347,1.998472,3.976104,3.1893754,2.0011652,8.894022,0.00029882224,1.0028203,1
3.4176164,2.1691322,1.9953419,0.00046812708,0.009700359,0.0016194972,0.010552003,20.042463,-0.0014817759,-0.0019906177,0.008022687,0.0007703866,2.7817588,1.0030278,7.412987,0.013358454,0.98015445,1.1089398,3.1409752e-05,3.1281095e-05,-0.0003036448,1.395797,0.0073391106,0.0002722347,0.0005708706,0.00015869895,1.6192591,-0.499975,-7.553583e-05,0.015787601,1.7105736,-0.0011063805,0.0032162527,0.005569017,0.0026358045,4.0660195,1.9179261,-0.00087905343,8.470554,-0.00084434455,0.0114729935,1
4.8394175,2.2279415,0.0054105613,-7.433106e-05,2.001998,0.000115225004,-4.856403e-05,33.308506,-0.0017777726,0.0020473585,5.988889,1.3926286,3.228605,0.0024911128,9.909347,-0.0011829332,0.97719514,1.1449633,-0.00018977284,0.00095329044,0.00026686478,1.2200744,3.0043876,0.00022302363,0.00051931257,-0.00024838588,2.2907438,0.004180778,0.00028580244,0.0035519595,1.1439502,-0.00038058966,0.0010807376,4.9907947,0.0027433312,3.5013983,1.6987245,1.9982805,7.888866,0.0005358513,-0.0011516281,1
5.312132,3.3750284,0.9989486,-0.00019908357,1.9911934,0.001244286,2.0013585,35.026016,0.9971,1.9961665,1.998063,6.332653e-05,3.483455,1.1608192,10.387578,4.006173,1.0178545,1.1249751,0.00019130946,0.0005278921,-0.00020648925,1.2700653,0.9976858,2.9517149e-05,0.0013482493,0.00029591628,2.3108091,-0.0081038745,-0.00022655909,21.389462,1.8367208,0.00079590175,1.000344,1.0011202,1.9964867,4.7224083,2.931346,0.9992421,9.495251,9.836809e-05,0.0015177063,1
4.805135,2.8462155,0.0015246962,-0.00057830324,0.002304138,0.00025845497,2.0010302,40.02529,1.9989728,1.0016947,-0.00037298433,-0.00016464634,3.266632,1.4541782,9.945467,2.0068254,0.9810211,1.1249737,0.00016611253,0.00071220455,0.00016329424,1.249978,1.0036285,6.522778e-05,0.001332454,-0.00044936902,2.2510428,-0.00711513,0.00045458417,0.009046078,2.0449367,-0.00062067714,0.9998175,0.0008880258,0.99786264,3.656256,2.1971896,0.0009603459,8.151381,-0.00011854625,-0.004963941,1
5.269568,5.145252,6.99617,-0.0002193715,-0.00023001315,0.0014392528,0.01018007,25.710455,2.9995618,3.9961998,0.0026644685,0.002001908,5.2675633,2.3854663,10.650433,11.989489,1.0388751,1.1189973,0.0002475958,0.00050051865,0.00014340492,1.3789855,0.007252088,0.9991386,0.00017159399,1.9198007e-05,2.284519,1.678821e-05,0.00012037719,12.495735,3.038792,0.0023955265,-0.00026024773,-0.0033915876,0.0020821965,6.908799,2.3884535,0.00016599477,13.365026,0.0006363149,5.9882336,1
5.3935814,2.8303812,2.9963505,0.9982304,2.994378,-0.00090931926,4.0024395,37.008175,1.0014223,3.9931283,4.991479,0.30986762,4.135315,0.9778143,11.019693,7.986442,1.065858,1.1219443,-2.1235117e-05,5.3737145e-05,-0.0006748737,1.2738726,1.98564,-0.00014993754,0.99926865,-0.00015424033,2.4649258,0.00018457668,0.000565758,33.753784,2.5423915,-0.00077485945,3.9969218,7.9912696,1.0002512,4.7456465,3.085922,1.9955894,9.943011,-0.00019923603,1.9957148,1
4.3445573,4.000172,0.9985071,0.99798685,1.0002028,-7.658274e-05,0.006146743,23.516512,2.002108,-0.0013815775,1.9937855,1.0976821,3.126897,1.4989989,9.309435,-0.008092542,1.0020216,1.1570091,0.00015084629,0.0020871644,0.00018353375,1.249891,-0.013418326,0.0007245148,0.0010717135,0.0001982131,2.0009878,-0.08290884,0.00013207461,0.019163609,2.679257,-0.003115355,2.4662462e-05,3.990828,2.9969742,3.8614302,2.5621212,2.9971812,8.429379,-1.2654875e-05,0.009548002,1
4.807049,3.3501596,1.9964361,4.5302917e-05,0.9982662,0.0017326268,2.9963584,42.901184,-0.0030241057,-0.0031141653,1.9950918,0.0005968626,3.4534383,0.8804767,9.833599,0.0089038415,1.0289884,1.1170301,6.510873e-05,-0.0001393521,-0.00022039576,1.333981,0.99349254,-9.106305e-05,0.9978863,-5.411943e-05,2.246005,-0.024872907,-0.00018508916,0.040303707,1.0625529,0.0011532167,2.9920058,1.9973705,1.9975203,3.9952269,2.580499,1.0011464,8.862022,-0.00014033733,1.9874935,1
5.3696218,3.2322075,0.005359182,0.00025530125,0.007838071,0.9978913,2.9989815,39.305588,3.9955306,1.0031971,-0.005551913,-0.00014961106,3.3519566,1.1256891,10.524047,2.9865167,0.97796875,1.1259552,6.969922e-05,0.0006007662,4.0702394e-05,1.2729969,1.0135134,-0.00020847675,-3.794614e-05,-0.00040889747,2.3642867,0.003991292,0.00013393353,0.010443211,1.7205406,0.0002542296,1.0002047,-0.00298115,0.99959195,3.7673242,2.1875901,0.00094830577,8.358168,-1.4081661e-05,-0.0054808324,1
4.8081403,3.3506114,2.000427,-0.0005308505,0.9992462,-0.0030467417,2.995557,42.901524,0.0052629663,0.0028784857,1.9967698,-1.427872e-05,3.4527643,0.88167715,9.832484,0.016146522,1.0290046,1.1170231,-9.3730196e-05,0.0002586877,0.00020429851,1.3318757,1.0012026,-5.9718455e-05,0.9985713,-6.9065296e-05,2.2456872,-0.025258496,-3.861075e-05,0.00731039,1.062653,0.0005914876,2.9970582,1.998945,1.9995149,4.0484834,2.5806098,1.0027654,8.864323,0.00042575778,1.9937052,1
4.415392,3.2491,0.0009156559,0.0005588044,1.0013473,-0.0028304365,0.0027712125,38.482346,0.0053324653,0.005679904,2.9967072,0.0011189695,2.885049,0.8029596,9.185576,0.0063167615,0.9980601,1.1409086,3.65758e-05,-0.00097038987,0.00027685973,1.2531149,1.014923,0.00021827016,6.233867e-05,0.0005090476,2.101261,-0.08045958,-0.00011957621,0.027451038,0.97871816,0.00030864865,0.003834472,2.9961474,1.996805,3.587719,2.3814235,1.9975553,7.839906,0.00010936701,-0.0045723384,1
4.9226265,2.4777048,0.9990261,-0.00040547957,0.00262946,0.0017264577,1.9963899,47.07734,-0.002114658,1.0012485,-5.3980268e-05,-0.00062506244,3.3936086,0.6646834,9.946878,1.9970496,1.0109023,1.1070089,-0.00020046535,-0.00084123405,0.00026017043,1.2710257,2.007352,3.7753919e-06,0.9994851,0.00046919816,2.3870947,-0.0069235344,0.00021522309,0.014811039,1.5606946,0.0013715932,1.000992,0.007868802,0.0040335334,3.9229841,2.1788123,0.0034984308,8.669731,-0.00024847692,0.999239,1
5.0747476,2.4626179,0.0006229971,0.00020605292,-0.00037354114,-0.00048055322,3.9938328,48.242977,-0.0012290522,2.9981232,0.005293033,-0.20282285,3.7683733,0.92048025,10.518758,8.989306,1.010027,1.1080924,0.00022572555,-0.00067563745,0.0006130523,1.2628807,1.9999071,6.653163e-05,0.0014214587,-0.00011418974,2.3689156,0.00016881777,-0.00015475412,12.020469,2.8466299,-0.0009586653,1.999088,0.004637635,1.0016226,3.8276386,2.5207286,0.0010564881,8.828727,-0.0003890489,0.0074983174,1
4.796527,3.399343,0.0028655622,0.00077296013,1.9940667,0.0003358814,1.9975978,41.201534,1.0019758,1.9994198,1.9962069,-0.0006710772,3.2788572,1.1834915,9.881991,3.9960785,1.0241857,1.1270051,-5.5572336e-06,0.99822474,-0.00021740807,1.2530209,0.9894465,0.0004244873,0.00033477662,9.543235e-05,2.2430186,0.014812764,0.00017249401,20.292963,1.6833134,0.0014157454,1.0024543,1.9967736,0.0031364239,3.8355575,2.9305236,0.999016,8.497861,-1.2068142e-05,0.0021575026,1
5.075029,2.463468,0.0015204047,-3.5915862e-05,-0.0014256823,-0.0031125452,3.9987411,48.288254,0.0048199845,2.9988065,0.008051536,-0.20297655,3.7675045,0.9221663,10.518118,8.991249,1.0099293,1.1080352,-8.544329e-05,0.0004130861,-0.00029104587,1.2632469,2.0272691,0.00043984296,0.00059349055,0.00024703675,2.3687544,4.163962e-05,0.00021236579,12.07249,2.8445332,-0.0010215184,1.9978045,0.0069224,0.9988689,3.8256507,2.5198865,0.0021017152,8.827892,-9.0697846e-05,-0.0029317804,1
4.384021,2.2089026,-0.0017231609,-0.0002167489,1.9963193,0.0015663,0.0019047994,32.416256,0.005134101,0.99996716,2.0020328,0.2529796,3.4258704,0.5442318,9.692704,2.018486,0.97713995,1.142866,-0.000116418145,-7.037463e-05,-0.00028791663,1.1951118,0.99893,-0.00033313243,0.00038505314,-0.00010407185,2.0662427,0.00086812413,0.00061147474,11.250379,1.4925851,-8.403348e-06,0.00411068,1.9926704,0.9978703,3.346078,1.9776125,0.9987143,7.9230733,-0.00019957504,-0.00039572196,1
5.1485386,1.8584418,0.0028508995,0.0001374666,-0.0013192284,-0.0004071203,2.9989722,40.006897,0.0016909793,1.0022297,0.010927579,-0.0015795712,3.782633,0.4496382,10.640165,4.0082054,0.97415084,1.1249436,-1.6031818e-05,0.0004702544,-0.00032374647,1.2379985,2.9939125,-0.00014327672,0.00015180524,-0.00014865985,2.4107232,-0.00020467611,-7.411649e-05,0.006982326,2.818015,1.9961512,1.0012373,0.005378282,0.99699974,3.7687597,1.8252369,0.0017074901,8.577997,-0.00012494257,-0.0005338855,1
5.6450186,4.638213,5.988337,-0.0006471913,0.0016586196,1.9970986,-0.0010258418,25.018995,1.9948233,0.003528534,0.015344403,-0.00086903916,3.8260095,0.8119118,10.505045,0.011881928,1.1986108,1.1140602,-0.00034463036,0.00040845928,1.9963306,1.3916327,-0.0077117775,-0.00065839494,0.00051512534,0.0008921825,2.3035204,-0.0859409,7.625858e-05,0.02286005,1.4123394,0.0026595304,0.0063786367,0.0035637976,0.002112118,4.4432006,3.3931468,0.005892809,9.533568,0.00050523126,5.9879775,1
5.033842,2.610862,2.9996524,-0.0005693998,1.0020839,0.0013907346,5.9910903,47.98049,0.004594798,3.0007536,1.9893937,-0.00028536064,4.1445007,0.95284605,10.71111,8.000623,1.0639508,1.1050376,-0.0005185381,0.9983891,0.000846628,1.3077378,1.9730259,-0.00044639615,0.9988796,0.00037077972,2.367911,-0.00015985295,-0.0002504531,21.0071,3.4094632,0.0006054649,5.9918995,1.9991763,0.0010654008,4.10905,2.8333347,0.9994051,9.574621,-8.1732935e-05,2.9926994,1
4.8026004,2.3060462,2.9897501,0.00018312004,1.0000119,0.00032023518,2.0045595,44.97338,0.0032027916,-0.0001028194,4.000356,-0.00019125981,3.8587909,1.6308928,10.180378,0.00023994889,1.009932,1.0790352,-4.337201e-06,0.0016611925,0.0004689506,1.4377592,2.9847052,-0.0005776232,-0.00045824828,-4.7462338e-05,2.38013,-0.00094739936,-0.00025236045,0.02985239,3.1017857,0.001532496,0.0018167357,2.0026042,0.002879826,4.3491654,2.250918,2.0000563,9.450461,1.9399386e-05,-0.005559272,1
4.8380165,2.2250504,0.004850993,-0.00016715784,1.9949359,-0.0018681196,0.0052579185,33.297733,0.005507822,0.0019388781,5.9869676,1.3946017,3.230071,0.0018513165,9.907042,0.008169035,0.97719985,1.1449234,-5.9150192e-05,0.00017083793,-0.0003817157,1.2202586,2.9995472,-0.0002174249,0.0013681125,0.0006625556,2.291006,0.0039425916,0.00030203353,0.045206547,1.1463665,-0.0006949445,0.006973491,4.9988174,0.0016824877,3.5011184,1.6978391,1.9983469,7.8859715,-0.00039317465,-0.0009059377,1
4.4147534,2.282609,0.00019467816,0.0006927323,0.008769811,0.0005713495,0.0018344659,30.00518,0.0011579946,0.0026381598,0.99888825,-0.00013099951,2.7387307,0.80311614,9.186121,0.0058120294,0.97008896,1.1489747,-3.124218e-05,-0.00047851744,0.0006282403,1.1782279,0.991667,0.00043760033,0.0004614216,1.9022918e-05,2.1009893,-0.06467147,0.00025170113,0.005980968,0.9819201,-0.0019194027,-0.0005856891,1.9953629,0.0021800674,3.178412,1.6435385,0.9963858,7.142328,-1.2716342e-05,0.0067728097,1
3.9050958,2.6941473,2.0020435,0.0001698133,-0.001768409,-0.00021248133,0.007700517,30.796598,2.0025551,0.0038456307,-0.0010772728,-0.003585968,3.4019728,2.319731,8.884237,0.0014318033,0.9850267,1.1390569,0.0002702819,0.00092328695,0.00072504196,1.2409964,0.015108576,0.00040519776,0.9987227,0.00057233655,1.9198538,-0.022116764,0.00017823468,-0.016121387,4.0790644,0.00059062336,0.0057684043,0.008706605,0.0014170682,3.5502036,2.0244412,-0.0008590859,8.445558,-0.00052114954,1.9990897,1
5.234816,4.688583,0.9966883,-0.0011134561,0.008608879,0.000364283,8.3996696e-05,17.620794,0.0009684518,3.993367,0.0048340773,-0.0012668405,3.1448624,1.404998,9.967726,8.98372,1.0409217,1.1548547,-0.00015815443,-5.8803875e-05,0.00021212162,1.1360916,0.0036458876,0.00018481705,0.00044295905,9.369636e-05,2.1892517,-0.09010359,-0.0001155827,10.639305,1.3100786,-0.000810354,0.005635486,0.00023499734,0.0028376258,4.4200997,3.0377095,-0.0011687321,8.961249,-0.00017504959,0.0050360495,1
5.37928,2.2905474,-0.00083552854,0.00041155855,0.004411997,-0.0020525958,5.982011,60.651295,0.0019023374,1.0029594,-0.008140662,0.13263701,3.8640885,0.4641611,10.858893,4.0035563,0.99112976,1.0819936,-1.3174521e-05,8.512122e-06,-0.00023238374,1.354843,11.969414,1.9443964e-05,0.0010169517,-0.00069283537,2.5505688,0.0002710444,-0.00031500493,12.501716,1.1546085,0.0021304497,0.0023896554,-0.0029707788,0.0014012133,4.039903,2.1479387,-0.0008387011,9.0697975,0.00025208475,-0.007190532,1
5.1729765,2.5199382,0.003174672,0.0012250949,1.0016766,-0.0012198893,4.9976764,42.90324,2.000842,3.9941885,1.9983323,-1.6782836,4.049483,1.281513,10.904881,10.9802265,1.0090922,1.1210892,-0.0003371034,0.0011913216,0.00045248482,1.2361411,1.9965599,0.00045670362,0.00092320854,0.0006720849,2.4199367,0.00013561752,0.00018123354,23.76776,3.567133,-0.00035227745,2.0021727,3.9912426,2.0000648,3.8752782,2.636951,0.9975645,9.094524,0.0005204416,0.0044875676,1
4.959988,2.4327068,2.0000758,0.00026081468,0.0020203006,0.0048542116,5.9866996,48.10175,0.0015695051,1.9987082,0.0041169142,0.0006779249,3.946823,0.73318475,10.577364,6.00131,1.0220249,1.104094,4.8010577e-05,0.0005984044,0.00044909853,1.3047569,2.017908,-0.0001365563,0.99916714,-0.0001897349,2.3487072,0.00014451212,-0.00013109107,0.018045902,2.9988706,0.00046023817,3.9937215,0.0063223005,1.9941146,3.9414454,2.571317,0.0027331072,9.247999,0.00018375361,2.0005474,1
4.69327,4.7676277,0.00076569064,0.0007492412,3.9837568,0.0027616117,0.0011249322,26.905588,3.9946406,3.9977543,3.999754,-9.61606e-05,3.7863362,2.1198893,10.466889,0.003200154,0.9960018,1.1549191,-0.00018406476,0.00018271415,0.00033535052,1.1424292,-0.00013018593,0.00031097772,-0.00017928366,0.00042280712,2.2108972,0.00010854863,0.00045841004,-0.00049543416,3.9950173,0.0020371685,0.0032061199,5.985009,3.9958878,3.3225656,2.5173872,1.9985738,8.335539,0.00014880666,0.0037333302,1
4.562036,3.1700907,0.0018123483,-0.00044478138,1.0010252,7.6481985e-05,1.9949398,40.00715,0.0010064796,1.0010164,2.002628,0.0018203672,3.0117707,0.875539,9.541127,1.9955775,1.0049458,1.1300292,0.0001844335,0.00044238922,-0.0005595685,1.2261271,1.0034428,0.00049917196,0.00027357755,-9.583523e-05,2.1699133,0.045625456,-5.49834e-05,0.040240765,1.1419775,-0.0003438136,1.9977779,1.9977033,2.9980378,3.637683,2.6678562,1.0014849,7.9825916,0.00012267375,0.00026052518,1
