fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,label
-0.68573034,-0.16003206,-0.35646775,0.39828658,0.24086572,-0.65781724,-0.4742326,2.171839,0.7432027,0.6768034,0
-0.8518908,0.72428864,-0.7885695,0.58894044,-0.4641667,-0.1881486,0.43526676,-0.65275955,-0.84527105,0.23668326,0
-0.7055254,-0.9255594,1.0800624,0.97392356,-0.53735113,-0.4576406,0.36128253,1.4149053,0.463144,1.8623722,0
0.24460518,-1.0531558,1.7001369,0.70283663,-0.10734777,-0.82388264,1.0603113,1.4180238,-0.18862532,-0.7531344,0
-0.30883017,-1.3485626,-0.3413308,-0.48026946,0.9264398,0.15610945,0.7838159,-0.7603729,0.7083643,0.0014429055,0
1.8514001,-0.02460346,1.1308228,-0.3475446,-0.1794047,0.621559,0.93018323,0.46664757,-1.1338999,1.3554662,0
0.58557844,2.1811042,0.66811764,0.65730184,-0.61589533,0.7848257,0.45354939,0.8805524,-1.0732071,-0.7948107,0
1.6821462,-0.8491645,0.20783067,-1.045786,-0.10221529,-0.35068625,-0.709061,-1.6180829,0.6187957,0.26958463,0
-0.22361985,1.8616915,-0.1309349,-0.4749364,1.9609128,-0.12536053,-1.4329919,-0.0648253,-1.0674202,-1.06889,0
0.8119057,-2.1122189,-0.027549163,0.3608549,0.19162317,-0.63642,0.7937935,-0.022504505,0.08792317,0.9318897,0
1.7595117,0.6221162,-1.089136,-1.1702234,0.15057817,-0.50394785,-1.6306903,0.33632737,-0.108735055,-0.101294026,0
-0.17307988,0.01463744,-1.0864218,-0.6363907,0.7304728,0.27385375,-0.39497605,0.77272683,0.14309238,0.57166576,0
-0.29121852,-0.6544577,0.68976015,-1.0250772,0.3033954,0.37334192,0.80438626,-0.44232264,0.6966708,0.8714833,0
-1.0110803,0.49388507,0.82342017,0.29973143,-0.052073106,2.4317954,0.24957588,0.29351905,-0.61880136,-1.0751297,0
-1.5545417,-0.09927231,0.69245,0.28830558,0.76370424,-0.375422,0.7674965,0.5247704,-1.6176441,1.2359508,0
0.10946279,-0.20162341,0.044191994,0.95672673,-0.17490277,0.32835186,-0.34152737,0.3953673,0.3722778,0.33427626,0
-0.6619087,0.7866208,1.79608,0.41112447,0.07991,-0.46073222,0.31991404,-0.8210049,1.8290046,-0.49326378,0
-0.8316222,0.61700976,0.86671424,0.4438524,-0.31726056,-0.35515916,0.7615495,-1.0994902,-0.5550046,-0.659531,0
-0.25010416,-0.5199732,-0.026950486,-0.9681321,0.45756924,-0.3614732,-0.3701231,0.89372873,1.2497416,-1.7685827,0
0.21108098,-1.2586838,1.0417899,-0.69522184,-1.2579975,-0.6012223,-0.99248296,-0.18622088,-0.0509586,1.041378,0
-0.51810557,-0.12602359,0.30592,-0.45258015,0.3455475,0.9059991,0.86693704,-1.1803303,0.96293795,0.0034561735,0
-0.6941977,0.9532171,0.57726276,0.54810226,0.8907034,-0.18009467,0.3084548,-0.25173756,0.018897321,-2.571205,0
-1.387555,-0.43955985,0.7583134,-0.6367417,0.74537516,0.9263663,0.98092115,-0.396457,1.0205597,0.6762786,0
-1.1402686,-0.084767595,-1.4181165,0.1564929,-0.84682006,0.054428257,-0.38236934,0.027704587,-0.82855964,2.0588267,0
0.39748496,0.32787657,0.6275385,-0.1329681,-1.1261427,0.87853247,-0.40725803,-0.0041194074,0.6910423,0.012613812,0
-1.01141,-0.889065,0.47816196,-0.47393388,1.2992046,-0.1583216,-0.64099586,1.1546004,0.30401403,0.30728805,0
-1.8021795,-0.35934904,-1.2433158,0.9184939,0.9746502,0.6009946,-1.4776989,-0.6893634,-1.0459098,0.48745376,0
-1.0723187,-0.8701443,-0.13620302,0.11537223,0.2611742,-1.0694594,-0.7974706,-1.0338651,-0.42331252,-0.4828752,0
-1.0056423,1.2651495,-1.9454051,-0.056038007,-0.06102638,-1.2376467,0.6369852,0.8193719,-0.19920172,0.2295437,0
1.0404696,-1.9576968,0.10340215,1.483764,0.67333937,-0.90179867,-0.3183299,-0.26490223,-2.2306635,-0.2483912,0
-0.14254017,-0.5589908,-1.1694535,-0.5732759,-0.8889868,-0.83007807,-1.4205968,1.3024305,-0.66483516,-0.17236452,0
1.7356641,1.103251,-0.92213136,-0.7390475,-0.7292149,-1.640326,-0.14837775,0.7479566,-1.0096505,1.1118083,0
-1.8255548,-0.36540154,0.3039998,-0.12015142,-0.2644245,-0.57301146,-0.08216543,0.6287548,-0.2384671,0.83148026,0
-1.3452184,0.73686796,-1.524777,0.09108251,-0.71014625,-1.3369007,-0.9002646,0.586356,-1.0375896,0.97935414,0
0.17304352,0.14244038,0.7393638,0.5591844,-1.5769898,0.44277352,0.4294284,-0.06863823,-0.2048525,-0.7911777,0
0.11869572,0.5751868,-0.34500492,0.06815345,1.2640128,0.22410168,1.8796982,-0.057198137,0.62784857,1.4294714,0
-1.475129,-0.07165922,0.9950913,-0.5481165,-0.6940244,0.5511853,0.83588016,0.086221404,1.8823898,0.53492373,0
-0.853209,-0.4534384,1.2811668,0.28894928,-0.1747747,2.042074,0.24486393,0.9055895,1.0602138,-0.18633802,0
-0.20479247,-1.6796635,0.3393154,1.8325008,-1.1262283,-0.5193197,0.8411514,-0.1588962,-0.65581954,0.044137724,0
0.40425527,-1.2167078,0.071057886,-0.88142896,1.4708005,-0.15276264,0.00029218942,-0.6523634,-0.280187,-0.34746933,0
0.31749734,-1.2944534,0.2269617,-0.42095655,0.17614353,-0.25235385,-0.6686849,0.64329845,-0.45933506,0.9336682,0
-0.48877463,0.0318095,0.754981,-0.8894516,1.1595559,-1.462839,0.14719138,-1.0506042,-0.99889493,0.51503587,0
0.42253435,-2.0059018,0.6797505,0.088650934,1.5735362,-1.1016612,-1.0418118,-0.19894956,1.8374234,0.7610586,0
0.5307732,-1.1831114,-0.0637715,-0.3985253,-0.69349635,-0.43527383,1.2194958,0.99119383,-0.51123905,1.1644281,0
2.2826,-2.284021,-0.072977595,-0.95911056,-0.3897156,0.77549255,0.69061303,1.1488252,1.1493106,0.32192966,0
-0.96944773,0.51626897,-1.811656,0.6774225,-0.35263032,-0.2994669,-0.36699557,-0.21851161,-0.69618636,-0.77801347,0
-0.5886077,-0.6079487,1.11178,-1.2708151,1.4047387,0.0058946013,-0.25497946,-0.73829365,1.4377722,-0.2730579,0
0.3732644,0.5515647,0.38110337,0.02581303,-0.3893103,1.9495442,1.0556943,0.72979206,-0.8713643,-1.1304896,0
1.0729096,1.0133152,1.303574,0.41944036,-1.2007728,0.5028416,-0.100672744,1.8570619,0.6419641,1.3472378,0
-0.50444615,-0.4487637,0.7598828,0.39336395,-1.3766726,0.2685185,0.10091363,-0.19528718,1.092691,-2.242588,0
1.0437497,0.05240193,0.41742873,0.6807381,-0.32090163,-0.1637929,-0.20365778,0.5849784,0.9741148,0.35485068,0
0.3513962,1.0974827,-1.5165738,2.1250777,0.48801172,0.33400208,-1.3931496,-0.6816863,-0.3398212,-0.3037013,0
-0.124899514,2.9134762,-0.038918182,-0.060064487,0.415308,0.42705292,-1.6420039,-0.4250429,0.8592026,-0.07783246,0
-0.5763311,1.3844959,-0.21058732,-1.1489227,-1.1294647,0.40283376,1.2345042,0.17738746,-1.0081435,-0.13730566,0
0.4723688,-1.7098202,-0.5989154,-0.93218577,-0.52543557,-0.357305,-1.0189605,-0.7067057,-1.4564314,-0.16297856,0
-1.52109,2.6101675,-0.29375914,-0.5812957,-0.33721924,-0.21853162,1.2656316,-1.4571304,0.7616094,-1.4261268,0
0.87800246,2.0044146,1.3929446,-0.34417877,1.2684925,1.3760082,0.7754837,1.5998139,0.22085294,0.73016596,0
2.2107992,-0.082344376,-0.41875505,0.16466975,0.3056329,0.49009746,-1.8108488,-0.17622665,0.95746577,0.20138264,0
-1.1502018,0.35459563,-0.29525238,-0.0009470973,-0.69546837,1.036934,-1.7068101,0.22067732,-0.061454378,-0.84660244,0
1.3099154,-0.4384998,-1.1653602,-0.2080423,0.21439253,-0.67241096,0.4793386,0.86330986,-0.8583029,-1.8697958,0
0.81253135,-0.045953274,-0.6595198,0.4202671,-0.52177286,-1.1717914,0.19007063,-0.5505326,-0.6953982,1.5955378,0
-1.1920359,-1.0024122,-1.333049,0.36895669,0.2310536,-0.40050226,0.4259722,-1.0028287,0.30286747,0.79440063,0
0.81334305,-0.38964063,2.006263,0.51400256,0.6340049,0.7402358,-0.091881655,0.8060091,-0.4191081,1.0336387,0
-0.10573112,0.24771973,0.19375265,-0.7425853,-0.060855277,0.3621924,-0.94466734,-0.45720226,0.99481547,1.1130707,0
1.1219153,-1.4781244,0.07161859,0.5592018,-0.8771768,-1.5165725,-0.60203624,-1.1737281,1.0339034,0.42468002,0
-0.20784503,0.3549717,0.75010777,-1.138039,-0.5546982,-0.13384539,1.5077724,1.6663691,0.64571637,0.03962343,0
0.15896381,-1.0368794,0.28043014,-1.0779692,-0.26146632,-0.28600425,0.58646584,0.3441549,0.7682119,-1.2199045,0
-0.5031725,1.0203795,1.3139174,-1.1509842,0.6526656,-0.43317157,0.9106025,-1.5699773,0.2660026,1.176355,0
-1.0164112,-0.5263997,1.7822082,1.1221251,0.7444428,-0.0027413033,0.035645247,-0.5648954,-0.29137585,-0.48310572,0
0.43154392,1.6611482,-0.10979017,-1.4107015,0.41731763,0.47211313,0.13205776,1.0773919,-0.2321643,-0.07244569,0
1.2433224,1.2499348,1.6588702,0.768299,0.079265445,-0.5698734,0.36970794,-0.31882542,0.554401,1.5972902,0
-0.65628135,-1.616323,1.238629,0.90257794,-0.65979105,-0.34037942,0.97880983,0.8784708,0.24439669,0.3463189,0
0.6093254,-1.3671523,1.4169102,0.88417584,-1.115982,-0.42367548,-1.0258886,-0.2081142,0.90199,-0.612067,0
-1.3167794,-1.0260642,0.695926,0.17129005,1.8573831,0.7341081,0.36471877,0.28102723,-0.6263054,0.03459555,0
-0.1969368,-1.5006665,0.21321073,-0.11223518,-0.816214,0.18160924,-0.92026544,0.16519067,-0.31239662,0.6466221,0
0.52883536,1.7577857,-1.2652106,1.2126024,0.122159265,0.94610167,1.5059947,-0.57545257,-0.9988153,0.22142951,0
0.1833415,-1.255171,0.7398956,-0.14078557,0.32038528,-0.5315906,-1.1362507,0.015844444,-0.0033773258,-0.9555833,0
-1.2776955,0.97063214,0.3680569,1.752436,-1.3542974,0.01618487,-0.1219065,-0.65864336,0.06019325,0.73919743,0
-0.116354145,-0.370726,1.3158879,-0.39227262,-1.6125993,-0.8028122,0.68782145,0.38328704,-0.53123766,-0.2516597,0
-2.131811,0.92872083,-0.30086842,0.45734036,-0.07539961,0.3207593,0.07038535,-1.5880295,0.011165485,0.43179518,0
-0.86902416,1.4794312,0.6238409,0.87210363,-0.8222822,0.56656194,-1.0093452,0.12744851,0.5228735,0.8418744,0
-0.034286052,0.48789868,-0.07573154,-0.20729287,0.18604903,-1.7648908,0.3888707,1.0676786,-1.3168879,0.31313816,0
1.0346663,-2.0317833,-0.08198706,-0.36945352,-1.0261986,1.0369325,-0.95192796,0.061102867,0.5779642,1.2915913,0
1.3801339,0.7491342,-2.1699963,0.23465154,0.038574398,0.35874236,0.27782694,-2.7481694,0.7278066,-1.0591161,0
-0.49192426,-0.28792864,0.15970322,-0.38264593,-0.6762731,1.5051697,-0.5700328,0.64037883,-0.3109844,-1.4904002,0
-0.7189728,0.17311797,0.48086935,-0.19425856,-1.897215,-0.86591065,-0.15811518,-0.017077025,-0.47788516,-0.692505,0
0.79274887,0.1095814,0.2041612,-0.6591745,-0.64179474,0.68209547,1.1860312,-0.6916974,0.0041612945,-0.14202279,0
1.5425905,-0.605174,-0.9929179,0.12603132,0.45863688,-0.33223146,0.9942772,-0.74709624,1.2100178,-0.24975859,0
-0.36585134,-0.14271943,-0.14442,-0.55449593,1.1728963,-1.4781864,-0.37180102,-0.74563915,1.9412727,1.1423576,0
0.04786308,-0.2556328,-1.6206338,0.94049984,0.46516746,0.47646248,0.9608187,1.6938889,0.33492512,-0.64101595,0
-0.58970743,1.7694769,1.9947355,-1.3741525,-0.76185507,0.11592204,-2.529583,0.79795325,0.30922872,-0.40143788,0
-0.66063154,0.209847,1.4417782,-1.2479613,0.77457476,-0.064142674,1.7744372,0.18598709,0.7533675,0.9200498,0
1.7592968,-1.3942168,0.57379365,0.51032346,0.31836987,-1.2090337,-0.18206173,-1.008468,0.52330893,0.87995064,0
0.33225754,-1.2726847,0.4335121,-1.4127102,-1.1999067,0.8686406,0.59718394,-0.8874051,-0.62290955,0.9482805,0
-0.4228637,1.1986086,-0.9896624,-0.4070627,-0.088458985,2.2831228,0.88583887,0.15736419,0.1703629,-0.33835793,0
0.35314232,-0.37324777,0.97152007,1.4398135,-0.6878785,-0.074275695,0.77830595,1.4313098,0.43189225,0.4732793,0
0.71108,-0.19921586,0.50719607,1.066471,0.947167,1.9579008,1.2640179,0.8375022,0.9854014,1.0043952,0
-0.514221,-1.5594757,0.253734,0.24636045,0.6459775,-0.63418084,-0.10147523,0.49844545,-0.5571385,1.2565118,0
-0.19886,-0.6409617,-0.971789,0.7372145,-0.29850608,0.079243526,-1.2873431,0.44032502,-1.2164482,-0.71205884,0
0.89645547,-0.19453964,-0.17065272,-1.9889188,0.64525896,-0.28678197,1.4090167,-1.6612544,-0.3527178,-1.0065068,0
-0.57366663,-0.32303733,1.3278729,1.2911454,-0.362334,0.21464387,-1.5444615,0.39516956,-0.62954503,0.41971502,0
-0.04081802,2.0143309,-0.31582707,-0.031037448,-1.1216707,-1.1792223,0.4778976,-0.3539543,-0.023317195,0.6939973,0
-0.34528303,-1.6226636,-0.32986704,0.6676846,0.6153072,-0.66201115,-1.8306383,1.2365614,-0.86358905,-1.2941988,0
2.119398,0.15281159,0.57453734,0.9102489,-1.8859953,0.8354857,1.3894365,0.20869856,-0.9243503,-0.7141831,0
0.30436456,0.14176339,2.0315723,1.0037466,0.37074685,-0.026600793,-0.40087977,1.2065964,0.8050429,-0.6444759,0
-1.3753273,-1.2582024,-1.2145586,-0.11268308,0.33775097,0.68768394,-0.64391595,-0.14609362,0.075785995,1.6075212,0
-0.45983374,-0.44909996,0.77210546,0.026502147,-1.394505,-0.12074338,0.13016719,-0.26990995,3.021667,0.098127395,0
-0.13701251,1.006872,-0.28417826,0.009989452,0.9476118,0.99659306,0.75660366,2.0293927,0.42251906,-0.36179107,0
-0.9405442,-1.1305511,0.853011,1.0691923,-0.1943454,-0.31237918,0.37274316,0.5962982,0.33817706,-1.3589072,0
0.9729002,-1.097461,1.5833036,0.2351064,-1.5624596,-0.21588357,0.7718793,0.13353808,-0.94771296,-0.67572826,0
0.8032435,-1.6919765,-1.5999261,-0.17636935,-0.10615076,0.7155724,0.23261932,-0.042288065,1.2819153,1.7474016,0
-1.8628904,0.93174744,0.830231,0.49799308,1.2998476,0.14662585,-0.021621048,0.119482346,-1.6381644,-0.62358195,0
-0.6938132,0.5644615,1.1004992,-0.7295419,-0.081344604,0.6359485,0.9751156,-0.57858056,-1.8374012,0.7008514,0
-0.62809277,0.47110116,1.6684159,0.12834276,0.493361,-1.1277578,0.89997244,1.5885046,-0.6279607,0.0031369496,0
-0.45921507,0.63574964,-1.4576428,0.53569853,0.23712258,-0.83137083,-0.004662797,2.516486,-0.20487437,-0.06398682,0
0.42618123,-1.3370469,1.515867,-0.19235294,-0.67076236,0.097418785,-0.24895245,0.7053899,0.048755456,-1.587424,0
0.32367,-0.36967897,-0.2563758,-0.097901426,-0.20666023,-0.52077705,1.7937261,0.79945195,-0.47359645,-0.29124713,0
-0.20633289,0.54598236,0.9913131,0.67716837,-1.4230602,0.17866576,0.8205026,0.5778035,-1.169089,0.20327148,0
-0.9718988,-0.11802745,-2.407868,-0.2983539,0.46326137,0.07886066,-1.4685277,-1.2742229,-1.0628176,-0.37408808,0
0.5779674,-1.4671533,-0.51501036,1.9187617,1.0869778,-0.42263138,-0.7929852,0.33038157,-0.5084479,0.3217693,0
-0.18499278,0.5061918,1.1289834,-1.1433499,-1.0888437,-0.41542524,-0.045843683,0.7882555,1.2450104,2.5132332,0
0.83017915,0.8194077,-1.4955255,1.1055244,1.7427994,-1.3732821,0.25295222,-0.18134159,0.93056095,-0.558683,0
-1.8135017,0.4607908,-0.75078577,1.1710255,-0.40019947,1.3564694,0.4627584,0.09871639,0.4998471,-0.87740827,0
1.9109334,0.08326274,-1.3045987,-1.0723009,0.54724765,-0.88606566,0.29004607,-0.6033869,-0.33953708,-0.1488483,0
0.8975115,-0.68744975,0.38250682,1.037333,-0.8500604,-1.1440204,-0.018022716,1.2841824,0.24193507,0.18713562,0
-0.7954158,-0.27192113,-1.1286023,-1.3878684,-0.28914487,0.2767169,-0.9797432,-1.1254426,0.29737335,0.7716999,0
