Buying,Maint,Doors,Persons,Lug_boot,Safety,label
-1.8732765,1.4009537,-1.670362,0.8347581,0.6959262,0.56408167,2
0.6813872,-1.7928061,0.94733286,-1.1022253,-1.4447567,-0.84065473,2
0.9791803,-1.3133652,1.5071285,-0.13513416,-1.4598956,-1.5402212,2
0.3759471,-1.4227606,-1.5012331,-2.1851716,0.0010486371,0.12408109,2
3.0139976,0.012563452,-0.21887805,0.42888343,-0.91717374,-0.50131416,2
-0.18845932,-0.47253242,-0.59524965,1.0922632,0.5196284,1.9213877,2
1.4664237,-0.8006278,-2.4743757,0.0016258396,0.13436714,-0.6775211,2
1.8971217,-1.6779922,-1.0391141,0.62165296,-0.07684001,0.41787866,2
-0.7332002,0.12875476,-0.10978742,-0.26813883,1.5828927,0.8084444,2
1.562872,0.3936215,0.054576986,-0.5920563,0.5365798,1.7839875,2
-1.425071,-1.3777107,0.11371119,1.5721508,-0.09097284,0.5305819,2
1.334812,1.0909076,-0.46959907,0.59120095,-1.1983294,-1.4756697,2
-2.1481507,-0.3774284,-0.862725,-0.5773486,-0.35461617,1.6207646,2
-0.12649815,1.5524014,0.3710674,1.9802414,-0.7194656,0.23443376,2
-0.7148899,-0.86007136,0.6305204,2.340763,0.844031,-0.2503075,2
-0.41891968,-1.7071052,1.3530389,1.8292936,0.7525033,-0.946292,2
0.53333634,-1.179464,-1.9665141,-0.44985515,0.710359,-1.6649256,2
0.7559682,0.17396413,-0.28675106,2.0657728,-0.72528243,-1.0669677,2
1.9651228,0.6532874,0.63073105,0.5199772,1.9816556,-0.2013407,2
1.1561586,0.25336638,1.6667454,-0.88638294,1.1559572,0.7606987,2
-0.64756346,-1.1748637,-2.4186811,0.50026935,-0.90187824,-0.88905025,2
-2.0107355,0.10110921,-0.15014516,-0.5398377,1.1350896,1.282299,2
-1.5434458,-0.71197754,-0.20002487,0.16070399,-2.284655,0.828779,2
-0.26204416,-1.0890838,0.20313145,-1.7371262,1.6102719,0.14737749,2
2.3547022,-0.41192102,0.90055335,-1.64128,0.013246265,0.6516432,2
-0.49710557,2.0039258,0.016800268,1.9275926,-0.3064037,-0.38199782,2
0.5484623,-1.8768287,-0.7704321,-0.6977807,-0.7911106,0.080838434,2
1.0181432,1.0453801,-1.2620487,-1.6375762,0.082977615,0.94840026,2
0.69987315,-1.79047,-0.5131588,-1.1277164,-0.07674127,-1.2868408,2
1.2092168,1.5175372,-0.8883042,-0.2256185,-0.21781825,-1.7288139,2
1.4120859,-0.9274934,-0.07550578,0.7051389,-2.4607577,-0.42602754,2
-1.3764138,1.6824356,0.6292145,0.90881455,0.5980691,-1.7837172,2
-1.2747512,0.19398397,0.8508821,1.1507658,1.561995,-0.12711962,2
0.81878626,0.6200887,-0.59082407,-1.8073237,0.37662765,-0.39590868,2
0.47815135,0.5382789,-0.9261388,-1.7089423,-0.47961575,-0.12353289,2
1.0877064,0.6567857,-0.983835,1.0015451,-0.26469374,-0.06487399,2
-1.4359522,-0.7755736,1.3886743,-0.1370454,-0.100482054,1.2414387,2
-0.32104293,-0.7151014,-0.9124594,-0.2920871,0.064763494,-1.5685195,2
-0.85463583,-0.93518,0.4158475,1.4060581,-1.0298253,0.96662796,2
0.5142707,-1.5619129,1.3514885,-0.22392464,-0.70283467,-1.1700078,2
1.5986643,1.5296825,-0.39632493,1.1106154,0.4539106,-0.21304758,2
0.51078403,-2.0217605,-1.6799691,0.3365888,0.27708974,-0.23096918,2
1.9169937,1.2240692,-1.3371596,0.8353734,0.45129198,0.55367947,2
0.8464113,-1.0094693,-0.41082293,0.37460676,2.1347287,0.6684742,2
0.81898123,0.5780316,-0.3521958,-0.3712173,-0.33854538,-0.99745524,2
0.8134323,-1.319899,-1.4691596,-0.50157803,-1.2826533,-0.6535516,2
0.42442933,-1.384061,0.723007,-0.78993225,0.4500758,0.13341331,2
1.7948006,-0.4742428,0.18575655,0.9972156,-1.0942886,0.6641489,2
-2.4507709,-1.7686852,0.21204674,0.8065222,-0.5178718,0.033490628,2
-1.9452763,-1.5335315,-0.88612866,1.0071166,-0.6196524,0.6447011,2
0.95958173,1.2386974,-0.7294326,0.5261875,0.61795473,-1.414008,2
2.360118,0.687142,0.46261787,0.29509357,-1.8876169,0.29699078,2
0.51643515,0.0737803,1.808035,-1.2024833,1.648153,-0.68159974,2
0.17485538,1.0322689,-1.3363415,-0.51271504,0.24074239,-0.06253086,2
2.1641273,0.87391734,-1.7898636,-0.11603527,-0.029676357,-0.06391332,2
-0.38197002,0.37766498,0.21320227,1.7227772,-0.004279791,-1.1047901,2
-1.3113616,-1.6191369,0.68669057,-1.1404697,-0.40015855,0.76769483,2
1.5055146,1.8131622,-0.33916107,0.27780312,-1.5730908,0.35070333,2
-1.9544644,-1.7945617,-0.22038656,-0.016770896,0.98652583,0.83249545,2
-0.77033913,-0.17784968,0.084648415,1.574036,0.108173326,-0.14346337,2
-1.6978884,-1.8343471,-0.1069621,1.1435246,-0.23476689,-0.64288366,2
-0.86962867,-1.0038098,-1.3119589,0.64286065,0.17988503,-1.099463,2
1.0437641,-0.99476767,-0.9925144,1.1450369,-0.16394342,-0.3393252,2
-0.012442304,-1.5951177,-0.85734487,0.15693665,-0.5864831,1.3639479,2
0.12536739,0.133102,-1.6419426,-0.73502105,-0.3023354,-0.9482989,2
0.65562385,0.7537229,0.8957796,1.4647878,-1.2229122,0.050978377,2
2.1397007,0.37156814,0.15798841,1.4532601,0.5750662,0.22736497,2
-0.15508763,-0.5819821,-0.6011847,-1.2354379,-0.20460628,-0.53507274,2
0.48081905,-1.7907573,0.72839904,1.2773987,-0.6037012,0.40756297,2
-2.6579604,-0.15998876,-0.58824277,-0.33748484,0.22683592,0.24954797,2
0.23278414,-1.7914985,-1.6004945,0.8864372,-0.49681973,0.45203248,2
0.9422844,0.46702272,0.95458794,0.65727097,0.8077527,0.026378103,2
-0.15779373,-0.39322114,1.4347534,-1.1197442,0.8824395,0.9314902,2
0.2948272,-0.37939268,1.2226744,-0.17932862,0.9682995,-1.3821179,2
1.265169,-0.19657421,0.9598784,1.3611287,-0.066754095,1.3438817,2
2.7870312,0.82680225,-0.5690041,-0.1399925,-0.41004786,-0.28454852,2
1.2069199,0.06680007,-0.70341796,1.1972414,-1.8920147,0.41504025,2
0.91208726,0.49595404,-1.2512268,-1.6055855,0.4553738,1.0890665,2
-0.9086181,1.4093997,-0.10670366,0.7980393,0.75447404,2.2347784,2
0.3677704,2.459547,1.330562,0.32566994,0.4274727,0.3989089,2
-0.39408615,0.52450323,2.6660795,0.43503493,0.3754442,0.45721945,2
-0.046947494,-0.75447464,0.9312424,-0.9301588,1.4609742,2.0894082,2
-1.5629818,-0.84877264,-0.32951105,-1.9679277,0.047296766,-0.529488,2
-1.6224706,-0.42321038,1.6156399,1.0415118,-0.9915283,1.0765145,2
0.07962401,-0.8296931,2.2073605,-0.13721323,-1.0518577,-1.7328143,2
0.9635242,-0.68191135,1.5845546,0.68428504,-1.4013529,1.6805623,2
-0.055060223,-0.6319032,1.2571131,0.67729783,1.5005313,0.9706055,2
-1.0820209,0.02723921,-1.1198199,0.028241832,1.9073687,1.2052046,2
0.070421234,1.2090483,0.40832812,1.1679341,1.9198428,0.021779694,2
0.3875831,-1.7533723,-0.96567297,-0.59865373,1.0462891,-0.27618876,2
-0.027673407,0.7581897,-1.568366,-0.48559475,-0.8834887,1.1763611,2
0.8053523,1.0959889,1.8381395,0.30774182,0.8706422,-0.4489641,2
0.23331286,1.9727334,0.54528975,0.3982675,0.41404122,1.0038531,2
-0.56790507,-0.9776368,-1.9053931,-0.19464643,1.379019,-1.3783419,2
2.3264287,0.12853053,0.58491987,-0.6347859,0.6389313,0.8477877,2
0.20267941,-2.2908533,-0.8636333,0.6519611,0.10742196,0.08349575,2
2.811553,0.32630754,0.39248532,1.1506908,1.0590945,0.08380247,2
1.9009693,-0.66134065,-1.2501497,-0.11722964,1.1210314,-1.0581012,2
-1.2910571,-0.46129155,0.15218513,1.3653343,-1.1101158,0.92139757,2
-0.7611643,-1.7305942,1.138939,1.8683976,0.6917417,-0.92020655,2
1.7493999,0.04333642,-0.26605797,0.06257637,-1.0715116,0.97212267,2
1.6940124,-0.32342422,0.76310205,-0.36130753,1.7662385,-0.6175654,2
1.7226776,0.7105516,-0.56827533,1.8594271,-1.5035663,-0.43711776,2
-1.7803904,-0.027312204,1.8624316,0.2672991,-0.9709281,-1.563856,2
1.5789372,0.7502903,-0.6451416,-0.80295277,1.4722483,-1.1404852,2
-0.027079938,0.73276275,-1.7806253,-0.86973965,2.0822306,-0.12400593,2
1.1954595,-0.27167466,-0.57991374,-1.1528692,0.36968866,1.9024217,2
0.28445074,-1.3083179,-0.13170356,-1.2982012,1.0864029,0.61185485,2
-0.4237181,-0.79963636,-2.0542488,-0.60112715,-1.3347211,0.815495,2
1.3804134,1.3925323,-0.24485096,-0.2265447,-0.25873208,1.2562692,2
0.13432337,-1.4125682,-1.0384727,-1.3780235,0.18177107,1.2097795,2
1.1531128,0.0058994447,-1.212867,-1.4230684,-1.6118039,1.1610292,2
-1.9423709,-0.86603224,-1.6954257,-0.57292753,-0.8111291,0.7497599,2
1.141204,0.014011076,1.2591654,-1.0999128,0.5827297,0.42468706,2
0.094396144,-1.5148765,-0.6726562,-1.0058088,-1.0240797,-0.4683613,2
0.46362257,0.32873702,-0.5860438,0.5016552,2.1489723,-0.0023013903,0
0.5215619,-0.59787214,1.5041617,0.110611245,-0.100507766,0.7412709,2
1.5230361,-0.08484519,-0.11281361,-0.7286689,1.2080367,0.812018,2
-0.5522369,0.29343754,0.3467747,-0.62331766,-0.23436011,-1.3268542,0
0.4227256,0.53561884,-1.3387303,-1.2096497,-0.85984516,-0.06737617,2
0.87559015,-0.9385777,-0.6259161,-1.2743336,0.54643077,1.4369953,0
-0.37634566,-0.40627372,0.025589133,-0.13780385,-0.3098933,2.1438525,0
0.9563555,0.8745424,-0.25931448,0.49123287,1.160087,0.92949533,2
-0.93317187,-0.21811107,0.0271423,1.4298133,-0.28990752,2.0783408,2
1.0530908,1.161709,0.29342055,-1.0978899,1.2996739,0.16122532,2
0.12902786,1.0068549,-0.17133926,0.45125663,-1.3161249,1.1752524,2
1.3011411,0.31040543,-0.5592391,1.6242539,1.0769436,0.9798342,2
1.9313356,-0.16899039,1.2476354,0.5128975,0.050242677,0.32564807,0
-1.0700029,2.043403,0.32771075,1.0733261,-0.10912523,0.2781539,2
1.2938124,1.8597444,0.85142785,-0.1644615,-0.69573385,1.0433279,0
-0.54154176,1.2846959,-0.22354376,0.29461247,0.9606926,-2.1420376,0
-0.10145883,0.06478543,-1.8430572,-0.9713071,0.066606395,0.66053015,2
-0.24342956,-0.66519755,-1.0176127,-1.5169152,-1.0467896,1.2360518,2
0.88648653,-0.08198786,1.8222194,-0.94909525,0.851442,-1.3700969,2
1.5532624,0.04910578,-0.5098286,-0.7826127,-0.45263267,-1.0369723,2
-1.1901317,0.49495202,-1.1500658,0.004436571,0.7222234,0.7713367,2
-1.4489579,-0.6437101,-0.3017212,-1.4378444,-0.3338153,-0.69993174,2
-1.4531763,0.47818726,-0.05021158,-1.5043801,-0.96537566,-0.01278939,2
1.0614359,1.8165561,1.3088274,-0.6123874,-0.81694424,0.6640487,2
0.031171756,0.7863852,0.58645314,-0.7918055,-2.2381017,0.23394115,2
0.82198095,-1.6634055,-0.025373824,-0.2745372,1.1046373,0.097004294,2
-1.0894923,-0.29246396,-1.2684033,0.69086,-0.7014194,0.8402312,2
-1.7718418,0.11609024,-1.2953558,-0.32615343,-0.47732344,-1.1871228,0
-0.5406907,-0.8772384,-0.47241825,-0.8973687,-0.46426934,-0.9055468,2
0.55207586,0.7119665,-1.4730616,0.03324071,0.24740224,0.8123131,2
-1.0032619,-0.06044847,0.36212468,0.797776,1.2149608,0.30658337,0
1.6961046,-0.8753725,0.0046552103,-1.1114419,-0.055152025,0.041681807,2
-1.5337749,-0.86057264,-1.1565772,-0.58482754,1.0655895,-0.5408777,0
1.2109218,0.47116786,-1.404715,-0.6691906,0.69644755,-0.7626673,0
0.540558,-1.6423188,-0.37026626,1.2565229,0.35262796,-0.6714185,2
0.49689385,1.8766536,0.1497998,1.0478371,0.27036586,0.67661476,2
1.6479414,-0.74192196,-1.4344746,-0.24549916,0.18385865,0.57563686,0
-0.47725293,-1.5648009,1.3112199,-0.07049136,0.5592452,-0.3186726,2
0.6894242,-0.19453019,0.41695106,0.5648659,0.49695778,1.4652548,0
-0.26119614,-1.8012433,-0.8075643,-0.5201352,-0.18787228,-0.39700142,0
-2.07937,-0.8973132,-0.33170515,-0.58508915,-0.6999788,0.15084901,2
0.17440163,0.21508773,-0.5861141,-1.479577,-0.90997976,-0.8335893,0
-2.151125,-0.9784324,-0.08027391,0.4133732,-1.2886392,-0.5749802,0
-1.530492,-0.6297596,-1.2261806,-0.40526396,1.0806718,0.5927806,2
2.1000547,-1.0004774,0.33362848,-1.1676949,0.80496097,0.66320306,2
0.008744972,1.0264088,-0.8957006,-0.6639581,1.4312704,0.33422598,2
-1.3187413,-0.63766354,0.85333836,-0.72107214,0.6768556,0.49272886,2
0.54084015,-0.96764743,-0.52363193,-1.8158296,0.026387123,0.9158652,2
-0.97600603,0.45676255,0.7038048,-1.2598903,0.7006339,0.97066844,2
-1.089189,0.87477046,-0.98774105,-0.58387935,-1.1541468,-1.3830862,2
0.038660273,0.9200879,1.3756514,-0.8886873,-1.3312497,1.642359,2
1.9534042,1.4050523,-0.9557806,0.47709322,-0.9295908,-0.14871512,2
-1.0997264,1.0787569,-0.21820898,0.21594706,0.33076814,0.60848415,2
0.5343018,-1.1182812,0.9905324,-0.68119407,-0.36934078,-1.3390307,2
-0.9248059,0.495556,-1.4980216,-0.66949844,0.4424368,-0.5572241,0
-0.0043651294,-1.0431002,1.1077902,0.8967669,0.21805707,0.2840881,2
0.8662226,1.4522356,-0.88082206,0.5231298,-0.26770836,0.8051882,0
0.38263562,-0.59038043,0.5080311,-0.41605574,0.28738406,-1.4789681,0
0.28527853,1.576043,0.578329,0.36521637,-0.6898037,0.3462277,2
0.54173183,-0.8309722,1.3774257,-0.3080067,-1.4966671,-0.37571707,0
0.2627871,1.3810158,1.381474,0.006532129,-0.042889833,0.42672414,0
-0.21506494,-0.2155908,-2.1039972,0.20670111,-0.12519513,-0.2924303,2
0.23716466,-0.08972387,2.2124615,1.2014118,1.2548113,-0.41196224,2
0.5897252,0.7092264,0.3085199,1.1104645,1.3166964,0.12323168,0
-0.41426152,-1.6254057,0.32910243,-0.55037487,-0.7610639,-0.26419982,2
-1.5399338,-1.1028426,-1.5350494,-0.4051476,0.33606976,0.6119933,0
0.5542239,0.24003352,0.4378949,-0.4716094,-0.1639947,-0.53206766,0
1.4472041,-0.32795817,0.49945426,-0.6266509,0.1569327,0.95166993,2
0.3564354,-1.1058309,-1.7357475,-0.18421125,0.81548864,1.0728428,0
-0.99194145,0.61110204,0.04444547,-0.29557735,-0.50193805,1.8472768,0
-0.36430952,0.91028416,-0.52936864,-1.7971879,0.9444185,-0.04689596,2
-1.0479814,-0.041612446,1.8018119,-0.67391706,-0.20110159,1.9798988,2
0.3697787,-1.1989913,0.419274,-1.9967934,-0.36411494,-0.98864,2
1.329338,-0.05649717,0.5964435,0.041155603,-0.24578638,-0.86999595,2
1.6321533,1.5191017,0.17236106,1.1174983,-1.0902991,0.050599366,2
-1.8553035,0.03361816,-0.8049109,-0.2726805,-1.0203934,0.71591353,2
0.5435482,-1.3159219,0.93074095,0.62454635,-0.5542873,0.89961016,2
0.19056025,-1.6292158,-0.07519306,-1.9622751,-0.71332073,0.9827211,2
0.43989828,1.3507482,1.1740134,-1.6403846,-1.1228915,0.423932,2
1.0518181,0.6133114,0.0134397,-0.85823655,1.352652,0.32410672,2
0.30065864,0.6389551,0.60445684,0.28579277,-0.97227335,-1.4675305,2
-1.3710532,-0.98276484,1.2175176,0.6300858,0.86058354,-0.02156654,0
-0.8769698,-0.8044781,-1.3903394,-1.1648415,-0.17206745,-0.057323143,2
-0.014207324,0.69655,-1.2011395,-0.62164366,-0.5673079,-0.5197053,0
0.48346075,1.3354454,0.02776396,-0.14702561,0.9101982,0.90299714,0
-0.76803905,0.375368,0.13490774,0.23684719,0.20236418,1.3853569,2
-2.524015,0.50434965,-0.2499489,-0.4955104,-0.8688971,0.15436888,0
-1.2679911,0.6465869,-0.88168406,-0.8613583,-1.1646433,-1.1697733,0
0.4423149,1.0093347,-0.47973183,0.15254593,-0.86136484,0.10969169,2
-0.6293929,-1.1794146,-1.8219986,-1.236943,0.079648934,-0.29837856,2
-1.0315801,-1.225966,-0.9248717,-0.04456528,1.1915863,0.6843228,0
0.5100913,-0.41936654,-0.6975633,-1.0790286,-0.56169933,0.24563707,2
0.7701286,1.3346945,-1.5077789,0.4259751,0.468984,0.5802321,0
1.1287453,-0.32378823,1.0188156,0.86886775,-1.1745347,0.5380109,0
0.9356812,0.3021395,0.31770444,0.30458492,-0.021988628,1.7847787,2
-2.438589,-0.0064958334,2.0651717,0.40960044,-0.18309654,-0.49184644,0
1.5678052,-0.40700614,2.0952597,-0.22068563,-0.9459798,0.27937654,0
0.4627209,-0.79613423,-0.42939067,0.97524655,1.8201568,1.2425443,2
-0.61775404,0.5586701,1.8133879,-0.08343759,1.8377507,0.50322264,2
0.87354916,-2.3827047,0.6073281,-0.2247104,1.0218737,0.37828472,2
0.20164067,-1.363594,0.52181566,-1.3337802,1.2738113,0.44792953,2
-1.5769725,0.97089005,-2.3501997,-0.5483284,-0.7120431,0.41521904,2
-1.7610213,0.67658114,-1.7933929,-0.31869945,-1.1626079,-0.88857615,2
0.15512635,0.14276916,-0.93335986,-2.1854186,0.18981162,0.19567136,2
-0.04998736,-0.82968616,1.3112599,-0.82112694,0.92157435,2.2264905,2
0.44801855,-1.222052,-1.6499054,-1.8322815,0.20172296,0.5899468,2
1.2525809,-0.36459175,-1.6386108,0.72419083,-0.6787919,-0.41420403,2
1.4186295,-1.6909722,0.65840733,-0.104534864,0.12470339,1.0013261,2
-0.31844854,-1.2471756,-0.5049959,-0.4369019,1.6298738,-0.17050625,0
1.1235003,-0.3801695,-0.13564737,0.972548,0.96108294,1.0345595,2
0.4790709,1.0828453,1.6299711,0.71278185,-0.17695841,1.2371798,2
-1.351363,-1.5044819,-0.5504667,-0.93380314,0.62330604,-0.503265,0
0.8236679,1.0307095,-1.2736745,-0.17808266,0.31988007,0.45663342,2
-1.3320197,-0.9990622,-1.9632847,-0.37509218,-1.4523759,0.046567034,0
0.4160653,2.186314,0.36382306,-0.27990782,0.2149056,-0.6190199,0
