 parents,has_nurs,form,children,housing,finance,social,health,label
1.7113518,1.0076535,-1.438213,1.2987887,0.27940553,0.09034202,-0.47071987,0.72429794,4
-0.089582086,-0.89365953,1.1810741,0.6147945,1.5922177,-1.3957717,0.34753403,0.86515975,1
1.372105,-0.97991025,0.97579145,-0.15120831,-1.2952688,0.51566875,-0.44400227,0.501084,0
0.79800135,0.67121106,-0.60365444,-1.8838719,-0.7166591,1.0500011,-0.73200357,-1.1166543,1
0.61032045,0.7683392,-1.7741349,0.92040324,0.57234967,0.8929908,0.7782462,-1.028176,1
-0.6078004,0.61939937,0.5742483,0.86182755,-0.90850765,-1.1785451,-0.5260862,-0.47896105,0
-0.13947509,0.5310276,-1.1067978,-0.36419365,-1.2886947,-0.69759107,1.2703818,1.056125,4
0.7414468,-0.3956301,-1.3626325,0.25437534,-1.5292916,0.18734275,-1.2390441,0.30429822,1
-0.3722837,1.9331422,-1.5994377,-0.28443843,0.2624248,0.06685158,-0.38283524,0.99064755,0
-0.67546374,0.38117674,1.6875154,-0.68983823,1.0181319,1.3146635,-0.08400033,1.6833163,4
-1.1517894,-0.49795035,1.0306238,0.80755377,1.0421642,0.29666653,-1.1563617,-0.3785184,1
-0.3871581,-1.3068987,-0.5888292,-0.3962888,-0.24501142,1.4047397,0.81431,-0.12118648,0
0.91645306,0.3117199,0.1957956,0.45758057,-1.5104651,-0.3938047,-0.8242757,0.7933616,1
0.5868245,0.34646162,-1.3224251,0.36544767,0.24404329,0.33794588,1.0108235,0.31382388,1
0.5331734,-0.4335949,0.88944685,-0.1238006,-0.18443447,1.8775405,-1.3063729,-0.20957561,0
-1.189939,0.19656155,-0.21043448,-0.5707014,-0.10923482,-0.9280136,-0.7262704,0.7292213,4
1.1068867,-0.5841653,0.5028941,0.8217819,0.7110936,0.9888399,0.530102,-0.110374436,1
-0.08052193,0.80858254,0.995468,-0.4753337,-1.6442097,0.5300395,-0.96190715,0.5826624,0
-1.0956806,0.20485148,-0.16251175,-0.01663542,0.1478022,0.08288864,0.70214546,0.9547906,4
-0.26446414,-1.1894122,-0.0983838,-0.49948305,0.29088828,-1.0902607,0.3383955,-1.709874,1
1.451835,1.9182751,1.2444109,-1.7088861,-0.5487315,-0.2041096,0.31613272,0.6249968,0
-0.9013418,-0.09090399,0.2983823,-0.49688506,-0.7542793,-0.7400021,-0.5581724,0.77767885,1
0.34983188,0.8510657,-0.1588165,-0.15432476,-0.73507106,1.283015,0.87563246,-0.6409487,1
-1.0064918,-0.2663177,-0.7262512,1.0640241,-1.334365,-1.0173807,-0.5714687,-0.042981997,0
0.26983458,0.46812382,-1.2915654,-0.7511688,0.22906268,0.09638668,-2.1036544,0.7056507,4
0.27399242,1.3059899,-0.47023547,0.49492344,-1.1368653,0.87034625,-1.436657,0.017342582,1
0.07600549,-0.21056473,0.1767354,0.21571648,-0.9600517,-0.2534524,-2.383027,0.08540657,0
-0.43390548,1.060038,0.23650137,-1.5711795,-0.6224002,0.38533148,-1.1190708,-0.053975955,4
1.0195229,-0.091196395,-0.9934193,-0.44424206,-1.5127045,-0.09463715,-0.5014372,-1.3862184,1
0.62563187,2.5905018,-0.28772634,-0.15413758,-1.2655584,0.28254995,1.0462372,-0.049742118,0
-0.86473113,1.5709236,1.1035603,0.04164114,-0.37457195,-0.93835443,-0.12337468,0.77921146,1
1.6246539,0.34726265,-0.18496262,0.5293519,-1.0192475,-0.57881916,-0.47512156,-0.66804117,1
0.6927837,0.32148984,-1.1171757,0.042979635,0.8129934,-0.23481055,-0.34877998,2.106789,0
-1.0711046,-0.39319456,-1.205227,0.8620652,-0.6777075,0.7854914,-0.91819286,0.3771171,4
-0.20705484,0.6207504,0.92019653,0.12634313,-0.48757237,-1.4640279,-1.2063661,0.17236136,1
0.16655819,-0.18256041,-0.11712965,1.0597407,-0.4471861,-1.3037993,0.04705093,0.25383455,0
1.8370296,-1.6842159,0.6200342,0.71677095,0.093305044,-0.27208748,-0.49207452,1.4691229,4
1.2302283,1.4032199,-0.267398,1.1622759,1.2786435,0.026158696,0.5107286,1.1435889,1
-0.94741756,0.11789823,0.48852867,-1.4742564,-1.1067908,0.1165509,-0.36248943,-1.1118891,0
0.76649374,-0.48677954,-0.10329087,0.41096795,-0.35655493,-0.9783309,1.5256268,-1.3631909,1
0.64118725,0.016391344,-0.94121325,0.030957358,0.18404567,0.7694204,1.4926908,-0.978102,1
-1.059243,0.2539099,0.37279588,1.2000651,-0.07555253,0.15566722,-0.90443206,0.54526466,0
0.04453057,-1.198255,0.687438,-1.1280777,0.38698462,-1.2888696,0.65346044,-0.24574453,4
0.57470673,0.5287479,-1.0511281,-1.7710547,-0.19597244,1.2456732,-0.04315611,-1.1725441,1
-0.023904905,0.2089783,0.90887815,-0.02872792,0.28537965,0.5866844,-0.39138052,1.3294876,0
0.23392244,-0.9309267,0.9044957,0.09957036,1.2546844,-1.2054119,-1.6659099,-0.92462176,4
-0.97843,0.07063652,-0.6993646,-0.5814809,-1.4853643,0.1883484,-0.4356577,0.4846027,1
-1.2150857,1.8185302,0.9743358,-0.7994502,-0.37459052,0.5310291,-0.7664277,-0.13449939,0
-0.78260344,-0.34520236,-1.2833464,-0.70325094,-0.68873364,-0.13360898,-0.71554625,-0.09096579,1
0.106101885,0.009895869,0.34371966,-1.3183284,0.2629453,0.38343075,-0.39833167,-0.45947194,1
0.24341814,0.8157654,-2.0621006,0.51836604,0.12745625,1.1459839,-0.256092,-1.2978448,0
1.1492218,-0.7339333,0.2795443,0.27203053,-0.16214159,0.95107275,0.9448259,0.64191306,4
0.33010972,0.7170563,-0.13901643,1.1760195,-1.0771488,-0.12163644,-0.66952825,-0.000722602,1
-0.32525945,0.38121977,-0.5878782,0.8301561,-0.8106113,-0.6860962,0.75711954,-1.2295176,0
0.70336956,2.1121545,-0.5584153,-0.28635305,0.2571005,-0.10710705,0.3939545,1.5737541,4
-0.16033201,0.9664273,-0.18898953,-1.3873748,1.7859138,-0.571004,-1.2476503,-0.838071,1
-0.3675605,0.96412516,1.3643613,-0.6450107,0.26568598,-1.720115,-1.1956111,0.48101145,0
-1.1566572,0.08983911,-1.1617628,-0.52764136,-1.2245181,-1.0836326,0.0666867,0.11030336,1
-0.1548924,-0.10291063,1.1517216,1.3295001,-0.023262687,-0.5516277,-0.1657505,-0.6163342,1
1.315904,-0.55946875,0.67387795,0.25734925,-0.67231715,0.35406682,-0.79100066,1.8363314,0
0.5917049,-0.92897767,0.17388463,-0.23538782,0.45826453,0.47794798,1.1674498,-0.3870849,4
-0.32912594,0.31888908,0.31056225,-1.3007528,-0.28415805,1.1635568,0.25592297,0.0012856871,1
-0.19156799,2.0288029,-1.4854686,0.7150391,0.008496694,0.9603408,-1.1451485,-0.3839069,0
-0.43672305,-1.0857074,0.23147435,0.56792265,-2.024125,0.06037923,0.27667603,0.7037236,4
1.3209468,-0.043945216,-0.5590488,-0.3092799,1.0822495,-0.85544264,-0.0043194965,0.60407835,1
-0.27694082,0.7606305,1.531612,-0.7201356,-0.7381275,1.049179,0.37936887,1.3002406,0
-1.2577486,-0.37229958,-0.4320553,0.2792939,-1.3631442,0.41197053,-1.0660081,0.35629857,1
0.67346185,-0.8408283,-0.7427645,0.8226235,-0.29419336,-0.35393158,0.1830087,1.5657884,1
0.7761691,-0.2724455,-0.7496927,-0.5007109,0.833549,0.63244563,0.34543487,-0.91245985,0
-0.0743718,0.6161519,1.1405647,1.5199683,0.7303922,0.28312722,-1.0295378,-0.96829784,1
-0.74801266,1.0446095,1.0257248,0.43558952,0.5375758,-0.12008575,-0.060923196,0.08508308,1
1.806004,0.43229485,-0.3931663,-1.1817802,0.54722476,-1.3435282,-0.20239058,-0.53978443,0
-0.7030993,-0.7130108,1.0933921,0.7393413,1.544275,0.54647017,-0.2580792,1.584811,1
-0.369075,-0.8022255,0.81033057,-0.54360485,-1.5790548,0.654695,-0.74371064,-0.7328658,1
-1.4510138,0.41740286,0.088500395,0.03792759,-0.2746399,-1.0628655,0.34091714,0.3313917,0
0.27661425,-1.7603426,-0.24706252,-0.5226367,-0.18374112,-0.5596122,0.6134156,0.03295438,1
0.29123342,-0.11148601,1.3629344,-0.21216717,1.3628643,-0.27342647,-0.22551027,-0.08652829,1
0.041304678,1.2468194,-0.19588222,0.46560514,-0.8107349,0.22945206,0.74889874,0.15773885,0
-0.53387004,-1.4523013,0.69257534,0.5853367,-0.2917196,0.40190527,-0.31950733,-0.38501465,1
0.66696274,-1.2137531,-0.1833304,0.31163722,1.3653553,0.057091907,1.3332399,1.008263,1
0.759856,0.41959727,0.09502175,-0.3805343,0.93358546,-0.1705817,0.9425167,2.1004426,0
0.03558272,0.46654597,0.95635164,-1.6872259,-0.33109242,0.15501238,0.9825603,1.2257307,1
-0.35403812,-0.21651068,0.5620612,0.9546462,-0.12061604,0.90480727,1.5626206,1.0431857,1
-0.6562764,0.30472845,-0.64710027,-0.56347257,1.1324096,0.7393827,0.88285244,0.3981229,0
-0.20924734,-0.6295029,0.5341121,-1.468717,0.7303466,-0.42485633,-0.4795037,-1.3904903,1
0.12766314,-1.855373,0.80763125,-0.98161167,-0.16899136,-0.9219255,1.038487,-0.5019812,1
-0.37390333,0.17331684,-1.4652662,-0.51648635,0.81808954,0.8865835,0.76181066,-0.79696906,0
-1.2762367,1.9642097,0.4644289,-0.17854927,-1.0206195,-1.225843,-0.13336578,0.45750964,4
-0.25565523,-0.008803777,-0.47456878,1.6100475,1.0475541,-1.0898155,0.14074284,-1.1279167,1
-0.60612947,0.18905416,0.25413144,0.078512974,-0.28401622,0.61344624,-1.6883979,-0.15240256,0
-0.47929978,-0.79501414,0.4387275,0.7806073,-1.2018244,0.35027716,-0.9550777,-1.379726,4
1.6073402,-1.370835,-0.18062864,-0.5851723,0.43730277,0.37614053,-1.4065685,-0.3502589,1
2.236756,-0.7013012,1.2426853,-0.17057298,-0.3025377,-0.30168805,-0.6331794,-0.9792402,0
-0.43672186,-0.16387025,-0.9312211,1.2684034,-0.94260174,0.6684975,0.70209396,-0.88089633,1
-0.8625982,1.2683842,-0.02934467,0.90119654,-1.2444595,-1.1231844,0.7072732,-0.8638941,1
0.52694017,-0.14756846,-1.291955,1.3616402,-0.5470689,0.11823515,-1.4479177,-0.029901385,0
0.93810934,1.0636828,-0.5227133,-0.60942096,0.06463728,0.9754482,0.73749566,-0.45147914,1
1.9226316,-1.6007183,0.43154848,0.028645938,0.5946522,0.14385076,0.9314492,-0.04664938,1
0.70112306,-0.08545848,0.03287832,0.62899625,-1.1305964,-0.57457066,0.35653678,-0.34637934,0
0.21624853,-0.5109975,-0.6259476,0.25372267,1.410634,-0.935139,0.49240312,0.7989207,1
-1.4410397,0.5204423,0.014630385,-0.71655613,-0.69038105,-0.6287986,-0.07837669,1.9588475,1
0.07621538,0.21389922,-0.7264085,-1.0782303,-0.8409065,-0.61156714,-0.7518749,-0.14971726,0
-0.92988306,0.56441456,-0.06965907,0.6893212,0.6225848,0.33853108,0.50297934,0.28106916,1
-0.75251883,0.49681127,-0.7438872,-0.63896126,-1.3908114,-0.21291935,0.23806587,-0.6882061,1
-0.25327343,0.18181686,-1.2629807,0.6367849,-0.3728102,1.5118376,0.82326424,0.7327062,0
0.36883956,-0.74549973,-1.5997385,-1.4006395,0.99450463,0.22686955,1.2793167,-0.7203189,1
1.3300148,-0.17648157,0.14482369,-0.9069918,0.34599194,-0.6044864,0.5791905,1.9907424,1
1.3832592,-0.46297452,-0.45856726,-0.50319225,-0.3481126,-1.0197499,-1.4827411,-0.22740701,0
0.12951712,1.4732234,-0.20943461,-0.03976468,-0.16397884,-1.6596739,-0.8327972,0.68914133,1
-0.09721924,-0.3639755,-0.86294127,2.1476738,0.37534302,0.9846545,-0.4096687,0.9075898,1
1.8955637,1.7545319,0.46456754,0.04450222,0.34650412,-0.088209815,1.3183312,1.0505115,0
-0.3609779,0.34177375,-1.2462106,0.13049772,-0.84593034,0.15489171,-1.3026334,1.0235113,1
-2.0426528,0.080515094,-0.07427499,-0.97988874,0.44636387,0.45223156,-1.0817173,-0.8715273,1
0.59332424,0.53930366,0.4532851,-0.47225553,0.7254991,-0.32652774,-0.8512405,-0.02129881,0
0.2612744,-1.2150621,-0.37705868,1.2516124,-0.5009661,0.17579329,-0.4651627,-0.15594587,1
-1.3394706,0.47620717,-1.2229083,0.5017268,-0.23160532,-0.5614525,0.47952297,-1.0964526,1
0.90701836,-1.1081538,0.40623254,-0.55421656,-0.41783428,-0.29229185,-0.8315002,0.0730959,0
0.0922402,-1.0580269,-0.6211604,-0.08994451,-1.0022153,0.9610676,1.4512433,0.8237235,1
-2.0716312,0.030541845,0.21970756,-0.8119735,0.4987191,0.853053,0.13951659,0.94647694,1
0.32574564,0.18573329,-0.6107558,1.1153495,-0.66777974,-0.73109585,-1.9460871,-0.25730228,0
-0.31021076,0.19039688,0.074589714,0.29634824,-0.28233775,-1.4058567,0.4794275,1.6662767,1
1.106612,-0.22804865,-1.603075,-1.2372091,0.12670904,-0.4385385,-0.8346815,-0.8522471,1
0.5747421,1.4466583,0.031371333,-0.6981791,0.38086146,0.12476046,-0.0055369064,-0.55667526,0
0.7105171,0.02557125,0.21155687,0.71914834,-1.2375104,0.984188,-1.6045928,0.5379618,1
-0.78077847,0.44455332,-0.5105547,0.2982712,-1.7007456,-0.22357814,0.2438623,-0.36787033,1
0.8351058,0.859328,0.9278315,-0.33664832,-0.65980226,-1.1025165,0.044292964,0.97489154,0
0.29269713,0.22784686,-1.1690316,-0.3884323,1.9865065,0.12358112,-0.060246475,1.3072419,1
0.57012326,-0.6435012,0.35786957,-0.046312846,0.38185316,-1.1475115,-0.40037447,1.4593918,1
0.2874871,-0.20314083,0.01594749,-0.7343424,0.656107,-0.53513217,-1.6978195,0.39217967,0
-0.087257445,-0.93112254,-0.9188751,-1.9638637,-0.48327163,-0.70425266,-0.8042965,-1.3035481,1
0.16625743,1.780194,-0.66431713,-0.060365655,-0.56651324,-0.18293732,-0.30906212,1.3263195,1
0.52898717,1.3318781,0.77304614,0.35755172,-0.6064782,-1.2634144,0.7727611,-0.6872165,0
-0.07770634,-0.35428563,-0.43374383,-0.11112238,0.19746032,1.3294902,-0.4001289,-0.7865423,1
-0.8926224,-0.5284147,-0.8306998,0.041126035,-0.8623133,-0.6051466,-0.4291646,-0.4653455,1
-0.1754823,-1.2041254,-1.543051,0.7227801,0.4758641,0.9540891,-1.0175264,-0.48698705,0
-0.19250415,-1.215535,-0.74080133,0.8931775,0.9739329,1.8456159,0.3013983,-0.6414032,1
0.9812866,0.9893102,-0.43258268,-0.7554627,-1.605114,-0.2993832,0.059939466,0.016345963,1
1.0266474,1.9927468,0.3551519,0.47260925,0.30437535,-0.271502,-0.010595061,0.48283863,0
0.6279028,0.04113201,0.84063375,-0.39906782,0.78620714,0.40613,-0.7956479,1.041857,1
0.17525323,-0.8910347,0.5057556,0.5880726,0.22271338,-0.84612274,-0.23358348,-0.08652456,1
-1.1641228,-0.339568,-0.09488012,0.098172106,-0.87213385,-0.49269804,0.16155732,-1.1253417,0
1.5263244,1.253701,0.5297178,0.33403862,-1.1838546,0.5999117,-1.3783007,-0.23311545,4
-0.62104976,-0.65761834,-1.3509679,1.3129464,-0.3126068,-0.81046593,0.18567568,0.54840136,1
-0.20922689,-1.3219829,0.14141163,0.5650254,-1.933327,-0.1329553,-0.33365804,0.8866998,0
-0.56301934,-1.707969,-1.2925111,-0.7804777,2.1945238,0.48557255,-0.27111983,-1.1096205,4
-0.65435094,-1.0618358,-0.5966221,2.5682318,-0.42309612,0.4032854,-0.5964382,-0.75819266,1
-0.030531198,3.0026448,-0.40523195,-0.34409153,-0.6622135,0.84158933,-0.9370141,-0.112403885,0
-0.42175597,-0.04454425,-2.0878277,1.1458707,0.87179637,1.4016271,-0.24316278,0.61374056,1
0.61914444,0.16655982,-0.8521274,0.16686332,-1.1729791,1.0423087,1.7798526,-0.48483777,1
-0.22123031,0.9315947,-1.9757111,-0.64476275,-0.7938054,-0.14091149,-0.98706764,0.93804955,0
0.1359618,1.0077567,0.021875098,1.572477,0.44911617,1.4720728,-1.7037777,-0.5406777,1
-0.63381964,-1.4512144,-1.2535282,1.0729321,0.42318386,-0.15890352,0.26477674,0.29579562,1
0.591566,-1.7828214,1.4133075,0.62858576,-0.45772937,-0.86828023,-0.4746197,0.31080174,0
-0.059160113,-0.87509334,0.79420316,-0.54574925,0.10994639,1.5275995,-2.0176406,-0.64761406,1
0.04902011,-1.561268,1.1503694,0.5908945,-1.3507597,-0.2766262,0.814157,-1.4165885,1
-0.4316727,1.8799722,-0.2560398,-1.825794,0.042632967,0.66527617,0.057794087,0.63288444,0
-1.3155252,-0.023033522,0.28157765,0.86371773,-0.89718777,0.8365566,-0.19907439,-1.3077732,1
0.16885921,0.35990027,-0.31184983,0.7132961,-1.4590758,-0.49976823,0.9993012,-0.3830486,1
1.0816461,0.3680048,-0.077333,1.6669142,-0.66576207,-0.37620935,-0.42095166,1.6289959,0
-0.29767185,-1.5613532,-0.1804985,1.1701338,1.3548102,-0.54538786,-0.99721265,0.451864,1
0.50607795,1.090092,-1.5192618,-0.9009499,0.017514184,1.6042097,0.36448485,0.6900042,1
1.506437,-0.76944864,1.7679927,0.55720764,-0.067149855,0.65403885,-0.667729,0.6797645,0
-0.092649475,1.2417886,-0.22995849,0.6546907,-1.6951272,-0.50952625,-1.0079312,1.5585146,1
1.3678783,-1.1478522,-0.39646256,0.42589492,0.6134054,-0.32011482,0.9747349,1.3707213,1
0.49620998,1.5921632,0.27349693,-0.6320138,-0.45412105,-0.739499,0.22482702,-0.8400233,0
-0.18952252,0.72938794,0.96059316,2.2287953,0.5168207,-1.109625,-0.83685255,0.12542558,1
-0.37693638,1.319605,-1.415703,-0.09346183,-0.2751327,0.07354921,1.0389116,-0.5261166,1
-0.44064623,-0.6367512,-0.41595906,-0.71828616,-0.2885686,-1.4884112,0.34069753,-0.7114603,0
0.12520693,-2.6338856,0.16109619,-0.5530557,0.56172997,0.096259624,-0.9357097,-0.9825597,1
1.0479974,0.10586406,-1.22864,1.797301,0.85052466,1.0060322,-0.07810239,1.0465076,1
-0.37447876,0.89287925,0.79882,0.9960476,2.0750866,0.52710444,-1.5824153,-0.7591595,0
-0.9742841,0.33966905,-1.5640676,1.044567,-0.81114185,-0.68538386,0.795274,-0.3728553,1
0.9167131,0.4034243,0.53017074,0.34816846,-1.7018793,0.900096,1.3184744,0.08107723,1
0.34415603,2.6764781,-0.79927367,0.81447655,-1.1282326,0.02408352,0.19485894,0.34936494,0
-1.0517442,0.5965919,0.8914129,0.2738409,-0.99481577,-1.1660734,-0.26586676,0.6179342,1
0.039678052,0.9511615,0.102438025,-1.159223,0.78718644,-1.1828434,-0.95650333,0.6121255,1
1.0170255,-0.34012654,-1.0580045,0.34269828,1.0289893,-0.94359696,-0.544193,0.2307161,0
1.4955877,-0.09142711,-0.11444871,0.069551416,0.29831323,1.4295812,-0.9202877,-0.11129679,1
-0.4616348,0.36476776,-0.24119444,0.41266075,-0.8850163,-0.22585143,-1.1659163,0.38726956,1
-1.3667408,0.61231667,0.6246814,-0.0028143432,-0.2822066,-0.103090964,-0.58012867,-1.618327,0
0.7344671,1.9086475,-0.47537392,-0.07912367,0.48039967,-0.76004046,-1.2904457,0.68708336,1
-0.06662926,0.8202158,-0.3477016,-0.5266981,-0.858787,1.0645214,0.4121194,0.90640897,1
1.1454102,0.48034444,-1.5454235,-1.2109576,1.5431334,-0.1171866,-0.16909266,1.121525,0
0.058202744,0.8287126,-0.55231035,0.38416767,-0.2404412,0.8543835,-0.22458637,0.41519368,1
-0.70360684,0.04467679,-1.5111728,-0.40057147,-0.7984819,0.7084117,0.2196126,0.4027869,1
0.31258488,-0.22091657,-0.2209983,0.15808015,-0.20738697,1.7992076,0.4612517,0.36043853,0
1.226379,-1.0806997,-0.93938863,0.8289351,-1.4453918,0.25365674,0.5186709,1.0266168,1
-0.67091537,-0.9397757,2.1855366,0.76717687,0.23866126,-0.6586135,0.40767708,-0.05418296,1
-0.67699707,1.5116787,-0.6591412,1.192525,-0.39024788,0.15872626,-0.09260962,-1.9700273,0
0.16709626,-0.9407959,1.4124372,0.79485136,0.38381892,1.128329,0.12608758,1.248418,1
0.7973743,-0.8030193,0.15516973,-1.1201199,0.5201995,0.41896465,0.63994944,1.6422247,1
1.5539383,0.2425192,-0.19477598,1.6612791,1.438805,0.43535614,0.9737276,0.44051945,0
-0.21754543,-1.5815659,-0.63126004,-0.34989506,1.5203404,-0.08503101,1.1278559,1.0277274,1
1.23465,-0.8643182,-0.828224,0.23292013,-0.013951428,-0.45515308,-1.0509015,-0.15129209,1
-0.592394,0.07175369,-0.37107193,-1.9109098,-0.95068336,-0.7617126,0.19684327,-0.85158026,0
1.4279267,0.8413719,-1.0842838,-0.4716108,0.6066593,1.085634,-1.5811188,-0.3395235,4
-0.5476015,0.6110467,-1.281707,0.09039364,0.7424352,-0.065495506,0.11659286,-0.53120494,1
-0.2410077,1.0666,0.114555426,0.14622241,-0.2613291,-1.7170749,0.23172006,0.38112473,0
-1.5320852,0.060813777,-1.7943614,0.10220576,-0.33504012,1.1210918,0.79968715,0.11215,4
1.454568,-0.6217711,0.5134724,-0.019210348,0.48341483,-1.3475746,0.8779651,-1.1840286,1
2.025437,0.8927551,-0.961925,1.8875319,0.3997701,-0.91693956,0.48056683,-0.13172482,0
1.1525103,-1.5701354,1.0483564,1.6968161,0.67326146,-0.2442713,0.22224852,0.9382355,1
0.5766168,-0.8354039,-0.18091775,-2.342345,-1.2635369,-0.85651237,-0.851951,-0.26318002,1
0.45574957,1.6258317,-1.4826281,1.1256171,-0.8162486,0.608977,-1.2643659,0.9771879,0
0.71376514,-0.40023538,0.8056047,-0.4335413,-0.3105259,0.9125775,-2.3429635,0.0033549666,4
1.714959,-0.019156508,2.172083,1.0675297,0.27987087,0.9473024,-0.15641034,-0.5904491,1
0.21911372,-0.29112577,0.8567237,-1.5739089,0.10526361,1.1697522,0.6467352,-0.52072483,0
0.55567163,-1.4979969,0.903857,-1.3209049,0.41998297,0.48588365,0.9794562,1.0625243,4
-0.07651874,0.49205467,-1.2223215,-2.0554864,0.3608896,-0.6103451,1.2577673,0.12721486,1
1.2847563,2.0210433,-0.81933,-0.31022194,-0.5197157,1.0434058,0.19956428,1.0528238,0
0.2471716,0.14235592,-0.89893585,-0.35126364,-0.74582607,-0.70836717,1.4191504,0.06983633,1
-0.43756986,0.57739323,-0.10456933,-1.0646914,-0.4815564,1.3464639,-0.04941486,-0.7402262,1
-0.7346321,-0.012465499,-0.5198277,-0.8557331,-0.5275901,-0.43889168,-0.61759675,0.46815592,0
-1.0988055,0.7762699,-1.7572029,0.9773151,0.34235817,-0.36029467,-0.93758434,0.37690675,4
-1.4902257,0.93626916,-0.6571418,0.45167992,1.5009762,0.050832257,0.093196325,0.3312437,1
-0.87937564,-1.1179043,0.2745338,1.1492299,-0.62975377,-0.4517167,-0.3698053,0.008840054,0
0.72963095,1.074781,-0.101034716,-2.123646,-0.36668128,-0.39992014,-1.2893442,-0.9611765,4
1.2597384,0.9912319,1.9269617,1.4624403,-0.65709716,0.094544664,-0.3692005,1.2493684,1
0.4505564,-0.48524806,-0.47946554,-1.2196535,-0.66827786,1.1014249,-0.65136945,-1.7349621,0
1.2825314,0.24466586,-0.05949074,-1.0150697,-0.021303304,-0.052337162,-1.1141939,-0.7449655,1
0.26256812,1.0873044,-0.5707487,0.73490244,0.28376353,0.9452581,-2.0011053,0.06585495,1
1.5419176,1.8720458,-0.44366455,-0.9233826,1.2704537,0.070159085,-0.60168713,-0.4604333,0
0.48368818,1.0883789,-1.341279,-0.7359858,-0.57456875,-0.068119965,0.05307672,1.4065111,4
0.6217344,-0.11148026,-1.4554222,-0.45597607,1.8979243,0.66286826,-0.0059454218,0.42531288,1
0.6009617,1.2322237,-0.75934315,-0.2805034,-1.4751945,-0.5810189,0.59796214,-1.1453438,0
-0.46762723,-0.25579157,0.03864196,0.43409607,-0.8420549,-0.508707,-2.2203786,0.1888826,4
0.23922946,0.50802195,-0.3087616,-0.5877685,-1.4015653,0.45122713,1.2626438,1.0422175,1
-0.6309609,1.7948333,0.3215642,0.31156558,0.56430215,-0.3260042,0.0558339,1.1493031,0
0.75191027,-0.07744186,1.3246862,0.4952484,-0.51818764,-0.62441766,0.8496301,1.5257624,1
0.40481186,-0.6540501,0.16361372,-0.40105844,0.9356815,1.2267194,-1.5463885,1.0540378,1
2.1524563,-0.1455464,0.67453074,-0.7337796,0.8102883,0.15497693,-1.3518813,0.12820195,0
1.0845577,0.1362285,0.2203737,-0.7113258,-1.3741708,-0.0155687835,0.6481425,-0.7165402,1
-0.19569145,0.81656456,-2.3155289,-0.46591932,0.3939033,0.19898091,-0.8177792,1.2252038,1
-0.69899505,0.8077754,-0.1474716,-1.4807302,1.381227,-0.81740636,0.9761175,-1.4760996,0
0.9581731,0.08728624,-0.5724034,0.6682109,-0.009287007,-1.1511639,1.1595297,0.28689992,1
0.767496,-1.0024405,-0.3660307,1.4181044,-0.024601527,-0.04169303,-0.12975153,-0.9054065,1
0.94677144,0.046390332,-1.4904659,-1.2066662,0.3983133,0.78697073,0.9101607,0.23256765,0
-1.2006353,1.5672653,0.9226013,-0.53564364,-0.69492143,-0.24678482,0.95990336,0.28949088,1
1.0316247,-0.44729427,-0.19017412,-0.30110544,1.3739623,1.3844926,-0.5574968,-0.9609051,1
