ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,label
0.3953209,-0.321921,-0.45385373,0.21701504,-0.27925646,-0.18626362,1.4013252,1.1613436,-0.712926,-0.56064475,-0.33475274,-0.2558246,0.26971626,0
0.43840423,-0.120054,-0.16780959,0.43631867,-0.044915136,-0.27624422,-0.0010691062,1.1082572,1.4759529,1.0714306,-0.39161006,-0.54712486,-0.9455828,0
-0.15728705,-0.09524638,-0.2731474,0.72999966,-0.006865517,0.38213152,1.9823933,0.37754634,-0.6859381,-0.12993665,-0.19572948,-0.07780203,0.9618884,0
1.1168566,0.69339156,0.59338593,-0.97721785,-0.05794704,0.7260101,-0.33979934,-0.36570045,-0.51396036,-0.42873523,-0.37894616,-0.21787724,-1.3575152,0
0.49910942,0.59875643,0.5163586,1.1147405,-0.6391923,-0.044121094,-0.5767769,1.5151632,-0.28431565,1.7974395,-0.36494124,-0.4045342,-1.0573266,0
-0.9469895,1.0181597,0.9862485,0.4282529,-0.16672891,0.06524369,1.2865257,-0.13018334,1.6313903,-0.12293298,-0.28024796,-0.412795,0.2132007,0
-0.924116,-0.020562805,0.030719608,-0.27493343,-0.09068134,-0.53642225,0.8416426,0.119517535,-1.1066046,-0.39579493,-0.38202706,-0.32831666,1.0096135,1
1.3641058,0.22093865,0.12948796,-0.009422589,0.08194668,-0.9474796,0.7889456,0.30221024,0.18886492,-0.38631925,-0.4133711,-0.2513813,0.29864115,0
0.8427268,-0.7532273,-0.74337006,0.9759449,0.16781189,1.150361,0.25862253,-0.36934736,2.9015257,1.4665973,-0.28504354,0.23349465,0.70824593,0
1.9397901,0.16026796,0.13379124,0.10246612,0.29805565,1.0715408,0.09526053,-0.09060443,0.8620801,-0.2931095,-0.40391576,-0.27219734,0.7431041,1
0.47637454,0.9852778,0.9269865,-0.3618126,0.09628028,0.045649365,-0.8494386,0.6374366,2.2179036,-0.36610168,-0.47763652,-0.37083977,1.036755,0
1.5718989,0.94202965,0.8236168,0.406021,-0.068582825,0.25470918,1.0358458,0.9189749,-0.49063665,-0.24908322,-0.3397405,-0.29744133,0.45375893,1
-1.1327949,0.036262788,-0.15624666,-0.51104295,-0.041727412,0.17462236,-0.77072114,1.6089786,1.0972157,-0.41421914,-0.4389333,0.8273162,1.330796,0
0.9511556,-0.31650022,-0.16303048,0.48726693,-0.16343714,-0.777992,1.3028994,-1.1595367,-1.0073879,-0.4490461,-0.17341323,-0.28508133,0.29301375,1
0.32770455,0.12546873,-0.1372632,0.18741098,-0.14158759,-1.233353,0.98617995,1.20947,-0.43003088,-0.36189005,-0.31609374,-0.2459848,0.9377483,1
0.16577677,1.5175601,1.4970552,0.68576455,-0.080009244,0.23251656,0.9794504,-1.0206835,-0.27594596,-0.35158595,-0.08962653,-0.10981895,0.9922501,1
0.3776499,-1.1464272,-1.3676376,0.5818784,-0.032129303,-0.5252354,1.2795897,0.53030765,-0.43540847,-0.3877091,-0.26159713,-0.2680288,1.0272578,1
-0.9100495,1.3840907,1.2948594,-0.07138488,-0.30010188,-1.6684963,-0.5647881,1.4498268,0.7212875,-0.28788662,-0.3759832,-0.16860835,0.51961464,0
-0.3976319,0.45464033,0.29892597,1.3985435,-0.348659,-0.98596144,-1.045243,-0.99429476,1.7387578,-0.112337425,-0.3011768,-0.3711376,-1.0509733,0
-0.380088,0.10360668,-0.09152578,1.1838448,-0.22802192,-2.1656003,1.3394496,0.86878806,2.7942874,0.2961792,-0.024444165,1.5573193,1.0287082,0
-1.1042594,-0.06792276,-0.083963156,1.3901845,-0.6585252,-0.41848096,-1.1984594,-0.043065913,1.1142068,1.475322,-0.14728022,-0.32562226,-1.0669868,0
2.0602932,-0.32589757,-0.37088364,-0.5797211,0.18059507,0.37436965,-0.38339236,1.7493471,-0.08988246,-0.45716164,0.32879815,-0.1748823,0.9136436,1
-0.590775,-0.6330128,-0.4706049,0.11581376,-0.27746192,-1.587449,0.46615663,-0.73932254,-0.77045,-0.31009346,-0.253524,-0.33030656,0.75423974,0
0.34004185,-1.0567645,-1.0763223,-0.01974918,0.20040648,0.3350409,1.202431,0.28547072,-0.22740242,-0.6628447,3.5534294,1.4697206,0.9008554,0
-0.3465673,0.11461265,0.0092055015,-0.6981354,-0.505616,-0.7728491,0.25567532,0.8087158,-0.7723314,-0.45458406,2.0656781,-0.4010014,-0.18428,0
0.54223377,0.24500829,0.09643987,0.17216274,-0.2050114,0.35544175,-0.78684795,2.0359945,1.5229077,-0.005269867,-0.21552184,0.0058344714,0.9720956,0
1.3406255,-1.7163504,-1.6843845,0.8691179,-0.113763794,1.6384294,-0.15452951,1.0245932,-0.5218207,1.857992,1.3487638,0.19266286,-0.27865556,0
-1.7566636,0.460787,0.47322127,-0.3282724,-0.2658181,-0.21849291,0.26077592,0.12694657,0.39656734,-0.44870374,-0.30905923,-0.34601837,0.020245621,0
-1.4076177,0.17729509,0.17052275,0.50436366,-0.3672667,0.33103618,-0.38654014,2.2982488,1.2316196,1.3308413,-0.22186136,-0.26560396,0.01034984,0
1.9437041,-0.43701726,-0.42172155,-0.43452528,-0.011728906,-0.5449443,-0.60307395,-0.9502413,-0.57694125,-0.39089397,1.6080477,-0.33721232,0.17494199,0
1.2915756,-1.5321238,-1.5600716,0.2977358,-0.086727284,1.3422735,0.11989702,1.4438485,-0.5015043,0.9842346,3.0549924,1.5616275,-0.055921555,1
0.57128567,-0.018333688,0.092900105,1.7675582,-0.09838195,-0.5470948,3.0064352,-1.0941039,-0.76204485,-0.25831014,1.2454312,-0.09502055,0.87817115,0
0.7203849,0.30160037,0.17562538,-1.2319849,0.23453578,-0.5513396,-0.44187868,-0.20202366,-0.8092746,-0.35080713,-0.3755956,-0.21083069,0.6904038,0
0.17582045,0.1877963,0.15711331,-0.4758716,-0.014100841,2.559433,-0.9558318,0.74036837,0.019031651,-0.019784227,0.47381502,2.5183244,0.9833307,0
1.1996073,-1.2674592,-1.2242308,-0.7241033,0.44654953,0.31261685,-0.25758746,-0.60747856,-0.35350052,-0.40909338,-0.4611053,-0.14642595,0.35285977,0
0.1048208,-0.19212285,-0.25378525,0.4223421,-0.5316376,-0.22459844,0.40843183,2.4839363,0.071827784,-0.25510335,1.0892072,-0.21372136,-0.18153866,0
1.6175843,-0.44429618,-0.41573417,-1.3947624,0.41141838,0.03790269,-1.0095303,0.48803586,-0.012339182,-0.4540475,-0.41535118,-0.27250576,0.1489891,0
-0.1184005,0.53198314,0.25527978,0.39723843,-0.16621234,-0.538365,1.9412105,1.0070384,-0.05986707,-0.24319766,-0.49479812,-0.28474274,0.6107398,0
0.15778136,-1.4511987,-1.395477,-0.05722947,0.20860712,1.7007779,0.11443631,-0.6392885,-0.13775274,-0.34132951,0.6516558,0.05181054,1.0040203,0
0.7472582,-1.6256455,-1.4564785,-0.9860871,0.3895011,0.49555203,-0.8931002,-0.89886975,-0.6552427,-0.39161906,0.30995065,-0.20623812,1.1419141,0
-2.0210037,0.74726015,0.69099647,-0.60817236,-0.38579938,1.2480221,-0.6966006,1.0402108,0.47296742,-0.3692085,-0.32286844,-0.21986994,0.55029416,0
-0.8013177,-0.39065555,-0.49008697,-0.39401612,-0.24659431,-0.51053774,-0.17401491,-0.26395518,0.13067318,-0.3396212,-0.41116083,-0.29926786,-1.6084808,0
-0.92259175,1.1155777,1.0766118,0.0052344278,-0.3534413,1.4194199,-0.3340857,1.1494571,1.9385529,0.24165729,-0.16739723,-0.36629775,-0.24826922,0
0.69141585,0.011161298,-0.044777915,-1.4024363,0.1492577,-0.5391953,-0.6406432,-0.7375084,-0.63039744,-0.3758578,-0.30284238,-0.25051728,-0.5060929,1
0.1321445,-0.8553829,-0.89000237,-1.2830536,0.22687279,0.5663432,-0.74924463,0.6512222,0.3185138,-0.40685377,-0.47153965,-0.3500682,-0.82271653,0
0.37321806,0.5688951,0.27805063,-0.367608,0.090469226,0.29578954,-0.2967037,1.5978533,0.47911665,-0.23878473,-0.52513397,-0.27018908,1.1684376,1
-0.53038675,-0.5615943,-0.67109543,1.6591741,-0.33037037,-0.34904045,-1.9199567,-0.6719447,1.5927632,2.4723887,1.8659472,3.1208694,0.46423686,0
-0.37492022,-1.330739,-1.6905099,0.54240227,0.06886352,-0.89870715,0.69304276,2.0008628,0.58163184,0.19660564,-0.23158787,0.04629478,1.0710231,1
-0.84359354,-0.120933466,-0.07628699,-0.19150855,-0.072971374,-1.2611765,-0.52281106,-1.0695909,-0.5753072,-0.31288135,-0.29151115,-0.28538498,1.0550717,0
-0.6036171,-0.84008586,-0.94467545,-0.12107502,0.2156342,-0.66528165,-0.51261985,0.2875498,1.9824266,-0.2970966,-0.48014095,-0.27223405,1.1862491,0
1.3296676,-0.58937776,-0.7226567,-0.1621822,0.031970907,0.19742545,0.623284,1.082829,0.037552856,-0.40991497,-0.41325682,-0.27623633,0.16665818,0
0.48385975,0.042475592,0.016523018,-1.1686412,-0.05428913,-0.9118662,-0.44630963,-0.91161495,-1.0073266,-0.4051598,0.7656495,-0.32774925,0.5626795,0
-0.026963817,1.0617775,1.0674498,-0.048949905,0.0041736728,0.564852,-0.5533157,-0.22422948,2.1328754,-0.4053206,-0.37295613,-0.2894894,1.042938,0
0.7562305,0.14723994,-0.09222026,0.10004908,0.12731479,1.479437,-0.24238831,1.1867228,1.9349449,0.45236558,-0.42839152,-0.35002676,0.62288976,0
0.65146637,0.38140905,0.03866314,0.16511802,0.10857633,0.43670937,0.67387915,0.7655568,1.7215929,-0.19442728,-0.4056227,-0.31096223,0.751867,0
0.34469262,0.47386166,0.2890929,-1.1541868,0.32915702,0.10779293,-0.7337062,0.3434536,-0.60675347,-0.23374318,-0.51197547,-0.3106338,1.155519,0
0.62128097,0.44999936,0.37117693,-0.192065,-0.29850233,1.7589413,0.3102569,0.91613054,-0.33236372,-0.35600868,-0.40167692,-0.23967636,-1.2717685,0
1.6417291,-0.504,-0.41646436,-0.47842538,0.37468633,2.2302785,-0.40728077,-0.124767385,-0.29144865,-0.35393086,0.20296499,-0.13779962,0.8650229,0
0.0132378675,-0.10785813,-0.40000522,-0.37239888,0.15255356,0.26747337,0.21578078,0.6676416,-0.3710188,-0.22822265,-0.45293516,-0.30825493,1.169545,0
-0.42149037,1.122446,1.1239754,1.1074618,-0.30212742,0.014725208,1.2701375,1.8200654,-0.41490042,2.2834814,1.7517815,3.5340438,0.6102753,0
0.7760432,-0.031044148,-0.18107146,0.5955995,-0.03274368,0.03953027,1.682205,0.104899436,-0.86429906,-0.37169513,-0.06057226,-0.2443473,1.06113,0
0.023793519,1.2230518,1.165086,0.7045118,-0.18481158,0.22898263,-0.99134785,1.2264789,2.3741271,1.3169541,-0.30223313,-0.3934402,0.9886887,0
-0.052938838,-1.6097003,-1.5796688,0.7416557,-0.22743855,1.2171465,-0.4370383,1.5245286,-0.0041616634,1.6940088,-0.35852376,-0.27096987,-0.7810292,0
1.6439208,0.43902022,0.4071448,-0.73171026,-0.104122065,-0.47112197,-0.58396935,1.8146628,0.15463099,-0.38350618,-0.4217549,-0.36071202,-0.67701143,1
-0.7211917,-0.86579347,-0.8361874,0.89408386,-0.001663439,1.5793759,1.1344876,1.4653068,0.17643149,2.4556885,-0.48848003,-0.3501968,-0.062404595,0
2.432995,-0.19536689,-0.09058349,1.2044156,0.19669011,-1.188792,0.17433888,-0.89707917,0.52267575,-0.4169589,2.1792629,1.117806,0.3817847,0
-0.004991401,0.5559965,0.46766365,-0.94279796,0.0877117,-0.97603774,-0.54680127,1.624082,-0.40890124,-0.29386973,-0.4936933,-0.2641838,0.86312544,0
-0.57644457,0.40948316,0.15017587,-0.34762558,0.08355421,-0.17536104,-0.33644477,1.3360487,1.0638288,-0.24751145,-0.50624114,-0.29684642,1.1632133,1
-1.0765238,0.8948605,0.7584053,0.23107083,-0.40457618,-0.711398,0.98620653,1.7337747,0.1670326,-0.29348052,-0.35140324,-0.267655,0.47475398,0
-0.6586536,-0.3789794,-0.45940214,-0.11797002,0.045327894,0.09235206,-0.7680192,0.5177646,2.8362594,-0.2592239,-0.23887846,-0.53721493,-0.3192897,0
0.8474838,0.21604034,0.096921116,1.6740769,-0.2088123,-1.90034,-1.2060757,0.6699071,1.8616383,2.1840606,-0.4602255,-0.17504759,0.58789283,1
-1.8209391,0.46902868,0.337812,-0.23462762,-0.35636824,0.56203866,-0.17844805,2.1853678,0.5181916,-0.40181333,-0.35084823,-0.14068232,0.6429811,0
-0.4639278,-1.7445894,-1.7858849,1.8122368,0.09321205,0.60978854,3.494686,0.2528003,-0.47718245,1.5296762,0.5489732,1.2009943,0.62012756,1
0.26300684,-1.076707,-1.2580118,-0.4388023,0.16467367,-0.07830133,0.10556355,1.7044936,0.20201081,-0.41282976,-0.54901224,-0.1878557,0.3868271,0
1.2543752,0.12453993,0.07796542,-0.67939824,0.01987157,1.0925186,-0.23905179,-0.40561825,-0.30102298,-0.44814208,-0.366501,-0.1734809,-1.3444849,0
-0.8094192,-0.25734675,-0.37256426,0.16646592,0.13211332,-0.6562282,0.36803085,-0.8731382,0.97161293,-0.50266945,2.1027038,3.949781,1.2003019,0
-1.9483752,-0.31138968,-0.36564177,-0.14168482,-0.078392595,-0.5374795,0.37868258,0.15941057,-0.017527953,-0.29806265,-0.36230215,-0.22931036,1.1233006,1
-0.49391654,1.1138266,1.0048573,0.26531413,-0.051926076,-0.7028264,0.61929667,-0.538861,0.54490596,-0.4493538,-0.32823962,-0.2543535,1.1232442,0
-1.682083,0.49857843,0.60153687,-0.6399553,-0.17792787,0.39802,-0.8714469,0.30832967,0.115315504,-0.36203524,0.39749613,-0.17935133,1.0255181,0
-1.2458293,0.6978373,0.7294035,-0.06585433,-0.23886032,-1.5054039,0.038484827,-0.5474391,-0.3019044,-0.37083825,-0.38663027,-0.2376107,0.8058173,1
-0.110403165,0.23086426,0.15945539,0.070157856,0.21157922,-0.9767382,-0.5006723,-1.090841,1.5334828,-0.7588829,0.7963185,3.0812962,1.4235808,0
0.6197617,0.41891432,0.41443926,-0.33392212,-0.14127262,2.6045616,-0.636664,0.9793838,0.6225381,-0.3046678,-0.24157467,-0.21879184,-0.41958308,1
2.4040492,-0.7568795,-0.6794148,-0.47934845,0.05491981,-0.9831954,0.014702406,-0.39310434,-0.3715819,-0.42056832,1.8242024,-0.3357119,0.525013,1
-1.1630595,0.36923024,0.24802902,-0.29823822,0.009105832,0.024124488,0.28464353,1.1466112,-0.43642628,-0.3047912,-0.35302925,-0.2567325,1.2500948,1
-0.12728651,0.5772604,0.46172586,-0.40451485,-0.031410173,0.73481727,-0.18644786,1.4269185,-0.33873716,-0.29166085,-0.44439298,-0.3278364,1.0022167,1
0.1980498,-1.6436826,-1.6888137,0.051124897,-0.04759671,1.9582409,-0.2898444,1.5543334,0.9400133,-0.02080169,-0.3016062,-0.26552293,0.06660098,0
-0.51409674,0.63265103,0.6795725,1.4853226,-0.31320447,-0.6870706,3.0799448,-1.1640927,-0.7124087,-0.3805111,-0.3510427,-0.41269878,0.91269326,1
0.19176635,-0.5807099,-0.7509146,0.16228503,0.043822076,-0.5762166,0.7436952,0.57432437,-0.19011861,-0.28324327,-0.43149462,-0.21427375,0.7016862,1
-1.3814772,0.1115589,-0.004329078,0.23402606,-0.6138923,0.006888896,1.3242135,0.7262778,-0.47185326,-0.2771457,-0.49515158,-0.2004993,-1.0709348,0
1.03412,-0.1573362,-0.29357496,1.3767073,0.16343619,-0.53107935,-1.1926739,0.49855548,1.7839308,2.5646765,-0.4235365,2.610963,1.411786,0
0.48798272,1.3360348,1.2292717,0.29715168,-0.096254565,-1.2463307,0.48202848,0.18132707,0.94074667,-0.44175324,-0.45771158,-0.27978837,0.48313177,0
0.021671526,0.4284968,0.48181164,0.8868941,-0.3492542,-1.0046299,2.5864134,-0.41434124,-0.6718981,-0.39076212,-0.49118972,-0.31349742,-0.11103211,1
0.20780514,-0.3773532,-0.50574887,0.7652817,-0.26388335,0.06989752,2.3403678,0.70410395,-1.1312523,-0.57802564,-0.35509965,-0.34151518,0.7457779,1
-1.1044211,-0.33226654,-0.26491123,-0.92037153,0.04912281,-0.5304923,-0.23491368,-0.5503936,-0.42719138,-0.35059342,-0.43128845,-0.2500604,-0.48546216,1
0.0019026175,-0.62648076,-0.9378599,-0.26843283,0.09768507,0.3702665,-0.41941127,1.7265213,1.109263,-0.24757345,-0.43880767,-0.27663356,1.0790368,1
1.5691309,-0.90169567,-0.99138916,-0.6167766,0.18617584,1.6570534,-0.25896206,1.4362403,-0.3026379,-0.39044496,2.1379066,0.41001692,0.63015383,0
0.4261144,1.215819,1.1713195,-0.8199378,0.1390182,-0.19109446,-0.23152414,-1.0525929,-0.86062586,-0.3375356,-0.33439007,-0.30620235,0.9445986,0
0.50374365,1.3784637,1.2692218,-0.025924787,-0.004323073,1.2337623,-1.2141764,0.13639574,2.3704648,0.10597397,-0.5127216,1.5985078,1.180845,1
0.34564936,-0.09353653,-0.1155933,0.107867226,0.030940834,0.48431614,0.7549484,-0.044223018,-0.14759058,-0.30571964,-0.4262462,-0.24878404,0.01456674,1
-0.47215062,-2.46197,-2.3922396,-0.056069195,0.16370963,0.2087458,-0.23299754,0.19051336,0.92379934,-0.46043685,-0.36641347,-0.2472314,0.85034955,1
1.9956119,-0.09447985,-0.115660235,-0.47490284,0.29654697,1.4553249,-0.18405989,0.8013861,-0.37788504,-0.33360806,-0.18669659,-0.17436945,0.9126426,0
