col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,label
0.3021763,0.5477959,-0.64331347,-0.37719995,-1.3719769,0.43276405,0.60066634,1.9285859,0.46723884,1.1313577,0
-1.79893,0.7527206,0.812979,2.058134,-0.085971504,0.19569647,-0.13435662,1.506805,1.5866585,-1.5253592,4
0.85837543,0.6255592,0.051456925,1.2295417,0.6356099,-0.04894776,-0.29980242,-0.9284443,-0.0063966196,0.34204233,0
0.4599951,-0.18481855,0.1260811,-0.44410592,-2.135663,-0.2965739,-0.6584218,0.7074308,0.12990575,-0.20477143,0
0.043745674,-1.1314985,0.7091398,-1.8270048,-1.5658753,-1.4091527,-0.6504163,1.0883932,-0.46700984,0.7251465,1
1.3675138,1.1334515,1.1464132,1.1160387,1.0676262,-0.30129647,2.3773608,0.8172524,0.23344547,0.8981421,1
-0.57700527,-0.6668793,-0.5174119,0.087571695,1.7091104,0.98952276,1.9339188,0.41868094,0.6643555,-0.7644299,0
-0.42593423,-1.3866973,-1.6167011,0.5073715,-1.3507472,-0.3334076,0.5422042,0.531043,-0.39837477,-0.12539718,1
-0.10914144,-0.23840466,-0.32366288,0.3130623,2.4169898,-0.8029392,-0.98553175,0.71865696,0.20397593,1.0015427,1
1.6311793,0.053479,0.38932765,-0.06710222,1.0511538,0.45989457,-0.8827245,-1.035484,-0.21406054,-0.8511728,1
1.7210107,0.08821209,-0.09571928,0.98896134,1.0902499,-0.9083716,-0.6192545,-0.03673588,1.8783073,-1.2787932,1
0.6584311,0.18283424,0.16025743,-0.49909854,-0.5362758,-0.42703244,-0.17217998,0.90495217,-1.5558738,-2.7683904,1
-0.2560703,0.081926316,-1.3199588,0.91891545,0.71198785,-1.0633926,0.8368145,-0.22062178,-1.0654105,-0.1721398,1
0.7790447,-0.9205382,-1.8575234,1.2744659,-0.2513697,1.639991,-0.65837073,0.00199366,-0.37596548,0.27494878,0
0.1296798,0.39907238,1.1453999,-2.087096,0.4421034,2.053984,0.42064938,0.21914192,-0.2529086,-0.4832051,0
0.51415646,0.4551544,-0.4464135,-0.057294853,-0.041673854,-0.54524636,-0.5695561,-0.5133469,1.2323961,-0.049939886,3
0.5378847,-1.4331126,1.457394,0.272349,0.80267644,0.75362676,0.8313144,1.1845033,-2.2927072,0.25142,0
-0.99497056,-0.9201783,-0.6534022,-0.48176038,1.0925007,-0.91478133,-1.5126877,-2.0618505,1.0810788,-1.4093387,0
-0.4936224,-0.46519846,0.39053202,0.1888485,1.3338665,1.2385042,2.005167,1.19059,-0.28474784,0.7877517,0
-0.5349886,-0.5088271,1.1864004,-0.6183855,0.085394815,-0.27887702,-0.8289914,1.4651119,-2.1579463,0.47678527,0
-1.0814898,2.4157183,-0.83979154,0.2848643,-0.17525521,-1.2839329,-0.78356284,0.3975428,0.44921258,0.5792041,0
0.684378,-0.3373617,-0.5183464,0.037840046,-0.383285,1.7437956,0.7062169,0.9057511,-0.6825943,-1.0382766,1
-1.0165997,0.8917397,-0.34144053,-0.25328475,-0.7287711,1.1141323,1.3583206,-0.8285282,1.6395025,-0.29686183,1
0.77438223,-0.10763914,-0.4959898,-0.96449345,-1.2289755,0.34634224,0.2804201,-1.3227578,0.95886433,1.1212994,0
-0.4826397,1.0358807,-1.4118229,-0.2950701,-0.95435894,0.16233078,-1.1632348,-2.1627278,0.50604737,-0.47885692,1
0.9746901,0.6669655,0.7494391,1.5427613,-0.43249148,-0.27769932,0.56472397,-0.63111603,2.010517,-1.4884182,1
-0.7299616,1.5961388,-0.35184756,-0.1850826,-2.0081487,0.986085,-0.2015324,0.23206346,-0.33838955,1.049734,1
-0.70607084,-1.5499358,0.6137256,0.5312042,1.6312598,0.91744965,0.08201594,0.5851722,-0.86181736,-1.2520306,1
1.2035158,0.03134025,0.9316387,0.15318054,0.4803133,-0.17855632,-0.15189557,-1.1045034,-0.4744932,0.21587315,0
1.3965213,0.73018515,1.7448384,-0.8641775,-0.8248751,-0.41813728,-1.4231786,-0.584674,0.1737621,-1.009724,1
0.17929113,0.76438093,1.1189562,0.114450894,0.5695162,1.2346404,-0.6596098,0.08331169,1.3019971,-2.133856,0
-1.4168324,-1.1166747,-1.5962577,0.14505588,0.10585667,-0.48685664,-0.8174401,-0.89761037,0.56035817,0.36682326,0
-0.11985734,-0.25383073,0.24617451,-0.69381577,-1.4902554,0.91119784,1.1322653,-1.9938056,-0.38265178,-0.069500595,0
0.6138999,0.0670858,1.8192459,-1.8134089,0.98065066,0.96382457,-0.011817884,0.14772566,-0.28783175,0.7162586,1
0.15633316,1.0603691,0.034492124,0.10684298,-0.68015885,-0.87566346,0.47885025,-0.14855914,1.9605998,0.25520676,1
-0.7734587,-0.06280654,1.119683,0.78289515,1.2667339,-1.0895644,-0.038039107,-1.3962446,-1.6962981,0.53694695,0
-1.7090126,0.6009778,0.15534213,-0.015534036,0.6469235,-0.3505859,1.0918466,-0.7966558,1.0969058,-0.8145239,0
2.0476956,-0.25289384,0.23610002,0.12988657,-0.0018316507,1.0553801,-1.3687205,-1.805182,-0.5204565,-1.0066274,0
-0.74826044,-0.1449342,-0.24726443,0.675147,-1.0939816,-0.8276476,1.0751426,0.42636576,-0.24815316,-0.23540723,0
-0.692812,-0.1308089,-1.2851081,0.31998932,0.6245546,-1.7868464,1.3914158,0.9179538,1.5005252,-0.26772434,0
0.16467439,0.80943537,0.3882595,0.74221146,-1.2150006,-0.51854205,0.07709647,0.60261303,0.3313578,-0.7446611,0
0.20395344,1.1942439,-1.4208629,-0.38758326,-1.069689,-1.242839,-1.4820936,-0.33863345,0.42348376,0.344092,1
1.1617466,0.3564556,0.2025561,0.76071507,0.04751067,-0.3671606,-1.3437818,0.2512578,2.921875,2.1652958,1
-0.666393,0.69988525,0.0058752485,-0.06650707,0.6367449,-0.032024074,1.0985909,0.100812286,1.607227,-0.73083943,0
0.09693214,1.0087878,-0.9667089,0.32932764,0.72692674,1.1394976,0.46127623,-1.4998789,1.5581015,1.5012646,2
-0.34447238,0.31672066,0.0697349,-0.3390563,0.538949,-0.19186714,2.2058814,-1.1248745,-0.7558471,-0.6430384,0
-1.0962164,-0.3706792,-0.4168034,-0.47643107,0.68512666,0.4415027,-1.2782863,-0.080402225,-1.4839412,1.636865,1
-0.45845008,-0.14130577,0.83171695,-0.23126025,0.76950645,-0.83849746,0.1573337,-0.79313606,-0.6630304,2.3351727,0
-1.0149329,2.0666494,-0.5641352,-0.86340714,-0.41447735,-1.1776719,-0.44262183,-0.038583826,0.99589264,-0.17906263,0
-0.34801778,0.18811285,0.4319918,-0.27438426,0.7948214,-1.1309698,-0.19568181,-1.9331697,-1.3283465,-0.6299858,1
0.3062839,0.9381639,0.17267296,1.3379341,0.23915304,0.35615048,-1.4557139,1.6723846,-0.3005803,-0.67139685,0
1.2787442,0.06428732,1.0657945,-0.041519172,-0.8221669,1.557479,1.5016171,-1.190684,1.216794,1.5515732,0
0.73538166,-0.13924384,0.5041238,-2.054916,-0.052500308,-0.090455204,-0.15687186,0.074791506,-0.5609474,1.4437904,0
0.94655466,0.21627137,-0.96790946,0.97262686,0.51130915,0.8395271,-0.37608296,0.6040126,-0.2319477,1.3440747,1
0.2097118,0.15739179,-0.12057942,-0.03860306,1.8164116,0.27676442,-1.7945147,-0.8405493,1.1947261,-1.1591275,1
-0.15491988,-0.1246608,0.1825779,2.0443757,-0.12009765,0.12911347,-1.8682822,0.8992941,-0.42628145,0.6214173,1
-1.6896666,0.9446095,0.06498614,-1.1186641,-0.29517853,0.84760493,1.8998116,0.6756624,0.66885626,1.6682549,0
-0.21375354,-1.5826622,0.17380464,2.1117513,-0.27223712,1.5283847,-0.21003172,-1.2213291,-0.043724366,0.9386032,1
-0.34289268,0.24203324,-0.21974471,-0.9145477,1.2373146,-2.0441391,0.7005305,-0.32424626,0.46268257,0.4179453,5
0.5294564,1.4847716,0.8991102,-1.6734934,-0.13407993,1.7074257,0.53675663,0.52528816,-0.80959034,-0.81766874,1
-1.3204134,-0.45583186,0.22040144,0.31752026,1.0360687,0.92095006,-0.9965063,0.5510646,0.40499765,-0.7509967,2
0.19550113,0.59288085,-0.31438607,1.7705164,-0.4986788,-2.157686,-0.83242154,-1.0858215,-0.2694919,0.23065373,1
-0.43004397,-0.57008314,0.068483725,0.18630186,-0.115616485,-1.4324355,-0.85534185,0.017594075,-0.9641551,0.8051352,2
0.30791894,-0.65643513,-0.7424131,-1.032697,-0.9727272,0.7940772,1.300222,1.2786168,0.17421137,0.67551076,1
-0.13787247,1.2455347,0.22173825,1.0123378,0.16381553,0.36929867,1.9253808,-1.0882989,1.1132792,-2.4055142,1
-1.2667191,0.15583442,0.9483706,0.3437618,0.81957394,-1.2218136,0.16228381,-0.83738834,0.6954347,0.8576977,0
0.49314228,-0.10023823,-0.32269713,1.011261,1.0491195,-0.078437656,-0.06703597,-0.91247416,-0.62965035,0.3983821,0
-0.056355502,-0.12729213,-0.13858381,-0.27670318,1.7619683,-0.109823555,-0.7068327,-0.4274485,-0.8057811,3.057179,0
-1.4679923,-0.33917964,-0.8183967,0.13887437,0.96409446,-0.23256603,-0.5546782,-0.9924856,0.31922743,-0.15540428,0
-0.37032562,-0.10058313,0.2076619,2.30688,0.8942254,-0.8631783,-0.66028464,0.9365401,0.58192396,1.295028,0
-0.27269554,-0.38902435,-0.017982304,0.78177756,-2.1219137,-0.4236773,-0.9268674,-1.4001088,-0.6405896,-0.072375864,1
2.0488286,-0.18288922,-0.31641814,-0.5364426,-2.0506935,-0.9323337,-0.47085932,0.43468165,0.67553985,0.4987267,0
1.6161412,-0.8974234,0.7285914,0.42370796,1.3794082,1.7215894,-0.967657,-1.1237469,-0.6324519,-0.87869775,0
0.05659182,1.1766919,0.769478,-0.48856384,0.91144043,-2.0895872,1.8325723,-0.5851887,-0.29460692,1.1122838,0
-0.9429578,0.52562654,2.3757184,0.15407255,-0.5381425,-0.47968796,-0.3214269,1.7482942,0.498724,0.38047725,0
-0.6938431,-1.0120668,1.3383455,-1.009325,1.2570884,0.13857418,1.2259909,-0.02133432,-0.32045195,1.288498,1
-0.8620911,0.024555974,0.97055364,-0.33850694,-2.0753863,0.48380265,1.583478,0.17027546,0.38605177,0.7684082,0
1.1053661,0.25767475,1.1429168,0.25827855,-1.6903825,-1.3594986,-1.508529,0.06385861,0.3166822,0.921268,1
-0.38381806,-0.95760024,-1.1327283,-0.7176447,-0.1281064,1.4945353,1.5504636,-0.6347042,-0.7119006,0.3320319,1
1.2788829,1.3052104,0.68244296,-0.4697706,-0.18265109,-0.9978906,1.554232,0.7275545,-1.2214019,-0.7719669,0
-0.7524544,-0.27536482,-0.6638607,-0.37348884,0.5124942,-0.27395704,-0.73531556,-1.3590362,-0.37143755,-0.8486042,1
-1.5980394,-0.40509766,0.5504948,0.8002459,0.51092935,-0.5789318,0.63988245,-1.2096125,-0.91930246,-1.1808563,2
1.6786158,0.7503271,0.78177667,-0.4536292,-2.1922216,-0.20551482,0.7063114,0.28281167,1.4700719,0.5015315,3
-0.97305775,-0.25035113,1.503602,0.74317276,-0.57146233,-2.0512536,-0.21062872,-0.20453991,-0.35262278,-0.90266454,1
0.22338842,-0.9949635,-0.97275335,1.3247637,-0.28140527,-0.10517002,-1.3574698,0.016760964,1.0776571,1.3061793,1
0.22184806,0.5622791,-0.72707736,0.94894975,1.749443,-0.51923317,-2.065205,-0.42889103,-1.4593319,0.5031888,0
-1.4229622,-0.19223574,-2.459037,2.348258,1.1602556,1.2679279,0.98081636,1.1435152,0.55641544,0.16899425,1
1.3204846,-1.066944,-0.47538057,-0.89357185,-0.42459083,-0.14204942,0.31344754,-0.488118,0.7711469,-0.54133934,1
-0.4731613,1.2059029,-0.71012783,-0.6361634,0.108109534,-1.1301736,-2.1412742,-1.2443365,-0.41854128,0.9882707,1
0.9954347,1.1242483,0.2654304,0.6177772,1.2863398,0.86267716,0.18277988,-0.26052284,2.331,0.437033,0
0.4695715,1.8736845,0.13976124,-0.5450632,0.95545226,0.19961944,-0.32135174,-0.55381685,0.9133105,-1.5326465,0
-0.8916921,0.031729273,-0.6167508,-0.009773597,-1.3739827,-0.5211793,0.29334924,0.045911647,-0.45973963,2.048484,1
0.58973247,0.8476304,-0.97540206,0.93398535,-1.0632505,-0.35248175,0.082569145,0.24692184,1.6431514,-0.98779887,1
-1.6498215,2.119639,0.76424074,-0.5856385,0.49906874,1.970591,0.38097462,-0.32731152,0.10294886,0.19606954,3
-0.16281135,-0.06810981,-0.8963564,-0.2820661,-1.32534,1.3592397,-0.51574755,-0.3288786,-1.3952246,-0.6665124,0
-0.03562211,-0.67841506,0.3251151,0.89634913,0.121801384,0.3030377,0.7734714,-1.0119171,-0.7740761,-0.09156226,1
-0.6287775,-0.729234,-1.0438759,-0.6694664,0.40332854,-0.30425727,-0.52220106,-0.502332,-0.15063372,-0.1783388,0
0.8643229,0.9398563,1.2823609,0.57195145,1.160501,-0.7861636,-1.0573466,-0.20031294,1.8560439,-0.30051813,0
1.2070134,-0.872982,-0.2896044,-0.085072234,-0.7584233,0.031815097,-0.19112116,1.3101835,0.35839894,-0.98995906,1
-2.4588606,0.7294302,0.48620936,-1.3415167,-1.1140743,-0.367781,0.27835917,-0.35563654,-0.63224864,0.8961254,0
1.3977332,1.2728266,1.1700528,0.26754457,-0.7432814,-0.15334249,-0.40845072,1.6159269,2.2505052,-0.6450823,0
0.5436588,-1.7840228,1.7400447,-0.011016265,1.1996082,-0.18739349,-0.12505412,0.048043698,-0.71795356,-0.47810176,1
-1.4438677,0.10011011,-1.2296776,-0.07414092,0.5731558,0.041525416,-0.837391,1.3487166,-1.8510729,1.3447678,0
1.4453055,-0.838691,-1.5760611,0.8324907,-0.18611552,1.2941502,0.3954719,0.40273258,-0.93011785,-0.2714004,1
-0.6919539,1.0732723,0.46757558,0.16816942,0.14367205,0.23419747,0.2615554,-0.1035842,0.42845467,-0.29061627,1
-1.6006236,-0.32885504,0.036061276,-0.33891314,-0.23051752,1.0890726,-0.91636455,0.9201286,-0.5677798,-0.15675569,0
-0.82986015,1.074375,0.1197505,0.5566673,0.8081251,0.6515264,-0.11105566,0.617551,-1.5060251,-1.1272876,0
0.3099819,-1.1958133,-1.3540131,-0.030730434,-0.9139138,-1.7621957,-1.3943472,-0.5793029,0.03856364,0.15906098,1
-0.8243372,0.5632943,-0.31250963,0.7527653,1.2374703,1.5466032,1.2124537,2.0402825,-0.4802215,1.3756233,0
0.7171082,3.0672684,-0.06721622,-0.26740748,-0.43361235,-0.29272914,-2.1816895,0.61083734,-1.5850134,1.7532074,1
0.24551128,1.0746071,-0.21617442,0.37901378,-1.6656007,-0.31958884,-0.0031216443,0.31816515,1.0344945,-0.8160374,1
-1.3068292,0.085827425,-1.175381,-0.6414878,-0.36046612,0.30805066,0.31368116,-0.805822,1.3906885,3.0714622,1
-0.8078303,1.7123601,2.3737838,-0.884844,-0.9731854,0.43773898,-0.8732311,-1.4107476,0.2691726,-1.1242156,0
-0.4800636,-1.3505679,0.06774421,-0.7002225,-1.4487287,-0.35843217,0.37454557,0.92185223,0.4594489,-0.7847736,0
-1.2540148,-0.08345627,0.0029292405,-0.096722886,-1.7033598,1.12115,0.82141495,1.1228366,0.07011068,-0.62153965,0
-0.60422397,-0.49663648,1.5758203,-1.0301529,1.3993804,0.8043868,0.94836926,-0.34357598,-1.527464,0.93267775,0
0.22830613,-0.13581465,-0.29777184,0.37720174,0.7400489,-2.5407267,-1.107501,-0.41587594,0.34573,-0.40350536,0
1.6407309,-0.7298306,0.7797106,1.3876435,0.20250079,1.0736972,-1.2506837,1.0178494,-0.57860506,-0.91903585,1
-0.8164264,0.6709558,1.0403659,0.81423116,-1.7918799,0.37547764,-0.19165143,-0.85785127,-0.043511353,-1.0221658,1
-0.48259643,0.9031236,-0.7798225,-1.9257064,-0.11106542,-0.018281743,-0.62691706,1.972075,1.1479393,1.1936468,0
1.8054652,0.33364835,1.7312645,-0.903922,1.4283878,-0.6364601,0.2980412,0.5677313,0.30454683,-0.018230204,0
1.3247287,-2.5531435,0.3873469,-0.31013018,0.37953323,-0.9266388,-1.3750101,0.06405337,0.94336855,0.6227729,1
-0.8276967,1.0785052,0.60771114,0.65123224,-0.44224894,0.25430536,1.1834869,0.55046475,0.74624217,0.8602892,0
0.2234682,-0.41814485,0.85767514,0.21438695,0.7868168,1.1196687,0.70967984,1.9790109,0.08737718,-1.7282852,1
0.20268911,-2.4003541,-0.4907601,0.5184147,0.85688233,-1.109472,1.0501833,-1.3889728,-0.46648294,0.2622442,0
-0.5313658,0.048861608,-1.4025087,-0.12205918,-0.7285523,-0.34216946,-1.6206832,-0.09133653,-0.6926234,1.4494778,0
0.49185064,2.09238,-0.118445456,0.4927534,-0.08387324,-1.4588625,-0.48337346,-0.05085649,1.683665,2.0997055,0
-0.3254307,0.72688234,-0.06919339,0.8526873,1.8944191,-0.11295094,1.8032901,-0.2549143,0.2768585,-0.40867013,1
-1.3049595,1.056132,-0.9482624,0.9879367,0.6737143,0.3306554,-0.68134904,-1.6952305,2.1471581,-0.36207873,0
0.020583121,-1.7815939,0.7807566,0.78660494,-1.8379357,-0.53967124,0.8018307,0.0045984015,0.5890703,-1.2006828,0
0.18978246,-0.9785733,0.8473894,0.4037096,0.73783636,-1.0128464,0.68338287,-0.033191085,0.6093521,-0.21425211,0
-1.779273,-0.44580042,0.61588144,-0.24162863,1.2462308,1.9327888,-0.6395711,0.60155123,0.5699723,-0.9483386,0
-1.3487701,0.1243871,0.044900727,-1.1165673,0.032255787,2.0660896,-1.1902728,0.2526857,-1.6154568,-0.23215708,0
-0.06933837,0.6464875,0.6016799,0.57757086,-0.725545,1.8282162,-0.15098709,-1.0495372,0.73383296,-1.4523047,0
0.0714733,1.0600624,0.92248166,-0.5496734,-0.64296687,1.6995649,0.8376433,0.6179323,0.7563504,0.7062802,0
1.5901115,0.9440315,-1.1948497,-0.40020192,-1.5235453,0.2233417,0.7514266,-0.31174794,0.5187012,1.4880878,1
-1.0640943,-1.0165944,1.0684716,-0.2135105,-2.0591953,-0.79558116,0.22423685,0.89293087,0.46030998,-0.1617888,0
0.5041976,0.17493424,-0.9855265,-2.0151904,0.07746072,-0.5951027,1.0333432,0.26749516,-0.9537281,-0.33414182,0
1.4640028,0.1633065,0.4693204,0.47562027,-0.79193443,-1.085274,-1.4676046,0.47372243,0.69989455,-0.38771984,1
-0.8579109,0.74050725,0.2756558,-0.42086178,-1.814565,-0.23021004,0.034635283,-0.3499732,0.2962069,-0.26649672,0
-1.1275909,1.8507035,-0.99633586,-0.36086875,0.6944301,-0.5327869,-0.08489845,-0.4063838,-0.10666085,-0.5315223,0
0.83354676,0.4266725,1.4482353,-0.035947956,0.3116429,-3.0218835,-0.97927076,0.7539599,-0.28869608,-0.5911103,1
-0.038553912,-0.61969304,0.27785754,-0.26225287,-0.41315293,-0.1597733,-1.4385234,-0.59325117,0.16126579,-0.79570216,1
0.17421229,-0.5786234,0.27081755,-0.40911645,-1.0230876,-0.4596174,-0.14256006,0.93647146,-2.5574012,0.68168736,1
-0.13759157,-0.8018595,0.12657073,-0.23675759,-0.6914631,0.351267,1.7079134,2.1157846,-0.123151466,-0.7016852,2
1.1602134,-1.2664505,0.7655997,0.3306226,-0.3654968,-0.3575051,-2.036674,0.40372607,0.99269986,0.011577312,0
1.5402212,-0.2718038,0.69271743,-0.1878949,0.4698679,-1.0857642,-1.9723179,0.732715,-0.5865735,-0.12369751,1
-1.9529124,-0.08750849,-1.3413787,0.043211423,-0.31693423,0.0714429,-0.23179376,1.0138329,0.6895592,1.7340955,0
-0.3902277,-0.0126556605,-0.29953197,0.55255127,-1.6280122,1.3106639,0.17390668,-1.6388302,0.20598914,-0.5955338,1
0.69849163,-0.2571742,-0.5793444,-0.8563223,-0.070921704,0.8205011,-1.607596,0.80908215,0.34796587,0.61170095,0
2.2939398,-0.33495474,0.18755086,0.18909666,0.7080867,0.5448,0.17190781,0.40633646,0.06878922,1.3811808,1
-0.99494004,-0.09306085,0.13451411,-0.48338938,-0.84443474,1.9164509,-0.5100213,0.9989071,-1.4308273,-0.3431203,1
-1.7313786,0.9538375,-0.94656,-0.44876957,0.46459854,-0.097011134,-1.4245608,1.3082565,-0.35328,1.4574835,1
-0.40833056,-0.3743991,-0.38820183,0.2609055,-0.57692695,-1.088531,0.59291726,1.4106047,-0.71873844,-0.32783863,0
-1.3252538,-0.94253206,-0.17116083,0.032733813,-1.1013567,-1.1177065,1.1463231,1.1414179,-0.5194131,-0.8488147,0
0.83332723,-0.6245009,0.42125034,1.5115988,0.14924327,-1.2475812,-1.3764596,-1.5110033,-1.7818978,0.3546154,1
-0.88595885,-0.6700096,0.0676638,0.84901476,-1.2350037,-0.65942657,0.642342,-1.1838257,-0.7334347,-0.1426467,0
-0.1783154,1.4994258,-0.72854906,1.4164989,1.5851754,0.16988885,1.0128067,-1.6498271,-0.5774448,0.58705616,0
-0.41906783,-0.8412876,1.2515624,-1.0137374,1.4494829,-0.86650765,-0.40797743,-0.97338563,0.44952428,-0.6319175,1
-0.504191,-0.38755447,0.5999858,1.4117206,1.0147461,0.34822258,0.8313651,0.19690114,0.288535,-1.4160331,0
-0.5002947,0.8397645,-1.7841204,-2.034973,0.8201905,1.1864955,0.86042774,-0.5457657,-0.25503808,-0.32374027,1
0.5791598,-2.1353621,0.01925781,-0.074174315,-1.5473297,0.089968644,-1.0672972,-0.009046201,-0.43826616,0.35620573,1
-0.011032749,-1.3437958,1.7650911,0.6133973,-1.0537733,0.8456083,0.6628246,0.69899005,-0.80403364,-1.3047807,0
-0.8584199,-0.61962724,1.1897682,-1.0068116,-0.82417756,0.36362222,-0.9820456,-0.35909554,-0.011183292,-0.56223553,0
0.26278546,0.7934284,-0.20963144,-1.6023563,-0.6189495,-0.7629875,1.348413,0.1939229,-2.2556767,-0.27318272,0
-0.9716053,-0.31243527,0.62005705,-0.09810707,-1.8323127,-0.0056898072,-0.7621765,0.16416423,1.3137666,-0.65495324,1
1.9436686,-1.1865056,-0.9765764,0.75780886,-0.9294828,-0.03340833,-0.8410715,-0.09995715,-1.1401019,-0.24056867,0
-0.28024969,-0.26082394,0.6835175,0.49852395,1.5317386,-0.28858635,-0.60286313,0.47552258,1.459961,-0.577699,1
0.046986714,-0.29482746,-0.7917351,-0.32408994,0.69471616,-0.27443185,-0.03374703,2.8178742,0.3287108,1.4789808,0
0.285701,-3.3167095,0.5706337,0.19908199,-0.23904149,-0.11651872,1.9027339,0.15373522,0.26239413,0.7635222,0
0.52884895,0.5027362,-2.3130546,0.04166288,-1.111156,0.05499305,-0.7357493,0.6324944,-1.4185522,-0.32635194,0
-1.2291079,-1.3426136,-0.880629,-0.10574734,0.41394705,0.07083212,-1.5192907,0.9870504,0.19818367,0.30521592,1
1.9083359,-0.019947734,0.18521804,-0.29207128,-0.1875164,1.9169588,-0.3390453,0.08907674,-0.27669215,-0.6696112,1
-0.9938606,-1.1184146,-1.6558412,2.2236075,0.66316074,-1.215739,0.9228994,0.50909716,1.4625318,-0.28779668,0
-0.35000828,-0.47792837,2.2931771,0.014864933,0.78313124,-0.9211456,0.115394674,0.20602567,0.24450874,-0.3594928,1
-0.67104805,1.1434413,-0.0015398227,1.901827,-1.3625909,0.18574837,0.9662632,1.028316,-0.6979083,-0.6814584,0
0.23321474,-0.45624286,0.945894,-0.15502943,0.44469213,0.030860163,-0.8155923,-0.5341592,-0.2756219,2.6904368,0
0.031978827,1.3720677,-0.75137395,0.30070895,0.68604654,0.93143225,-0.7584255,-1.1708772,0.51156974,-0.57450074,0
-0.13829423,-1.187548,-0.9006931,-0.34170926,0.8845015,-0.28381637,-0.34754372,-1.5417925,0.25495347,0.9270748,0
-1.9592749,0.37613213,-0.24841121,2.0097113,1.3413888,-0.64132845,-0.61705756,0.11217399,1.4602422,0.39701268,1
1.1436558,0.016154967,0.5043646,-1.0554861,0.53614813,1.9734281,0.90437394,-0.40896618,0.70690536,-1.3073382,1
1.4840007,1.8639842,-0.7365884,0.7142958,-0.27940857,-1.539981,0.55497503,0.7603642,-0.033659555,-0.4774967,1
-0.39532837,0.2840453,-1.2276468,0.12256259,-0.8611371,-0.4492269,0.57248425,-0.48738217,0.76048386,1.2577345,1
-0.02932332,-0.42206147,-0.47046748,-2.0356193,-0.23347177,0.7462043,-0.6907237,1.2772989,-1.6194236,0.08915947,0
0.39055216,0.7343377,-1.2210165,0.6644786,1.4017397,-0.02614557,-0.43903857,-0.4468954,-0.59185684,-0.4449757,0
0.34582147,0.8854203,-0.15363862,-0.080489874,1.3636167,0.6970442,-1.0189284,2.294932,-0.5178788,-1.7605152,1
0.21514636,-0.2569092,0.7674511,-0.99493295,1.0412699,0.5663997,-0.05486551,1.9327047,0.6191143,-0.5782748,0
-0.8178607,0.86025596,0.30061087,0.07289254,0.7894116,-1.5540737,-0.6203562,0.99043417,1.8121737,-0.20732987,0
2.2012548,-1.9129493,0.6796294,0.49771267,0.14736724,-1.2815722,-1.1564541,0.19907847,0.37656042,1.3409314,1
-0.050832402,-0.20631589,0.18002935,-1.0199931,-1.6578695,-0.2667822,2.0055249,-0.23239253,0.30059242,0.2933892,0
-0.6861628,-1.5647671,0.6774863,0.050087348,-0.7284933,0.7807305,0.9020272,-0.35671103,-2.3903847,0.77661234,0
2.0958154,0.23645464,-0.91047615,0.23395962,1.0859694,0.48494276,1.0969492,-0.2365254,-0.55949664,0.92819095,0
-0.2088028,0.6490468,0.7677379,0.2007178,-0.87021875,-2.260482,0.8821386,0.9339743,0.2337322,-0.7862903,0
0.83005023,-0.82907486,0.8703409,-0.7258308,1.5479077,0.026162736,-0.68926156,-0.40171462,0.47660545,-0.9366604,1
