class,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturatoin-mean,label
-0.3373715,-1.4417926,0.049015246,-0.45112574,-0.06729713,-0.27766126,0.026798308,-0.054262295,-0.046272747,-0.6806929,-0.66356564,-0.6792295,-0.7364571,1.0918001,-0.7375152,-0.014871735,-0.8299578,0.97157407,-0.0595356,3
0.40491155,0.3987425,0.017181814,-0.5121475,-0.14571612,-0.086260006,0.17250603,-0.7025135,-0.3304274,0.1267587,-0.015571684,0.35983765,0.106452905,-1.2641152,1.1096307,-0.6674665,0.23379359,-0.21844761,-0.62364733,3
-1.2252896,-0.058205217,-0.038721234,-0.39918607,-0.20007175,0.4637549,-0.161468,-0.15466815,-0.0028661154,-0.16185616,-0.11302769,-0.059942644,-0.22607806,0.3265824,0.32481247,-0.8401124,-0.09289627,-0.42287302,-0.38561627,4
0.61951673,0.7515991,0.029796548,-0.5062073,-0.1494445,-0.7606792,0.061657306,0.0007827692,-0.090254225,0.4597337,0.47538632,0.6534347,0.36699212,-0.049400024,0.50389004,-0.8095179,0.45369843,-0.82507,-0.41815263,0
0.7562573,0.96984035,0.0005602129,0.032888718,0.002170056,0.38345504,0.08718086,1.8295872,1.06461,-0.31931737,-0.51300806,-0.4340492,-0.46627703,-0.1830866,0.37020636,0.0033491403,-0.3696572,1.0971502,-0.6921491,2
0.7667077,0.84106827,-0.048069056,-0.45428604,-0.15698902,-0.3593732,-0.19524243,-0.35682556,-0.18230867,-0.5506897,-0.5206136,-0.4886993,-0.44523305,0.32671982,-0.3712862,0.2532743,-0.39735368,-1.0394298,-0.031029724,1
1.1769344,1.1565431,0.071423866,-0.4882552,0.1714995,0.62156105,0.63860774,-0.93814015,-0.38519907,0.07085024,-0.1063426,0.25125176,0.05897131,-0.967106,0.9002344,-0.33610895,0.025821313,0.44983417,-0.42576152,6
-1.8864713,-0.705017,0.16097015,-0.29899788,-0.5541413,-0.49015495,0.27852786,0.03826192,-0.29024258,0.22522272,-0.06357731,0.16087665,0.28303266,-0.54674935,-0.2272164,1.0058048,0.095898256,-0.52631927,-0.003521189,4
0.85827607,-1.3256508,-0.010936972,-0.25068027,0.024478007,0.19462459,-0.13021368,-0.015648972,-0.10576128,-0.6188217,-0.8224216,-0.4644906,-0.66776407,-0.9075184,0.6689337,-0.110536605,-0.50504947,1.3461927,-0.6629398,2
1.2393196,-0.747233,0.09103108,-0.19897233,2.2779992,0.1826638,0.07485536,0.2546599,0.04047074,-0.26212016,-0.18919447,-0.26773646,-0.42504114,0.22151142,0.476492,-0.8942716,-0.32260638,0.19135706,-0.3046955,5
2.9238033,0.18190339,-0.03953876,0.3117534,0.006385274,0.37391663,0.18041793,0.019917823,-0.14652535,0.1376205,0.21360332,0.18968225,-0.039394025,-0.08333189,0.59652334,-0.81521076,0.034443695,-0.32950655,-0.34385073,1
0.24683782,-0.065161094,0.034791388,-0.5224108,3.0892806,1.2328261,0.21268964,0.12286461,-0.16879079,-0.5132168,-0.37807193,-0.32703954,-0.49081588,0.3792532,0.091327935,-0.42999893,-0.36678275,0.13895698,-0.5007948,2
0.5298004,0.9758764,0.07048825,-0.5123758,-0.2226032,0.7018039,0.12273436,0.045580126,-0.3958661,0.20172335,0.3241164,0.115472496,0.15196681,0.6906361,-0.1749242,-0.50326157,0.06674585,-0.88328207,0.01161737,6
-1.2348716,-2.6027677,0.12125317,-0.033570267,-0.48114052,1.0499542,0.22171095,0.41287163,0.20343515,0.46569356,0.44427103,0.49258077,0.45356968,1.0096929,-0.11306159,-0.7458684,0.4032477,-0.9380591,-0.3271361,4
-0.43830508,-0.28450066,0.027464725,-0.75671566,0.088020414,3.2841516,0.5876681,0.11804909,-0.43596515,-0.1782419,-0.2362895,0.046409145,-0.125234,-0.73908836,0.48399055,-0.15087289,-0.0109578,-0.06843269,-0.7621226,4
-1.142729,-0.6251457,-0.089120954,0.105094805,-0.042000815,1.7081525,-0.08041853,1.0158108,0.35313788,-0.6036483,-0.44228977,-0.5064706,-0.68374217,0.47128198,-0.11655113,-0.3350438,-0.3999429,0.15432389,-0.7592237,3
-0.18275964,0.43089747,0.06349667,1.5044607,-0.16595459,0.4025426,-0.010192232,-0.3858507,-0.22241724,-0.17311877,-0.1598479,0.025369782,-0.25458023,-0.47785458,0.6886088,-0.6806787,0.02698664,0.10538155,-0.5969454,6
-0.51485795,1.9941281,0.004667934,0.25635946,-0.21507859,-0.16687207,-0.25061807,-0.47398043,-0.20186919,-0.7139408,-0.58917993,-0.7813136,-0.39377287,1.1036735,-1.5984168,1.514465,-0.6489906,-0.7536701,1.7226661,6
0.9295567,0.47953632,0.10723131,-0.22146015,-0.4345238,0.9276415,0.33473313,0.9836869,-0.36602646,0.40065783,0.49791503,0.20023999,0.5069687,0.5748584,-0.509948,0.103299014,0.25038442,-1.0613378,0.6111741,6
1.2532344,-0.42879722,-0.061219268,-0.35455567,-0.29068655,0.9780837,-7.377006e-05,0.63281095,0.36652163,0.23083694,0.27605388,0.2201635,0.16052097,-0.009496301,0.4781954,-0.6952701,0.23494178,-0.42996773,-0.6235208,0
-0.1321981,-1.5003698,0.0607488,-0.5805812,-0.11814228,0.5233981,1.0584736,-1.0403552,-0.19542745,0.15728419,-0.105361134,-0.06655103,-0.044410303,-0.90179455,0.30205938,0.4516744,-0.07764085,0.08788608,-0.4557971,4
0.12831001,-0.4374032,-0.08323671,-0.17998004,-0.114561394,0.80839384,-0.20521241,-0.7732637,0.14532289,0.1257436,0.18104802,0.24793114,0.012863666,-0.34781027,0.871378,-0.865253,0.31686017,-0.65711826,-0.66231406,2
0.88582397,-0.9790198,0.031589836,-0.23465051,-0.55406535,1.1298388,0.75386125,0.2530605,0.29731092,-0.298155,-0.28513026,-0.31772742,-0.38947895,0.5059052,-0.3145219,0.33550498,-0.37600198,-0.31165984,-0.3191187,6
1.0989025,0.8759224,-0.0074789524,-0.26677173,-0.18675113,-0.69063914,-0.17625374,0.6802542,0.35207608,0.12781517,0.14577584,0.3008345,0.029616304,-0.39408362,0.82471687,-0.8482507,0.25742343,-0.47853625,-0.71613777,4
1.8471583,0.31244484,0.032752097,-0.2987944,-0.06528564,0.31988934,-0.0134326685,-0.40173814,0.1354168,-0.4252919,-0.44150326,-0.42881927,-0.53398305,0.26427448,0.18569393,-0.3343638,-0.4658257,0.19328336,-0.51001763,6
0.6462399,-1.1621373,-0.074323185,-0.06694988,0.16786063,0.394684,0.32557476,-1.4396869,-0.58325994,-0.086202204,-0.16383061,0.23579761,-0.16126601,-1.2001047,1.1972347,-0.7506627,0.11031328,0.11722116,-0.7353378,6
0.70366085,1.677137,-0.05323375,-0.20635328,-0.14896953,-0.10112053,-0.033822164,0.29528236,0.0500531,-0.8297946,-0.55390716,-0.9285271,-0.6341702,1.5686864,-1.4039975,0.5419588,-0.7211663,-0.27956277,0.7258765,2
2.342611,0.87887824,-0.13323216,0.3923599,-0.1737391,1.8046764,0.5060634,1.2923331,-0.045537062,-0.3599992,-0.20705429,-0.58583695,-0.3414663,0.27212998,0.007885423,0.028809182,-0.29335657,0.77713984,0.33631343,4
1.7964694,-1.361816,-0.016809765,0.23262732,0.3168124,3.042153,1.9708457,-0.72477174,-0.4318377,-0.16955516,-0.32251284,0.014105162,-0.4511555,-0.42144474,0.4508612,0.014888503,-0.41220394,0.1467673,-0.5167473,4
-0.96312094,0.3880804,-0.020591982,-0.07556497,-0.19669184,1.2018061,-0.07457829,-0.66788036,-0.28084835,-0.36883911,-0.31141815,-0.22000332,-0.30203167,0.27942005,-0.01563302,-0.28415018,-0.24215242,-0.17584278,-0.33667353,5
0.074571,0.646156,-0.038819596,-0.27665508,-0.04787758,1.3343817,-0.10992027,1.5270032,0.3434559,-0.20882846,-0.2790838,-0.018650632,-0.2007494,-0.73875713,0.59359235,-0.23143688,-0.0055612586,-0.1394407,-0.92377764,2
-1.5427572,0.018857904,-0.009309765,0.41945076,-0.12827541,1.1444767,0.14184156,0.0015504919,-0.10064838,-0.3555946,-0.4264358,-0.14648093,-0.42729667,-0.5616104,0.846957,-0.8032849,-0.20951031,0.4952587,-0.6065237,2
-0.7526166,-0.5363912,0.19491151,-0.7007541,-0.08930759,1.839797,0.05047343,1.4907304,-0.3760136,0.049478937,-0.19011322,0.11747205,0.214771,-0.41898188,-0.14365312,0.35462153,0.1843437,-0.8691863,-0.6741423,0
1.3820047,0.10596467,0.04665476,0.3046615,-0.07130095,0.02914536,0.6205703,-1.4172797,-0.39063603,-0.29031354,-0.3766335,-0.009181301,-0.39324778,-0.47751012,0.400047,-0.06286186,-0.13772348,0.11673267,-0.6919505,4
-2.9738824,0.18746966,0.23517662,-0.17171046,-0.22202665,1.2519526,0.2318036,1.3515017,-0.36656308,-0.22684209,-0.16782613,-0.27819347,0.08423089,0.4234671,-1.0318828,1.2199416,-0.0916322,-0.4211455,1.2565664,1
0.6681237,-2.6999133,0.13301006,0.87630206,-0.6993749,1.7637014,1.381305,-0.49522722,-0.37402406,1.4213046,1.3658987,1.0974252,1.323325,-0.14443761,-0.11428745,0.33489123,1.0602859,-1.2263186,-0.12651825,6
0.61468136,0.64601487,0.06517349,0.50560486,-0.3015188,0.5157761,0.14908558,0.45967868,-0.51015323,0.52705204,0.48338336,0.35450724,0.80445665,-0.9368608,-0.7918744,2.3350816,0.61476946,-0.40437418,1.7285858,5
-0.0023550987,1.0792104,0.112669475,-0.5130939,-0.02971626,-0.37636176,0.14482024,0.6138677,-0.36056948,0.29566535,0.015961062,0.466096,0.26689023,-1.1748961,1.1527122,-0.5622965,0.3119419,-0.3159237,-0.519613,4
-0.68032926,-0.27478972,0.12231354,0.7190469,-0.45689604,-0.24564043,-0.33546403,0.5745761,-0.19065908,0.15008944,0.051393878,-0.04634649,0.26705232,-0.17638358,-0.93459666,1.5151109,0.11896759,-0.28048196,1.5937563,3
0.818763,-0.2057718,0.0030214116,0.20748363,0.025048163,0.34375095,0.81266314,-1.4741648,-0.44267124,-0.43986663,-0.5800892,-0.21753655,-0.48900276,-0.25200817,0.25865483,0.15500379,-0.3959868,0.93465567,-0.5368502,1
-1.3215731,0.24865758,0.050466873,-0.15555245,-0.21921727,-0.3612302,-0.18199691,0.83955806,0.05946706,0.5146468,0.7165251,0.52983695,0.52645653,1.0808178,-0.23695156,-0.84725153,0.52745944,-1.3723701,0.059232064,2
-1.3330716,-1.013516,-0.05029887,-0.54193157,-0.047949463,-0.6716244,-0.11892965,-0.51494324,0.14091921,0.20055342,0.0970301,0.26647165,0.14952764,-1.1477886,0.92197144,-0.46720737,0.41610712,-0.06035352,-0.7172181,3
-0.36572596,0.19051644,0.054179467,0.98184234,-0.23041698,0.14023416,0.01701149,-0.019412275,-0.46889836,-0.5576944,-0.47222582,-0.59610385,-0.44549564,0.8990732,-1.0568209,0.54938316,-0.5842139,-1.6201006,0.271352,5
-0.07137846,0.3947513,0.0933946,-0.19234799,-0.4128197,0.094470456,-0.12869465,-0.70914125,-0.39491943,-0.40287188,-0.4184457,-0.4726281,-0.36060783,0.8941961,-0.93504226,0.67462915,-0.5043479,-1.4500269,0.5876886,3
-0.24944955,-1.1379384,0.030926764,-0.10965286,0.046671644,0.2105031,-0.09714438,-0.66762835,-0.2513159,0.2762757,0.25813863,0.29074183,0.30790356,1.6208618,-0.43804967,-0.8044339,0.03918604,-1.1646266,0.15736428,2
1.210057,1.3848445,0.0595366,-0.4836821,0.026774488,-0.26137453,-0.044208728,0.40005323,-0.06508335,0.43657565,0.39372942,0.525042,0.44273862,-0.73637074,1.2917175,-1.1148779,0.46711248,-0.23630174,-0.43352264,4
-0.76010305,-1.4501797,0.021485068,0.21783464,-0.40281042,2.2167277,0.107913315,1.5321281,0.60264176,-0.123472586,-0.12177115,-0.2041984,-0.2811294,0.52496344,-0.0036062002,-0.45861387,-0.091271624,-0.37565136,-0.6478849,0
0.31400907,-2.0823011,0.115507714,1.1602196,-0.67518437,0.7617615,0.08409679,1.6411519,0.12315381,1.0417837,1.0953803,0.8738129,1.2283616,0.8209608,-0.5586946,-0.20170495,0.9380416,-1.1769757,-0.023061313,6
2.1150424,-0.36863294,0.080161475,-0.3199016,-0.114984006,0.20883381,0.15391019,-0.25404972,0.29222035,-0.4065222,-0.35817978,-0.4270418,-0.5029364,0.33830914,0.0679131,-0.30693766,-0.33145395,0.45154637,-0.46149805,1
1.5590022,0.37377235,-0.099644214,0.19804078,-0.07180719,1.6299099,0.3679346,0.014124133,-0.1517035,-0.3481963,-0.31529915,-0.31977314,-0.5316708,0.42933416,0.110121876,-0.32437027,-0.43375018,-0.20073871,-0.27660355,3
-0.81502944,-0.27110487,0.12401264,-0.027660958,0.04279493,0.2310699,0.4489787,-0.17404784,-0.20873395,-0.4613451,-0.4318891,-0.69804955,-0.681545,1.3461901,-0.81111634,-0.016349155,-0.68004644,1.2866222,0.58470386,5
1.1111902,0.2707862,-0.018148124,1.1265043,-0.3502418,2.7308059,0.68454367,0.8578779,-0.37435657,-0.3433606,-0.2622552,-0.16456963,-0.18303628,-0.2814963,-0.009757206,0.36148188,-0.17236769,-0.6849477,-0.2763162,4
0.1556514,-0.21291447,-0.014021281,-0.12628698,-0.31427157,0.5964211,-0.27102664,-0.32693678,-0.0088027865,-0.283032,-0.38459796,-0.31149384,-0.30475813,0.35296342,-0.26766315,0.19957781,-0.275497,-0.93992245,-0.4457608,0
1.9138887,0.59296566,-0.025567494,-0.07314452,-0.3329012,1.5193281,0.65724176,1.41662,0.5457036,-0.13612925,-0.1215355,-0.119014196,-0.29389006,-0.23102349,0.6310572,-0.48867318,-0.046829212,0.12378028,-0.4879058,2
0.6615873,0.5157482,0.028110012,-0.5649673,-0.098091304,0.38774332,0.34249833,-1.11361,-0.17213047,-0.70445746,-0.76731336,-0.6869922,-0.6599041,0.66727936,-0.38301325,0.38184175,-0.7197692,0.8634746,-0.29227805,3
0.85386926,0.48120216,-0.0001526475,-0.27114373,-0.24660766,-0.71167153,0.006913075,-0.29730144,-0.13612714,0.08056428,0.0985986,0.29320648,0.08847246,-0.23997062,0.47365063,-0.6167947,0.16664137,-0.40862143,-0.38127282,4
-0.955045,-0.20055372,0.1367526,-0.5723705,-0.19049111,-0.07147223,-0.10995573,0.73175704,-0.30256423,0.11379001,0.05994984,0.17738551,0.016126513,-0.060488783,0.36422285,-0.6091486,0.07609616,-0.5189293,-0.2582448,2
0.22061491,-0.24233225,0.021015778,1.8421398,-0.51276517,-0.65665054,0.05350561,0.2411114,0.13322917,-0.07234673,-0.152507,0.050040245,-0.11956083,-0.0565627,0.01013352,0.117850356,0.04726347,-0.2828765,-0.46656072,2
1.1071182,-0.4034518,0.21730256,-0.607171,-0.19800606,0.8862347,-0.028526355,1.3244438,-0.1867454,1.2639152,1.3353631,1.0022889,1.3510855,0.20928684,-0.124746025,-0.32157913,1.2139723,-1.4436113,-0.53462785,1
0.56451833,0.03536307,0.11398471,0.5276168,-0.22472033,0.17600289,0.6002807,-0.18007061,0.053221658,-0.5362984,-0.70220816,-0.41093615,-0.74173886,-0.75203836,0.45676085,0.17634892,-0.33952513,0.9601459,-0.76162577,0
1.1261545,-1.457338,0.054342262,0.7706833,-0.09160465,1.045737,0.55957884,-0.6314222,-0.15932658,0.20370084,0.20270392,-0.06427225,0.03496304,1.4597795,-0.65414983,-0.1792,-0.15856189,-0.55933523,0.324299,6
-0.123063214,0.25670722,-0.014113754,0.38318902,-0.15389532,1.2971878,0.22414085,0.32214776,0.4096844,-0.8928053,-0.8684912,-0.8346535,-0.9064114,0.28668267,-0.341466,0.47832733,-0.6528863,0.9274002,-0.9163567,0
1.575756,-1.3891112,-0.011048548,0.72055846,0.12065509,-0.14230286,0.117837965,0.0065598637,0.06635196,0.10475996,0.085944206,-0.18494847,-0.043273494,1.316579,-0.53984416,-0.4189948,-0.26215342,-0.65768623,0.47662312,2
-1.3655008,0.7494635,-0.019938443,-0.26114488,-0.014236182,0.60608083,-0.01253118,0.6580721,0.145417,-0.12491201,-0.30309078,-0.097214386,-0.31663886,-0.75686425,0.7453585,-0.43661913,-0.0703987,0.20597117,-0.76712257,1
-0.7255236,-0.3588434,-0.0139072575,-0.32941127,-0.2793892,1.9885553,0.26585716,-0.7325447,-0.33294305,0.008669805,-0.080469735,0.16047549,-0.046604827,-0.78772706,0.8289654,-0.5182378,0.13945575,-0.1622224,-0.46943033,0
-0.22900793,0.7025928,0.077365614,1.8243133,-0.08118029,-0.80708665,-0.075041264,0.44557205,-0.0787809,-0.46988282,-0.47290215,-0.27640367,-0.39700466,0.12857614,0.0070531666,-0.01534196,-0.35418287,0.19529048,-0.31387106,0
-1.4075128,0.7829689,-0.008936662,0.2646966,-0.28592086,-0.23355329,-0.13717529,0.07528541,-0.48244834,-0.5009293,-0.44112086,-0.66340977,-0.4736053,1.1799569,-0.93149036,0.17848355,-0.64864236,-0.8382386,1.0513495,5
0.8003949,-0.4300452,-0.10074094,1.2076377,0.11618059,1.9954851,-0.02827683,0.020735584,-0.3220839,-0.19494523,-0.1491089,-0.030895557,-0.34924802,-0.288871,0.6158951,-0.6214805,-0.121151805,-0.40202975,-0.6496623,6
0.41354707,-0.6436843,0.0035839938,-0.3546083,-0.06351845,-1.0468976,-0.12206059,1.2482251,0.43591,-0.19091235,-0.13793738,-0.10652508,-0.29772544,0.2695808,0.31503725,-0.742306,-0.16152048,-0.13708808,-0.47993553,2
2.3010051,2.4536424,0.052516907,1.150981,1.1052116,1.5605882,2.666458,-0.9492454,-0.5123036,-0.16359763,-0.25709444,-0.29176056,-0.06721437,-0.01012186,-0.36846554,1.2282064,-0.4604707,0.6736653,1.2201617,3
-0.9925175,0.8457447,0.025995031,-0.5080963,-0.16258451,0.4088636,-0.112381734,-0.23435938,-0.3339753,-0.024970796,0.049723256,0.0487615,0.074619375,0.16281182,-0.017477658,-0.15480039,0.046893377,-0.59609276,-0.26736823,5
-0.7759396,1.316317,-0.009671077,-0.3211372,-0.30720472,0.22201318,0.066813104,-0.0334349,-0.5606389,0.09992157,0.14556801,0.08199804,0.17673182,-0.0353221,-0.28579187,0.2430174,0.19045055,-1.3411783,0.20171636,3
-0.44018295,0.8885597,0.04255312,-0.38060683,-0.32556295,0.5334523,0.116942585,1.8819045,0.4356605,-0.42760497,-0.23556192,-0.3721906,-0.40226206,0.5104072,-0.36694622,0.11034448,-0.24553832,-0.34829125,-0.4217248,5
0.8168181,-0.870064,-0.0069880635,-0.11917134,-0.19068566,-0.26783845,0.14543903,-1.1392913,-0.44361377,0.5040149,0.5154937,0.531283,0.48546425,-0.015456252,0.094593644,-0.15681142,0.48516908,-0.9628192,-0.23438677,1
0.47663108,-0.20443508,0.0011673905,-0.40843225,-0.15943924,1.6602489,0.3056854,-0.7033748,-0.5235284,0.4249647,0.41669843,0.53982973,0.27988836,-0.4528518,0.76759076,-0.78754133,0.48553124,-0.25105625,-0.41309154,0
0.004810877,-0.13518402,-0.046439644,-0.31526607,-0.1486765,1.223381,0.22049928,-0.8032116,-0.44504166,-0.22176625,-0.21314538,0.031882674,-0.2672506,-0.39904323,0.42458585,-0.33586338,-0.021046482,-0.028512951,-0.46346104,2
-0.36606413,0.005896073,0.087092124,-0.20915438,-0.027892523,2.0922062,-0.124472566,1.4160839,-0.61753976,-0.050430786,0.09094486,-0.10810466,-0.042774413,0.40067643,-0.0916034,-0.37316686,-0.061142314,-0.2592135,-0.033734903,3
0.8775578,0.17099592,-0.007889885,0.0356218,-0.25852856,0.109181866,0.1695852,-0.32835087,-0.07007912,-0.6150367,-0.65870726,-0.68372965,-0.7392133,0.33182636,-0.08267592,0.057194114,-0.6203833,1.8118688,-0.41587597,6
1.2634449,1.0178227,0.10726979,-0.5037993,-0.06592132,-0.44338295,-0.09679145,1.2931623,0.06670943,0.16303729,-0.0164258,0.38031432,0.19240883,-0.9605061,0.99311185,-0.47428602,0.28378862,-0.49137127,-0.46797082,5
-0.23439983,-1.4359905,-0.022080243,2.816742,-0.19723237,0.7080982,0.18586272,-0.2269572,-0.2483452,-0.55034274,-0.5200281,-0.5767217,-0.6599823,0.9985505,-0.5235844,0.029709838,-0.61280566,0.020682495,-0.17300403,0
0.50333625,0.16454324,-0.08370692,0.5968726,-0.3576649,1.420894,0.317217,2.0451322,0.67669857,-0.66906095,-0.49513006,-0.7481589,-0.7171847,0.78572595,-0.40711483,0.13462558,-0.6656578,0.5651326,-0.31295115,0
0.7569441,0.14413115,0.00412317,0.6337897,-0.0895648,2.1376662,0.4651192,-0.38500503,0.275582,-0.29551777,-0.42437777,-0.11023291,-0.4432772,-0.8523076,0.7270448,-0.23946348,-0.016295452,0.39455998,-0.9720729,4
0.3175659,0.8035259,0.10052886,-0.51912546,-0.11133231,-0.62401074,0.033557374,0.48193577,-0.08657224,-0.47316435,-0.49941713,-0.27055418,-0.23577645,0.06314149,-0.42665276,0.5727405,-0.3525973,-1.1356744,0.104474984,0
1.7604651,0.7311923,-0.032142773,-0.37984592,-0.075382546,2.21793,0.8936139,-0.755548,-0.71302414,0.17370276,0.23568735,0.116214104,0.15818745,0.14163399,0.02942228,-0.21047613,-0.019146241,-0.5334135,0.13467215,2
-0.04149933,1.1260536,0.029115781,0.3247049,0.14795156,0.70601064,0.15973005,-0.03206888,-0.29028806,-0.37356785,-0.35773435,-0.19700198,-0.33089638,-0.2837568,0.37609184,-0.11735755,-0.21780738,0.66375923,-0.30506486,1
0.8016148,-1.7769533,-0.034064107,-0.22051622,0.21587838,2.1165245,-0.2369025,1.0370042,-0.3227383,-0.24982096,-0.23076326,-0.23768713,-0.032726202,0.32610378,-0.59612405,0.56661963,-0.11118196,-1.2335767,-0.7114293,6
-2.0203142,1.505718,0.041068494,-0.41644496,-0.19179991,0.21332784,0.10209544,0.26537353,-0.12121356,-0.24916802,-0.35963953,-0.3208689,-0.29817376,0.30310506,-0.19324198,0.4453858,-0.48661795,-0.12693392,0.22926071,0
0.14361483,-1.0040946,-0.06918032,-0.30278206,-0.23639691,1.4616697,0.14784893,-0.21566069,-0.3349167,0.080534056,-0.07044177,0.34675947,0.03148535,-1.3722036,1.3943692,-0.8123037,0.19338751,0.1496435,-0.65455323,0
-1.801848,0.58742094,-0.015223097,-0.63449615,-0.217713,0.9029373,0.32258087,-0.7084772,-0.31722233,-0.6330198,-0.599734,-0.5297156,-0.42596224,0.61901486,-0.5626209,0.38746053,-0.59941095,-0.3152238,0.11363038,3
-2.1138072,0.36731616,0.04048127,0.75749636,0.07837372,-0.74918276,0.07736118,-0.7581281,0.0014409162,-0.8944575,-0.8254405,-0.9103549,-0.83219457,1.173659,-0.84104353,0.25792468,-0.8527832,1.2099363,-0.1691255,0
