letter,xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,label
1.1891439,0.39235228,0.74345213,-0.3574025,0.891298,-0.33739528,0.13329807,-0.843814,-0.14438304,-1.5221962,-1.5498449,-1.161288,-0.42367572,-0.6923118,0.4387254,-1.1147224,13
0.19721758,-0.3766222,-0.48631844,-0.9593858,-1.0173521,-1.2484928,-0.26768267,0.742465,-0.51280856,0.24794543,0.54645604,0.5081026,1.6153525,-0.5372247,1.1640309,-0.27987126,14
-0.73710513,-0.107885435,0.15585442,-1.0267757,-1.2948223,-1.1895875,-1.1976126,1.084085,0.12606815,-1.472167,1.7570328,0.7031762,-0.581451,0.5055785,0.09804681,-0.9470488,14
-0.1530996,1.0345694,-0.9594555,-1.0251906,-1.3344599,-0.76712275,0.4671815,1.8044596,-0.08840243,0.23987703,1.2511623,-0.52743745,-1.4868472,0.28095946,0.83789325,0.24523754,12
0.53357476,-0.65078956,-0.30092236,1.3054805,0.18902163,-0.3022563,-0.16082412,1.1830903,0.38305792,0.8641964,-1.7394584,-0.375847,-0.766969,-0.58739036,-1.9149591,-0.09001333,3
-0.8159795,-0.24534224,-0.34949422,0.019590378,-1.2009239,0.4871661,-1.4586953,-1.718685,-0.11141207,-0.49349558,-0.91623914,0.92628,-0.1029001,0.7274619,1.0530515,0.41432434,15
0.2307752,-0.45797116,-0.2757089,-0.94667333,-0.87872523,-0.8090242,0.2390874,-1.4299091,0.6491118,0.110758945,0.9387527,-0.34717295,-0.11119367,-0.547204,0.13450742,0.017378401,14
-1.1201192,0.5479538,-0.4407584,0.039512567,0.61656433,-0.30371842,-0.20655204,0.69149137,-0.7250426,-0.25360852,-0.32159474,1.3937738,-0.733381,1.6812121,-0.8735551,-0.36922032,15
0.8296108,-0.6859691,0.9343715,-0.12180461,0.26217338,0.75175613,0.7013641,-0.28782165,1.3488705,-0.12770747,1.2193024,-0.9154914,1.3457829,1.3111074,0.434789,0.48788446,10
-0.43815202,0.9734827,-0.8512744,0.32987422,-1.3760234,-0.053731512,-0.44933423,1.0750577,-1.3114203,1.4031315,0.49494767,-0.028921003,-0.5660273,-0.70790917,-1.0035084,0.47003758,13
-0.39313707,-1.1038365,0.9802682,-0.5871822,0.50484514,-1.0042332,0.97271216,-0.2057811,-0.33238968,-0.41838843,0.9033375,0.61881244,0.7563099,1.5867047,-0.061292306,1.1492674,13
-0.67749816,-1.055223,-1.6065117,0.17789933,-1.0860578,0.41103804,0.6863997,-1.118553,-0.17847249,-0.073551044,0.7382718,-0.2672468,0.70209676,2.2324939,0.12124685,1.2802461,14
0.6156924,-0.23500502,-1.2729421,-0.4259652,-0.66484624,0.2928335,0.3700616,0.6960652,0.0027153045,-0.46910453,-0.71317154,1.2209228,-0.092172205,-0.23090239,2.1180372,0.5060291,14
0.20993748,-0.64646375,0.64771855,-0.9212131,-0.0140924435,-0.73575985,-1.6299781,-0.07205691,-0.4849824,-0.45620382,0.56519395,0.38287595,-0.225494,0.13272408,-1.1240488,1.3310808,11
-0.18718657,-0.28853357,-0.46293685,0.42300242,2.39303,-1.4966215,0.022083871,-0.18537906,0.08426892,-0.07048923,-0.100471556,0.5209797,1.1653069,-0.52168477,0.4366808,-0.9751506,12
-1.2294357,0.5329707,-0.6819343,0.0737479,0.24574801,1.432499,-0.49677917,0.5428939,0.24820143,0.72731143,0.054116827,0.67315924,-0.41268477,-0.45329648,0.5783068,-1.1423475,14
-0.021593228,-0.12451271,-1.5114655,-1.1868141,0.53487366,-0.30560958,-2.5037336,0.44481322,-0.07287728,0.42136306,-0.98157763,0.34619853,0.7986487,-0.9897396,1.2648617,0.111162186,13
1.1736392,0.39379084,-0.07728365,0.8309971,-0.026933786,-0.08617221,-0.6593535,-0.464063,0.32821816,-0.5802267,-0.8888204,-0.12943792,0.48182124,0.17445767,-2.0577452,-0.3635404,12
-0.7201933,-0.7243586,-1.3582873,0.20617673,-0.7635771,0.2948152,-0.80968785,0.12051884,0.7627008,0.3151796,0.14715275,-0.059426956,1.6820426,-0.15291987,0.97974706,0.24897064,14
-0.717857,-0.98044133,-0.065290764,-1.9222806,1.1850884,-0.053144854,0.60420144,0.0105045885,-0.33623272,0.12893437,0.40700933,0.9300364,-0.20461637,-0.0059994888,0.94738734,1.8480856,14
-0.23193625,1.0000485,0.7869031,0.19229311,0.61127746,0.07188858,-1.2267861,1.551852,-0.7959515,0.33394969,0.41926512,-0.25502864,-1.4594498,-0.16030261,0.11550622,-0.41281122,14
-0.2568388,0.82178974,1.7064412,0.06274229,-0.31676805,0.009572992,0.88445026,-0.60743225,-0.81967425,0.87829703,0.6377108,0.29164806,1.3153075,0.42997387,-0.6729954,0.015509993,15
1.3098581,0.6839735,0.66777295,-0.066838756,-0.36268467,0.64046925,-0.685247,0.4195438,-0.79794407,0.5748532,-1.29158,-0.7205383,-0.38847902,0.07506801,-1.1779644,1.0634878,10
-1.2705592,0.37964004,0.23163246,-0.7633974,-0.516743,-0.16114584,-0.32719445,0.42396775,-1.3922306,1.3033086,-1.435537,1.2133169,-0.10681777,-1.472132,-0.9184855,0.76988256,13
-0.07341654,-1.4445341,-0.64893097,-0.5112437,0.52150565,0.70222014,0.39999285,1.0392407,-0.32831565,-1.1961602,-0.95040333,-0.2780828,0.54720646,-0.6498942,-0.36928618,-1.2915838,13
-0.5609072,-0.92176133,-1.2594984,-0.8644324,-0.5153757,0.48032886,1.0539924,0.063902535,1.5971781,0.29058534,0.18018864,1.2888651,-0.45257413,1.6157612,-0.50192475,-1.2573473,14
0.1457262,-0.5821168,0.77691346,0.7355674,0.0047370456,-0.4721915,0.15249738,0.47423187,-0.35369495,0.4297899,0.2719323,0.22209042,-2.301315,-0.3245291,-0.2526359,0.2189176,14
0.38081643,0.8348665,0.24847418,-0.18390863,-0.054343354,-0.39074174,-0.12003614,-0.3600202,-0.49782804,0.8264197,0.73458594,-0.40866554,1.6236804,1.0661569,-2.099207,1.3616849,14
-0.7572769,0.6176354,1.1938695,0.84634334,0.6148679,0.93007743,0.50431013,-0.015327442,-0.29800168,-0.4726451,-2.1451168,0.6252319,0.35468578,-1.2651398,-0.4736219,0.77405584,3
-1.0799068,0.549486,0.7981506,-0.28620636,-1.4098228,-0.4084337,-0.26461023,-0.08000111,-1.7415677,-0.7774797,0.7932709,0.053222314,1.216573,0.18870649,-1.1429604,1.2965165,14
1.3277115,0.29658353,-0.48156062,0.08144026,-0.731948,-0.56846446,0.25370696,0.23249608,-0.94518036,-0.7055369,-0.29893884,-0.006010456,0.12458415,0.18011244,-0.8636045,-0.62585574,14
-0.5027453,0.3910718,-0.7045989,0.89846563,0.2490293,-0.88391465,0.77048445,0.6993696,-0.6858916,2.097888,-0.9695393,2.903293,-0.3723095,-1.1804895,0.5727168,0.24055539,15
1.275355,-0.60026985,0.6333399,-0.60607487,-1.3264734,-1.1524558,-0.7466758,0.19217733,-0.07222467,1.2425896,-0.35486257,1.0678637,-0.65333426,0.80002147,0.43120724,1.0607613,15
-0.7349828,-1.0852071,1.1650432,-0.06564708,1.000726,0.43710792,-1.4287666,-0.9501669,-0.46764067,0.2195946,0.054598752,-0.019589651,0.83163965,0.82715905,0.5707375,-0.76932067,3
1.0580552,1.0918435,1.7298685,1.0288677,1.8073064,0.3168929,-0.15754087,-0.253102,1.4276773,2.375453,0.30356538,0.58525234,0.2715955,-0.970252,2.3072095,0.47145545,14
1.3379892,0.0643342,0.58801603,0.58078235,0.86636865,-0.24035637,0.28637943,1.0588006,0.37520045,0.22015083,1.8229089,-0.5085999,-0.05086358,-0.41457397,-0.75854075,0.8045016,14
1.1121229,-0.22787759,0.24917272,0.42643577,0.32920617,-0.9165124,-0.10635629,-0.7118999,0.69973785,-0.37414712,-1.4867735,0.34324905,0.38231245,-0.22635384,-1.4209616,0.0071706623,14
-0.7288966,0.888902,-1.5109079,0.13610879,-0.55328536,0.2490296,0.09162398,-0.23901436,-0.18633536,-0.8040025,0.4560451,0.67697686,1.8013289,-0.61298156,-0.51989603,0.06213627,15
0.6033224,0.48621362,0.042618006,1.2209138,0.64029145,0.6716389,1.2956506,-0.35738477,0.9538512,-0.729729,0.15381709,-1.1581345,-0.68938804,-0.3633787,0.5752855,1.6683595,13
0.592131,0.7141253,0.048105426,0.26060757,-1.0104041,-1.1738063,1.8411269,0.45835325,0.24090758,-0.20156918,-0.56714004,0.29396382,-0.2350047,-0.25648293,0.7606144,2.2841501,14
1.4800874,1.6058911,1.2471427,0.5432023,-0.08606711,1.7362094,-0.308757,-0.5157318,-0.59561855,-0.42108363,-0.6660428,0.019953515,0.010805372,0.43326524,0.12995693,1.5292708,9
-0.20115423,-1.4101267,-1.401744,-0.53775406,-0.3547591,0.14422673,0.7534632,0.56141263,-0.97294015,0.29037714,0.40782624,0.1918208,0.19579314,-0.5192451,0.6012071,-0.18663803,14
1.3615915,-0.9417753,0.24238724,-0.057574093,1.0309767,-0.3111648,0.49607933,-1.3824648,-0.39658916,0.37766194,0.53171265,0.17819506,0.032170795,1.2515694,1.1020502,0.51023704,13
-0.28022373,1.0695221,0.20328993,0.09791638,-0.34887317,-0.7579275,-1.4484326,0.6191026,1.1674483,0.15984139,-0.97641927,1.0434095,-0.9873553,0.97931814,0.48083532,-1.4072068,11
0.5400895,-0.10361997,-1.0134343,-1.0352876,-0.8975631,-0.6672963,1.4588541,-0.50813776,1.8761431,-0.52267367,-1.5907041,1.7784622,-0.21827966,-0.33092833,1.6685392,-1.5403966,14
0.3218806,-0.37659687,1.2894081,-0.5024506,1.0363328,2.2043715,-0.7544964,0.7488273,-0.50716406,0.43695003,-0.3369545,-1.4445027,0.50953263,0.9200671,-0.4643246,-0.9206676,14
0.43829668,-0.3088054,-1.66116,-0.12992725,-0.17580974,-0.38370767,-2.630166,-0.16299918,0.65455884,-1.3843806,-0.116554365,0.035190344,0.60495627,-0.09607865,0.12300526,-0.31246525,14
-1.1283722,-0.750999,0.8128181,-0.019889832,-0.5884599,-0.48669034,0.26453125,-0.5784705,-1.2054707,-1.022863,-0.004600458,0.12811318,-0.27742383,-0.4895727,-0.0013235137,-0.5446606,14
-1.2651103,0.05785124,0.48867464,-0.86315894,-0.95590806,-0.43282318,-0.96313983,-1.4194913,0.78713787,-0.49609685,0.13216323,0.13577172,0.17142011,0.46666747,0.2629044,0.42233086,15
-0.23249084,-0.34685916,0.042302653,0.20765224,-0.12595914,0.80342585,-0.14063728,-0.50565827,-0.14026809,-0.5410225,-0.46296442,0.22057047,1.6941301,0.124488145,-1.1264406,0.044975504,15
0.10225567,-0.6673378,0.7403833,-0.8187549,-0.65359217,-0.3669514,-2.271987,-0.56951076,0.18650657,0.23891144,-0.40926427,0.40085703,-0.20008737,-0.7870166,-0.36099464,0.5000669,14
-1.1841875,0.13900907,0.5074932,0.47333103,0.38331458,-1.5133197,-0.02320017,0.336858,0.7457779,1.5208807,-1.6642386,-0.23122677,-0.72875273,0.5174534,1.1396669,1.473733,14
-0.90613276,0.6468112,-2.2333694,-1.3955088,1.1300122,-0.35389376,-1.527884,-1.3895569,0.27508768,-0.9968835,-1.1976898,-1.170204,-1.1506144,-0.57325476,0.07739675,-0.10615267,15
1.2543414,-1.1840096,1.2744936,-0.8321869,0.86509275,-0.9364772,-0.24966131,1.294768,-0.05909148,0.14714414,-0.4502043,-0.7174246,0.7132167,-0.22878608,0.35308886,1.0565605,14
-0.6826725,-0.20600107,-0.10143429,-0.53304714,0.47416577,-1.8109144,-0.69800645,-0.120821655,0.30944297,0.18468848,-0.46274486,-0.92152286,-0.96517533,-1.0186663,0.1646169,-2.007222,13
-0.25297672,0.37357724,-1.7925354,0.8717349,-0.24596377,0.39196193,-0.15305829,-1.0393175,0.027777897,-0.798826,0.15305912,0.36942786,-0.38058776,1.7839009,0.5849545,1.053856,14
-0.68690985,-0.84396154,-0.42196214,0.0067023337,0.97206855,0.65648913,-0.3138402,-0.37288174,-0.38968387,-0.5481103,0.10255396,1.1583521,-1.0811552,0.85673296,-0.61095387,-0.20518598,14
-1.0343113,-0.041118518,1.9253165,0.8254513,0.33585817,-0.9129108,-0.4465619,1.212459,-0.5710197,0.38470334,0.10617037,-0.7283261,1.4054493,-0.6565179,-0.33352304,-0.45953947,2
1.4607868,-0.40824306,0.59533054,0.65547365,-0.038989305,1.802433,-0.8557834,-0.2435081,-1.3129816,0.98850524,1.4244148,0.27569973,1.1652396,0.75145024,0.43014872,0.65506506,9
-0.7302574,1.0231069,0.066468805,-1.2258596,0.3859213,-0.18247412,-0.5998141,0.07522435,-0.863727,-0.90687984,0.30677268,-0.07865563,1.7696153,-0.17078692,1.1596804,-0.3424669,15
0.4311021,0.23066269,-0.016250625,0.742609,-0.62373865,1.1615026,1.4000261,0.6596114,0.20924139,0.03961456,1.3802127,-0.10836246,-0.8980082,2.478717,-0.42143768,0.23971821,15
0.5199988,-1.1931088,0.5098821,-0.03305243,-0.5746172,0.3434931,2.350542,0.36377358,0.34935313,-1.5083532,-0.48392528,-0.6721294,0.15916505,0.94557583,0.44112802,-0.1712833,15
0.47290832,-0.5883731,0.93566364,-0.36718768,-0.78205264,-0.16535006,-0.4400717,-1.4564775,0.68317455,-0.98929346,-0.205805,1.2537292,-0.22276115,0.16784097,0.38514996,-0.64161944,15
-0.46539983,-1.3447992,0.19094922,-1.087788,0.8799934,-0.43201083,2.7185493,-0.14948472,0.78661644,-1.0994272,0.5744544,-0.23552328,1.0376778,-1.2156762,-0.8220191,-1.4180313,14
-0.49326092,0.83415884,-1.8307674,-0.07944207,0.5191748,-0.068688184,-1.531975,-0.93679005,-0.020104587,-0.49803978,-0.6533033,-1.0043544,0.34237093,-0.46765777,-1.7339005,1.0134331,14
-0.93388635,-0.38385797,0.23390958,0.36136883,1.7622184,0.38838086,1.0767983,0.7583264,0.67996603,-1.4198179,0.24205145,-0.84669584,0.96381545,0.53369564,0.057721067,-2.0556462,13
0.5912428,0.5586499,-0.108097225,1.1569831,-0.5879794,0.7982034,0.29203102,2.0067208,-0.71976155,-0.95266366,-1.200258,0.46060783,-0.47118098,1.1969987,1.6160562,-0.4513827,14
0.0014523678,-0.40025157,1.7044812,-0.11391479,1.2178024,1.4217895,-0.057954255,-0.82673717,1.3592142,-1.606851,0.43849567,1.0522896,-0.1674697,1.7273985,0.32396135,-0.20079057,14
-1.2528708,-1.1260931,0.7307753,-0.7043295,2.546855,0.35671288,0.4780004,-0.08479729,2.2752974,0.43634105,-0.49927443,-1.1207963,-0.32496062,1.7137682,-0.26659387,0.6463452,14
-0.034489296,-0.109965175,0.18423644,1.8791839,1.9672804,-0.6736967,1.5771761,0.17161435,0.043606754,0.8527728,0.30905578,-1.7379745,-0.73593605,-0.95773613,0.32635927,-0.0029455088,11
-0.039438233,-0.6958743,-0.49756774,0.54336506,1.959207,0.06571166,-0.25502968,1.609145,-0.18434438,-0.7787391,-0.44687897,0.6275629,1.4276162,0.103484675,0.43295634,0.4415667,13
0.3249234,-0.28443623,-1.730865,-0.047387213,0.5315843,1.0998796,-0.7049171,0.8643285,-0.05977142,0.87796307,-0.012621079,0.49538663,0.57996905,-0.20322876,-0.22565283,-0.24813505,14
-1.2670786,-0.18965733,0.6418843,-0.40879405,-0.09170525,-1.0183914,-0.8317942,-0.86520636,-0.18526757,-0.24388252,-0.012384508,1.0773091,-0.6075751,0.66355205,0.35389888,1.2335817,2
0.21627232,-1.0195841,0.42705444,-0.60766333,0.89565575,0.5280437,-0.46243653,-0.009802017,0.15603445,1.2809439,-0.9806914,0.17352697,1.4818214,-1.5505722,-0.6775471,-0.252332,15
0.0086715,-0.87019974,-1.0691386,0.12420521,0.43356094,-0.12052062,0.10791826,0.35869634,-1.1398833,0.4863301,-0.5328053,-0.41064462,0.8683401,1.4481125,-0.90968305,1.2023505,14
1.1077622,0.30752367,-2.6313958,0.4550876,-1.1823924,0.27464816,-1.5851755,-0.05734603,0.06775714,1.0314033,-0.08470856,-0.41030562,0.85962385,1.2711191,1.3501626,-0.22350115,14
1.0773238,-0.910084,0.08538842,-0.10315648,0.6657351,0.61769605,0.6600122,1.0742985,-0.35130712,-2.2337816,0.4218256,-0.3197832,0.37722197,-0.50854194,1.2465931,0.19960381,13
0.73733926,-0.11042485,-2.6079252,-0.8750665,2.0449307,0.061788954,-1.1117933,0.2849391,1.5981245,0.05814084,-1.3249205,-0.28484654,0.31410247,-0.32913265,0.64064056,-0.37006593,9
-0.1293875,-0.44624197,0.027943822,-0.63539183,-0.5841978,-0.97660744,2.3477373,-2.0961573,0.22868457,-1.0540887,1.1386482,-1.3048532,-0.89866555,-0.39911246,0.25671205,0.0052700415,13
-1.0198648,-0.17489235,-0.84331566,-0.8129648,-0.0007932668,1.1804131,0.6500649,0.6698858,0.48010397,0.62077457,-0.42254817,-0.48650783,-0.06294809,0.22044589,0.76480925,-0.7128652,13
0.007565802,1.1873202,1.0297891,0.35464144,-0.059985615,1.0499965,0.088137195,0.054774664,-0.55225885,-0.7900891,-0.5497678,-1.516196,-1.0113567,1.3887802,0.4274714,0.24687792,10
1.1562891,-0.8929133,-0.20150873,0.8347936,0.08128997,0.49304017,-1.316867,-0.6577033,-1.4099367,1.5251869,0.51107854,-0.05286537,1.1244026,1.553735,-0.010320522,-0.80751204,11
1.1516489,-0.2566018,-1.9818658,0.030704137,1.1362851,1.1506288,1.4513466,0.84722215,-0.3161283,-0.9113958,-0.7629192,0.28479883,-0.5246424,2.34623,0.4466191,-0.7757373,14
0.18981716,0.9798367,-0.67327243,0.38328618,-0.5687908,0.0423216,0.1403141,-1.0213716,-1.8737333,0.09985925,-0.23982473,0.42378107,-0.27997044,-1.2628883,0.21073805,-0.62762713,12
-0.017177463,-0.9990439,-1.3676625,-0.056954786,-1.1054319,0.16554385,0.5097378,0.7972041,-2.4404304,-0.27989525,-1.5810093,-0.5723666,0.19944483,-1.6167421,-0.2940653,0.15669675,14
-0.645368,0.0014113486,0.4832385,0.073321536,0.3259205,0.72699726,-1.0000637,0.7400139,0.92162085,0.06598363,1.9040196,0.19966784,-0.7188647,0.86232144,1.303022,0.6337446,3
0.09071441,0.38028222,0.10692945,0.5262972,-0.06730348,-0.8302765,1.2011473,-1.6746439,0.67689186,-0.5272305,0.16884872,-0.8086175,1.0876844,1.0588658,0.11627996,-0.0063669793,14
-0.051153824,1.1786852,-0.5951391,0.34593344,0.7272607,0.3238718,-1.4579341,0.12262917,0.15458718,1.693257,-2.0855467,0.082506254,-1.3090695,0.20665589,-0.7053298,-0.22184624,14
-0.70154583,-0.18360646,0.7748753,0.7872674,0.47588542,0.18259594,-0.19935212,0.45650402,-0.4091343,0.2560773,0.8044598,-0.0053893384,-1.1865854,0.7325411,1.1760527,1.543181,14
0.83442575,-0.15357824,-0.34028092,0.24007986,-0.69758296,-0.5872262,-0.7779191,-0.5227801,-1.4554071,0.5964935,0.39984325,-0.72289723,-1.7843705,-0.35114154,-0.34844035,0.91255337,12
1.4166709,-0.23027678,-0.7305999,0.0637021,-1.0676092,0.14759213,1.7917254,-0.5626332,-0.60345304,-0.07239857,0.7151019,-1.1048973,-0.20795372,-0.35886464,0.08631641,0.6645829,14
0.6645697,0.49486184,0.9243651,1.0316052,-0.7237264,-0.9889053,0.21900272,0.90546846,0.37897846,0.61038,1.0441549,1.9688494,0.3959131,0.19495629,0.7893793,-0.18862292,11
0.55478793,-0.20974547,-0.5495537,-0.9739271,0.8317074,-0.22940196,0.47897524,0.94101113,1.5516886,-2.3739932,-0.789857,0.78119737,0.04978674,2.612487,0.6883939,-0.6146662,14
0.93528765,0.9818258,0.066224694,0.08123117,-1.9582914,1.1966603,-0.9173911,-0.052960854,-1.4340864,-0.033120826,-1.0608668,-0.5324505,0.026246361,-0.30454612,-0.4076116,-0.57151276,13
-1.3435361,0.82709706,-0.37213153,0.3701135,0.07569731,-0.12434156,0.19964823,1.0799252,0.116847515,-0.72373813,-0.46563682,-0.7961273,0.07889713,-0.99055564,-0.17615263,1.1543037,13
1.0374309,1.0894965,0.9865321,1.0458709,0.9078632,0.27254003,0.61307806,-0.31692395,-0.9585082,0.48858482,1.5435354,0.49929687,0.25637966,-0.7637826,-0.7631432,1.5316207,14
0.85321444,-0.096558325,-0.52106047,-0.7038839,1.4545118,-1.4998194,0.95577264,-0.7095971,0.18943387,-0.75158495,-0.75548524,0.76024336,0.10841784,-0.6571544,-1.3980108,-0.4441623,10
-0.29636043,0.07110524,-1.2365209,0.52443314,0.49895662,0.11525726,0.019240066,-1.6321306,-0.2965974,-1.0639089,0.013870757,-1.4247601,0.13618937,0.5107861,-0.15896997,-0.8697309,13
-1.1419208,0.17617054,-0.830909,0.66769683,0.028950369,0.18427119,-0.4379499,1.2584579,-0.7762592,0.07386724,0.97367233,0.49836776,-0.3742545,1.3589958,0.14805111,2.019871,13
1.1231154,0.046436906,1.4098678,0.10137267,1.7220027,-0.48542696,-0.7503209,-1.0130537,0.54092944,0.8363227,0.32011035,-2.1028776,1.5768855,-1.1639165,-0.62807435,0.7316774,14
-0.57555467,1.0243021,1.7400146,-0.106719255,-0.6583734,0.39539596,-0.7960468,-0.4941609,-0.18652874,-0.6741427,-1.4559771,-1.3039536,-0.50724953,-1.2797862,-0.67984694,0.30242515,14
-0.9767378,0.27014583,-1.2131392,1.4113109,-0.20047212,1.4219317,0.8315129,-1.2221651,-1.4214636,1.4085419,0.14917988,0.40422484,-0.034484234,0.5810907,-1.0116453,-0.14035775,14
-0.81116176,0.121571496,-0.14170118,0.35500723,0.96179634,0.5535666,1.0828589,0.83683527,-1.071617,0.095455036,0.12584074,-0.2970734,-0.2352922,1.4915451,0.07079064,-1.076724,11
-0.512207,-0.4160909,1.073362,1.0738488,0.1338363,0.64473784,-0.5224926,-0.79007983,0.8991914,-1.6015121,0.8037729,0.12289477,-0.3909521,0.38162234,0.20401928,-1.5417192,14
-0.5754001,-0.50042707,0.46309036,0.30312032,1.431121,0.32464182,1.5242006,0.9991935,1.9906446,0.6540718,-1.9220754,-0.052605793,0.3389145,1.5556313,-0.63384444,0.18252395,14
0.9185785,0.44512767,-1.136816,0.3129809,-0.27077708,-0.21113889,0.36653867,0.4560754,1.4533621,-0.61709553,1.6711296,0.32629132,-0.54983234,-0.8092562,0.9296047,-1.107989,14
-1.4037399,0.108109444,-1.4821515,0.83787346,0.71988773,2.2095711,0.6421714,-0.9649182,-1.3180906,0.94540423,-0.21717992,-0.26023385,0.30958742,0.25679064,1.6538707,1.8155323,15
-0.75860214,0.83153033,-0.03602073,0.1501495,-0.75515217,-0.43699163,-0.9687886,0.53969985,0.3530853,-0.16454405,1.4457319,0.45469445,1.0230129,2.0204728,0.24166515,-1.4236196,4
-1.4726803,0.6524024,1.5531285,-0.053861365,1.641088,-0.3598819,-0.26944625,1.3350934,-1.2599254,0.30650353,1.8602495,1.084583,-0.64051884,0.26340577,2.0658615,-0.83497345,13
1.4568936,0.08472283,-0.5202183,0.8051456,0.8015816,-0.92358196,0.04377646,0.33647546,-0.048497498,-0.8881399,-1.3768312,0.97988975,1.7268379,-0.991106,0.9924631,-0.8660109,13
1.3459995,0.13252318,0.45783323,0.4064136,-0.81785965,0.3125984,0.17784914,-0.7516765,0.9312042,0.26136422,0.5552904,1.122758,0.35982054,-0.14710613,-1.349831,1.2279403,2
-0.018355578,0.7967563,-1.4123975,0.41188085,-1.4263896,0.26176363,0.91751033,0.2941801,0.13295102,-0.32556134,-1.0493096,-0.38960892,1.7665365,-0.80925053,0.6581058,1.2159564,14
0.6142834,0.115527645,-0.04060353,-1.091221,-0.6734492,0.043015264,-0.34995085,1.2815958,-0.5784092,-1.6877475,0.74561894,-1.4192708,-1.6900237,0.3578404,-1.2062443,0.8807764,15
-1.2629433,1.0160136,1.6425717,-0.6762059,-0.1773636,-1.5182458,0.10748124,-0.359802,-1.1007591,0.10287806,-0.13429514,-0.8362002,0.18468563,1.8373158,-0.31099576,0.65947336,2
-1.3127165,-0.42151552,1.57324,-0.12679687,0.9488105,-0.88391674,0.011831187,-1.5196428,-0.60556185,0.91820806,-0.7679679,-0.032093458,1.3995723,0.032290634,-0.38388968,0.9562027,14
0.91330445,0.9307728,-0.078308895,-0.4229558,-0.74396944,-0.56265885,-0.4814507,-1.0231723,1.1600308,0.8571708,0.16659562,0.9060849,-0.23131011,-1.3444728,-0.15946874,0.051896647,11
-0.38902262,0.8706254,0.48917136,-0.32925427,-0.9460813,-0.7016635,-1.1555606,1.6724654,-1.0870343,-1.3313081,1.4172157,1.5524892,-0.9359178,-0.075428545,0.10142699,0.845913,14
-0.85586804,-0.80305034,0.20252688,-1.2757914,0.06552676,0.22183277,0.051628858,0.31867695,-0.34789854,1.0212505,-1.1683193,-0.09230648,0.74825275,-0.13379264,0.79240936,-0.64886874,13
-0.036268175,0.694788,-0.7476479,0.5594982,-0.17024069,-0.0048029125,-0.7252254,0.023381524,0.4044939,0.39505953,0.06811917,0.47182575,0.33669543,-1.6971673,0.2038293,0.13762976,15
-0.7410266,1.256014,-0.3683986,0.64283323,0.56419545,-0.65809435,0.40393734,-0.346417,0.5347996,0.12817611,0.104317605,-0.3358668,-0.36214012,0.8128536,-0.50087065,0.33152092,14
-1.6115811,0.8144233,-0.62016034,-0.6529205,-0.007992383,-0.73423886,0.102319,-0.96689934,-0.7682649,-0.23899542,-0.5857849,-0.17860427,-0.12743779,-0.7947598,0.03173194,-0.13150378,13
