Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
0.99851865,0.9979813,0.961943,-0.9882591,0.99399936
0.9991863,0.9990572,0.98010993,-0.99297214,0.9974674
0.9887498,0.9878137,0.9100832,-0.9555334,0.97572577
0.9991425,0.99898094,0.97982955,-0.9934094,0.9970273
0.9992742,0.9991755,0.9835638,-0.9937291,0.9975323
0.9989873,0.99872434,0.9727413,-0.992303,0.9964896
0.9974597,0.9966903,0.95489335,-0.98305255,0.9925164
0.99788886,0.99769306,0.96605015,-0.98702466,0.99362224
0.9986241,0.9983598,0.9695876,-0.98947483,0.9954697
0.9999478,0.9999383,0.9956942,-0.99900633,0.99968815
0.99977493,0.99967456,0.9882808,-0.99743634,0.9989559
0.99536383,0.9952436,0.94390535,-0.9767035,0.9886522
0.99740034,0.99678934,0.9592672,-0.9836291,0.9923167
0.99952996,0.99932915,0.9833751,-0.9948142,0.9976439
0.9988113,0.998413,0.9679967,-0.99073565,0.9954069
0.99588346,0.9950988,0.94567055,-0.9787009,0.98911697
0.9959637,0.99559987,0.9490776,-0.97617733,0.99008566
0.9990742,0.9989024,0.9729067,-0.99231464,0.9966394
0.9984433,0.99831706,0.9697614,-0.98903334,0.99547565
0.9961574,0.9959785,0.95054114,-0.9770903,0.9900873
0.9991369,0.99892277,0.974918,-0.99302703,0.9965597
0.995086,0.99360687,0.9386087,-0.97560346,0.98654974
0.9994982,0.9993964,0.9819749,-0.99474156,0.9979585
0.99782974,0.99761665,0.9618258,-0.98515755,0.99271554
0.9973398,0.996525,0.9589449,-0.9813146,0.99205047
0.9993028,0.99923486,0.9798028,-0.99505574,0.99791753
0.99963737,0.9994627,0.98518646,-0.996746,0.9984029
0.99944514,0.9991986,0.9802114,-0.9940311,0.9976247
0.9951789,0.9944739,0.93819404,-0.9752182,0.98694354
0.99831635,0.99773425,0.9676521,-0.9870283,0.99421823
0.9995807,0.9995373,0.98633415,-0.99569654,0.99841875
0.9995072,0.99919355,0.9833314,-0.9952385,0.9977388
0.998505,0.99836475,0.9710581,-0.9911841,0.99545884
0.99800193,0.9973226,0.96286404,-0.9855649,0.9935527
0.99732196,0.9969315,0.95712245,-0.98514575,0.9924174
0.99733955,0.99689037,0.9541767,-0.9823884,0.9920135
0.9880041,0.9869791,0.8965322,-0.953598,0.9704524
0.99974084,0.99969673,0.98981094,-0.9969859,0.99891263
0.9987404,0.99828494,0.9665606,-0.9896316,0.9955317
0.99915546,0.99909246,0.9785333,-0.99441594,0.9976765
0.9990981,0.9989249,0.9752949,-0.99219024,0.9968243
0.9976655,0.99753416,0.962095,-0.9846711,0.9935356
0.99983495,0.9997828,0.9906637,-0.9973244,0.999166
0.9995671,0.999437,0.98211414,-0.9954823,0.99803585
0.99922246,0.999131,0.9784368,-0.99386895,0.99702716
0.999818,0.999757,0.9912761,-0.9976318,0.99913573
0.999494,0.99939084,0.98380655,-0.99491954,0.99806505
0.997391,0.9971558,0.96051073,-0.98223335,0.99342287
0.9984533,0.9981807,0.9718688,-0.98908997,0.9941976
0.99624395,0.9949191,0.94018465,-0.9807749,0.98866916
0.9989416,0.9988335,0.97633046,-0.9908489,0.99626863
0.9974387,0.9970782,0.96014315,-0.9825579,0.9928978
0.99950397,0.9992959,0.98436135,-0.9947127,0.9978334
0.999582,0.99943864,0.984084,-0.9956142,0.99830157
0.9988052,0.9983942,0.96871847,-0.9910204,0.9953517
0.99984,0.9997814,0.99184203,-0.9977843,0.9992046
0.99631035,0.9953776,0.9466546,-0.9794815,0.9886209
0.99983644,0.99975866,0.99079937,-0.9974733,0.99911964
0.99985176,0.99982435,0.99281865,-0.9977429,0.9993496
0.9990836,0.99903995,0.978648,-0.99366987,0.9971222
0.9987917,0.99848485,0.97250605,-0.9912884,0.9960194
0.99977475,0.999699,0.98932934,-0.997456,0.9990298
0.99959105,0.99947,0.98509365,-0.9966268,0.9984245
0.99845546,0.998105,0.9702376,-0.9900151,0.9951097
0.99883866,0.99855775,0.9779358,-0.99107665,0.9961929
0.99781466,0.9973284,0.9577512,-0.9878447,0.9935144
0.9999099,0.99989617,0.9948753,-0.998431,0.9995504
0.99869263,0.9983638,0.9716048,-0.99006176,0.9950393
0.9989941,0.99879175,0.9754703,-0.9921832,0.99630487
0.99913615,0.99898237,0.9796946,-0.9924597,0.9966513
0.99888146,0.9986737,0.97333103,-0.9913743,0.99615455
0.99874586,0.9983901,0.9695496,-0.9905026,0.9955546
0.99870056,0.9984532,0.9747569,-0.98998207,0.9957378
0.99940103,0.99921197,0.9816061,-0.9956208,0.9979793
0.9993596,0.9990526,0.97918326,-0.99400866,0.99727577
0.9994016,0.99901444,0.97791773,-0.99285775,0.99707747
0.9994621,0.9992889,0.9852374,-0.99432236,0.99775946
0.9988411,0.9987984,0.9783251,-0.99149925,0.9967177
0.99746644,0.99693257,0.96251166,-0.9815037,0.99235773
0.99934405,0.9990277,0.9804286,-0.994218,0.99748915
0.9993352,0.9989551,0.9807199,-0.9941803,0.9972679
0.99944836,0.9992869,0.98288673,-0.9937839,0.99766326
0.99484825,0.9944747,0.9397375,-0.97254705,0.98645705
0.999765,0.99970686,0.990965,-0.9969743,0.9990364
0.9994641,0.99929047,0.9815498,-0.9943202,0.99775195
0.9993054,0.99916,0.98101944,-0.99313396,0.99749225
0.99221873,0.99117285,0.9239783,-0.9638959,0.9810754
0.99989116,0.9998812,0.99394137,-0.9985961,0.9995477
0.9999473,0.9999235,0.99550277,-0.9988737,0.9996969
0.9963371,0.99580014,0.9526403,-0.9813545,0.99074477
0.99904627,0.99893147,0.9784565,-0.9917235,0.9968296
0.99905235,0.9989892,0.9758679,-0.9924548,0.9969201
0.997854,0.99743694,0.9624595,-0.9848209,0.99293286
0.9998795,0.99981344,0.9921477,-0.9983322,0.9992862
0.9969385,0.9963097,0.95626885,-0.9824345,0.9907741
0.9941458,0.9928813,0.94068986,-0.9728101,0.98578334
0.9997228,0.99958503,0.98762715,-0.99610084,0.99843395
0.9998067,0.99978524,0.9911563,-0.9980097,0.9992071
0.9938943,0.99293256,0.93412787,-0.9738379,0.9852068
0.9932766,0.99183756,0.9303211,-0.96740603,0.9829996
0.9995204,0.9993052,0.9836221,-0.99512,0.99756944
0.99955386,0.9993651,0.98479706,-0.9946478,0.9981218
0.9998199,0.9997777,0.98926955,-0.9978568,0.99918145
0.99780893,0.997175,0.9616451,-0.9857121,0.99305284
0.99980634,0.9997386,0.989734,-0.9970205,0.9990535
0.9973262,0.9964772,0.95982474,-0.9841736,0.99214774
0.99964374,0.9995102,0.98775154,-0.9958428,0.9985185
0.9988721,0.99840075,0.97189444,-0.9890896,0.99510443
0.998595,0.998357,0.9681606,-0.9912194,0.9954295
0.99841315,0.9983737,0.9676689,-0.9882063,0.99546
0.9995328,0.99942183,0.98401403,-0.9961653,0.9983751
0.9986468,0.99862623,0.9726047,-0.99192303,0.9960525
0.99949515,0.99939305,0.9854753,-0.9950497,0.9978688
0.99593467,0.9952963,0.94726104,-0.97774494,0.9888732
0.99741834,0.99633086,0.9579824,-0.98175883,0.99110746
0.99792105,0.99770486,0.9649498,-0.98510736,0.9931995
0.99958616,0.9994248,0.9856893,-0.99549496,0.9982551
0.996559,0.9950169,0.9471967,-0.9806554,0.98902506
0.99816513,0.997844,0.96394384,-0.98936903,0.9934848
0.9977037,0.99718815,0.9595881,-0.9844668,0.9926212
0.9993233,0.9992238,0.9783873,-0.99503636,0.9975727
0.9974166,0.99682945,0.961964,-0.98523945,0.99155116
0.9985643,0.99829507,0.9710495,-0.9902384,0.9958888
0.99982035,0.99969846,0.98902375,-0.9975037,0.9989806
0.9985965,0.99827695,0.9721805,-0.9898731,0.9956189
0.9969586,0.99604267,0.9489222,-0.9837324,0.9904622
0.99851185,0.9980982,0.9647196,-0.9899331,0.99512947
0.9951369,0.99413747,0.9426836,-0.9741699,0.9864077
0.9968073,0.9965525,0.9553041,-0.9826002,0.9915263
0.9995559,0.99947256,0.9868012,-0.99548185,0.99803424
0.99862516,0.9984668,0.9723585,-0.990653,0.9959087
0.99382514,0.99171144,0.92539775,-0.96954846,0.9816781
0.9978324,0.9969772,0.95814216,-0.9852953,0.9924566
0.9999247,0.99985194,0.99440205,-0.99868107,0.9994999
0.99969304,0.9996382,0.9869615,-0.9966372,0.99856836
0.99863964,0.9980146,0.9707618,-0.9887016,0.99489856
0.9991322,0.99904364,0.98027813,-0.9925882,0.9972821
0.9977081,0.9968107,0.95817924,-0.9824741,0.99275696
0.9984403,0.99814516,0.96898144,-0.9891279,0.9950525
0.99682283,0.9962828,0.9514366,-0.98079646,0.99111176
0.9992878,0.99912846,0.980232,-0.99332905,0.99773335
0.99831325,0.99795336,0.9689638,-0.9890406,0.9946995
0.99809986,0.99746966,0.9629099,-0.98703504,0.99360454
0.9995399,0.9993095,0.9817908,-0.9951931,0.9980557
0.99959195,0.99941665,0.9861072,-0.99505615,0.9979037
0.9984727,0.9980853,0.96789825,-0.98871833,0.9944716
0.9978298,0.997445,0.9613006,-0.986502,0.99345624
0.99668485,0.996026,0.95394033,-0.9835695,0.9909281
0.9989781,0.99864435,0.97297066,-0.99161947,0.9955908
0.9990083,0.998634,0.9700579,-0.9924984,0.9959359
0.9999057,0.99986374,0.99338526,-0.9984294,0.9994591
0.99948376,0.9994395,0.98562443,-0.9952314,0.99831194
0.999762,0.9997115,0.991187,-0.99691164,0.9990367
0.9982101,0.9978077,0.966066,-0.9898108,0.9943545
0.9988947,0.99865544,0.97261363,-0.9920148,0.99609077
0.99692196,0.99615335,0.9547311,-0.98078763,0.9898745
0.999743,0.99970293,0.9890453,-0.99690676,0.9989421
0.9980385,0.99753153,0.9660183,-0.9857783,0.9938938
0.99910235,0.99890035,0.976349,-0.9920217,0.9970858
0.99870175,0.99826425,0.96947527,-0.98950917,0.99486506
0.9984829,0.99815965,0.96963125,-0.9876517,0.99494153
0.99985665,0.99976474,0.99117154,-0.99783766,0.9991445
0.997193,0.9966128,0.95015925,-0.9862396,0.9922555
0.9975817,0.99720025,0.9625055,-0.9849458,0.99264985
0.99672836,0.9965502,0.9563401,-0.98311234,0.99143595
0.9988831,0.9988138,0.9776473,-0.9913545,0.9967877
0.9993001,0.99903566,0.97932774,-0.9946228,0.9972825
0.99911,0.99866366,0.97415626,-0.99119335,0.9961435
0.9994639,0.9992397,0.9782538,-0.9942079,0.99746394
0.9977571,0.99698365,0.9592366,-0.9858895,0.99256444
0.99982727,0.99973136,0.99060327,-0.9970464,0.9991239
0.99978906,0.99972016,0.989868,-0.9970077,0.998851
0.9998443,0.9998117,0.99123544,-0.99804,0.99935865
0.9991474,0.99889386,0.9755731,-0.9928314,0.9968412
0.99981225,0.99974597,0.98933125,-0.99763274,0.99913675
0.99917024,0.99909514,0.98122585,-0.99319524,0.99739724
0.99447817,0.9935836,0.94281864,-0.97327083,0.98543817
0.99571955,0.9950733,0.9393906,-0.977078,0.988168
0.99958855,0.99937636,0.98322874,-0.9962889,0.9981058
0.9975509,0.99675137,0.96116954,-0.98329884,0.9912873
0.9991103,0.9989247,0.97778046,-0.9919825,0.99696887
0.9958607,0.99557006,0.9547288,-0.98043966,0.989495
0.9999415,0.9999097,0.99487144,-0.9986789,0.99964166
0.9964835,0.99483514,0.9486036,-0.9752624,0.98895913
0.99811065,0.99709785,0.9631896,-0.98565453,0.9931738
0.9996626,0.9994858,0.9865334,-0.99642426,0.998303
0.99981713,0.99972975,0.9901811,-0.99740994,0.99903584
0.9997918,0.99975765,0.99085325,-0.9976867,0.9991234
0.99985087,0.99980813,0.9910199,-0.9980467,0.9992698
0.99992746,0.9998842,0.99367005,-0.9988136,0.99952835
0.999887,0.9998554,0.993334,-0.99836606,0.99941754
0.9981786,0.9973548,0.9654275,-0.98728496,0.99310535
0.99987364,0.9998083,0.9913021,-0.99780065,0.9993444
0.99493444,0.9941762,0.93821263,-0.9758184,0.98647445
0.9991589,0.9988577,0.9749798,-0.99389786,0.997013
0.99778736,0.99738854,0.96339583,-0.9861152,0.9934721
0.99978834,0.99968696,0.9880421,-0.996984,0.99882644
0.99965286,0.99962664,0.98916215,-0.99696416,0.99877936
0.9972582,0.99685526,0.9587929,-0.9836621,0.9912208
0.99754745,0.9972636,0.96340066,-0.9856701,0.9929279
0.99886876,0.9986701,0.9765581,-0.9903053,0.99604565
0.998903,0.99868184,0.97589236,-0.992123,0.996329
0.9981738,0.9976958,0.9673755,-0.98783463,0.99415183
0.9999566,0.99993926,0.99617136,-0.99903196,0.9997692
0.9991878,0.9989867,0.97209096,-0.99360883,0.9968021
0.9983961,0.998375,0.9692143,-0.98998505,0.99584395
0.9948299,0.99404866,0.94614285,-0.9716766,0.98677367
0.9978362,0.99773526,0.96442044,-0.98621774,0.99359536
0.99816084,0.9977658,0.9705363,-0.98638004,0.9948148
0.9991154,0.9989142,0.9789937,-0.99272025,0.9972756
0.9961977,0.9953009,0.950823,-0.97922176,0.98870826
0.99916494,0.99892104,0.97321963,-0.9932126,0.99683833
0.99873894,0.9983526,0.97001034,-0.99015486,0.9950821
0.9991882,0.99901927,0.9796591,-0.99314517,0.9968263
0.99943596,0.99931395,0.9837507,-0.9948532,0.9978946
0.9990174,0.9987146,0.97633433,-0.99227244,0.9967356
0.9987818,0.99846286,0.9746495,-0.9903616,0.99622774
0.989508,0.9869088,0.90066975,-0.9573994,0.9748488
0.9983089,0.9976441,0.9623648,-0.98614967,0.99358803
0.9998643,0.999795,0.9928809,-0.99804926,0.99936974
0.99861425,0.99826705,0.9714389,-0.98713773,0.9957787
0.99968976,0.99958915,0.9881215,-0.99629205,0.9987661
0.9975367,0.99679947,0.96156776,-0.9838448,0.99316424
0.99892,0.9985868,0.9755948,-0.99234974,0.99613607
0.9973447,0.99691755,0.96194446,-0.9797915,0.9919975
0.9987958,0.9984701,0.9736153,-0.99158424,0.99587405
0.99885637,0.998718,0.9751933,-0.991433,0.99636877
0.9995988,0.9995219,0.9863914,-0.9953278,0.99852884
0.9995314,0.99936366,0.9844139,-0.99544585,0.9978975
0.9997455,0.99967533,0.99059534,-0.9972904,0.9989429
0.99960154,0.9994059,0.9841837,-0.99578696,0.998107
0.9988171,0.9987707,0.9737485,-0.9909254,0.9964785
0.9987951,0.9984577,0.97399104,-0.9909243,0.9953655
0.9987288,0.9983591,0.97013694,-0.9895069,0.9950615
0.9996882,0.9996048,0.988541,-0.99652165,0.99873567
0.99788845,0.9976674,0.9620463,-0.9874026,0.99403006
0.9995587,0.9993849,0.9851643,-0.99508774,0.99791396
0.9954285,0.9951037,0.9531555,-0.97893566,0.98981
0.99848086,0.99822325,0.96879166,-0.99021316,0.9949785
0.99510986,0.9937325,0.9427714,-0.97709453,0.98712856
0.99381775,0.9921196,0.9296652,-0.96698934,0.9833694
0.99815494,0.99777114,0.9669596,-0.9872056,0.9947283
0.99916196,0.99913925,0.97937244,-0.9939107,0.9976669
0.9971968,0.9962772,0.9566822,-0.98429984,0.9918094
0.99796087,0.99776137,0.9654244,-0.9858895,0.9940225
0.99966055,0.9994611,0.9860011,-0.9960008,0.9984966
0.9992887,0.99896264,0.9776848,-0.9938971,0.99727535
0.99944484,0.999277,0.9815343,-0.99507916,0.9978598
0.9989816,0.9986017,0.9768043,-0.9901853,0.99605066
0.9994535,0.999234,0.9836423,-0.9943905,0.9975708
0.9977302,0.9972533,0.95993,-0.98409915,0.9927182
0.9982832,0.9980331,0.9679374,-0.98957336,0.994623
0.993362,0.9925253,0.9366036,-0.9693131,0.98403245
0.9976593,0.99726963,0.9586819,-0.9850043,0.9935284
0.9993239,0.99910206,0.97953725,-0.9947958,0.9975244
0.9990799,0.99884474,0.9741432,-0.99329937,0.99671566
0.9944414,0.99370134,0.9415017,-0.97561723,0.98521477
0.99946487,0.99929154,0.98207164,-0.9951719,0.9979356
0.99868447,0.9985401,0.97318715,-0.98958516,0.99565357
0.9991229,0.9988286,0.9775006,-0.991928,0.99690217
0.997212,0.99634993,0.9542377,-0.981639,0.99065936
0.9992316,0.99888563,0.97667086,-0.9928964,0.9968761
0.9995853,0.9994237,0.9845775,-0.99479413,0.99789256
0.99743444,0.9972171,0.96037185,-0.98541963,0.993245
0.9995027,0.99933517,0.98267055,-0.9948729,0.9978664
0.99846995,0.9982105,0.9708767,-0.98921806,0.995207
0.9997045,0.9996219,0.98662794,-0.9973717,0.9986529
0.9980927,0.9978413,0.9708336,-0.98627716,0.994039
0.9984252,0.99833673,0.971006,-0.9882119,0.99506503
0.9981438,0.9978826,0.9671076,-0.9883122,0.99435437
0.999561,0.9994424,0.98465693,-0.9957651,0.9981138
0.99852794,0.99811405,0.9687692,-0.9877692,0.99435776
0.9998597,0.9997308,0.99000084,-0.99746174,0.9991588
0.99906695,0.9988423,0.9753108,-0.9919203,0.9961384
0.99940825,0.9992665,0.9831665,-0.994444,0.9975149
0.99929094,0.9988656,0.97169673,-0.9938103,0.99636054
0.9992185,0.9989365,0.9766046,-0.99306816,0.9966109
0.9983258,0.9981728,0.97097856,-0.9897217,0.9955299
0.9993521,0.9991814,0.9794525,-0.99371415,0.99725956
0.99875516,0.99851066,0.9685734,-0.99113655,0.99575925
0.99846894,0.9979858,0.96871895,-0.98844206,0.994277
0.9985494,0.99792427,0.9662967,-0.9896966,0.9949515
0.9968773,0.99622595,0.95553344,-0.98221016,0.99048555
0.996565,0.9962827,0.9496582,-0.98200625,0.9906886
0.9992107,0.9990976,0.98123646,-0.9932769,0.997454
0.9987632,0.9984544,0.97197324,-0.9900706,0.9957932
0.99991214,0.99988574,0.9928638,-0.9984905,0.99947846
0.99414706,0.9940587,0.9420424,-0.9726123,0.9871252
0.999881,0.9998499,0.9939917,-0.9985471,0.99931794
0.99843216,0.99808675,0.9707548,-0.9885767,0.99475676
0.999181,0.99895394,0.9775799,-0.9922918,0.9970366
0.9972626,0.9968279,0.9537537,-0.984594,0.9917995
0.9991233,0.999009,0.97813314,-0.99348295,0.9972667
0.9998698,0.99980277,0.9908051,-0.9983055,0.9993417
0.9995102,0.9993581,0.98390734,-0.99507415,0.99812186
0.9966674,0.9964615,0.9575249,-0.98182964,0.9907066
0.9996105,0.99956435,0.9876077,-0.9962009,0.99847156
0.9986293,0.9985994,0.9769413,-0.9906628,0.9963417
0.99980617,0.99973816,0.99044144,-0.9973515,0.9990169
0.9995929,0.99940455,0.9840965,-0.99589646,0.99803627
0.9996908,0.9995871,0.98748577,-0.99670374,0.99877197
0.9984814,0.99811226,0.96611685,-0.98892295,0.9955543
0.9990884,0.9988723,0.97696644,-0.99239004,0.9970214
0.99926925,0.9991195,0.98139215,-0.9939877,0.9976059
0.99819976,0.99800694,0.96181107,-0.9880388,0.99425256
0.99829453,0.99782056,0.9685722,-0.9878233,0.9946393
0.9997504,0.9996917,0.98875725,-0.9970311,0.9988406
0.99907285,0.99870074,0.97822917,-0.9910841,0.9963048
0.9969065,0.9963245,0.95860106,-0.9803052,0.9908546
0.99958634,0.99947953,0.98700476,-0.99598515,0.9981149
0.99957347,0.9993297,0.9850347,-0.9951069,0.99773955
0.99918395,0.9991068,0.9815341,-0.99387276,0.99689674
0.99790084,0.9975886,0.96558905,-0.9848387,0.99297184
0.9960766,0.99518573,0.94481164,-0.97763664,0.9881867
0.99977857,0.9996072,0.9873952,-0.99667645,0.99871796
0.99813265,0.9980717,0.9674126,-0.9885319,0.9948653
0.99890053,0.9986806,0.9740898,-0.99119204,0.9961446
0.9998911,0.99985456,0.99208564,-0.9982561,0.99939704
0.99927115,0.99898404,0.9790712,-0.9933361,0.99709964
0.9989994,0.9986845,0.97450686,-0.9908572,0.99639636
0.9990593,0.998807,0.9776686,-0.99294615,0.9967072
0.9986188,0.99833447,0.97304696,-0.9901221,0.9953434
0.99935484,0.99923855,0.98190814,-0.99375623,0.9975131
0.9982711,0.99790555,0.96855205,-0.9872441,0.99472874
0.99862134,0.9978259,0.9674865,-0.9895715,0.99451035
0.9996361,0.99944663,0.9845477,-0.99559104,0.9980986
0.9959511,0.99531555,0.952834,-0.9807224,0.99098885
0.99742204,0.996886,0.9553864,-0.9857284,0.99162424
0.9994675,0.99921584,0.98258185,-0.99431044,0.997875
0.9985499,0.9983379,0.9696102,-0.9896666,0.99467367
0.9979825,0.9978297,0.96333575,-0.98725176,0.99399173
0.9999011,0.99983597,0.991714,-0.9982427,0.9993829
0.99978024,0.99974775,0.99089974,-0.9972668,0.9990514
0.998061,0.9978039,0.9654469,-0.98832417,0.9940329
0.99722284,0.99682933,0.95639396,-0.9830053,0.9915019
0.9988236,0.99842006,0.9698095,-0.99110687,0.99520206
0.99939656,0.9992977,0.9806977,-0.99517137,0.9976534
0.99917364,0.9990396,0.9792301,-0.9932902,0.99727225
0.99546546,0.9943373,0.93936616,-0.9775562,0.9878889
0.999983,0.99997073,0.99760574,-0.999607,0.9998638
0.9992287,0.99901843,0.97882086,-0.99379456,0.99707055
0.99841046,0.9984891,0.9730385,-0.9881368,0.9955591
0.9976011,0.99711865,0.9580015,-0.98477536,0.9918443
0.99941695,0.9991969,0.9823109,-0.9941134,0.99757254
0.9988828,0.9986032,0.9762867,-0.99039036,0.9962362
0.99643886,0.99531317,0.9500644,-0.9800164,0.989837
0.997439,0.9969943,0.9607001,-0.9860663,0.9920564
0.9998176,0.9997936,0.99172086,-0.99771017,0.9991692
0.9978426,0.997526,0.9665834,-0.98545766,0.9932103
0.9984813,0.9980506,0.9665259,-0.989064,0.99470675
0.997902,0.99736196,0.95935124,-0.98492503,0.99316657
