 parents,has_nurs,form,children,housing,finance,social,health
-1.3880402,-0.65661454,-0.61497134,0.31050918,0.8442019,1.0567635,-0.82161534,0.66948766
0.7337655,0.67002827,0.13762277,0.8838684,-0.10179441,-0.5164179,-0.74440676,-2.3150632
0.45943213,0.3583108,2.3952904,-0.87850416,-0.7213555,0.17609732,0.058469467,1.437961
1.578838,-0.10970582,-1.0203866,1.2884258,-1.0396113,-0.5622605,1.3909719,0.5123086
1.0369754,-1.7311788,0.6239238,-1.4937664,0.099167615,-0.20560165,1.2758763,0.19919263
1.1867076,0.69549435,-2.0100014,-0.09623469,-1.1394482,0.10386039,-1.3028327,-0.3514448
-0.13634557,0.6824992,0.8027164,-0.7209045,-0.16741648,0.54924244,1.1605979,-0.808047
1.2053812,1.4901481,-0.84032786,0.060914285,0.20033063,-0.6431687,0.62944674,-0.41944206
0.24507388,2.318297,-0.13245021,0.19776082,-0.15510252,1.2182183,-0.8935927,-0.892032
-1.3275698,0.52247405,-1.0068654,-0.8721841,0.5102078,0.22652315,1.5871744,0.8248531
1.3269136,0.34757882,1.8087262,-1.1118802,-0.8107901,-1.3833637,-0.3863413,-0.7622437
-1.4016995,-1.7373221,0.6538146,-0.46478382,-1.1518354,-0.32115382,-0.3659816,-1.4260768
0.27615643,-0.8076967,0.9581413,-0.95322734,1.1010668,1.1956985,-1.3208641,-0.5563802
1.0986444,2.0529962,-0.2290707,-0.042453036,-0.38340163,-0.28461915,0.3536822,-1.8891557
-0.01942147,0.950952,0.7582022,-0.33834496,0.123436004,0.2564656,1.4999977,-1.5031936
-0.191263,-1.5228951,0.610679,0.047567897,0.8496049,-0.9021532,0.8611659,0.045881785
-0.30067942,-0.57512283,1.407198,-0.93487483,-0.08797328,-1.3967185,1.6372741,0.21900202
-0.0031738356,1.0982528,-2.2817295,-0.047147557,-0.55197626,-0.43486077,0.89528316,1.2243438
0.23537368,2.3267956,0.468024,-0.056892224,0.39510736,-1.0434656,0.67777,-1.2777333
-0.7646898,-0.31920195,0.2510548,-0.86593527,1.3299158,0.9706145,0.26629755,-1.243102
-1.836536,0.5283975,1.5034828,0.066922836,0.53614634,0.08061396,0.78971946,-1.349759
-1.3465898,0.11663526,0.5045589,-1.0765209,-0.9335061,0.7298351,0.31239665,-0.08079081
-1.0102751,-0.985431,0.45082277,0.40975654,-0.8484316,-0.10843408,0.40285176,0.9438457
1.3020889,-1.0141375,-0.8243796,-0.8092502,1.2606053,-0.4443586,1.6502136,1.167118
0.39211753,0.5817246,1.0259478,-0.9220203,0.9609177,1.2100797,0.763614,-1.0689183
1.1074077,-0.07649742,-0.80640084,2.071379,-0.25299206,-0.51297855,-1.6702999,0.20634179
1.5796845,1.199944,-0.62330663,-0.9933161,-0.86061454,-0.15549254,-0.70673674,0.6366345
-1.6327235,1.6602368,-1.1461748,-0.9135223,0.27058557,-0.49271864,0.33460313,0.8655042
0.25243217,-1.5329847,-0.2818396,-1.1328506,0.47210076,0.8605829,-1.6071154,-0.22189824
-0.4661403,-0.75800246,-1.7937087,0.86816967,1.1930696,-0.77149945,1.9302657,-0.15446919
1.2176063,-0.37719414,-1.1069368,-1.1079837,1.719223,-0.55055004,1.0766566,0.25142962
-0.75674284,-1.3792102,0.8236834,1.487343,1.2803391,0.059777394,0.5682018,-0.75616294
-0.20841616,0.2896554,-1.0001324,-1.0377098,0.6513183,0.027396888,1.9569045,-0.40089774
-0.94977546,-1.4937694,0.6473556,-0.3609055,0.119977206,0.12799072,0.3899996,0.061695013
-0.26900646,0.9762816,0.06280789,0.20283085,0.6521256,1.2206247,-1.2210809,1.2260355
0.4058278,-0.020647824,-2.4178576,0.5995094,-0.68981206,0.7996476,-1.0220993,-0.51315224
1.0888277,-1.1910827,-0.9775184,1.9844358,-0.69414335,0.1132905,-0.39963564,-0.57772785
-0.5242584,-0.8179633,0.5510037,-1.4393263,0.1076912,-0.74624866,-1.2368186,-2.2194307
-0.306106,0.45581317,-0.5722134,-0.8252105,-1.6715543,-0.24791302,0.8714088,0.89040107
-1.7297214,-0.03972578,1.0605472,1.469883,1.3651493,-1.172886,0.25453305,0.36459005
-1.0931851,0.31934988,0.14351891,-0.08034877,-0.78813034,0.46643323,0.74202305,1.3838838
0.49187863,0.9328019,0.19085717,-0.44264612,-1.2746603,-0.28383076,1.8570628,-0.26899332
-1.1361665,1.5306551,-1.0837512,-0.7178187,-0.14725411,-0.3591298,-0.6894824,-0.15943445
-0.9235982,-0.7574071,-0.87928784,0.8536339,-0.82485765,0.6124558,0.56353205,0.9710781
-0.20355967,1.0777457,-0.6345203,-1.5834649,-1.05911,0.15276775,0.15096587,1.2870024
-0.25822672,-1.071878,0.53310716,-0.10062086,-1.6196227,0.4825809,0.5542392,-0.54579204
-1.1653007,0.028167069,0.8972304,-0.54168487,1.248178,1.2114218,-0.22099854,0.20337696
-1.1138936,-0.20418283,-0.40620723,1.945441,1.260763,-1.4728434,0.17476808,-0.861769
0.3176308,1.2274482,-0.47992155,-0.6059181,-0.56009805,-0.06802776,-0.47977608,-0.95499045
0.20727128,0.27575812,-1.6787758,0.19105792,-0.6178463,0.09570056,0.08736133,-0.07302136
0.77886033,-0.5747451,-0.21895099,-0.49768218,1.7579163,0.3888579,-0.45030594,1.0028356
0.123217344,-0.12325901,-0.42361233,0.41728,0.24155799,1.6180322,-0.89476794,0.1720998
1.078241,-0.43219784,-0.7683601,-0.8639384,0.21668057,1.1213528,-0.61397874,0.12252139
0.143552,0.06228149,-1.0153512,0.72059894,0.3964613,-1.5121012,1.0311689,-1.565103
-0.902862,1.8698287,-0.35423142,-0.62863356,-0.25208262,-0.54817456,-1.0198113,0.8160836
0.054902043,1.9436555,-0.20438966,-0.62565935,-0.6551833,0.9511898,0.45645002,-0.26560956
-0.26611876,-1.0036399,-0.22499752,-0.83327883,0.27629644,0.8190992,-1.0329965,1.2560121
-0.16882406,-0.8024196,0.91759545,-0.50209457,-1.2265885,1.1485305,0.4241864,-0.38678372
-0.0763036,-2.508726,0.8351158,-1.236051,0.08175702,0.1745524,1.3522056,0.34690148
0.44292164,-0.8145458,-1.8532976,-0.08831189,1.0594053,-0.5185473,-0.48628202,0.05764785
1.1506637,-0.9420179,-0.95332456,0.3919582,0.25775197,-0.057297274,-0.75481296,0.033244986
0.7143611,-2.137866,1.2459451,0.36410263,1.6657951,-0.4055466,-0.037063964,0.22621314
-0.18918261,0.59187305,-0.4565966,-0.7529622,-0.5722679,-1.7579372,0.08230751,1.0096428
-0.18157086,1.1903512,-1.377808,-0.195847,-1.214048,-0.9176882,-0.18944536,0.678885
-0.06373905,1.177408,-0.17820227,-1.240292,0.32435468,-0.18107621,-0.21795183,-1.1419683
-1.6671103,-0.007649243,1.7589369,-0.1759007,0.65819526,-0.3293386,-0.48114237,0.34083933
-0.9857724,-0.7454023,0.3707613,0.8976398,-0.29899862,-0.111941785,0.8643779,-0.7647024
-0.4763225,-0.1154089,2.031984,0.87469935,0.44741052,-1.3918653,0.92232794,-0.157966
1.6618038,-1.0172741,0.020767834,1.668995,1.7724366,-0.6806493,0.40072188,-0.17002413
-0.014830358,-0.23422498,0.58824015,-1.2719978,-0.22279502,0.08070682,-1.204084,0.72252023
-0.6486586,0.05871269,0.6863252,-1.529216,-1.0538338,-1.003039,0.7679054,0.8676563
-1.7296507,-0.6902544,-0.13221863,1.1476315,1.9652028,0.94661695,-0.029481241,-0.48371443
-0.63564587,0.7475228,0.9873185,-1.7870841,0.28930208,1.1963563,-0.27068302,-0.63514674
-1.0163279,-0.9015384,-0.39975062,0.3720571,-0.7125461,-2.1311154,0.3226255,-0.36859936
-1.1053566,-1.3667493,0.19781154,1.7290378,1.5460479,-0.8766466,0.91242146,0.80843437
0.31354988,2.1318622,-0.21636572,-1.2586436,-0.7490687,0.5141089,0.18178506,0.5447374
-0.0029322468,-0.19815242,-0.16849303,-0.7163197,0.79273957,-0.6831373,-0.25757995,-2.0628364
-1.7493275,-1.1872296,0.4708046,-0.68157476,-0.12150535,0.2892496,0.32045025,-1.6669048
0.80076516,0.16343653,0.9783083,-1.0181388,0.3132467,1.3421328,-0.6840046,0.17866443
0.08810237,1.549505,1.0458045,-0.955609,0.3918779,-1.2085873,-0.7115488,-0.8848447
-1.8939611,1.0179925,0.057592075,0.562825,1.1707232,-0.14883634,0.54833555,0.4747023
0.52336705,0.13067418,0.6412064,-0.9698933,-1.2490814,-0.9549324,-0.06745339,1.341808
0.62454534,0.21438853,-1.0051965,1.356663,-1.4129512,-1.6085353,-0.11863241,-1.710571
-0.21882567,1.7137709,1.0675389,-0.49134275,1.255369,-1.8196609,-0.19097294,-0.33956385
-0.52229995,0.49911994,1.0690793,-1.0684623,1.8317337,-0.88240343,-0.935636,-0.1418151
-0.96876824,0.88023734,-0.0693562,0.070950806,-1.9254842,-0.6504162,-0.58012575,-0.11637593
-0.8933277,1.4109423,0.9270057,-0.47169295,-0.22935511,1.1797197,-0.7789184,-0.5788873
-0.12583947,0.34898514,0.6676301,0.27693602,-0.7531581,-0.5323257,0.72872686,1.567885
-0.42667636,-0.5989712,-0.16403395,-0.16900629,-1.3640807,-2.0538468,0.23917197,-0.60167915
-1.0460349,0.50444883,-0.8225504,-1.4070857,-0.64008576,0.8731018,-0.5111259,1.5742759
0.84781575,1.0900376,0.711522,0.6889824,-1.5209861,0.056006536,0.55140173,1.9952666
1.1965753,-0.27942666,0.3747521,1.0021234,0.17169413,1.455004,1.3009058,0.7053743
0.25915173,0.5010866,0.98422897,1.3954725,-1.3190787,-0.3008392,0.18950514,1.7265022
0.49327394,-1.1971247,0.2643947,0.28155625,-0.3893147,0.72038835,0.3877753,0.8244932
0.52571714,1.1019878,0.13619886,0.9874608,0.3822374,0.07864596,-2.293068,0.8676926
-0.624439,-0.31739175,-0.582886,0.3244962,0.18440413,1.8548675,-0.061086096,1.4052624
-0.73444533,-0.29098865,0.28329393,-0.40306947,1.8901839,-0.21621518,0.42805785,-0.31503284
1.2570547,1.3138225,1.3901619,-0.4991409,-0.73007035,-0.72202915,1.0337977,-1.0562057
0.2613926,0.8784491,-0.98804843,-1.0763211,-0.37667203,0.109208,1.502043,-0.3970464
-0.42676762,1.42958,-1.0923097,0.6057578,1.7740781,0.5858424,-0.21174644,-0.36929032
-0.53332525,-1.0073013,0.1272089,-0.04922741,-0.34338537,0.25041324,2.1155403,1.0678812
0.70298076,-1.1938083,-0.02904648,-1.5767233,-0.7108065,-1.192388,-0.1811978,-0.80271906
0.5985118,-0.32696104,-0.85807127,0.23585388,0.9242982,0.88624686,-1.1650797,0.03914142
-0.6067098,0.8863147,1.7712404,-0.9263467,-0.7391205,-0.7988543,0.1215794,-0.8267449
-0.18337758,0.016449064,-1.4136546,0.3139354,-1.0049484,-1.3377353,1.2792994,-1.2966005
-1.3638883,1.3472695,0.060858574,-0.32458943,1.7150187,-0.5135212,0.50626874,-0.18092316
1.5130836,0.9005636,1.1848078,-0.4018171,-0.6008627,0.4451568,0.80471575,-0.39613825
-0.45342425,-0.17473084,0.5826732,2.6809301,0.36708215,0.7489653,0.525161,1.2682917
0.4640874,-0.30198997,1.0740604,0.58497983,-1.8791454,0.46514714,0.61697567,-1.0660332
0.085446626,-1.186348,0.4243067,0.9088914,0.721755,-0.19999875,1.5402981,-1.8212714
-1.9268422,0.25594723,1.11022,-0.6457971,2.292456,-0.4188034,-0.6311288,0.30869323
1.120154,0.92579633,-0.13079147,-0.11035512,0.094503105,-1.7676718,-0.7751192,0.5524753
-0.72163606,0.17655274,-0.955201,-0.61182374,0.4961149,-0.33074158,-0.6829798,0.65748745
-0.21676949,-0.17371148,-1.1585644,0.3146198,1.800755,-0.89320844,-0.85954016,0.028769154
0.07107839,0.6851103,-1.3043667,0.60604805,0.5142213,-0.99920404,-1.0700189,-0.73787564
0.16200557,-0.19051099,0.79019004,-1.974083,0.6925273,0.23973735,-0.4187607,-1.267498
0.9618664,-2.093781,-0.55871046,0.54647976,0.32765827,-0.78005934,-0.28845212,0.13079254
-1.0231838,1.0006056,-1.216241,-0.29795825,1.0787526,0.8167363,0.9776703,0.059594203
-2.1676533,0.0057141185,0.2241357,0.39631584,0.90252143,0.16033381,-1.2407833,-0.54390687
0.8770979,1.2073588,1.3396713,1.1547152,0.95265156,-1.6231484,-0.75102794,-0.2119068
0.7375772,-0.034052163,-0.16621612,1.3206791,-0.70709187,-1.1432805,0.8259122,0.14781015
1.8869056,0.91403174,-0.38631573,-0.39991042,0.2921838,-0.19974667,-0.7369967,0.107826315
-0.19642134,-0.39418387,-0.6011394,-1.1682211,-0.7189868,-1.3123779,-0.31245536,0.33483726
1.3321093,-0.4692015,0.55229956,-1.5290778,0.02742247,0.36184543,-0.19015867,-0.35194117
-0.10134782,-0.7125105,-1.5902637,-0.49533322,-0.86448723,-0.2030391,-0.12340922,0.4799143
1.4007691,0.3749879,-1.1580138,0.43334502,-0.10128613,-0.93876487,-0.43128037,1.7403008
-0.55116427,-0.5424676,-1.2262999,-0.5818774,-0.7658947,0.2700433,-0.3734095,0.97405237
1.2854825,-0.4443174,0.6911107,-0.4092262,1.2189856,-1.3521684,0.4488819,1.5151874
-1.6841469,-1.4973385,0.21152306,-0.31079373,1.3933362,-0.20533578,0.61398274,-1.052945
-0.30842224,-0.5578461,-0.286637,-0.10604439,0.48993152,-0.10909018,-0.8995257,-0.752515
-0.35536352,0.60173327,0.7947689,-0.74612725,-0.7599431,-2.2659748,0.2455139,0.6826666
0.57614523,-0.22174466,-1.7301978,0.6164093,-0.97088814,0.21219437,1.1401726,-0.8530303
1.6535233,0.07926822,-0.1876666,-0.9244926,-0.75643796,0.5157544,0.30051595,1.6266695
-0.21841124,-1.3070498,-1.3208745,-0.08908307,0.88009965,1.267107,-0.17141058,-0.6129208
1.9384819,0.6452191,-0.3184615,-0.11502568,-0.21438438,1.1162112,-0.18420477,0.4935885
-0.26183033,0.5103055,0.19305825,-0.46057776,-0.6617708,-0.045215588,0.745128,2.4075863
-0.81895816,-2.0594761,0.3561879,2.1450987,0.63543797,0.04712653,-0.63082325,0.028932635
0.6479921,0.795886,0.39543104,-0.25919685,-1.590152,-1.9371476,1.7433156,0.3122842
1.1730337,0.22914404,0.24941355,0.10538805,0.31099558,1.6926739,0.3042452,0.8079995
-1.4142429,-1.0613031,0.6724053,-1.1414659,-0.28948778,-0.2188197,1.1139164,0.8263177
-1.625494,0.76240593,1.3114868,1.6883097,-0.3232297,-0.5314858,-0.80206394,-0.813039
0.18833233,-0.41074762,0.1785638,-0.5969068,0.23353788,0.36788464,-0.054550894,-0.6326304
0.7610446,0.42971164,0.39557633,-2.0674558,0.06916313,-0.08629203,-0.08569258,-0.45552617
-0.12870818,0.5550452,-1.5748634,-0.8941117,-0.8237335,0.68492866,0.12624471,1.3569161
-0.23722962,2.2834845,0.6687908,0.8412405,1.281537,-0.56177497,-0.27172017,-0.15686414
0.6717474,-0.33085597,0.6339506,0.8110308,-1.6468053,-0.3435198,-0.47911188,0.8819496
0.2927053,-0.33131838,-0.5835865,1.476086,-0.3755371,1.7966144,0.71158403,-0.66924113
0.06617662,-1.038451,-0.44060653,-1.2025627,-1.6652131,-1.603682,-0.09287027,0.096848905
0.2465117,-0.72761387,-0.98579633,-0.8257299,0.8761584,-1.5702078,-1.0140734,-1.6876991
1.2181004,0.3963378,0.9684609,0.62036484,-0.4428164,0.37523252,-0.5277114,1.4840244
-0.6139829,1.6243491,-0.97509634,0.2348642,-1.5081868,0.41591173,1.0643965,1.0454041
0.62750685,1.2277021,-1.0364128,-0.46859774,-0.76873755,-0.032149367,-2.0934448,-0.25953442
0.15601476,-0.14476733,1.3788406,0.16869435,0.96992105,-1.8432839,-0.8523187,1.3072901
0.40973648,0.8218497,0.815716,-2.2998042,-0.06519927,0.0898183,-0.71285903,-0.6209375
-0.9873954,-0.6602794,-0.8606427,-1.42349,-0.06660111,-0.027049437,1.2922813,-0.32773602
-1.7082894,0.72451633,-0.38023213,-0.4567406,-0.2758735,-0.37613118,0.96579033,0.20563333
-0.35863915,-1.6121912,-1.7885066,-0.45182762,0.6175656,-0.60857517,-1.471871,0.05583742
0.81295025,1.1813202,-0.34142825,0.16773084,-2.2031484,-0.86479706,-0.50309986,-0.36167055
0.31086132,-0.28004932,1.036626,-0.8081532,0.5298826,1.475718,0.8274606,-0.9135834
1.1066375,0.05975294,0.3070902,1.1490129,-1.0745143,0.6883382,0.7386975,1.386105
0.5686207,-0.3664164,1.7685716,0.11898684,-0.18465418,-1.7936757,0.944271,-1.3561066
-0.9965539,1.6786506,0.30408,1.8319519,0.20272404,0.6768403,1.0507321,-0.7422216
0.16892383,-1.8053398,1.5613192,0.18337914,-1.1972125,-0.68240994,-1.137107,0.13356228
2.203503,-1.6980007,0.20149839,0.9976226,-0.21982704,-0.4683606,0.3773918,-0.5349458
-0.47705755,-0.008939981,-0.29403955,-0.28941783,-0.34295082,1.373961,2.133813,0.45835197
1.1210657,0.4344906,-0.31581628,-0.540656,0.6147157,-0.7383706,-1.7100399,0.4978162
-0.61007285,2.0383115,-1.7116817,1.6247085,-0.41883665,0.5612186,0.1902373,-0.5604529
0.69431525,1.192009,2.3741312,0.67086816,-1.3837395,0.42466652,-0.9095834,0.1644531
-2.2941303,0.2725501,0.8461503,-0.47266373,0.83734095,-0.11700167,-0.10263369,-1.4645821
0.45009276,-2.0084636,-1.3040434,1.4361119,-0.3705148,-1.1057674,-1.2035799,0.20195858
0.6420311,0.706574,-0.8252542,0.08514991,-2.1762602,-0.04719206,0.2098712,-0.80516285
0.485557,-0.0437057,0.28191423,-0.031310312,0.41150388,1.4489295,0.0071034636,-1.2493953
-0.3974472,0.3088368,-0.6911901,0.76092523,-1.2899454,-0.52730703,-0.12240977,1.6459023
1.3497336,-0.8080975,-0.80554,1.883189,-0.08152388,-0.8185208,-0.041750498,-0.3511586
0.40340748,1.4357693,-0.45381388,-0.65316606,0.25424102,-1.7114758,0.4681272,0.012817261
0.3343992,-0.12244421,0.920331,-0.33823878,-0.41722414,1.7415164,-0.06596465,1.0897312
-0.59695005,-0.7744288,0.33099386,-0.843909,0.31429446,-1.6795603,0.82241976,1.3266664
0.06950085,0.8442633,1.9037533,1.0661514,-0.016108464,-1.1559494,0.21857901,-0.64717543
-0.6162957,-1.1716774,1.5134006,0.77179945,-0.023874607,0.7199206,-0.111222036,0.2760844
1.2841512,-1.7757246,0.47680506,0.3866525,1.2444643,1.0660913,0.06027507,-0.7186261
0.61584175,-0.28496957,0.30001613,1.7241108,-0.7492176,1.4470538,-0.09257168,-0.22108786
-0.387384,-1.4277909,-0.84734803,1.6623358,1.6500261,-0.19495888,0.47349447,0.32902926
0.29778787,0.6118241,-1.2122258,0.5812833,-0.9509933,-0.31676435,-0.8694127,-1.9826953
0.6667307,-0.19463438,1.2240205,-1.1730821,-0.5323005,1.2699132,0.7534901,0.7124302
-0.35272908,-0.8232139,-0.7297937,-0.58440846,0.93421125,-1.6464615,-0.2031307,-1.1486324
0.0076110773,-0.097234175,0.32889685,-1.3933963,-1.4742665,-0.12156768,0.27084988,1.7588305
0.61158025,0.7004536,1.122403,0.4988581,0.6268511,-0.5469014,1.3236661,-0.7838499
-1.8063952,-0.8093366,-0.43439564,0.1176302,1.0270218,-1.0838674,0.28382862,0.34569472
1.1171489,-0.8534945,0.67998743,1.2470682,0.6895053,0.8707744,0.16152252,-1.0216205
-0.98524785,0.7055636,-0.024083298,-1.1476446,0.6014757,1.3381453,-0.59738266,0.05295508
0.11064154,-1.1955717,-1.2041273,-1.6228795,-0.2568524,-1.6324599,-0.44873768,0.50670487
-0.12397568,0.85968155,-0.7980956,1.6506975,-1.5976726,-0.729442,1.3290833,-0.3568642
0.78378665,-0.9950637,0.57021374,-1.1352175,0.3929134,0.44583303,1.0699747,1.6280837
-1.5217524,0.38316396,0.402143,0.39153308,-0.6485952,-1.8248577,-1.3150842,-0.64146185
0.8326335,0.08452743,-0.23826727,-0.21047488,0.2683625,0.20387964,0.6901005,-1.6016105
-0.9011941,-1.0205896,0.025165167,0.8466634,-0.35188532,-0.35163128,0.6218026,-1.9154663
-0.35065746,0.82824844,0.5238864,-0.051335014,1.8296897,0.09564969,0.9565946,1.7725185
-0.85274386,1.6164789,-0.33433497,-1.0510356,-0.16026007,-0.45048374,1.2235639,1.0140282
-1.3656088,0.76312774,0.06341146,-0.95154864,0.39239842,-0.105718344,-0.56239367,-0.39166844
-0.845929,-0.571634,1.0625476,1.954104,0.99027896,-0.52467173,0.58273053,1.4966375
-1.5013875,-1.0940018,-0.87893695,-1.0039423,-1.296322,1.069015,0.44295436,0.40778184
-0.7814311,-1.3977723,-1.7379814,0.20764509,-0.5234789,-0.76388836,0.71665967,0.8395324
0.3607441,1.2114747,-1.0027865,1.104497,0.61537266,-1.877923,0.78987014,-0.7509515
0.9172845,0.70694894,2.4276817,0.018589191,-1.1554826,-0.5317243,-0.7401646,0.47566807
-1.1267265,0.8107123,0.58961296,0.2797589,-1.0386322,0.76933604,1.9372245,0.26860183
1.3817254,0.8736098,-0.04936262,-0.08931593,0.47349676,-0.2309639,-1.7936391,1.369042
0.07280356,0.110926494,-0.04270244,-2.363184,0.71559924,-0.56981355,-1.8167721,0.23437613
0.25772375,-0.17828506,0.34982818,0.009382255,-0.15827669,1.0122269,0.050830297,0.44664335
0.47974825,-0.1728437,-1.314197,0.69865125,1.3934945,-0.24582288,-0.3387456,-2.0333686
-1.5809157,0.97374827,0.8979416,-0.69438446,0.7150061,1.1945747,0.038041107,-0.32378778
0.7819063,-0.67476463,1.5450939,1.324596,-0.783975,-0.010254391,0.79241824,0.18173742
-0.15807006,-0.65171087,-0.8754553,-2.0095925,0.7937315,0.93817025,-0.17111306,0.2717751
0.65696526,0.19458355,-0.09885904,0.1839321,-0.3499249,-1.3191435,-0.48761007,1.0150408
-0.51832527,0.28271687,1.267849,-0.17011273,-0.6119886,-1.003174,-0.3945071,1.3276876
0.2983772,0.5577504,1.2004253,-1.5181191,0.7989453,-1.2471409,0.90534645,-0.34461114
-2.0225737,-0.3494551,-0.040919926,0.31630364,-1.1158652,0.7576595,0.017417064,1.1508961
-0.4162225,0.25787255,-0.95154196,-0.045346573,0.36255085,-0.49891418,0.8768345,1.5891131
-1.1216109,-1.4063773,-1.2974027,0.87521696,0.8322834,-0.85236186,-1.8235232,0.5549666
-0.7802141,-0.6677182,-0.18277895,1.0348538,0.46997893,-1.3285909,0.39268738,1.9206141
1.4864353,0.68277854,-1.6818086,-0.08072371,-0.9244238,-1.3840088,-0.05169285,-0.9034799
0.76609623,1.2496784,-1.0251281,-0.8782336,0.8535054,0.313529,0.15534766,1.811961
2.012783,-0.67657155,-0.894169,-0.2857897,-0.49700844,0.339711,0.30867282,1.129528
-1.1342509,0.1963352,0.16604096,0.05954174,-0.68248534,0.5750142,0.09810763,-2.0528088
0.35570833,-0.08328618,0.022449832,-0.26195633,0.79811686,-0.772085,1.668636,0.83107203
0.24540995,-0.068772264,0.24867839,2.1071615,0.79160523,-1.112437,-0.3317722,2.0470572
0.33147284,-0.65089697,1.1433623,-0.020161577,0.99886227,0.17816654,0.030106029,-0.56174296
1.5383501,0.9300647,1.5720253,1.5765531,0.75666445,-0.28319782,-0.20721914,-0.54978406
1.1208488,-0.57074815,-0.103970736,-1.0458993,0.78574085,0.8038146,0.046079777,0.95128006
-0.37624553,-0.9674429,-1.0670648,-0.9593864,-0.012381148,-0.119255364,0.35339743,-1.1981766
1.2574415,-1.1143668,-1.3697163,0.07300368,-0.0017103963,0.2627216,-0.60241705,0.84412664
0.31700864,0.34545797,0.52122146,-1.3903182,-0.60286736,-0.703298,0.24243857,-1.7793971
-0.21338877,0.08128488,1.5131524,-1.5050403,0.58473766,-0.4449275,-1.5768282,0.108005635
-0.82214165,-0.9061021,0.02472755,-1.19757,0.9701924,-1.0892549,0.60761344,0.073108904
0.19924465,-2.2299728,-0.57006097,0.45671377,1.0137419,-1.1833156,0.52379763,-0.19035302
0.034554344,-0.29362297,1.2402358,1.916757,-0.49886012,-1.2642472,0.23857804,-0.60774887
-0.20975283,-0.5112484,-0.73129565,0.2678594,1.1533003,0.87912375,0.37155572,0.018610027
-0.21938714,-1.222302,1.208884,1.5605118,1.2252917,0.42373437,-0.9197175,1.8451167
-0.49824396,0.6653108,-0.9488667,0.6607124,-0.6392694,0.6509022,0.71542454,-0.7492799
0.98703885,1.4636445,0.695297,0.9240561,-1.5559732,0.11558701,0.5999789,-0.5996529
0.6704061,0.29651585,-1.3623668,1.4712102,0.24642564,-0.4759103,-0.20690511,0.9836845
-0.043046195,-0.4909702,0.16531631,0.7344435,1.5395632,0.3187608,-0.45491,0.7722079
1.8624477,-0.03861597,-0.056331728,-0.15445983,1.9101689,0.3948958,0.54558676,0.511141
-0.26059458,0.13819104,-0.24525285,0.7169505,1.3688325,0.80757576,-1.1044756,-0.52722895
