0,1,2,3,4,5,Class
1.0,0.0,0.0,128.1228614,1.23895895,1508.24928604,0
1.0,0.0,0.0,127.7668614,1.23262291,1604.78016155,0
1.0,0.0,0.0,131.1988614,1.28776053,1697.67743159,0
1.0,0.0,0.0,128.8588614,1.27018625,1632.6415452,0
1.0,0.0,0.0,133.2828614,1.29113439,1777.04654451,0
1.0,0.0,0.0,133.3068614,1.30765993,1829.5297413,0
1.0,0.0,0.0,126.7748614,1.34214376,1730.01268478,0
1.0,0.0,0.0,127.9488614,1.3241497,1652.67322377,0
1.0,0.0,0.0,129.5528614,1.32046743,1764.70105417,0
1.0,0.0,0.0,127.6508614,1.2699622,1653.76856845,0
1.0,0.0,0.0,132.7948614,1.30028123,1549.25905297,0
1.0,0.0,0.0,130.1568614,1.42810916,1849.0474526,0
1.0,0.0,0.0,136.8228614,1.26906209,1799.85520063,0
1.0,0.0,0.0,133.0188614,1.29469852,1813.31245177,0
1.0,0.0,0.0,135.3008614,1.30683607,1690.06838378,0
1.0,0.0,0.0,125.3108614,1.28310706,1573.4046264,0
1.0,0.0,0.0,135.8628614,1.3408642,1733.27095901,0
1.0,0.0,0.0,130.9588614,1.34896079,1755.42212782,0
1.0,0.0,0.0,130.1408614,1.29312713,1601.57642365,0
1.0,0.0,0.0,124.9968614,1.21806978,1692.16793702,0
1.0,0.0,0.0,128.9248614,1.20101124,1605.44856508,0
1.0,0.0,0.0,134.0188614,1.34507793,1871.81312587,0
1.0,0.0,0.0,129.6768614,1.27359277,1830.09705727,0
1.0,0.0,0.0,128.6678614,1.27219284,1640.83042619,0
1.0,0.0,0.0,126.9988614,1.26663038,1542.46262651,0
1.0,0.0,0.0,132.6788614,1.32660085,1617.68322076,0
1.0,0.0,0.0,123.9458614,1.23928321,1634.67849399,0
1.0,0.0,0.0,130.2308614,1.31710131,1669.67378929,0
1.0,0.0,0.0,128.9738614,1.31114707,1752.9112564,0
1.0,0.0,0.0,124.4258614,1.27657056,1701.5585852,0
1.0,0.0,0.0,132.2158614,1.26304954,1757.95620714,0
1.0,0.0,0.0,131.8028614,1.30882969,1766.95970468,0
1.0,0.0,0.0,127.4608614,1.29241335,1608.96383181,0
1.0,0.0,0.0,130.5788614,1.21708303,1620.64338372,0
1.0,0.0,0.0,126.2788614,1.21050553,1514.35517665,0
1.0,0.0,0.0,125.6008614,1.16434637,1497.75330166,0
1.0,0.0,0.0,130.6608614,1.35955542,1859.82684902,0
1.0,0.0,0.0,134.9368614,1.26462445,1611.20856513,0
1.0,0.0,0.0,130.6368614,1.21629652,1601.07095887,0
1.0,0.0,0.0,126.9568614,1.27581627,1608.74060948,0
1.0,0.0,0.0,136.6488614,1.27365953,1712.3832063,0
1.0,0.0,0.0,136.3928614,1.38656855,1885.0995849,0
1.0,0.0,0.0,133.2988614,1.35423589,1880.48117147,0
1.0,0.0,0.0,125.1868614,1.19658827,1607.21226749,0
1.0,0.0,0.0,128.4198614,1.33442301,1634.09960556,0
1.0,0.0,0.0,125.0708614,1.27395336,1558.65307416,0
1.0,0.0,0.0,131.3728614,1.35867086,1638.35652561,0
1.0,0.0,0.0,134.0108614,1.27004236,1758.9687515,0
1.0,0.0,0.0,134.2358614,1.36023132,2267.90268354,0
1.0,0.0,0.0,131.5548614,1.29439272,1768.84941731,0
1.0,0.0,0.0,134.7468614,1.32258533,1753.23620453,0
1.0,0.0,0.0,133.4648614,1.29672601,1568.88156182,0
1.0,0.0,0.0,134.3908614,1.279433,1651.89169277,0
1.0,0.0,0.0,123.2368614,1.36567763,2097.18858445,0
1.0,0.0,0.0,121.9868614,1.30344208,2022.70179812,0
1.0,0.0,0.0,127.0728614,1.18246997,1636.62870465,0
1.0,0.0,0.0,126.8828614,1.22768958,1707.51830767,0
1.0,0.0,0.0,131.9348614,1.25178142,1555.87773847,0
1.0,0.0,0.0,136.5988614,1.32717551,1711.67069672,0
1.0,0.0,0.0,129.1648614,1.26397632,1537.42377086,0
1.0,0.0,0.0,131.7948614,1.22374997,1713.43175073,0
1.0,0.0,0.0,132.4068614,1.29027876,1694.65938515,0
1.0,0.0,0.0,129.3298614,1.30631098,1847.24725887,0
1.0,0.0,0.0,125.4428614,1.29821497,1591.47252937,0
1.0,0.0,0.0,130.2808614,1.29855226,1705.01938724,0
1.0,0.0,0.0,129.0988614,1.27645432,1664.23939077,0
1.0,0.0,0.0,128.3048614,1.24511603,1543.95558114,0
1.0,0.0,0.0,131.4878614,1.36723077,1914.10705382,0
1.0,0.0,0.0,134.4908614,1.29597741,1728.1325746,0
1.0,0.0,0.0,132.5968614,1.31671428,1694.23106131,0
1.0,0.0,0.0,135.0608614,1.25204255,1652.29059625,0
1.0,0.0,0.0,132.6128614,1.27416914,1740.20785429,0
1.0,0.0,0.0,132.5968614,1.37410275,1632.04728114,0
1.0,0.0,0.0,134.8208614,1.36792542,1872.54454929,0
1.0,0.0,0.0,128.7428614,1.29212545,1698.45440055,0
1.0,0.0,0.0,127.8168614,1.46108193,1782.53740446,0
1.0,0.0,0.0,136.9128614,1.41217499,2092.47254395,0
1.0,0.0,0.0,121.5728614,1.24812543,1530.15115571,0
1.0,0.0,0.0,139.6668614,1.46325305,2154.43740639,0
1.0,0.0,0.0,131.2568614,1.26114043,1719.12560259,0
1.0,0.0,0.0,127.9568614,1.28914158,1586.7223644,0
1.0,0.0,0.0,122.3008614,1.25893879,1669.41773487,0
0.0,2.0,0.0,231.2768614,2.38707988,15215.96441229,0
1.0,0.0,0.0,131.5368614,1.35581875,1831.15225005,0
1.0,0.0,0.0,124.0208614,1.22100722,1454.97629311,0
1.0,0.0,0.0,129.4038614,1.31042281,1731.03157899,0
1.0,0.0,0.0,132.5388614,1.27419744,1658.77694682,0
1.0,0.0,0.0,135.4328614,1.26648026,1795.47144615,0
1.0,0.0,0.0,130.5198614,1.36836636,1861.50567784,0
1.0,0.0,0.0,128.2708614,1.23604041,1795.0135708,0
1.0,0.0,0.0,131.9348614,1.35630432,1623.23803519,0
1.0,0.0,0.0,133.5888614,1.38344967,1666.20549321,0
1.0,0.0,0.0,136.6408614,1.30233768,1759.93891448,0
1.0,0.0,0.0,139.9728614,1.31327203,1997.27362228,0
1.0,0.0,0.0,131.6208614,1.27805214,1881.47056666,0
1.0,0.0,0.0,131.2568614,1.23698114,1638.09003059,0
1.0,0.0,0.0,127.8828614,1.32794238,1631.55110911,0
1.0,0.0,0.0,134.2668614,1.27103474,1794.42567007,0
1.0,0.0,0.0,133.3828614,1.27273909,1567.08442613,0
1.0,0.0,0.0,130.9588614,1.27922499,1750.99078626,0
1.0,0.0,0.0,129.8508614,1.29914115,1551.03520209,0
1.0,0.0,0.0,136.9788614,1.30855017,1963.71145831,0
1.0,0.0,0.0,126.8828614,1.22624778,1606.82530049,0
1.0,0.0,0.0,130.0898614,1.33291948,1734.78387127,0
1.0,0.0,0.0,127.1468614,1.21953048,1521.02281449,0
1.0,0.0,0.0,126.3948614,1.26536039,1803.28720088,0
1.0,0.0,0.0,131.0668614,1.24636898,1795.98588722,0
1.0,0.0,0.0,127.4368614,1.19367608,1628.76427815,0
1.0,0.0,0.0,132.4728614,1.32788173,1731.64558742,0
1.0,0.0,0.0,128.8008614,1.28299999,1566.94716914,0
1.0,0.0,0.0,137.8808614,1.3616139,1769.86700029,0
0.0,2.0,0.0,218.3008614,2.22940129,9370.6707355,0
1.0,0.0,0.0,135.9788614,1.30348946,1853.99154367,0
1.0,0.0,0.0,126.9988614,1.19220522,1629.07063529,0
1.0,0.0,0.0,126.1868614,1.20892583,1580.81257289,0
1.0,0.0,0.0,129.8918614,1.28666824,1782.85422809,0
1.0,0.0,0.0,129.3628614,1.21777348,1597.34502481,0
1.0,0.0,0.0,135.7388614,1.27993452,1949.63177272,0
1.0,0.0,0.0,136.0868614,1.4954385,1717.3390675,0
1.0,0.0,0.0,121.6568614,1.31800431,1720.43399409,0
1.0,0.0,0.0,144.0168614,1.34380209,2256.65347967,0
1.0,0.0,0.0,129.0488614,1.33914322,1605.035208,0
1.0,0.0,0.0,130.5128614,1.34887046,1608.47574299,0
1.0,0.0,0.0,137.8228614,1.29310001,1945.00374894,0
1.0,0.0,0.0,128.1468614,1.2124174,1726.83576108,0
1.0,0.0,0.0,127.8738614,1.23006376,1640.15550661,0
1.0,0.0,0.0,135.0438614,1.38734426,1924.8104898,0
1.0,0.0,0.0,122.9048614,1.20199446,1439.53493978,0
1.0,0.0,0.0,128.3548614,1.2002914,1496.38341174,0
1.0,0.0,0.0,126.7828614,1.25742287,1604.49994477,0
1.0,0.0,0.0,132.4148614,1.31166029,1836.50738764,0
1.0,0.0,0.0,125.1708614,1.18094467,1541.39783124,0
1.0,0.0,0.0,131.6208614,1.25377614,1853.71274353,0
1.0,0.0,0.0,135.1768614,1.28618366,1671.00103309,0
1.0,0.0,0.0,128.5028614,1.33892385,1715.13246789,0
1.0,0.0,0.0,128.7998614,1.21382606,1650.61383096,0
0.0,2.0,0.0,209.4188614,2.02748205,13099.45528567,0
1.0,0.0,0.0,127.1388614,1.19219994,1613.15094017,0
1.0,0.0,0.0,133.4648614,1.24739161,1628.79946076,0
1.0,0.0,0.0,134.2588614,1.30521478,1675.54924506,0
1.0,0.0,0.0,126.9398614,1.29046944,1732.98339977,0
1.0,0.0,0.0,133.0768614,1.26333133,1767.44918954,0
1.0,0.0,0.0,130.0828614,1.29738883,1680.51265899,0
1.0,0.0,0.0,132.1248614,1.39193846,1653.62840977,0
1.0,0.0,0.0,131.4888614,1.24124726,1614.93422469,0
1.0,0.0,0.0,131.5628614,1.26334795,1544.09252216,0
1.0,0.0,0.0,125.2198614,1.24423028,1602.84091206,0
0.0,2.0,0.0,136.1948614,1.45213425,3334.11037445,1
0.0,2.0,0.0,136.8068614,1.44428813,3560.92153023,1
0.0,2.0,0.0,130.0848614,1.57623942,3396.47398541,1
0.0,3.0,1.0,144.0268614,1.49558253,5471.7857501,1
0.0,3.0,1.0,141.4708614,1.5159869,5416.70751147,1
0.0,2.0,0.0,126.5608614,1.42808639,3068.57309451,1
0.0,2.0,0.0,153.2228614,1.6030661,5853.12799624,1
0.0,2.0,0.0,145.6468614,1.40347858,4165.47266071,1
0.0,3.0,1.0,146.3828614,1.38184576,2991.35625462,1
0.0,2.0,0.0,130.5788614,1.23334767,2197.13019726,1
0.0,3.0,1.0,141.2228614,1.40411324,4416.10374745,1
0.0,3.0,1.0,146.5568614,1.53227083,5572.13145515,1
0.0,3.0,1.0,145.4648614,1.36631204,3670.64713079,1
0.0,3.0,1.0,139.2388614,1.4448851,3672.3180138,1
0.0,2.0,0.0,138.5348614,1.29265028,3228.25438036,1
0.0,2.0,0.0,130.5128614,1.32165322,2872.47140957,1
0.0,2.0,0.0,128.0248614,1.43318588,3643.66258709,1
0.0,2.0,0.0,137.6168614,1.32842727,3366.23137946,1
0.0,2.0,0.0,130.5708614,1.24805079,2838.26878575,1
0.0,2.0,0.0,128.5368614,1.54752113,3634.41399807,1
0.0,2.0,0.0,136.1028614,1.33914133,3045.17481556,1
0.0,2.0,0.0,129.2888614,1.25764533,2621.69057036,1
0.0,2.0,0.0,137.1708614,1.28132563,2916.29240612,1
0.0,3.0,1.0,133.9608614,1.31407528,3187.257526,1
0.0,2.0,0.0,140.1728614,1.40952129,3187.61196296,1
0.0,2.0,0.0,137.6088614,1.35149516,3213.77768404,1
0.0,2.0,0.0,139.2048614,1.43009141,3566.38149037,1
0.0,2.0,0.0,134.1268614,1.29398062,2989.56261038,1
0.0,3.0,1.0,141.9428614,1.42822737,4125.99530329,1
0.0,2.0,0.0,132.4068614,1.28113854,2728.17282462,1
0.0,2.0,0.0,137.6168614,1.33945175,2890.29047117,1
0.0,3.0,1.0,143.3808614,1.3768317,3845.84627496,1
0.0,2.0,0.0,132.0928614,1.28263531,2831.14756982,1
0.0,3.0,1.0,133.3328614,1.48329243,4427.26499755,1
0.0,2.0,0.0,126.7408614,1.2372814,2610.7448831,1
0.0,4.0,4.0,155.0748614,1.5129805,4419.57988061,1
0.0,4.0,2.0,136.1858614,1.47432151,3943.68101262,1
0.0,3.0,1.0,137.7248614,1.49539363,4753.66993252,1
0.0,2.0,0.0,142.3888614,1.40355403,3740.2003144,1
0.0,2.0,0.0,127.2788614,1.24777472,2630.60422766,1
0.0,3.0,1.0,140.3128614,1.48861655,5247.7614144,1
0.0,2.0,0.0,122.8548614,1.43780288,2607.93645494,1
0.0,3.0,1.0,142.6868614,1.51702495,4909.85684768,1
0.0,2.0,0.0,144.1498614,1.28783943,2574.88044094,1
0.0,2.0,0.0,136.0868614,1.34061582,3582.05845813,1
0.0,3.0,1.0,153.9088614,1.35545472,4170.92337429,1
0.0,3.0,1.0,135.1608614,1.29564813,2982.1280079,1
0.0,2.0,0.0,141.5288614,1.42135178,4289.40047012,1
0.0,2.0,0.0,130.8598614,1.24369409,2297.98398553,1
0.0,2.0,0.0,132.2168614,1.29306468,2762.74753002,1
0.0,2.0,0.0,132.7208614,1.2856902,2755.06283926,1
0.0,2.0,0.0,130.1398614,1.16854874,1942.05881701,1
0.0,2.0,0.0,138.9068614,1.40756324,3432.48067063,1
0.0,2.0,0.0,130.0678614,1.47237782,3410.53577225,1
0.0,2.0,0.0,133.9948614,1.30187541,2844.4443216,1
0.0,2.0,0.0,146.5988614,1.48454992,5011.06634172,1
0.0,3.0,1.0,139.5848614,1.3147318,4147.56779881,1
0.0,3.0,1.0,136.0788614,1.47533756,4657.63654828,1
0.0,3.0,1.0,128.7768614,1.33813263,3486.8929624,1
0.0,2.0,0.0,133.2088614,1.28889851,2416.30794098,1
0.0,2.0,0.0,145.4488614,1.3534669,3350.71320324,1
0.0,3.0,1.0,144.9768614,1.3841611,4001.24292475,1
0.0,2.0,0.0,136.4998614,1.29144644,2286.76942084,1
0.0,3.0,1.0,139.6588614,1.38427079,4088.05286275,1
0.0,3.0,1.0,138.0378614,1.28660594,3489.973118,1
0.0,3.0,1.0,142.8268614,1.44449207,3980.19347342,1
0.0,2.0,0.0,138.0308614,1.32854015,2935.39833397,1
0.0,3.0,1.0,135.6158614,1.34669357,3253.93295907,1
0.0,3.0,1.0,150.3548614,1.76573138,6730.24760501,1
0.0,2.0,0.0,137.7488614,1.27834212,3213.04532835,1
0.0,3.0,1.0,136.5838614,1.35129193,3403.98358806,1
0.0,3.0,1.0,136.2938614,1.3164272,2755.23717145,1
0.0,2.0,0.0,145.0588614,1.28950965,3239.71503843,1
0.0,3.0,1.0,129.9908614,1.23124954,2034.49456824,1
0.0,3.0,1.0,135.4828614,1.31167301,3767.82303955,1
0.0,2.0,0.0,135.3008614,1.29177986,2295.14781372,1
0.0,3.0,1.0,136.3188614,1.43213311,3775.71455581,1
0.0,2.0,0.0,146.2338614,1.37582492,3239.99124598,1
0.0,3.0,1.0,131.1748614,1.30421065,3276.90180443,1
0.0,3.0,1.0,135.2028614,1.35353877,3880.47779932,1
0.0,2.0,0.0,135.4748614,1.30016033,3061.81666364,1
0.0,2.0,0.0,148.7568614,1.6758622,4918.62804732,1
0.0,3.0,1.0,142.4968614,1.60662012,5119.36136764,1
0.0,2.0,0.0,137.6828614,1.49604619,4395.57414886,1
0.0,3.0,1.0,140.0818614,1.48406818,4474.20867859,1
0.0,2.0,0.0,137.1708614,1.29127507,3030.35971675,1
0.0,3.0,1.0,130.8188614,1.31881705,3223.86944887,1
0.0,2.0,0.0,132.4728614,1.38407053,3238.83728661,1
0.0,3.0,1.0,139.5848614,1.29819363,3055.20861638,1
0.0,3.0,1.0,136.6168614,1.40443577,3771.59764983,1
0.0,2.0,0.0,140.1888614,1.36367406,2842.99247777,1
0.0,3.0,1.0,132.6048614,1.26676563,3294.54294855,1
0.0,2.0,0.0,139.6928614,1.52127603,4354.33382617,1
1.0,2.0,2.0,124.0048614,1.38167139,2819.71004244,1
0.0,2.0,0.0,137.5428614,1.27781406,2668.63760983,1
0.0,3.0,1.0,143.9768614,1.5242584,4804.79816902,1
0.0,3.0,1.0,137.5998614,1.36894197,4152.13061797,1
0.0,2.0,0.0,142.7118614,1.34119752,3359.63555896,1
0.0,2.0,0.0,139.4198614,1.36105751,2385.08314296,1
0.0,2.0,0.0,143.6288614,1.42362064,3550.76802375,1
0.0,3.0,1.0,140.5688614,1.33748758,3745.48718433,1
0.0,2.0,0.0,139.2618614,1.24106179,2250.27669541,1
0.0,3.0,1.0,146.5898614,1.41174207,4624.49114961,1
0.0,2.0,0.0,132.5808614,1.33487646,3552.80583884,1
0.0,3.0,1.0,157.3168614,1.7514705,6954.97464162,1
0.0,3.0,1.0,138.2698614,1.34420823,2626.22160921,1
0.0,3.0,1.0,135.1368614,1.42565971,4134.95839619,1
0.0,2.0,0.0,138.6268614,1.59119714,4811.32429577,1
0.0,2.0,0.0,139.9488614,1.35331737,3198.09789126,1
0.0,3.0,1.0,137.2288614,1.42789693,4220.56376805,1
0.0,3.0,1.0,133.7208614,1.33200866,3389.70722989,1
0.0,3.0,1.0,127.4698614,1.44646638,3753.58989146,1
0.0,2.0,0.0,129.0248614,1.41036446,3052.1546463,1
0.0,3.0,1.0,141.6108614,1.35826209,4615.54173256,1
0.0,3.0,1.0,135.6648614,1.30349332,3242.31527981,1
0.0,2.0,0.0,144.4728614,1.35175941,3132.83358873,1
0.0,3.0,1.0,142.5288614,1.4083775,4734.15816748,1
0.0,2.0,0.0,133.7958614,1.32208368,2805.48196029,1
0.0,3.0,1.0,135.2928614,1.34935107,3449.62692305,1
0.0,2.0,0.0,125.5348614,1.44934658,3027.62644396,1
0.0,2.0,0.0,132.7708614,1.28617456,2900.26113608,1
0.0,2.0,0.0,137.7238614,1.28158231,2761.85954204,1
0.0,3.0,1.0,144.3988614,1.52550653,5269.59516656,1
0.0,3.0,0.0,139.3948614,1.37995148,3790.13595287,1
0.0,3.0,1.0,135.6898614,1.33264812,3541.00237404,1
0.0,2.0,0.0,143.8768614,1.55758278,4703.26915407,1
0.0,2.0,0.0,134.5978614,1.32594742,3491.2016949,1
0.0,3.0,5.0,150.5438614,1.60169735,4951.45640119,1
0.0,2.0,0.0,141.7108614,1.45487181,4056.32894293,1
0.0,3.0,1.0,139.6768614,1.54786127,3766.46983199,1
0.0,2.0,0.0,136.1528614,1.49051998,4092.14057881,1
0.0,2.0,0.0,140.9908614,1.22103564,2197.88216167,1
0.0,2.0,0.0,138.6428614,1.40761514,3198.81515082,1
0.0,2.0,0.0,136.9888614,1.34054011,3296.95490402,1
0.0,2.0,0.0,128.1228614,1.3849948,3126.28152991,1
0.0,2.0,0.0,141.0248614,1.3173262,2880.77025986,1
0.0,3.0,1.0,142.6868614,1.35996271,3636.16944442,1
0.0,3.0,1.0,143.1658614,1.38605573,4104.32020039,1
0.0,2.0,0.0,134.4248614,1.37461898,3432.42203503,1
0.0,3.0,1.0,143.8288614,1.45932279,5085.7627235,1
0.0,2.0,0.0,132.2908614,1.30721225,3196.2958112,1
0.0,2.0,0.0,130.3638614,1.28267425,2429.44892304,1
0.0,2.0,0.0,140.1308614,1.35032544,3655.55517679,1
0.0,2.0,0.0,133.2908614,1.32524905,3081.26670627,1
0.0,2.0,0.0,128.8188614,1.47861823,3001.15167846,1
0.0,2.0,0.0,130.0408614,1.29293581,2827.82429501,1
0.0,3.0,1.0,131.7448614,1.3123255,3355.98476171,1
0.0,2.0,0.0,130.0928614,1.41567609,3100.75554464,1
0.0,2.0,0.0,146.6968614,1.41607728,4380.49168804,1
0.0,3.0,1.0,132.3828614,1.28927586,3256.69301915,1
0.0,2.0,0.0,134.3508614,1.28270977,3345.68538308,1
0.0,2.0,0.0,129.2638614,1.26115671,2454.23553291,1
0.0,2.0,0.0,136.0948614,1.28833947,3050.00353178,1
0.0,3.0,1.0,145.2668614,1.46074448,4527.25694619,1
0.0,3.0,1.0,141.8768614,1.49155885,4718.59199932,1
0.0,2.0,0.0,131.2908614,1.25206115,2972.9969292,1
0.0,2.0,0.0,137.0628614,1.33724728,3381.2786131,1
0.0,3.0,1.0,132.9768614,1.28363695,3294.15124002,1
0.0,2.0,0.0,127.5528614,1.2818056,2914.5351922,1
0.0,3.0,1.0,134.0108614,1.34245109,3413.02931955,1
0.0,2.0,0.0,129.0588614,1.39103357,2890.50910769,1
0.0,3.0,1.0,156.0348614,1.52600179,5673.81668038,1
0.0,3.0,1.0,143.0348614,1.35175541,4163.44277277,1
0.0,2.0,0.0,130.3478614,1.23602525,2389.43574315,1
0.0,2.0,0.0,144.4488614,1.35377064,3793.7682558,1
0.0,3.0,1.0,147.6408614,1.68492678,6336.32965773,1
0.0,2.0,0.0,133.3818614,1.29057242,2397.64851349,1
0.0,2.0,0.0,133.9288614,1.25726078,3290.01705887,1
0.0,3.0,1.0,152.2468614,1.53680194,5779.45677507,1
0.0,2.0,0.0,144.5808614,1.34612235,3621.02675614,1
0.0,2.0,0.0,160.7908614,1.72801226,6309.70808601,1
0.0,2.0,0.0,163.2208614,1.70066489,6735.6870443,1
0.0,2.0,0.0,133.7548614,1.28813387,2821.7088516,1
0.0,3.0,1.0,145.2008614,1.4976608,5041.66830212,1
0.0,2.0,0.0,139.0568614,1.36159656,3739.70629159,1
0.0,2.0,0.0,131.5458614,1.28036152,2864.29018692,1
0.0,3.0,1.0,136.5748614,1.35959032,3654.52119005,1
0.0,3.0,1.0,135.0608614,1.30375398,3247.02074838,1
0.0,2.0,0.0,135.9788614,1.2178972,2378.94171041,1
0.0,2.0,0.0,123.3428614,1.43857051,2738.41596147,1
0.0,2.0,0.0,132.8698614,1.27221844,3383.75103869,1
0.0,2.0,0.0,140.6108614,1.33334428,3467.17007687,1
0.0,2.0,0.0,136.8228614,1.27389137,2779.17503715,1
0.0,2.0,0.0,131.3978614,1.24317562,2260.1935189,1
0.0,3.0,1.0,142.2728614,1.38394597,4014.58412482,1
0.0,2.0,0.0,134.6068614,1.31643858,2984.78231082,1
0.0,3.0,1.0,142.0828614,1.31784974,3822.73054212,1
0.0,2.0,0.0,136.1448614,1.46208216,3576.91285485,1
0.0,3.0,1.0,136.6658614,1.33497178,3090.64487824,1
0.0,2.0,0.0,136.8728614,1.33859979,3119.8172916,1
0.0,2.0,0.0,152.4708614,1.53124055,4676.59235518,1
0.0,2.0,0.0,137.7988614,1.40177247,3648.33538148,1
0.0,2.0,0.0,133.8628614,1.28543397,2644.12550091,1
0.0,2.0,0.0,133.3158614,1.26488417,2606.86495061,1
0.0,2.0,0.0,134.8378614,1.26091621,2511.18554847,1
0.0,2.0,0.0,130.8188614,1.32990332,2834.45602432,1
0.0,3.0,1.0,135.5078614,1.44172323,4255.36281077,1
0.0,2.0,0.0,135.1528614,1.40438625,3247.43804117,1
0.0,2.0,0.0,137.6008614,1.49737847,3810.38325258,1
0.0,3.0,1.0,148.4008614,1.45660389,4637.84050622,1
0.0,2.0,0.0,180.0848614,2.06535441,10383.51603486,2
0.0,2.0,0.0,194.7068614,2.07748423,10844.62300579,2
0.0,2.0,0.0,197.7348614,2.16143011,11864.41965647,2
0.0,2.0,0.0,184.7248614,1.74672853,9651.52975628,2
0.0,2.0,0.0,186.1308614,1.93937355,10791.49646182,2
0.0,2.0,0.0,183.4508614,1.92462301,9915.45606011,2
0.0,2.0,0.0,194.0208614,2.05551371,10945.46451175,2
0.0,2.0,0.0,171.3688614,1.93834816,8498.50095303,2
0.0,2.0,0.0,165.5468614,1.697337,6474.9779155,2
0.0,2.0,0.0,212.3568614,2.40583324,13238.90170544,2
0.0,2.0,0.0,189.9108614,1.96144194,10494.54043008,2
0.0,2.0,0.0,157.8868614,1.75644912,6514.90724855,2
0.0,2.0,0.0,161.7668614,1.72849544,7201.99575131,2
0.0,3.0,1.0,177.0248614,1.87018499,9013.05197565,2
0.0,2.0,0.0,187.1148614,1.92869006,9843.09684511,2
0.0,2.0,0.0,223.2968614,2.55882965,13018.09082143,2
0.0,3.0,1.0,192.6468614,2.01692011,11262.43236502,2
0.0,2.0,0.0,189.5048614,2.14520906,10719.73332391,2
0.0,2.0,0.0,188.3128614,2.10642739,11225.11135502,2
0.0,2.0,0.0,183.0708614,2.09441386,11134.71572067,2
0.0,2.0,0.0,194.7068614,2.02596834,11045.37938947,2
0.0,2.0,0.0,204.3828614,2.12376177,12497.72280205,2
0.0,3.0,1.0,206.1948614,2.06555285,12718.16451996,2
