age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
4.9678106,2,0.0,10,5.219833,3,8,1,2,1,0.0,0.0,3.4280994,32,0
7.4607077,6,0.0,8,0.61150885,0,8,1,2,1,0.0,0.90589035,3.0957654,37,1
6.639671,2,0.0,11,2.8974547,4,0,1,2,1,1.9173356,0.0,1.3316264,37,1
2.7078373,3,0.0,11,2.2689748,3,3,3,4,0,0.0,0.80711186,0.0,37,0
1.3058826,3,0.0,11,4.9432945,4,1,3,4,0,0.1822733,0.0,0.9858501,32,0
4.421036,4,0.0,11,1.6627607,2,8,0,2,1,0.0,1.2661917,4.6715865,41,1
0.09155764,3,0.0,7,3.5182397,4,2,4,4,0,0.0,0.34837693,1.0783782,35,0
4.076269,2,0.0,7,1.4624786,2,4,0,3,1,5.285928,0.3877647,2.7300384,32,1
5.0419555,3,0.0,15,5.452385,2,5,2,4,1,0.9718938,0.0,3.0821078,41,0
6.939185,3,0.0,5,-0.10705112,2,5,1,3,0,6.754908,0.0,1.2677859,30,1
5.5525904,4,0.0,4,1.032225,3,9,2,3,1,8.02425,0.0,1.5538834,34,1
4.624371,3,0.0,12,4.411769,1,4,2,3,0,8.081616,0.84958386,1.1497343,31,1
4.6839194,2,0.0,12,2.7507427,3,10,2,4,1,0.34225404,1.7991407,1.9626324,36,0
8.066448,4,0.0,10,3.6625452,2,8,1,3,1,0.8349995,0.13630697,3.9447143,33,1
4.2414446,4,0.0,15,4.875049,1,5,0,4,1,0.14253551,0.8767573,2.3222878,41,1
3.1852481,3,0.0,2,0.77806866,1,8,2,3,1,0.0,1.1423924,1.978354,37,0
3.4993758,5,0.0,9,1.9806169,4,12,2,4,1,0.41797805,0.7865336,0.20819673,31,0
5.3847895,4,0.0,3,0.15590316,3,6,3,4,1,0.0,0.9020094,3.1093526,41,0
7.315602,3,0.0,5,2.193241,3,6,1,2,0,1.7445908,0.64710855,0.873747,33,0
7.394722,1,0.0,12,3.8791068,3,11,1,4,1,0.0,1.132708,3.1894958,36,1
1.8410274,2,0.0,12,5.32359,0,11,2,4,0,0.0,0.0,4.43543,38,0
3.6665635,1,0.0,9,4.135035,3,10,1,4,1,0.0,2.0468988,1.1490287,41,0
5.0808067,3,0.0,15,5.5009136,3,0,1,4,1,2.8507273,0.12856796,0.87729657,41,1
10.542148,4,0.0,12,4.771007,0,7,3,4,0,6.526734,0.0,0.15270409,41,1
3.0584922,4,0.0,10,3.460182,4,8,1,2,0,4.5111847,0.0,0.0,37,1
7.101509,3,0.0,12,5.900138,1,4,0,4,1,0.0,0.7325194,2.687944,37,0
7.3020544,4,0.0,10,2.0780532,2,6,0,4,1,3.268945,0.82341343,2.4854872,35,1
7.228801,5,0.0,6,3.6243267,2,6,0,4,1,0.7379334,0.0,0.9710798,41,0
7.893473,2,0.0,7,4.5407996,0,5,1,4,1,0.09049999,0.0,0.9964764,38,0
4.4361844,4,0.0,9,3.967203,2,6,0,4,1,0.0,0.41887748,1.9713492,35,0
1.797046,3,0.0,6,0.5159347,3,4,1,3,0,0.0,0.85629594,2.2920494,32,1
8.927296,1,0.0,9,0.7535853,1,10,0,3,1,2.9175394,0.0,3.2133296,36,1
8.743131,2,0.0,4,1.6772388,1,4,1,4,1,4.1989117,0.87206423,2.3243704,40,1
1.0417471,6,0.0,10,2.7049952,2,14,0,4,1,2.6467137,0.0,3.8304722,41,1
3.5605977,2,0.0,13,4.8940167,1,8,0,4,1,0.0,0.458812,3.7004936,35,0
3.6325927,6,0.0,0,-3.593056,4,10,2,4,1,5.664826,1.0056361,1.1756495,35,1
4.219838,2,0.0,12,2.5696788,1,5,1,4,0,4.0728574,1.1471407,1.980704,38,0
5.1666403,6,0.0,15,5.9510384,1,13,1,3,1,0.0,1.010302,2.4641337,31,0
3.9391632,5,0.0,14,8.7961445,1,12,2,4,1,0.19444305,0.72837675,0.22202931,39,0
1.3799595,3,0.0,7,1.1967587,4,4,4,1,0,1.1695056,0.0,1.8096781,32,1
3.3171952,4,0.0,8,2.2414706,2,2,1,4,1,0.0,0.79650325,3.6242266,40,0
2.2423992,2,0.0,11,2.6008356,0,9,2,4,1,2.720556,0.80338067,3.600564,41,1
7.2178726,3,0.0,10,2.3056695,3,8,2,3,1,0.0,0.7794273,1.0487438,32,0
9.519209,4,0.0,9,1.9532789,3,8,0,4,1,4.7515264,0.0,1.5870154,40,1
2.7566261,1,0.0,10,1.7465193,2,5,2,3,1,0.0,0.81929696,0.55471146,35,0
6.329083,3,0.0,12,7.5140367,0,5,1,4,1,0.0,0.010330893,0.17850037,35,0
3.473889,5,0.0,13,2.5315626,3,10,1,3,1,1.0775069,1.1094031,0.54388064,36,0
5.281255,2,0.0,11,5.142242,0,5,0,4,1,4.792344,0.0,3.4782705,37,1
3.4250994,3,0.0,5,-0.71434623,2,8,3,1,0,0.0,0.6732521,0.9345243,35,0
11.111365,5,0.0,12,4.1411076,2,7,3,3,1,0.0,0.36282605,2.1594002,38,0
3.8962286,1,0.0,9,1.5560559,1,5,2,4,0,5.746211,1.4751881,2.7291448,37,1
7.503044,3,0.0,12,4.89276,4,3,1,4,1,4.004353,0.0,3.9498801,37,1
1.7687277,3,0.0,15,4.6989994,4,4,3,4,0,2.0410433,0.52841765,2.3754957,38,1
9.637276,7,0.0,14,6.7273293,3,14,3,4,1,0.0,0.6966852,0.08187698,40,0
7.770214,4,0.0,14,3.7033477,2,6,0,4,1,2.8352659,0.39162385,4.686203,41,1
4.1368194,4,0.0,11,0.025765624,4,11,0,3,1,0.29105318,0.0,1.0910776,37,0
5.725998,3,0.0,12,3.3802521,4,3,1,3,1,0.69136906,0.0,3.6682825,36,1
3.051078,3,0.0,8,1.5790921,2,7,1,4,1,5.1047378,0.0,4.1910405,37,1
3.767055,2,0.0,12,5.5459223,3,6,0,4,1,0.0,0.79229254,2.2047043,36,0
7.3550897,3,0.0,15,6.4929986,2,13,0,4,1,0.0,1.357274,2.4862142,41,1
5.182609,3,0.0,15,4.4690795,3,6,4,4,0,7.7767963,0.0,0.86647093,38,0
7.2629666,6,0.0,15,4.605732,2,0,0,4,1,3.475878,0.0,2.9992926,41,1
7.6121397,5,0.0,15,5.61046,1,4,0,4,1,1.0320965,1.2718061,1.0264658,41,1
4.8767066,2,0.0,7,3.8687935,1,7,0,4,1,0.0,0.43059057,3.4855907,34,0
5.0279884,4,0.0,8,2.033084,1,2,3,4,1,0.0,1.3532814,5.0,40,0
6.187993,1,0.0,11,4.5374904,3,0,2,4,0,3.3446653,0.0,1.0060524,36,0
5.0715837,3,0.0,9,3.2590945,1,6,0,4,1,0.27356836,0.0,5.0,38,1
7.98472,7,0.0,11,5.23417,0,12,0,4,1,0.0,0.67228943,1.9134976,36,1
5.9002576,4,0.0,2,0.20544946,2,3,1,4,1,0.15021813,0.22988261,3.1260803,36,0
6.195955,3,0.0,12,3.7615051,2,0,4,2,0,3.682982,0.13625723,0.0,41,0
8.137827,2,0.0,11,2.072993,2,6,0,4,1,0.0,0.93930525,1.223284,40,1
2.510107,3,0.0,12,5.8827295,3,1,4,4,0,0.0,0.6741159,0.8209466,34,0
6.1289763,3,0.0,11,3.826203,4,2,0,4,1,2.6404212,0.0,2.9467955,36,1
7.9364533,5,0.0,9,3.1936169,1,13,1,3,0,3.5169327,1.3470651,3.3941636,35,1
3.9481444,4,0.0,9,2.1231112,4,10,3,3,0,0.34474513,0.0,0.93086934,33,0
3.232963,4,0.0,9,3.1059604,3,3,1,4,1,0.0,0.86352074,1.4673498,34,1
2.3431168,1,0.0,13,3.3744571,4,2,3,2,0,0.19827464,0.0,0.7819941,41,0
-1.3810223,2,0.0,11,3.8381083,3,8,5,4,0,0.0,0.0,0.35139355,35,0
-1.7631763,4,0.0,13,4.7593856,6,14,3,3,0,0.0,0.7880164,0.23375067,41,0
5.988148,7,0.0,13,5.378718,3,14,1,4,1,4.2258368,0.0,2.7737548,39,1
5.815058,3,0.0,9,2.5020263,3,7,0,4,1,4.6174655,0.56993455,2.7554626,39,1
3.132575,2,0.0,11,1.6389114,2,6,0,4,1,1.2536893,0.31853306,3.8189974,34,1
6.8050036,4,0.0,3,0.48544767,2,14,1,4,0,0.0,0.0,5.0,41,0
5.3536234,5,0.0,15,8.22674,0,7,4,3,0,0.0,0.44143385,3.2754328,34,0
5.0436435,2,0.0,15,6.901466,1,10,0,4,0,0.0,0.037580546,0.92685926,39,0
5.817808,2,0.0,8,1.8631264,3,8,0,4,1,2.3475754,0.7928713,4.940293,39,1
5.4619465,2,0.0,10,3.5071795,1,3,0,3,1,1.1790031,0.9840762,3.4135013,31,1
1.6115457,4,0.0,11,5.1393633,6,4,3,4,0,0.0,0.0,0.0,37,0
1.6693165,2,0.0,10,3.3805034,1,4,4,2,0,0.043294095,0.0,1.3086946,35,0
1.982061,3,0.0,15,5.7633996,2,6,0,4,1,0.93304443,1.5119882,2.1301253,41,1
9.511926,4,0.0,6,2.1250353,2,2,4,4,0,2.1511853,0.0,1.986529,39,1
8.028846,2,0.0,7,3.1973207,0,4,0,4,0,2.063873,0.0,0.36096108,35,0
7.0049767,4,0.0,15,6.995744,4,13,1,4,1,5.73519,0.0,4.7980433,40,1
7.379234,4,0.0,9,3.3091643,0,4,1,4,1,0.026627995,0.0,5.0,39,1
3.350986,4,0.0,12,3.9375696,0,7,1,4,0,4.35248,0.0,2.2616777,35,1
5.4590793,4,0.0,14,3.6079988,2,6,0,3,1,0.015204661,0.03404776,0.9545785,36,0
4.5123444,2,0.0,7,2.1059325,2,3,1,4,1,0.0,0.69641966,2.0545866,33,1
3.742496,2,0.0,10,4.866887,2,7,0,3,1,0.13380563,0.20176338,2.5617719,35,1
8.448544,4,0.0,12,3.4411573,3,14,2,4,0,0.0,0.23762389,2.4688191,35,0
6.736877,3,0.0,8,3.070111,1,4,2,2,0,0.4046171,0.0,1.8879318,33,0
4.990917,4,0.0,1,-1.8995609,3,8,4,3,0,0.0,0.0,2.54945,40,0
3.7623203,3,0.0,11,3.6461074,4,2,4,4,0,1.2857336,0.0,2.8666186,33,0
0.74697727,4,0.0,10,4.561863,5,10,5,3,0,1.3101183,0.0,0.0,36,0
7.763353,5,0.0,11,3.5753953,0,3,0,4,1,1.9217588,0.0,4.938884,41,1
6.471767,3,0.0,8,3.2458627,2,12,1,4,1,9.082877,0.042921927,5.0,41,0
6.0332327,2,0.0,15,5.487037,4,3,3,4,1,0.0,0.0,5.0,41,0
3.5613534,2,0.0,13,6.3977604,2,8,0,4,1,0.0,0.13541073,3.95766,38,0
4.5054717,2,0.0,11,3.1501405,3,1,1,3,1,1.8536444,0.041655615,1.6622663,34,1
6.283214,5,0.0,0,-2.1561544,2,9,3,3,1,0.7783168,0.0,3.6944468,41,0
1.3119107,6,0.0,14,7.5768156,4,9,2,4,1,0.0,0.0,3.8760905,41,0
2.3085337,2,0.0,4,-0.14974582,2,3,3,2,0,0.0,0.3316098,2.1588962,32,0
0.77740157,5,0.0,12,5.60415,3,7,3,4,0,0.0,0.012293886,0.16093594,31,0
7.3014984,2,0.0,10,3.3553967,1,5,0,3,1,0.0,0.6222636,2.5106864,32,1
3.2296867,2,0.0,11,5.675439,1,5,3,3,0,1.5423152,0.0,2.7595282,34,0
6.46805,5,0.0,9,4.48952,5,4,3,4,1,0.0,1.1422751,1.8828679,41,0
4.411167,3,0.0,12,5.8655906,2,4,1,4,1,0.0,0.68285686,4.015405,37,1
7.063175,2,0.0,10,6.2324743,0,3,0,2,1,0.0,0.43900824,2.5726657,34,0
6.064923,1,0.0,9,3.6717794,3,14,1,4,0,7.0100474,0.0,4.510922,41,0
9.117439,4,0.0,5,-0.7530305,0,11,3,2,1,2.8121138,0.1826976,2.4186845,40,1
4.5000896,3,0.0,15,6.036097,2,3,3,4,1,0.026507176,1.1006262,3.9305537,41,1
9.065861,2,0.0,10,3.1553767,3,10,1,4,1,0.0,0.2927485,0.7211206,41,0
4.482158,4,0.0,13,4.9162803,3,14,0,4,0,0.0,0.0,1.7814623,34,1
2.7795367,5,0.0,4,-0.3913532,3,6,3,1,0,3.7067153,1.4856255,1.8245794,41,0
3.188549,3,0.0,8,3.3213894,6,4,3,4,1,0.0,0.0,2.1865687,39,0
5.4976525,3,0.0,9,0.9598892,3,9,3,4,1,2.1737309,0.0,3.6470728,38,1
7.2286773,3,0.0,9,2.751137,0,4,0,3,1,0.0,1.2254096,4.486636,36,1
6.5665855,6,0.0,12,7.276038,4,12,4,4,1,2.0044513,0.0,2.4589891,40,1
8.480157,5,0.0,9,3.7129366,1,10,1,3,1,1.2106065,2.261924,2.0939136,33,0
3.070912,2,0.0,13,2.8528929,1,10,2,4,0,0.0,0.0,3.1837664,39,0
8.14064,3,0.0,12,5.738056,3,2,1,4,1,0.0,0.19911705,3.1856678,38,1
6.0248423,4,0.0,2,-1.2158628,3,10,0,2,1,0.0,0.0,1.2933763,37,0
5.4032135,4,0.0,15,3.6546018,1,0,0,4,1,0.0,0.06509738,5.0,41,1
7.63227,5,0.0,15,8.114803,0,11,2,3,1,0.0,1.1452237,1.4912491,37,0
2.3365846,3,0.0,6,1.5481555,5,4,1,4,1,1.5059544,0.023860283,2.5786123,35,0
0.98540956,4,0.0,14,6.9795823,4,14,3,4,0,0.0,0.0,2.2678292,36,0
2.3043478,3,0.0,5,-2.3526027,2,4,2,2,1,5.124512,0.0,1.1513069,38,1
7.603407,3,0.0,10,5.373796,2,3,1,4,1,6.6232367,0.0,1.9861039,36,1
6.792529,2,0.0,9,3.7953835,2,10,2,4,0,0.0,0.0,1.0072721,31,1
4.906894,2,0.0,10,2.9832792,1,7,2,3,0,0.0,0.33727664,2.9103293,33,0
4.0157843,1,0.0,10,2.4946826,1,7,0,4,1,0.4025208,1.3521141,2.1023054,35,0
6.939764,3,0.0,13,4.941904,2,3,3,3,1,0.0,0.03945531,3.4573007,40,0
8.355262,4,0.0,11,4.807136,1,7,0,4,1,2.0867386,0.6195112,4.4087257,35,1
7.1001644,4,0.0,13,2.276378,3,4,0,3,1,4.4745355,0.0,1.4109148,35,1
7.507141,5,0.0,13,3.281348,2,8,1,4,1,0.0,0.058250137,1.4978198,37,0
2.6319025,3,0.0,8,1.766878,3,0,2,4,0,0.0,1.0351448,1.6940987,41,0
2.4106157,3,0.0,13,5.8354836,4,0,2,4,1,0.0,0.33946407,0.15037079,40,0
4.7819185,3,0.0,14,6.3319535,3,0,1,2,1,0.424,0.0,2.0194328,34,0
4.17133,2,0.0,14,6.092858,2,3,1,3,1,3.5844128,0.12901995,0.18290295,37,0
6.700192,3,0.0,12,6.28685,2,12,1,4,1,0.63406765,0.0,1.4991784,35,0
1.6116662,5,0.0,12,6.5670104,2,8,2,4,0,0.0,0.0,2.7860203,30,0
0.5614211,2,0.0,7,1.0370452,3,1,4,4,0,0.32523835,0.5628512,1.7656255,36,0
7.107203,4,0.0,15,6.784538,2,0,1,3,1,0.0,0.0,3.602497,41,0
8.605991,8,0.0,15,8.268643,3,14,0,4,1,0.0,0.0,4.55985,41,1
5.6488547,4,0.0,14,4.199386,2,6,0,4,1,5.4059987,0.3975774,5.0,41,1
6.2420335,1,0.0,13,3.5848103,1,6,0,4,1,0.0,1.2544864,4.4646187,40,0
2.8032072,5,0.0,13,5.1436396,5,9,3,4,0,1.7993398,0.0,2.3853996,36,0
5.4942307,6,0.0,12,4.0943537,4,9,2,3,0,0.0,0.0,1.225294,31,0
2.9554977,2,0.0,12,3.2824533,2,1,1,4,1,5.641838,0.118676975,2.5666234,34,0
6.08686,2,0.0,11,3.8040156,2,9,2,4,0,0.0,0.57687926,1.7743279,34,1
3.217785,2,0.0,10,2.6973772,3,6,0,2,1,0.0,0.56998855,2.9709373,35,0
6.2783976,2,0.0,14,5.8401303,2,2,1,3,1,0.78893524,0.9355915,0.73859656,36,0
6.654566,5,0.0,8,4.473984,2,8,0,4,1,0.0,0.5746886,3.490463,39,1
9.283702,4,0.0,10,4.033772,3,4,1,4,1,1.6466004,0.0,5.0,40,1
-3.056843,4,0.0,7,1.589531,6,5,3,4,0,0.0,0.5281145,1.1353639,40,0
6.8593516,4,0.0,11,5.175108,4,5,3,4,0,0.0,0.0,0.14794643,41,0
3.2918544,5,0.0,13,5.7089415,3,12,3,4,0,2.8194618,0.45191574,2.0003633,35,0
6.3875475,4,0.0,5,2.3255017,0,9,0,4,1,4.627585,0.15595424,3.1650114,40,1
6.121606,2,0.0,13,6.9320064,4,1,2,4,0,0.0,0.0,3.097902,37,0
10.813275,2,0.0,14,5.395944,1,2,1,2,0,1.1327058,0.0,0.35579044,41,1
6.720153,3,0.0,11,3.1586561,4,8,0,4,0,10.756995,1.2232242,2.4126334,37,1
5.629111,4,0.0,4,3.2228763,6,5,3,3,1,0.0,0.35291153,1.5485,39,0
2.6241,4,0.0,7,-0.8382664,1,8,0,3,1,1.0383133,0.0,1.9664989,37,1
3.7983224,3,0.0,10,2.57761,3,4,5,3,0,2.0424573,1.1027149,1.1703463,36,0
4.543448,2,0.0,5,3.0866745,5,5,1,4,1,0.0,0.0,1.2630332,33,1
7.2885847,2,0.0,14,4.7499647,3,1,3,4,1,6.7200727,1.5319655,2.754821,37,1
10.505234,3,0.0,10,4.6940236,2,10,0,4,1,4.2793274,0.0,2.820961,35,1
6.4419594,2,0.0,12,5.4448147,1,9,2,4,1,5.0543804,1.2909803,1.9222481,39,1
5.160506,2,0.0,3,2.4079745,3,11,2,4,0,1.8546058,0.0,1.8637319,39,0
4.62612,5,0.0,9,1.0828625,2,0,0,4,1,0.13972366,0.968711,1.8332562,41,0
2.5765338,3,0.0,12,5.861314,5,5,1,3,0,0.0,0.102148384,1.5518084,36,0
6.0247107,2,0.0,8,4.3146925,1,6,0,4,1,0.0,0.0,3.948057,36,0
3.638444,3,0.0,1,1.0688297,5,8,2,4,1,1.6694576,0.0,3.53626,38,0
0.44167453,1,0.0,13,4.4925675,3,4,1,2,1,0.20140254,0.0,0.8488327,33,0
8.272171,2,0.0,11,4.9424343,1,0,2,4,0,0.0,0.0,3.4820862,38,0
5.9304223,4,0.0,10,3.5365078,2,13,5,4,0,0.56025577,0.0,3.340763,36,0
9.357232,4,0.0,12,3.4446225,1,2,0,4,1,0.0,0.0,0.8622521,38,1
4.3323603,4,0.0,7,1.4962016,1,2,1,2,0,3.6059098,0.0,1.0831172,34,0
8.868352,3,0.0,15,5.3196616,3,0,1,4,0,5.8029513,0.0,0.36007386,41,1
8.035744,3,0.0,10,3.6512542,2,5,0,3,1,1.0066578,0.07090701,1.9599668,38,1
4.547826,5,0.0,12,5.7836857,4,4,0,3,0,0.0,0.0,3.902194,38,1
3.5822134,6,0.0,15,4.5085073,3,14,1,4,0,0.0,0.0,2.529353,39,0
9.86758,4,0.0,15,4.377299,3,4,0,4,1,1.7825294,0.0,2.5170846,41,1
7.481913,4,0.0,10,5.1301036,1,9,2,4,0,1.7405941,1.869509,3.1709733,33,1
6.902001,4,0.0,3,-2.76947,0,7,0,2,1,0.0,0.0,1.8211565,33,1
9.300827,2,0.0,9,2.601602,1,8,3,4,0,5.9163413,0.0,2.8487866,38,1
4.128083,3,0.0,9,1.7650372,5,0,1,3,1,3.168549,0.2270896,2.4618475,37,1
5.1634135,3,0.0,6,1.1318855,2,2,1,4,0,5.039892,0.0,2.9806566,30,1
9.354364,2,0.0,10,3.1628363,2,3,1,4,0,7.6330686,0.0,2.5226061,40,1
6.523085,3,0.0,8,1.9477408,1,5,1,4,1,1.6068319,0.0,0.6169879,35,1
6.5887237,3,0.0,13,5.3466787,0,7,1,4,1,0.0,0.21512082,3.7619543,39,1
7.732131,4,0.0,14,4.9581327,2,8,0,4,1,2.025132,0.0,3.7611518,41,1
4.5520525,4,0.0,10,3.5135982,4,2,2,4,1,0.0,0.2147139,3.6254787,40,0
4.7755866,4,0.0,10,2.2501688,3,8,3,4,0,0.6207279,0.0,0.38398176,32,0
7.0764213,3,0.0,11,5.437527,5,0,1,4,1,0.0,0.37993598,0.9393861,40,0
0.31535822,3,0.0,8,1.747393,2,4,1,4,1,0.32759795,0.0,3.2621017,38,0
5.0730467,2,0.0,12,3.560165,5,4,0,2,1,2.9914544,0.0,0.89497983,34,1
2.691702,3,0.0,9,3.3892243,5,4,3,4,0,0.047506265,0.0,0.0,35,0
2.840856,3,0.0,12,3.0635242,4,11,3,3,0,4.21606,0.0,1.1963487,40,1
3.2113898,4,0.0,15,9.101624,2,6,3,3,0,0.0,0.59790885,0.2698161,41,0
5.398852,3,0.0,10,3.3721974,1,12,0,4,1,4.5749397,0.0,4.711473,38,1
2.3410487,3,0.0,14,6.0566974,2,10,1,4,1,0.0,0.0,0.1343635,34,0
7.9428186,5,0.0,10,5.635413,0,8,0,4,1,1.5449188,0.0,3.0231483,38,1
5.994391,5,0.0,5,0.84606826,4,10,4,3,0,0.0,0.40320897,1.9517173,33,0
-2.370968,6,0.0,5,1.5439007,4,7,3,4,0,0.0,0.6511469,1.7536445,38,0
3.0638154,5,0.0,2,1.9569373,3,13,3,2,1,1.798611,0.36069965,1.2341917,35,0
8.285227,2,0.0,11,1.9192219,2,11,0,3,1,0.7476066,0.20889907,0.27894384,39,1
9.416816,3,0.0,13,5.967228,2,5,0,4,1,2.9307547,0.0,3.7416613,40,1
