Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29
-0.007685643,-0.4159577,0.5717756,-0.2810987,0.65554696,0.14552204,-0.7144874,-0.65517277,-0.53304577,0.013700526,-0.37318802,0.55005294,-0.09929562,-0.28071335,-0.24066994,-0.051385246,-0.022435768,-0.15727642,-0.45926,-0.30183917,-0.0885576,0.23546092,-0.830181,0.41430968,0.08075992,-0.6646231,-0.03635529,-0.17599869,0.5591011,0.14831944
0.23616093,-0.73510087,0.09909985,-0.21253854,-0.39361116,-0.06710125,-0.6404111,0.18129879,-0.17396031,-0.5241943,-0.39997807,0.60574675,0.51287067,0.2520424,0.00093404524,0.1599436,-0.5325043,-0.35239705,0.20327558,0.7609047,-0.16454664,0.5347815,-0.74725187,0.32467806,-0.20750391,0.35854918,-0.22836547,0.13478836,0.43491554,-0.5233024
0.019499818,-0.85885423,0.8616284,0.13007016,0.23559749,0.014562106,-0.019345215,-0.32520196,-0.1945348,-0.28568855,-0.21506539,-0.33649755,0.18016759,-0.006974659,-0.62043446,0.6919524,0.23923175,-0.1348607,-0.20372337,0.27773583,-0.19849373,-0.08483997,-0.73731256,0.6569349,-0.48990813,0.050981447,0.04677146,0.47738826,0.652724,-0.15360734
0.06453695,-0.81395566,-0.2017047,-0.61589247,0.28509498,-0.8096535,-0.3551505,-0.6854836,-0.40949932,-0.44513452,-0.5850524,-0.4116201,-0.066436656,0.66642606,-0.6151462,0.0033829843,0.62379634,-0.18001671,0.29249132,0.16265774,0.011263733,0.29537612,-0.8926815,0.64597046,-0.5726206,-0.4075786,-0.56146026,-0.3225879,0.69862545,0.6805502
0.06458084,-0.47682616,-0.6063397,-0.6803472,0.5326948,-0.77995306,-0.6752592,-0.5752963,-0.45165995,-0.3768386,-0.6205788,0.21904868,0.39297312,-0.2765058,-0.26447546,-0.33584982,-0.23822416,-0.3542286,0.39150938,-0.30232534,-0.251108,0.33305016,-0.64947015,0.8100148,0.6122222,-0.7945726,-0.6450172,-0.052185744,0.58267474,-0.24738319
-0.5083667,-0.013607955,-0.1333287,0.09881053,0.20996757,-0.47757593,-0.68156505,0.53460085,0.30586377,-0.8576613,-0.42687744,0.635229,0.36550122,0.072235346,-0.08445572,0.5630174,0.13098489,0.6750697,-0.3277597,0.14481758,-0.06912167,0.18840139,-0.08222634,0.8528358,0.27899283,0.3424855,-0.16670708,-0.10834914,0.53517246,-0.57887226
-0.11952546,-0.27460992,0.24850336,-0.30859837,0.020359283,-0.53480756,0.011949304,-0.16347297,-0.49724153,-0.3065094,-0.8162474,0.4648796,-0.03086743,-0.004383631,-0.59741277,0.6033401,-0.29498085,0.24359173,-0.15450259,0.32452685,-0.3090709,0.6205309,-0.6725623,0.7514341,0.25697333,0.5565207,-0.5043159,-0.085423134,0.44987765,-0.5879988
0.17565927,-0.33421507,0.66999584,0.2930015,-0.050540328,-0.50086445,0.009554459,-0.45425597,-0.058157913,-0.39452207,0.018200353,-0.08216285,0.29591498,0.017947312,-0.65830016,-0.004331856,0.34146193,-0.5667924,0.55879724,0.531617,-0.3582684,0.0156533,-0.7300599,-0.022163698,-0.0013431209,-0.21562451,0.49948376,-0.6740744,0.3761698,-0.054174777
-0.58250046,0.17696959,0.3614264,0.2887247,0.26985428,-0.2874364,0.1542234,-0.0026048494,-0.5295819,-0.6675162,-0.06630537,0.29484284,0.27106076,-0.05033568,-0.38152292,0.3126252,-0.011684202,-0.11435615,-0.6387531,0.15775536,0.17344695,-0.18206313,0.02636597,0.34912163,-0.39946464,-0.073301315,-0.2727823,-0.05061987,0.07245621,-0.31832042
0.113553844,-0.20928597,-0.2884587,-0.3680269,0.20212258,-0.87336826,0.28886417,0.5231754,-0.6976359,-0.6624705,-0.58375436,0.7272982,0.10792055,0.7575937,-0.5559779,0.6281323,-0.33623308,0.2971188,-0.105515994,-0.49991325,-0.049039893,0.636363,-0.16336371,0.41591397,0.6016827,-0.44742617,-0.61192644,-0.28146258,0.5198477,-0.60431623
0.062122546,-0.36089665,0.47080517,-0.57927585,-0.23506136,-0.81874156,-0.38646984,0.111010015,-0.37911603,-0.12536988,-0.8400641,0.23926371,0.18584114,0.7170272,0.040057637,0.029263344,-0.7937106,0.35479382,-0.13146137,0.4636694,-0.08270467,0.31308168,-0.17901282,0.50711274,-0.22318853,-0.16469638,-0.5426002,-0.6269857,-0.29885972,-0.21831794
-0.13151982,-0.107418105,-0.556292,0.2007509,0.7137124,-0.39419767,-0.22485657,0.42477915,-0.54284096,-0.7092442,-0.4578058,-0.23595096,-0.39274067,-0.12312131,-0.3632531,0.5383982,-0.38871253,0.2246878,-0.07850758,0.6098754,-0.8931701,0.036757372,-0.44220886,0.5185179,-0.15204737,0.53796655,-0.42977005,0.3009168,0.028540347,-0.3594421
0.23060876,-0.44164568,-0.39056942,-0.49918157,0.21502629,-0.4554731,-0.36358324,0.07776475,0.032229688,-0.38079822,-0.6602072,0.27371043,-0.20216106,0.27143928,-0.33381823,-0.30788523,-0.53215474,0.29449004,-0.20999914,0.38307124,0.048372466,0.61090624,-0.31647906,0.052392147,-0.054655872,0.6187554,-0.550192,-0.33538708,-0.0726415,-0.34034553
-0.708129,-0.580605,0.30191258,-0.81180865,0.31403458,-0.61860955,-0.15317461,0.15194225,-0.43547374,-0.021534752,-0.57010895,-0.097257055,-0.36592516,0.3112203,-0.58341885,0.8534219,-0.50985706,-0.46167997,-0.33118635,-0.6383404,-0.7228357,0.2798269,-0.844301,0.8157559,-0.5857406,-0.6820431,-0.58702075,-0.33965385,0.32793656,-0.6760567
0.023513606,0.09873819,-0.6263703,-0.29661462,0.0364357,-0.7007157,-0.5127184,-0.40311813,-0.69165516,-0.6621257,-0.24455868,-0.49088135,0.033481717,0.1313958,0.097405985,-0.17800596,0.3086079,0.02752548,-0.07767282,-0.6671581,-0.78753453,0.29900777,-0.73500764,0.25571358,-0.046231613,-0.4771609,-0.50892484,-0.38149565,0.6708577,0.351798
0.005325393,0.5185341,-0.030321991,-0.036876727,0.46401608,-0.70964706,0.42829666,0.2264426,-0.8889086,-0.015284575,-0.59595144,0.32923096,0.028079893,-0.30324677,-0.05807869,0.59180766,0.10524303,0.15671077,0.13580014,0.13333593,0.16470629,0.20100813,-0.09004551,0.48019025,-0.22300002,-0.3712842,0.009396613,-0.6489681,-0.6358122,-0.38467208
-0.07814484,0.6014526,-0.28102815,-0.61236554,0.6868266,-0.7926685,-0.6335564,-0.050470322,-0.75794625,-0.50118124,-0.3803378,-0.29626423,-0.67201954,0.5451073,0.33067256,0.15844002,0.5519766,0.24439895,-0.6035119,-0.5640558,-0.6078687,-0.09985208,-0.83466905,0.4760561,-0.005765745,-0.6096176,-0.04853317,0.38324174,0.3038329,-0.3106569
-0.5199453,-0.12336336,0.01529549,0.010532309,0.5407927,-0.69156367,0.42400748,-0.22494966,-0.6628037,0.11628449,0.04055206,-0.37429085,0.10839003,-0.56489414,-0.3313954,0.31851488,0.5299643,-0.47864273,-0.59383947,0.10013245,-0.28446442,0.7639427,-0.52492946,0.5953409,-0.021787232,-0.2348832,0.3748541,-0.8270496,0.034645956,0.55375266
-0.12316736,-0.39957535,0.10949313,-0.54310715,0.41740257,-0.5246064,0.46227503,0.23216917,-0.24072579,-0.7803715,-0.53484964,-0.641586,0.19007185,0.19542535,-0.24832179,0.8192592,0.4013503,-0.30398178,0.11669917,0.71856016,-0.6801662,0.30991146,-0.63806987,0.8757694,0.32598445,-0.20317478,-0.012695249,0.20538191,0.521659,-0.45640102
-0.56585455,0.048010074,0.26802048,-0.124954544,0.047412552,-0.5225453,0.24371055,0.19064468,-0.37923127,-0.626197,-0.24513747,0.15337525,0.62270117,-0.2759122,-0.10592829,-0.19704078,-0.0689376,-0.3821193,-0.66546595,0.64569056,0.01861845,0.5724678,-0.30126145,-0.21198133,-0.32830274,0.4404117,-0.34834823,-0.3816313,-0.13582651,-0.431769
-0.2097794,-0.62556434,-0.3883607,-0.17643242,0.6123399,-0.63159424,-0.5391216,-0.52416956,-0.31011897,0.2143239,-0.43395665,0.18733853,0.4096916,-0.12264923,0.22537078,0.537795,-0.14149092,-0.31650013,0.48694444,-0.26498774,-0.69562995,0.40771103,-0.8553054,0.77891916,-0.05204382,0.48764583,0.35899314,-0.3580167,0.25347847,0.66459537
0.1033718,0.13806301,0.22698846,-0.19269456,-0.20268956,-0.4841853,0.38426578,0.20032795,-0.1271865,-0.7424638,-0.33493432,-0.08430046,0.45491222,-0.4458031,0.09748997,0.476707,-0.12691535,-0.37597415,0.1298345,0.34223312,-0.0125837475,0.15964119,0.002541831,-0.16310595,0.45320678,-0.013946243,-0.36017865,-0.41069537,0.2741682,-0.6569121
-0.017306484,0.14405377,-0.1842297,-0.1214891,0.29957637,-0.79010653,-0.14601994,-0.0064484403,-0.5965871,-0.08047817,-0.7056408,-0.12879547,0.16844915,0.44029424,0.19148594,0.16676374,-0.2666501,0.45769385,0.15193228,-0.348716,-0.30277592,0.19964835,-0.7840244,0.48768008,0.17887211,0.024414487,0.003493466,-0.3046152,0.28536993,-0.5876969
0.5932205,-0.70932513,0.15072893,-0.43318328,-0.28875434,-0.39111033,0.5036394,0.49166843,0.291915,-0.5094585,-0.6385562,0.45174155,0.3000184,0.82795364,-0.49371684,-0.0572095,-0.40303463,0.42152172,0.32268304,0.5164839,-0.34234533,0.47755212,-0.26256204,0.32833934,-0.02392191,0.5192092,-0.91447854,-0.07666631,0.7310963,-0.6038853
-0.5761793,0.5465662,-0.43086985,-0.08267776,0.47198486,-0.60295093,-0.44516605,-0.065995365,-0.24373426,-0.11234253,0.044647496,0.26694337,-0.23151554,0.24777067,0.40611637,-0.3488981,-0.3604177,-0.14968203,-0.7110607,-0.00011740546,-0.103120185,0.13694976,-0.7082169,0.24781024,0.06720651,0.08015877,-0.25466806,0.23419912,0.34575877,-0.6971378
0.4656577,0.12379778,0.5813109,-0.8002664,0.081829704,-0.66867644,0.35512608,-0.15562937,-0.6194363,-0.06062017,-0.026243843,0.6588117,-0.034123335,0.5816932,0.3397397,-0.35444894,-0.3840079,-0.44040534,0.3140729,-0.24594325,-0.4833954,0.08620076,-0.6051194,0.3880102,-0.12740019,-0.54386073,-0.07652125,-0.0863622,0.1727016,0.38086718
0.066305034,-0.014816144,0.057501286,-0.15757301,0.20715277,-0.43522608,-0.31518453,-0.008484896,-0.43316546,-0.6845871,0.08728298,-0.15333396,0.36488074,0.24468371,-0.25553298,-0.1273671,-0.18170565,-0.41700685,-0.3503757,0.6821758,-0.25806963,0.8261391,-0.20357165,-0.071158156,0.39314505,0.59323806,-0.68942726,-0.05677017,0.27899957,-0.4417222
-0.22334678,-0.39829412,0.19254015,0.22940989,0.0108050555,-0.2810961,-0.77939874,-0.006437272,-0.34683064,-0.4423223,0.70062524,0.6921669,-0.018105803,-0.23464859,-0.07912342,0.31362784,0.62887126,-0.3254892,-0.5318931,-0.30336225,-0.20329729,0.22115146,-0.82663697,0.42740083,0.011359221,-0.09511923,-0.038176082,0.23104416,0.39921743,0.23840207
0.2844213,0.5265818,0.0137048885,0.021382641,0.02202519,-0.5931103,-0.18063745,-0.36152208,-0.40687722,-0.8319834,-0.39752293,0.7417721,0.12234622,0.17559049,0.09693943,-0.40290856,0.3161554,0.6747238,-0.49528876,0.00016027545,-0.3414071,-0.1699862,-0.5698747,0.46762708,0.4750066,-0.34371483,-0.7830743,-0.27858037,0.6049054,-0.13431512
-0.4631894,-0.56999147,0.49220675,0.14340556,0.4336765,-0.75321436,-0.7820291,-0.3998898,-0.3704158,-0.47880897,0.40264514,-0.41553387,-0.5783948,0.092120215,0.1340341,0.32950717,-0.6783846,-0.16317743,-0.4627001,0.42910847,-0.7921636,0.525837,-0.029523697,0.7449795,0.23328848,0.438629,-0.2077978,0.06392421,0.4177258,0.016613012
0.06122671,0.15277281,-0.5085204,-0.32092762,0.55758363,-0.63710004,-0.6196219,-0.2502289,-0.27552935,-0.011050963,-0.49953133,-0.18269466,-0.49193868,0.8169727,-0.33803403,-0.17203453,0.4377149,0.66518354,-0.062327072,0.096020825,-0.3014814,-0.3974112,-0.57890964,0.049201716,-0.3031506,0.46718335,0.14240417,0.40012214,0.26813835,-0.11137044
-0.09610518,-0.4696308,0.39379522,-0.8069181,0.19749051,-0.87140685,0.51602054,-0.08124135,-0.5353709,0.040325977,-0.81454855,0.13971938,0.88987064,0.64263624,0.3393639,0.65359473,-0.46750808,0.45144993,0.2078074,0.14433473,-0.30698588,-0.06239252,-0.34687707,0.85704684,-0.21336348,-0.6933627,-0.26692113,-0.77909803,-0.68635637,-0.43259025
-0.6440936,-0.4092278,0.1913766,-0.4561916,-0.3738891,-0.5813016,0.4003099,-0.06281973,-0.0369577,-0.50257397,0.36553082,-0.41783214,0.20939882,0.4573654,-0.3317904,0.39563364,0.16827089,0.21485735,0.16210334,0.5174603,-0.59819365,0.07656115,-0.38829812,0.2257266,-0.7525113,0.35224566,0.06813383,-0.41445303,0.29634827,-0.14374945
0.15457131,-0.22429968,0.25663593,-0.11636665,0.033837408,-0.2775457,0.2427946,0.4613547,-0.1356698,-0.30173197,-0.50584275,0.11441746,0.18935922,0.3105099,0.158945,0.16158266,0.133595,0.284759,-0.59956056,0.48265347,-0.05235388,0.012639672,-0.44245633,0.366344,-0.35880503,-0.37533888,-0.46376124,-0.040603198,-0.01188388,0.13336137
-0.63603854,0.32258797,0.751006,-0.1059869,0.29421926,-0.6782463,-0.18582495,0.4034562,-0.5504168,-0.22625194,-0.54848367,0.5279133,0.29248914,-0.16430494,-0.09322645,0.19084899,-0.112766765,-0.03319622,-0.28808844,-0.15896566,-0.24188806,0.39313713,-0.8204089,0.83022565,-0.22493549,0.17635521,0.1955584,-0.024397891,0.19178924,-0.4496563
0.7881898,-0.52469075,-0.056820244,-0.05333292,-0.29045063,-0.8033823,-0.5649288,0.5215826,-0.41691664,-0.29231662,-0.23405293,0.28192288,0.47068745,-0.024712307,0.5389924,0.0628335,0.18261841,0.31106117,-0.9272013,0.11861338,-0.5289579,0.68132913,-0.6155508,0.39995345,0.634206,0.26397496,-0.43310016,-0.011767512,0.20828494,-0.49107814
-0.37587193,-0.58611214,0.81939167,-0.043368675,0.4157356,-0.13064018,-0.20694962,0.27577448,-0.43248403,-0.37309688,-0.087547,-0.05882731,0.13873453,-0.5592894,0.49756044,0.09293904,-0.10823696,-0.35534236,-0.5814337,0.42390916,-0.5294764,0.08929225,-0.8859907,0.55596477,0.16642086,-0.42576683,-0.07431258,-0.86927265,-0.1769836,0.39311695
-0.02370589,-0.2225853,0.19658056,-0.5028551,-0.391898,-0.31622413,0.17481585,0.019931398,0.21226396,-0.50536186,-0.121610075,0.4341923,0.57804793,0.3852543,0.046375588,-0.02611243,0.03450066,-0.12769167,-0.091615416,0.34602055,0.07694957,0.025365522,-0.6903819,0.48788303,0.30659342,0.5875913,-0.46149328,0.48444498,0.16817528,-0.34537348
-0.25054747,0.2536606,-0.06677774,-0.9475423,-0.048852924,-0.9355991,0.4024346,-0.3040063,-0.77757907,-0.29847917,-0.86424637,0.10050724,0.60144037,0.13306275,0.008017983,0.53880584,-0.24137299,-0.11437167,0.3121907,-0.64425236,-0.36095586,0.5362773,-0.7192004,0.7714405,0.71340394,-0.7940749,-0.27650625,-0.7679869,-0.6483636,-0.31360248
0.14475174,-0.015851969,0.42614216,0.27054656,0.41079596,-0.47127393,-0.8593904,0.009836967,0.15636683,-0.6577882,-0.13971806,0.43329683,0.3393241,-0.24545406,-0.55639386,-0.047005646,0.20356041,-0.29794887,-0.44986868,0.027156245,0.5415578,0.3030678,-0.8077008,0.25896224,0.07118834,0.13326025,-0.1771155,-0.04418131,0.68106115,-0.23618774
0.42690107,-0.42091417,-0.3586083,-0.098522455,-0.011730972,-0.7769704,-0.3359847,-0.28133887,-0.87669796,0.13809673,-0.17937157,0.3665304,0.65943444,0.13873436,0.06510285,0.60046035,-0.06749371,-0.44872588,0.42726213,-0.0677575,-0.35899204,0.2767746,-0.8380534,0.7028002,0.33294886,-0.345975,-0.5054391,-0.32839915,0.1251201,0.4848007
-0.15770802,-0.09338522,0.5502645,0.14405267,-0.6136016,-0.630685,-0.59081054,-0.035818655,0.08379324,-0.43993264,0.08651307,0.08567871,-0.4344382,-0.13371775,-0.28300866,0.06950545,0.067526646,-0.44411802,-0.091296166,0.458203,-0.24326323,0.6518649,-0.2829036,0.40292886,0.34352636,0.6822498,0.05692721,0.22205074,-0.0631124,-0.5884156
-0.07423308,0.64105856,0.38020253,-0.7049183,-0.2926675,-0.32348442,-0.53332144,-0.5031078,-0.045948755,-0.047477026,-0.2289167,0.6225459,0.008890275,-0.11613595,0.13242835,-0.024646027,0.06950581,0.034265872,-0.3239628,0.09000018,0.030438572,0.12402703,-0.7327201,0.39272493,-0.31978172,0.34954312,0.5891319,0.13471471,0.31821433,-0.20491126
-0.5924939,0.22720765,0.13885327,0.10189341,-0.4979451,-0.66996264,-0.21294807,-0.16517246,-0.6661694,-0.6175688,-0.6729271,-0.3497977,-0.09242486,-0.0796121,0.2846499,-0.12718241,0.25562206,-0.4199707,0.1710653,0.033779368,0.1331105,0.53723073,-0.760928,0.48880592,-0.21509181,-0.028768,-0.65506375,0.32821652,0.30145508,0.41005448
-0.1346417,0.12749326,0.162328,-0.29605773,0.07151523,-0.47987098,-0.12987025,-0.7016514,-0.2506167,-0.0059518595,-0.18223307,-0.11362173,0.28540504,0.19621328,-0.032567028,0.509671,-0.32397017,-0.32557285,-0.25646245,0.13652496,-0.31325334,0.10695751,-0.8101237,0.3778987,-0.3038494,-0.25445372,0.048362177,0.5839739,0.4854183,-0.74693877
-0.4694466,0.034428626,-0.3050584,-0.5548665,-0.07198918,-0.4860609,-0.6277773,0.23423801,-0.031571772,-0.70906556,-0.5259011,0.9084261,0.33910576,0.10679548,0.3399399,0.27846608,-0.1870344,-0.048287082,-0.5624389,0.025268992,0.15144268,0.37794176,-0.64693046,0.26981413,0.06870028,-0.16973738,-0.61035377,0.009473541,-0.02182666,-0.3473262
0.17482284,-0.19466129,0.23926297,-0.35051468,0.24935977,-0.07628033,0.049651276,-0.21057446,0.6298512,-0.6213425,-0.6788481,-0.20379609,0.43298092,-0.12438765,0.34813595,-0.2893436,-0.2886698,-0.5389262,-0.08151294,0.83080906,-0.53136796,0.5938186,-0.8170457,0.3408677,-0.1759259,0.16455156,-0.43715507,-0.4121172,0.5266548,-0.76183796
-0.05766893,0.2758332,0.3407333,-0.31778947,0.031511717,-0.49177745,-0.5590153,-0.10285152,-0.7689241,-0.439208,-0.7519679,0.21131083,0.12701772,-0.25540677,-0.078047335,0.09065584,-0.14068484,0.121287726,-0.2813546,0.21248734,-0.6580044,0.54330176,-0.44433606,0.6611087,0.4119892,-0.4139282,-0.47275487,-0.45894694,-0.4365441,0.2602273
-0.10359781,-0.3076795,0.33630195,0.37409666,0.31067985,0.24575453,-0.38258517,-0.2483224,-0.46970618,-0.3161905,-0.07414632,-0.111887015,-0.04062824,-0.37493843,-0.7204738,0.48609638,0.4297322,-0.14941049,0.4220707,0.32375085,0.061758205,0.39574066,-0.8734843,0.13662517,-0.6143453,0.3679005,-0.1447454,0.033529874,0.23598081,0.3365383
0.7886657,-0.50033027,0.7590181,-0.6606036,0.31307313,-0.9200775,0.25186834,0.1562155,-0.74918664,0.012149948,-0.77647537,-0.076084994,0.10836123,0.769601,0.12339593,-0.255365,-0.4937836,-0.23675217,0.3370605,-0.030160457,-0.6256674,-0.09641191,-0.7047175,0.82815427,-0.85410726,-0.3485716,-0.8896161,-0.5501499,-0.3951257,0.5961787
0.1300858,-0.27963692,-0.7750181,-0.6102886,-0.34747544,-0.6145297,0.024717102,-0.31409478,-0.012331117,-0.3606679,-0.1402076,0.4036501,0.25884497,0.15905893,0.089933634,-0.14713605,-0.63998085,-0.43404508,0.5430164,0.28583676,-0.11705173,0.66646504,-0.8169265,0.2558151,-0.0020237272,-0.41142544,-0.74276304,-0.1699437,0.59404004,-0.52554137
0.11645401,-0.37899122,0.3482468,-0.1289798,0.02279649,-0.42688432,0.028164348,-0.07742117,-0.4382677,0.012410684,-0.5155075,-0.65327024,-0.13948844,-0.52145624,-0.26665372,0.33022252,-0.054384436,-0.4450767,-0.15402704,0.48832172,-0.6648161,0.7694827,-0.36143348,0.46296614,-0.3342872,0.5878352,0.037408404,-0.27594823,-0.16569166,0.1297521
0.14945279,-0.61088526,-0.62166184,-0.37253726,-0.46595746,-0.63531256,0.173556,0.0018030676,0.06688402,-0.50205135,-0.76141477,-0.13733435,0.7833451,0.1560849,-0.028087882,0.35411447,0.47327465,-0.14540705,-0.023201546,-0.19924696,-0.39450514,0.1662756,-0.31364173,0.66746145,0.25919273,-0.8084732,-0.054992292,-0.38286668,-0.51370025,-0.58930176
0.61872715,-0.78093106,0.7813889,-0.35851386,0.2558941,-0.30132672,-0.24322699,-0.8888493,0.10279811,-0.2913824,-0.51614153,-0.26734346,0.076410875,-0.15994263,-0.38239294,0.40508693,0.066208795,-0.70491457,-0.12326848,0.4512804,-0.39990172,0.41511193,-0.94817966,0.4481616,0.2188928,-0.24532735,0.56197417,-0.5805104,0.8021675,-0.26258856
0.22809233,-0.55733067,0.7149069,-0.43986046,0.49584538,-0.82196075,0.43204018,-0.5378567,-0.8555865,-0.4253697,-0.86969876,-0.09965117,0.27799854,0.13581355,-0.4451226,0.4245425,0.08021558,-0.021769786,-0.054958224,0.07434825,0.0058592814,0.20222248,-0.8156387,0.8064316,0.55569255,-0.68587536,-0.1068959,-0.3220135,0.22193651,0.48876885
-0.66022134,-0.4588469,-0.07248272,-0.06693299,0.36117774,-0.57240885,-0.30951974,-0.037634004,-0.15018271,-0.25088644,-0.17371301,-0.060989033,-0.34247833,-0.3325492,-0.15726733,-0.34992462,-0.19775753,-0.18527491,-0.28145665,0.29959252,-0.68436587,0.81613356,-0.4309556,0.12038115,-0.1175666,0.5658368,0.0005292738,0.0019979968,0.36121067,0.4331116
0.16770211,0.43343556,0.63526535,-0.5967213,-0.031436417,-0.8708254,0.33325535,0.14968616,-0.4571738,-0.6024972,-0.65983665,-0.5998191,-0.05387081,0.22733897,0.12842794,0.14551115,0.33341736,-0.55914664,-0.23426002,0.46670735,-0.4825474,0.13424525,-0.63698936,0.49989888,-0.3080565,-0.77202076,0.14140166,-0.1646996,0.34146804,-0.11956717
-0.7440339,-0.21503899,-0.8403365,0.14086308,0.3081971,0.05235836,-0.44875494,-0.2917667,-0.08858825,-0.06912837,-0.714605,-0.08338276,-0.17688684,0.081076466,-0.165117,-0.18785791,-0.04501768,0.4782582,-0.119335495,0.042153902,-0.4977989,0.0097901365,-0.79347944,0.024065496,-0.6782031,0.6898804,-0.14874694,0.49623775,0.7544946,-0.033589303
0.26933822,-0.4825735,-0.17166577,-0.11505036,0.47605142,-0.5712332,0.005486236,-0.3184415,-0.28725058,-0.19207957,-0.41906625,0.33453217,0.1467591,-0.19356664,-0.21342905,0.084576026,-0.345879,-0.15743415,-0.102311656,0.21702851,0.0046053384,0.8312299,-0.7298543,0.26332194,0.12761627,-0.055782825,-0.3698151,-0.9122614,0.56235695,-0.5216277
