A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,class
-0.9950277,0.9998044,0.9980739,0.98870146,0.9975554,0.99326503,-0.99999636,0.99957895,-0.99242127,0.99997663,0.9999307,0.99999446,-0.9999489,0.99997693,-0.9999757,-0.99448127,0.9997694,-0.99974525,0.99891776,-0.99122894,-0.9999997,-0.99997735,-0.99998856,-0.99997723,0.9987779,-0.9540937,-0.999316,-0.9998221,0.9999488,-0.98036224,0.9999962,0.99868464,0.999958,0.9934625,-0.9999979,-0.9994481,0.96335244,-0.9988953,0.9985638,1
-0.9999997,1.0,0.99999994,0.9999968,0.99999994,0.9999993,-1.0,1.0,-0.99999905,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999995,1.0,-1.0,1.0,-0.9999982,-1.0,-1.0,-1.0,-1.0,1.0,-0.99986327,-1.0,-1.0,1.0,-0.9999837,1.0,1.0,1.0,0.99999917,-1.0,-1.0,0.9999379,-1.0,1.0,1
-0.9861107,0.99914813,0.9949214,0.97403187,0.9934345,0.98275334,-0.9999761,0.99847466,-0.98056656,0.9998611,0.99964446,0.9999573,-0.99975336,0.99986917,-0.9998721,-0.98516756,0.9990567,-0.99909693,0.99689764,-0.9792396,-0.9999965,-0.99987614,-0.9999291,-0.9998697,0.99649495,-0.91677576,-0.9978095,-0.99925584,0.9997687,-0.9644821,0.99997056,0.99570495,0.99977,0.9855262,-0.9999842,-0.99796987,0.9302263,-0.9965352,0.99537694,1
-0.97161776,0.9975189,0.98865086,0.95192313,0.9857849,0.9664227,-0.9998787,0.99583924,-0.96372044,0.9994361,0.9987664,0.9998038,-0.9991445,0.9994856,-0.9995032,-0.97059906,0.99704385,-0.9974116,0.99227434,-0.9615509,-0.9999776,-0.9995156,-0.99970514,-0.99948984,0.99151087,-0.87565917,-0.9943434,-0.997779,0.99910885,-0.9403955,0.99986124,0.9895471,0.999236,0.97078365,-0.99991596,-0.99462706,0.8868717,-0.991802,0.98899317,1
-0.99951524,0.9999944,0.9998685,0.99839115,0.9998087,0.99925464,-1.0,0.9999858,-0.99914193,0.9999997,0.99999875,0.99999994,-0.9999992,0.9999997,-0.9999997,-0.99943936,0.99999344,-0.99999356,0.9999397,-0.9988895,-1.0,-0.99999976,-0.99999994,-0.9999997,0.99993515,-0.9882428,-0.99996907,-0.99999535,0.9999992,-0.9969181,1.0,0.9999126,0.9999994,0.99932426,-1.0,-0.999977,0.99232835,-0.99994266,0.9999168,1
-1.0,1.0,1.0,0.9999999,1.0,1.0,-1.0,1.0,-0.99999994,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.99999994,-1.0,-1.0,-1.0,-1.0,1.0,-0.99998647,-1.0,-1.0,1.0,-0.9999989,1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999953,-1.0,1.0,1
-0.99999994,1.0,1.0,0.99999905,1.0,0.9999998,-1.0,1.0,-0.99999976,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999999,1.0,-1.0,1.0,-0.99999946,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999424,-1.0,-1.0,1.0,-0.9999945,1.0,1.0,1.0,0.9999998,-1.0,-1.0,0.999978,-1.0,1.0,1
-0.9999729,0.99999994,0.9999938,0.99985635,0.9999907,0.99994916,-1.0,0.9999997,-0.9999365,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99996597,0.99999994,-0.9999999,0.9999981,-0.99989825,-1.0,-1.0,-1.0,-1.0,0.9999979,-0.99787956,-0.9999992,-0.99999994,1.0,-0.9995902,1.0,0.9999972,1.0,0.99995226,-1.0,-0.9999995,0.9989267,-0.99999833,0.99999756,1
-0.80635417,0.94868237,0.8929025,0.758459,0.877179,0.79698026,-0.99005216,0.9282998,-0.78594565,0.9753758,0.9608744,0.98605186,-0.9708514,0.9770168,-0.9787925,-0.8159874,0.9416081,-0.94460404,0.91111994,-0.79273796,-0.9955389,-0.97724104,-0.9819053,-0.9776451,0.8998539,-0.63497925,-0.9186543,-0.94985265,0.97029555,-0.7395151,0.98891616,0.8927479,0.9723344,0.8142815,-0.99143773,-0.92202836,0.6299164,-0.9064844,0.8782905,1
-0.9999919,1.0,0.99999857,0.9999511,0.9999977,0.99998474,-1.0,0.99999994,-0.9999806,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999895,1.0,-1.0,0.9999996,-0.9999698,-1.0,-1.0,-1.0,-1.0,0.9999996,-0.99899447,-0.9999998,-1.0,1.0,-0.9998396,1.0,0.99999934,1.0,0.9999854,-1.0,-0.9999999,0.99951714,-0.9999996,0.9999994,1
-0.99934006,0.99998945,0.99974203,0.9977082,0.9996737,0.9989435,-0.99999994,0.9999708,-0.9987767,0.9999994,0.9999976,0.9999999,-0.99999803,0.99999934,-0.9999992,-0.9992033,0.99998796,-0.9999848,0.9998879,-0.9983693,-1.0,-0.99999934,-0.99999976,-0.99999934,0.999883,-0.9864421,-0.99993825,-0.99999106,0.99999815,-0.99454534,0.99999994,0.999852,0.9999986,0.9988421,-0.99999994,-0.9999582,0.99028665,-0.9999055,0.9998697,1
-0.75344497,0.9293949,0.8756782,0.71224666,0.85203904,0.74815905,-0.98522955,0.9052311,-0.74529266,0.96284086,0.94201225,0.97810966,-0.9592506,0.96673936,-0.96934456,-0.7649961,0.9175142,-0.92833334,0.8917664,-0.75265384,-0.9923236,-0.9677594,-0.9729829,-0.9676095,0.87491876,-0.5857359,-0.89964557,-0.9330811,0.95824826,-0.71509844,0.98280764,0.8649712,0.9607125,0.7808317,-0.9874672,-0.8971546,0.58150786,-0.8807544,0.83384156,1
-0.99996406,0.9999999,0.99999386,0.9998406,0.9999894,0.9999398,-1.0,0.9999997,-0.9999285,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999531,0.9999999,-0.9999999,0.999998,-0.99988794,-1.0,-1.0,-1.0,-1.0,0.9999976,-0.9976548,-0.99999917,-0.99999994,1.0,-0.9995971,1.0,0.99999654,1.0,0.99994725,-1.0,-0.9999994,0.9986574,-0.99999756,0.9999967,0
-0.9999974,1.0,0.9999996,0.99998176,0.9999993,0.9999949,-1.0,1.0,-0.9999929,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999964,1.0,-1.0,0.9999999,-0.9999879,-1.0,-1.0,-1.0,-1.0,0.9999999,-0.99951994,-0.99999994,-1.0,1.0,-0.9999318,1.0,0.9999998,1.0,0.99999505,-1.0,-1.0,0.99975324,-0.9999999,0.9999999,0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999996,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.99999994,-1.0,1.0,1
-0.94728136,0.993961,0.97974706,0.9204719,0.9751153,0.9408318,-0.9996033,0.99050844,-0.9366553,0.99832374,0.9965797,0.99931663,-0.9977359,0.9984635,-0.9985952,-0.94911486,0.9928876,-0.99380803,0.9852659,-0.9363351,-0.9998984,-0.99860066,-0.9990499,-0.9985294,0.9830693,-0.8197895,-0.98804307,-0.99443763,0.9977584,-0.91025656,0.99952495,0.97985303,0.99776816,0.9517569,-0.999707,-0.98825794,0.8409122,-0.9833385,0.97627425,1
-0.999145,0.99998665,0.99972004,0.99742055,0.99963003,0.9987584,-0.99999994,0.9999651,-0.99852115,0.99999917,0.99999696,0.9999999,-0.9999976,0.99999917,-0.99999905,-0.99902254,0.9999844,-0.99998224,0.99988276,-0.9980447,-1.0,-0.99999917,-0.9999997,-0.99999917,0.9998631,-0.9841578,-0.99993175,-0.9999889,0.99999774,-0.9944899,0.99999994,0.99982977,0.99999815,0.9987508,-0.99999994,-0.9999516,0.9892739,-0.99987096,0.9998391,1
-0.9999929,1.0,0.9999988,0.9999586,0.999998,0.9999871,-1.0,0.99999994,-0.9999836,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999906,1.0,-1.0,0.99999964,-0.99997103,-1.0,-1.0,-1.0,-1.0,0.99999964,-0.9991132,-0.9999999,-1.0,1.0,-0.9998608,1.0,0.99999946,1.0,0.99998766,-1.0,-0.99999994,0.99954396,-0.99999964,0.9999996,0
-0.99998564,1.0,0.999998,0.99992454,0.9999961,0.99997413,-1.0,0.99999994,-0.99996936,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999981,1.0,-1.0,0.99999934,-0.99995154,-1.0,-1.0,-1.0,-1.0,0.9999992,-0.9986183,-0.99999976,-1.0,1.0,-0.9998219,1.0,0.9999988,1.0,0.9999788,-1.0,-0.9999998,0.99926776,-0.9999992,0.9999989,1
-0.52436876,0.7637197,0.6704258,0.48464963,0.6614613,0.5159123,-0.8950028,0.704759,-0.5027458,0.82050884,0.7760497,0.8695666,-0.814174,0.8324177,-0.8463415,-0.5508795,0.7336722,-0.7344336,0.70272785,-0.5337933,-0.9261354,-0.826716,-0.8455733,-0.84330165,0.66961163,-0.3997509,-0.699154,-0.7657705,0.8174868,-0.4802861,0.88694024,0.6614359,0.82229656,0.56257176,-0.90215135,-0.69962853,0.36087635,-0.6786011,0.6057029,1
-0.4620907,0.73958004,0.6673261,0.46874171,0.6435241,0.474603,-0.88633645,0.683396,-0.46295288,0.79562485,0.7456802,0.84834826,-0.8045773,0.8130882,-0.8338173,-0.50475603,0.70173776,-0.72918767,0.6860678,-0.5128826,-0.91122174,-0.81284684,-0.8296348,-0.82590276,0.6567837,-0.3644058,-0.6899446,-0.7373723,0.7966103,-0.49211147,0.86809576,0.6338233,0.8009928,0.5556182,-0.89277923,-0.6724966,0.3223014,-0.6522031,0.57279927,1
-0.9926157,0.9997897,0.99878067,0.98731136,0.997898,0.9919032,-0.99999774,0.99961716,-0.9916396,0.9999744,0.9999193,0.99999386,-0.9999634,0.99998,-0.9999817,-0.9925223,0.999724,-0.99983597,0.9991882,-0.9904743,-0.9999997,-0.9999843,-0.9999913,-0.99997956,0.9990306,-0.94494283,-0.9994812,-0.9998142,0.99995905,-0.9868912,0.99999654,0.9984983,0.9999599,0.994692,-0.9999986,-0.9994153,0.95725924,-0.99893355,0.9981541,1
-0.48688513,0.7378735,0.6536644,0.45922711,0.62610835,0.4944061,-0.8793089,0.6803385,-0.47855446,0.7955285,0.74333453,0.8465863,-0.79717517,0.81098455,-0.8252649,-0.51931393,0.70149183,-0.71478283,0.6775629,-0.5131034,-0.9105201,-0.80578285,-0.82256436,-0.822058,0.6438364,-0.3807304,-0.6749846,-0.7395443,0.7932151,-0.46832263,0.8683627,0.6316302,0.8005395,0.53334016,-0.8851453,-0.6777042,0.33591056,-0.6534094,0.57545125,1
-0.99999964,1.0,0.99999994,0.9999972,0.99999994,0.9999993,-1.0,1.0,-0.999999,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999995,1.0,-1.0,1.0,-0.9999982,-1.0,-1.0,-1.0,-1.0,1.0,-0.9998627,-1.0,-1.0,1.0,-0.9999884,1.0,1.0,1.0,0.9999994,-1.0,-1.0,0.999942,-1.0,1.0,1
-0.9998929,0.99999934,0.9999739,0.99956864,0.9999587,0.99982876,-1.0,0.9999981,-0.9997851,1.0,0.9999999,1.0,-0.99999994,1.0,-1.0,-0.99985987,0.9999993,-0.9999992,0.9999902,-0.9997011,-1.0,-1.0,-1.0,-1.0,0.99998903,-0.99502605,-0.9999956,-0.9999995,0.99999994,-0.9989094,1.0,0.9999863,0.99999994,0.999828,-1.0,-0.99999696,0.99718416,-0.99998975,0.99998665,1
-0.99981827,0.9999988,0.99996287,0.99933755,0.9999427,0.999714,-1.0,0.9999969,-0.9996642,0.99999994,0.9999998,1.0,-0.9999999,0.99999994,-0.99999994,-0.9997907,0.9999986,-0.99999875,0.9999856,-0.99956036,-1.0,-1.0,-1.0,-0.99999994,0.99998266,-0.9936772,-0.99999267,-0.99999905,0.9999999,-0.9987157,1.0,0.9999763,0.9999999,0.99976295,-1.0,-0.9999944,0.9959908,-0.99998343,0.9999767,0
-0.9999991,1.0,0.9999999,0.9999933,0.9999998,0.9999981,-1.0,1.0,-0.9999975,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999987,1.0,-1.0,1.0,-0.99999577,-1.0,-1.0,-1.0,-1.0,1.0,-0.99974704,-1.0,-1.0,1.0,-0.9999758,1.0,0.99999994,1.0,0.99999857,-1.0,-1.0,0.99988896,-1.0,0.99999994,1
-0.99997616,0.99999994,0.9999935,0.9998608,0.9999905,0.999952,-1.0,0.9999997,-0.9999412,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999696,0.99999994,-0.9999999,0.9999979,-0.99990594,-1.0,-1.0,-1.0,-1.0,0.9999978,-0.99808997,-0.99999917,-0.99999994,1.0,-0.99953794,1.0,0.99999714,1.0,0.99994904,-1.0,-0.9999995,0.9989718,-0.9999983,0.99999774,0
-0.9981196,0.9999602,0.999574,0.99542993,0.9992843,0.99751705,-0.99999976,0.9999217,-0.99728245,0.99999714,0.99998885,0.99999946,-0.9999941,0.99999756,-0.9999973,-0.9978872,0.9999557,-0.99996287,0.99977356,-0.9966901,-1.0,-0.9999979,-0.999999,-0.9999975,0.9997186,-0.9745318,-0.9998636,-0.9999682,0.9999935,-0.9933252,0.9999997,0.99962175,0.99999446,0.9979002,-0.9999999,-0.9998804,0.9813132,-0.99971414,0.99958295,0
-0.81407374,0.95314544,0.89916354,0.7642247,0.88933784,0.80258507,-0.9912341,0.93415403,-0.7970359,0.9775988,0.96519756,0.9875749,-0.9732768,0.9793655,-0.98068595,-0.82537526,0.9468213,-0.9485941,0.920395,-0.79964316,-0.9962187,-0.9796669,-0.9840717,-0.98037565,0.9069636,-0.64164776,-0.92494434,-0.954785,0.97350067,-0.7438551,0.9903526,0.9010877,0.97523195,0.8277592,-0.99257857,-0.92793995,0.63972807,-0.9105967,0.8849748,1
-0.99994737,0.9999998,0.9999915,0.9997822,0.999983,0.99991816,-1.0,0.99999946,-0.99989974,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99992603,0.9999998,-0.9999998,0.99999666,-0.9998447,-1.0,-1.0,-1.0,-1.0,0.9999965,-0.99705625,-0.99999875,-0.9999999,1.0,-0.99950415,1.0,0.9999944,1.0,0.99992853,-1.0,-0.999999,0.99826527,-0.9999964,0.99999464,1
-0.9778232,0.9980515,0.9892361,0.958698,0.98836875,0.9711665,-0.9999023,0.9963887,-0.9687406,0.9996011,0.999094,0.99986726,-0.999259,0.9996027,-0.9996103,-0.97700095,0.99783725,-0.9975821,0.99318075,-0.9661707,-0.9999847,-0.99959946,-0.9997659,-0.99962306,0.99251676,-0.884408,-0.9950953,-0.9982248,0.9992971,-0.9387902,0.9998997,0.9918931,0.9994085,0.9736162,-0.99993503,-0.9955735,0.8992067,-0.9932523,0.9912226,1
-0.99999994,1.0,1.0,0.9999994,1.0,0.9999999,-1.0,1.0,-0.9999998,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99999994,1.0,-1.0,1.0,-0.99999964,-1.0,-1.0,-1.0,-1.0,1.0,-0.99995846,-1.0,-1.0,1.0,-0.9999974,1.0,1.0,1.0,0.9999999,-1.0,-1.0,0.99998236,-1.0,1.0,1
-0.98444754,0.999055,0.9948075,0.9711361,0.99305195,0.9812379,-0.99997234,0.99834657,-0.9798274,0.9998339,0.99958193,0.99994904,-0.9997327,0.9998508,-0.9998534,-0.983745,0.9988778,-0.9990295,0.9966856,-0.97781897,-0.999996,-0.9998666,-0.9999184,-0.99985397,0.9961716,-0.9126989,-0.9976066,-0.99916756,0.9997245,-0.9635756,0.99996704,0.995279,0.99975467,0.98444164,-0.99998164,-0.9978133,0.9277495,-0.99615645,0.99464875,0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999976,-1.0,-1.0,1.0,-0.9999999,1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999993,-1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.99999785,-1.0,-1.0,1.0,-0.99999994,1.0,1.0,1.0,1.0,-1.0,-1.0,0.99999946,-1.0,1.0,0
-1.0,1.0,1.0,0.99999964,1.0,0.99999994,-1.0,1.0,-0.9999999,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99999994,1.0,-1.0,1.0,-0.99999976,-1.0,-1.0,-1.0,-1.0,1.0,-0.99996775,-1.0,-1.0,1.0,-0.9999979,1.0,1.0,1.0,0.99999994,-1.0,-1.0,0.99998856,-1.0,1.0,1
-0.9998481,0.9999992,0.9999751,0.9994728,0.99995655,0.9997814,-1.0,0.99999785,-0.99974734,1.0,0.9999999,1.0,-0.99999994,1.0,-1.0,-0.9998216,0.9999991,-0.9999992,0.9999898,-0.99964756,-1.0,-1.0,-1.0,-1.0,0.9999883,-0.9944549,-0.9999952,-0.99999934,0.99999994,-0.9989812,1.0,0.9999825,0.99999994,0.99981225,-1.0,-0.999996,0.99667543,-0.99998885,0.9999815,0
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1
-1.0,1.0,1.0,0.9999999,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.99999994,-1.0,-1.0,-1.0,-1.0,1.0,-0.99998844,-1.0,-1.0,1.0,-0.9999992,1.0,1.0,1.0,1.0,-1.0,-1.0,0.99999654,-1.0,1.0,1
-1.0,1.0,1.0,0.99999964,1.0,0.99999994,-1.0,1.0,-0.9999999,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99999994,1.0,-1.0,1.0,-0.99999976,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999702,-1.0,-1.0,1.0,-0.99999785,1.0,1.0,1.0,0.99999994,-1.0,-1.0,0.99998766,-1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0
-0.999986,1.0,0.9999979,0.9999217,0.99999636,0.9999745,-1.0,0.9999999,-0.99996835,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.99998224,1.0,-1.0,0.99999934,-0.9999515,-1.0,-1.0,-1.0,-1.0,0.9999992,-0.9985911,-0.99999976,-1.0,1.0,-0.99980664,1.0,0.9999988,1.0,0.99997777,-1.0,-0.9999998,0.9993009,-0.9999993,0.9999989,1
-0.9998659,0.99999917,0.99996346,0.99945873,0.9999475,0.99978846,-1.0,0.9999975,-0.999733,1.0,0.9999999,1.0,-0.9999999,1.0,-0.99999994,-0.99984396,0.99999905,-0.9999989,0.99998695,-0.99964607,-1.0,-1.0,-1.0,-1.0,0.9999855,-0.99496216,-0.9999936,-0.99999934,0.9999999,-0.99861884,1.0,0.99998146,0.99999994,0.9997837,-1.0,-0.999996,0.99663883,-0.9999873,0.9999836,0
-0.44895777,0.71575546,0.6349687,0.44610152,0.6206683,0.45654747,-0.86585426,0.6499938,-0.44534782,0.77480155,0.72083676,0.8263603,-0.7772903,0.78829926,-0.81192887,-0.48830754,0.67726123,-0.69727296,0.6612707,-0.49150935,-0.89420754,-0.78478867,-0.8052878,-0.80257404,0.6270267,-0.35063905,-0.6587334,-0.7132963,0.77302176,-0.45638767,0.8482762,0.61365926,0.7773811,0.52551484,-0.87213546,-0.64451706,0.30920014,-0.62610954,0.5511106,1
-0.99945545,0.9999941,0.9998858,0.9983599,0.99981785,0.99923944,-1.0,0.99998575,-0.99911374,0.9999997,0.99999875,0.99999994,-0.9999993,0.99999976,-0.9999997,-0.999362,0.99999315,-0.9999941,0.9999469,-0.9988322,-1.0,-0.9999998,-0.99999994,-0.9999997,0.9999403,-0.98790574,-0.9999728,-0.9999952,0.9999993,-0.99711204,1.0,0.9999171,0.99999934,0.9993573,-1.0,-0.9999766,0.99205816,-0.99994016,0.9999107,1
-0.9995975,0.9999959,0.99990827,0.9986349,0.9998621,0.99938637,-1.0,0.9999899,-0.99930406,0.9999998,0.99999917,1.0,-0.9999995,0.9999998,-0.9999998,-0.99952936,0.99999547,-0.9999956,0.99995935,-0.9990925,-1.0,-0.9999999,-0.99999994,-0.9999998,0.9999534,-0.98887986,-0.9999791,-0.99999666,0.9999995,-0.99748504,1.0,0.9999385,0.9999996,0.99949014,-1.0,-0.99998343,0.99327976,-0.9999565,0.9999341,1
-0.9984729,0.999973,0.99961334,0.9960318,0.99940264,0.99792975,-0.9999998,0.99993855,-0.99766254,0.9999979,0.9999923,0.99999964,-0.9999954,0.99999815,-0.99999803,-0.99824375,0.9999662,-0.9999712,0.9997998,-0.99700326,-1.0,-0.9999984,-0.9999993,-0.99999803,0.9997849,-0.9778528,-0.9998857,-0.99997646,0.99999535,-0.9936899,0.99999976,0.9997002,0.999996,0.99827445,-0.9999999,-0.9999063,0.9842558,-0.9997928,0.9996867,1
-0.90406036,0.9842639,0.9556969,0.86775774,0.9470558,0.8949571,-0.9982862,0.9767708,-0.8912525,0.9942675,0.98973,0.99731225,-0.9927329,0.99476355,-0.99505097,-0.90703905,0.9815182,-0.98341894,0.9673593,-0.88612145,-0.9994538,-0.99508834,-0.9964119,-0.99498785,0.96171725,-0.75615096,-0.97137976,-0.98535925,0.9926758,-0.8531175,0.99802274,0.9559104,0.993194,0.9107801,-0.99863666,-0.97280306,0.76230156,-0.9628093,0.9494861,1
-1.0,1.0,1.0,0.99999994,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.99999994,-1.0,-1.0,-1.0,-1.0,1.0,-0.99999225,-1.0,-1.0,1.0,-0.99999964,1.0,1.0,1.0,1.0,-1.0,-1.0,0.9999977,-1.0,1.0,1
-0.999998,1.0,0.9999997,0.99998486,0.9999995,0.999996,-1.0,1.0,-0.9999951,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999973,1.0,-1.0,0.99999994,-0.9999907,-1.0,-1.0,-1.0,-1.0,0.99999994,-0.9996025,-1.0,-1.0,1.0,-0.9999433,1.0,0.9999999,1.0,0.99999607,-1.0,-1.0,0.9998111,-0.99999994,0.9999999,1
