buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med,class
0.98960257,-0.99656814,0.97638255,0.9964567,0.8799516,0.8337528,-0.6636128,0.9742485,0.8107217,-0.53020746,0.97616225,0.9778253,0.95605934,-0.5182661,0.989147,-0.33994353,-0.9710085,0.9987791,0.9928203,0.9992119,0.99387133,2
1.0,-1.0,0.99999905,1.0,0.9998016,0.9990636,-0.9941333,0.9999991,0.9984068,-0.9745006,0.99999934,0.999999,0.9999928,-0.9815227,0.99999994,-0.8654194,-0.9999995,1.0,0.99999994,1.0,1.0,2
0.99908006,-0.99980676,0.9964971,0.9997421,0.9609445,0.9405363,-0.82270694,0.9962061,0.92627907,-0.6630378,0.99618,0.9965134,0.99131835,-0.673751,0.9988402,-0.48611146,-0.996096,0.9999526,0.9993318,0.99997526,0.99950427,2
0.9910037,-0.9963999,0.9730246,0.9959756,0.8800549,0.8176382,-0.6941552,0.97071916,0.78192484,-0.6230399,0.98041534,0.9747606,0.9548259,-0.60212845,0.9884178,-0.34013367,-0.9725286,0.99850744,0.99033684,0.9991452,0.99366707,2
0.99999046,-0.99999917,0.99988353,0.9999982,0.9949623,0.9888365,-0.95141965,0.9998669,0.9863133,-0.886333,0.99989605,0.9999,0.9993852,-0.8967953,0.99997985,-0.71856636,-0.99991184,0.9999998,0.99998987,0.99999994,0.9999952,3
0.9986022,-0.99964184,0.993055,0.9995471,0.9487917,0.9055541,-0.8169572,0.9938115,0.892036,-0.7186682,0.9953929,0.99399036,0.98351437,-0.7073372,0.99813443,-0.4294202,-0.9945295,0.99986565,0.9982919,0.9999427,0.9990964,2
0.99938774,-0.9998849,0.99751246,0.9998804,0.96815854,0.94445306,-0.84434205,0.9976484,0.9410716,-0.7095562,0.99771684,0.9978055,0.9920669,-0.6927332,0.9993308,-0.48158312,-0.9972496,0.9999737,0.9996241,0.999989,0.99971074,2
0.9118471,-0.93637836,0.80675256,0.9441317,0.67768764,0.5385357,-0.46924764,0.8220815,0.48404598,-0.46783018,0.8809895,0.8098051,0.7911672,-0.41984233,0.88820547,-0.15018843,-0.8224708,0.953242,0.8582678,0.96981645,0.9165438,3
0.9563473,-0.9771535,0.9147702,0.9810416,0.76877904,0.6927853,-0.5153328,0.9160451,0.66654176,-0.41626203,0.9280493,0.9198354,0.87836725,-0.36844096,0.9548699,-0.19453682,-0.90468997,0.98957,0.9639734,0.9925662,0.966998,2
0.9997992,-0.9999678,0.99890506,0.99995565,0.97932255,0.96629256,-0.874794,0.99883944,0.9586397,-0.70643955,0.9986503,0.99881065,0.9964817,-0.7248082,0.99970317,-0.53541523,-0.99891317,0.9999931,0.999821,0.99999684,0.99987537,2
0.9999971,-0.99999976,0.9999272,0.9999991,0.99735034,0.9904956,-0.977218,0.999923,0.98265845,-0.9479811,0.9999636,0.9999231,0.99975866,-0.954591,0.9999891,-0.7217637,-0.99995905,0.99999994,0.9999883,1.0,0.9999981,2
0.999483,-0.9998948,0.9973926,0.9998554,0.9696354,0.94655865,-0.8511175,0.9974367,0.9312315,-0.7247912,0.99762845,0.99750096,0.99310356,-0.7222015,0.99920326,-0.51540035,-0.9974557,0.99997246,0.999422,0.9999867,0.9996777,0
0.9889149,-0.995855,0.96929944,0.99600434,0.87833375,0.7991703,-0.6701575,0.9737165,0.76915723,-0.5659678,0.97676164,0.9714203,0.94888425,-0.51784366,0.98624974,-0.2917995,-0.9667462,0.9980178,0.98752505,0.99899924,0.992145,2
0.9994321,-0.9998686,0.9972032,0.99984187,0.9675481,0.9368371,-0.84297216,0.99698496,0.9283407,-0.75106084,0.9976827,0.99717325,0.9920811,-0.74137723,0.99905306,-0.48455632,-0.9969941,0.999962,0.99939644,0.9999831,0.9996274,0
0.32418993,-0.3435515,0.33439773,0.536266,0.26526555,0.20380601,-0.04086985,0.33688918,0.2234954,-0.08923517,0.3952641,0.38293326,0.29819635,0.01407891,0.49406344,0.06706836,-0.18655129,0.53230804,0.5082627,0.5782881,0.42076948,2
1.0,-1.0,0.99999964,1.0,0.9998738,0.9994824,-0.996433,0.9999996,0.9991041,-0.979901,0.99999976,0.9999997,0.9999969,-0.9887193,1.0,-0.8970896,-0.9999998,1.0,1.0,1.0,1.0,2
0.99927676,-0.99988824,0.99812704,0.99989957,0.9695344,0.95829225,-0.82004255,0.9979483,0.952711,-0.590253,0.9972388,0.9981544,0.9936206,-0.6061513,0.99939585,-0.47844404,-0.9970369,0.99998254,0.99977833,0.99999005,0.99973613,2
0.9999997,-1.0,0.9999949,1.0,0.99924564,0.99788624,-0.9851573,0.9999943,0.99703753,-0.93508744,0.9999948,0.99999523,0.9999562,-0.9513593,0.99999946,-0.81435674,-0.9999956,1.0,0.9999998,1.0,0.99999994,2
0.91040313,-0.9350387,0.80091304,0.93910414,0.65226084,0.5271638,-0.46429205,0.8119509,0.4907968,-0.486951,0.87587327,0.8247689,0.7653297,-0.4465246,0.8931651,-0.15794452,-0.81900173,0.9548607,0.8737962,0.97048086,0.9184885,0
1.0,-1.0,1.0,1.0,0.99999315,0.9999319,-0.99968016,1.0,0.9998349,-0.99843556,1.0,1.0,0.99999994,-0.9992356,1.0,-0.9543393,-1.0,1.0,1.0,1.0,1.0,0
0.99942917,-0.9998914,0.99740404,0.99986005,0.9704189,0.94755596,-0.8573726,0.99747986,0.92677003,-0.73462296,0.9977189,0.99764395,0.9932933,-0.74800265,0.9992107,-0.50948006,-0.99717325,0.99997216,0.9994843,0.99998677,0.99969625,2
0.99999404,-0.9999995,0.99993217,0.999999,0.99614173,0.9927496,-0.9521709,0.99992454,0.9894382,-0.85373604,0.99990994,0.9999262,0.9996576,-0.8818049,0.9999873,-0.7147689,-0.99993265,0.99999994,0.9999937,1.0,0.9999968,3
0.9818015,-0.9908446,0.94540167,0.99035627,0.82492816,0.749817,-0.6201564,0.9489321,0.6984393,-0.5595003,0.96185946,0.9470406,0.9222317,-0.5193305,0.9752313,-0.25162107,-0.94718546,0.994923,0.9739845,0.99726176,0.98355573,2
0.9999105,-0.99998504,0.99916893,0.9999715,0.9868906,0.96667314,-0.9289675,0.9991796,0.9537868,-0.86724985,0.9994813,0.99921155,0.9977005,-0.8725776,0.99980474,-0.59874874,-0.99937725,0.99999577,0.9998454,0.9999986,0.9999496,2
0.99987036,-0.99997175,0.99838895,0.99994385,0.9838561,0.9513122,-0.9220606,0.9985975,0.9313188,-0.8820026,0.99925613,0.9984258,0.99657667,-0.8832161,0.9996331,-0.5637862,-0.99907666,0.9999867,0.9995178,0.9999961,0.99989456,2
0.99993753,-0.99999183,0.99952143,0.99998605,0.98896724,0.9761195,-0.92063975,0.99946296,0.9716145,-0.827295,0.9995489,0.99951744,0.9983732,-0.83642936,0.99988276,-0.60437906,-0.9995694,0.9999982,0.9999267,0.9999993,0.99996495,2
0.99470675,-0.9978982,0.9795809,0.9973807,0.89814144,0.8392982,-0.72879493,0.9787325,0.80913836,-0.6411427,0.9850338,0.98069924,0.9639963,-0.6255948,0.99183726,-0.3510959,-0.980589,0.9990546,0.9924096,0.99949723,0.9955689,0
0.87290204,-0.9078427,0.783617,0.9250328,0.63334763,0.5220076,-0.40874833,0.79040927,0.4633852,-0.39739195,0.84753,0.79683757,0.75138783,-0.32904947,0.87176305,-0.115368724,-0.76674235,0.94221073,0.86383045,0.9598168,0.8955432,2
0.9996827,-0.9999397,0.99825114,0.9999087,0.9754741,0.9592789,-0.8665209,0.9981229,0.9418907,-0.73808414,0.9982254,0.99827355,0.9953229,-0.75271493,0.9994832,-0.5435308,-0.9981702,0.99998575,0.99967074,0.9999929,0.9998039,0
0.9970767,-0.99891514,0.98556995,0.9985001,0.92948216,0.8631937,-0.78189665,0.98632896,0.8169748,-0.74407035,0.9919664,0.98554033,0.9748051,-0.7221236,0.99477255,-0.40483415,-0.98834544,0.9994186,0.993739,0.9997614,0.9975236,2
0.99997884,-0.99999684,0.9996159,0.99999136,0.99241805,0.9774682,-0.95542115,0.9996008,0.9647292,-0.91242886,0.99981594,0.9996402,0.99894327,-0.92859787,0.99993545,-0.61481905,-0.9997851,0.99999875,0.99992996,0.9999997,0.99998504,2
0.999486,-0.99991536,0.9978639,0.99989176,0.9692769,0.95188624,-0.8481746,0.9976498,0.94673514,-0.7129871,0.9977592,0.99810684,0.99363893,-0.72021407,0.9993213,-0.5586378,-0.9977528,0.9999801,0.99965733,0.99999046,0.9997528,2
0.93950605,-0.9681976,0.89410156,0.9738864,0.7310087,0.65549475,-0.49006036,0.8982445,0.63745666,-0.41689384,0.91398144,0.90571755,0.85145926,-0.35948703,0.94179916,-0.20338885,-0.87763715,0.98469627,0.9518879,0.98962945,0.9583936,2
0.9987773,-0.99973816,0.99532866,0.9997167,0.9563961,0.92294484,-0.81529194,0.99550486,0.9150673,-0.6669263,0.9958277,0.99586797,0.98824435,-0.6733595,0.9985132,-0.44185397,-0.99538964,0.9999248,0.9990759,0.99996436,0.99933755,2
0.9999982,-0.9999999,0.99996597,0.9999997,0.99790144,0.9941948,-0.973004,0.9999622,0.9923864,-0.9205626,0.9999719,0.99996966,0.9998372,-0.9421262,0.99999595,-0.74062073,-0.9999783,1.0,0.9999976,1.0,0.9999992,2
0.99861175,-0.9997409,0.9958235,0.99976206,0.9543487,0.93146485,-0.7977651,0.9961785,0.925096,-0.614659,0.9954406,0.99634165,0.98779434,-0.586424,0.9985677,-0.4664541,-0.9949151,0.9999357,0.999236,0.99996805,0.9993717,2
0.99999744,-0.9999999,0.9999682,0.9999996,0.997747,0.99459505,-0.97330886,0.99996006,0.992239,-0.9112881,0.99996877,0.9999707,0.9998365,-0.9326296,0.99999475,-0.76376605,-0.9999711,1.0,0.99999774,1.0,0.99999917,0
0.95421183,-0.9719484,0.90098625,0.97408164,0.74298793,0.6641325,-0.5060394,0.8943941,0.6382465,-0.47833568,0.92278296,0.904499,0.85831857,-0.43935105,0.9481239,-0.19797799,-0.89173067,0.9858237,0.95283526,0.9901374,0.96069,2
0.56797594,-0.6140116,0.4732852,0.7199304,0.37318096,0.28480425,-0.1971979,0.4982351,0.2625695,-0.23440786,0.6059703,0.5210183,0.46166608,-0.15884513,0.6221485,-0.011870035,-0.41993532,0.70190907,0.6184351,0.7648683,0.63020205,2
0.7759153,-0.8272804,0.68193555,0.8630041,0.5166713,0.43642032,-0.30443722,0.6931961,0.39060906,-0.3017296,0.7556059,0.71327305,0.65102756,-0.23705813,0.7935768,-0.079101324,-0.6467968,0.8840988,0.8050084,0.91842026,0.81687146,0
0.9911539,-0.9950604,0.9545578,0.99354947,0.8559493,0.7612396,-0.6976462,0.9565742,0.7075427,-0.6865081,0.9763581,0.95772076,0.93680304,-0.6726366,0.98319125,-0.28252795,-0.9683912,0.9964615,0.97654825,0.99836904,0.990142,2
0.9999749,-0.9999972,0.9996858,0.9999932,0.99143636,0.9813525,-0.9421771,0.9996701,0.97506195,-0.8749348,0.99976695,0.9997299,0.9989369,-0.896298,0.9999463,-0.6529061,-0.99979204,0.9999992,0.9999609,0.99999976,0.99998575,2
0.9767298,-0.98959154,0.9425203,0.98971206,0.8287791,0.7384091,-0.60950935,0.94865865,0.682474,-0.5248148,0.9590812,0.9457164,0.9166025,-0.47729036,0.97298664,-0.23839469,-0.94052774,0.99442244,0.9724867,0.9967906,0.982579,2
0.9931955,-0.9971343,0.9730773,0.99641186,0.88222843,0.8156762,-0.7035365,0.97273797,0.7885776,-0.64468694,0.98148876,0.97579736,0.9552787,-0.640864,0.9892931,-0.34644696,-0.97637594,0.99856776,0.9894866,0.99922425,0.9939814,2
0.95631903,-0.9802992,0.92712134,0.9843889,0.77583575,0.7157078,-0.5123027,0.9281152,0.7013428,-0.375416,0.9311681,0.93211854,0.8840121,-0.34233463,0.9635863,-0.21528114,-0.910612,0.99192554,0.9731963,0.9945182,0.972731,2
0.99951595,-0.99990064,0.9973178,0.9998479,0.9684132,0.9397129,-0.8522453,0.9970753,0.931939,-0.7733376,0.99788,0.9975902,0.9924052,-0.770856,0.99922794,-0.5130873,-0.99763304,0.9999676,0.99948466,0.9999872,0.9997059,0
0.99980277,-0.99997365,0.99884385,0.9999667,0.9825102,0.962721,-0.89897877,0.9990043,0.95467585,-0.7655764,0.9990526,0.99898124,0.9966866,-0.78410494,0.9997173,-0.55263156,-0.99899524,0.99999326,0.99981564,0.9999974,0.9999048,2
0.98430824,-0.99321187,0.95794016,0.99356794,0.85669124,0.7711246,-0.6529923,0.96104926,0.7210804,-0.5712308,0.9709456,0.9588424,0.9358299,-0.5309783,0.98017687,-0.2657064,-0.9559043,0.9964272,0.9808339,0.9980863,0.9885215,2
0.9999992,-0.99999994,0.9999742,0.9999998,0.9985183,0.99426055,-0.98307514,0.9999766,0.99102885,-0.95810217,0.999987,0.99997604,0.9998738,-0.96328974,0.99999696,-0.777833,-0.99998766,1.0,0.99999714,1.0,0.9999996,2
0.9997058,-0.99994546,0.99802285,0.999906,0.9730569,0.951487,-0.86978316,0.99765575,0.94358236,-0.7880522,0.99839205,0.9983814,0.99435127,-0.8095457,0.9995001,-0.55489796,-0.9984188,0.9999829,0.99966425,0.99999267,0.99981624,2
0.8476293,-0.9047839,0.8036364,0.9359644,0.6098107,0.5526421,-0.33868566,0.8167082,0.5519536,-0.23372969,0.81724226,0.8216226,0.7411195,-0.1655564,0.8818676,-0.10249788,-0.75308096,0.95460844,0.9086005,0.9654304,0.89586085,2
0.99999994,-1.0,0.99999857,1.0,0.99968684,0.9989702,-0.9932699,0.99999845,0.998381,-0.9682423,0.9999989,0.9999986,0.9999884,-0.9801335,0.9999999,-0.8574925,-0.9999992,1.0,0.99999994,1.0,1.0,2
0.66599333,-0.68298304,0.51154757,0.7493148,0.41177967,0.3058855,-0.23862419,0.5302659,0.28293675,-0.3094936,0.65293026,0.55076754,0.5113519,-0.26134393,0.6702825,-0.03681219,-0.4984982,0.7448466,0.6332691,0.8037529,0.68443364,2
0.99990577,-0.99998546,0.9991705,0.9999699,0.9855665,0.96921724,-0.9136187,0.99908406,0.9583706,-0.8454636,0.99937224,0.9992583,0.997539,-0.8626099,0.99982816,-0.5863806,-0.99935454,0.9999957,0.99987835,0.99999857,0.99994534,2
1.0,-1.0,1.0,1.0,0.99999505,0.99996984,-0.99967057,1.0,0.9999202,-0.99713635,1.0,1.0,0.99999994,-0.9987897,1.0,-0.9635879,-1.0,1.0,1.0,1.0,1.0,2
0.787711,-0.86130625,0.75593615,0.905224,0.573414,0.5065408,-0.33549145,0.7587104,0.47178605,-0.26083598,0.7934086,0.77655715,0.7061365,-0.18169986,0.83337295,-0.09717528,-0.68177515,0.9280151,0.8721245,0.94282836,0.86000514,2
0.26705334,-0.26569897,0.2618285,0.4596481,0.231694,0.15827195,-0.028285757,0.2619607,0.17820215,-0.08817784,0.35146287,0.3250909,0.26210523,-0.00936565,0.42627865,0.08328561,-0.12268658,0.4247438,0.43069878,0.47920212,0.35071447,2
0.39224508,-0.46369573,0.4340418,0.6377502,0.31238168,0.27206808,-0.09111174,0.43235675,0.26939362,-0.09625133,0.48137015,0.4791516,0.37207523,-0.0048304773,0.569127,0.047553934,-0.2637928,0.6498466,0.6185592,0.6909987,0.5283795,3
0.9977881,-0.9993393,0.9893122,0.9990434,0.9395363,0.87489104,-0.7930729,0.9897554,0.8531484,-0.7255124,0.993111,0.990642,0.9789496,-0.73618245,0.99690497,-0.38356447,-0.99128807,0.9996887,0.9970592,0.9998705,0.9985996,2
0.99985886,-0.9999783,0.9989588,0.99996084,0.98223495,0.9647766,-0.90765196,0.998801,0.95583576,-0.82504934,0.99917674,0.999056,0.99697596,-0.8522828,0.9997685,-0.566044,-0.99912083,0.99999374,0.9998525,0.99999756,0.99992245,0
0.999836,-0.99996203,0.99845845,0.9999254,0.9798786,0.9553761,-0.8982706,0.99827397,0.93584114,-0.85386187,0.9990494,0.99838215,0.99591213,-0.85351163,0.9995778,-0.5554556,-0.9987786,0.999986,0.99957013,0.999995,0.9998625,2
0.7645988,-0.83170044,0.712833,0.88209254,0.54840326,0.46472466,-0.27946705,0.7339971,0.43129706,-0.20352674,0.7465723,0.72613275,0.6626517,-0.12942205,0.8055683,-0.052680902,-0.6401195,0.90452576,0.821832,0.9227996,0.81627303,2
0.67387193,-0.73145324,0.6001719,0.7994763,0.45041868,0.36795443,-0.24540438,0.6039809,0.34208375,-0.24450532,0.6801515,0.6332693,0.55694664,-0.17040022,0.71940535,-0.04610751,-0.5311116,0.81920916,0.73880494,0.85832214,0.7394534,2
0.9946875,-0.9982049,0.98194927,0.99796283,0.90608793,0.849407,-0.72195196,0.9829119,0.81336695,-0.6227175,0.9857246,0.9824007,0.96684027,-0.5874904,0.99221975,-0.36173612,-0.98174465,0.9991852,0.9928299,0.9995775,0.99592227,2
0.9999576,-0.99999446,0.9995772,0.99998814,0.9909092,0.9777114,-0.9315449,0.9995662,0.96822655,-0.8542709,0.9996417,0.9995474,0.9986791,-0.8643854,0.9999085,-0.617324,-0.99966264,0.9999985,0.99992424,0.99999946,0.9999737,2
0.9999404,-0.99999267,0.99944425,0.99998575,0.98897475,0.97279453,-0.92557234,0.99948585,0.96566105,-0.8546772,0.9996078,0.9995322,0.99815035,-0.86519253,0.9998815,-0.6350423,-0.9995842,0.9999979,0.9999107,0.99999934,0.999969,2
0.99442345,-0.99822456,0.9834314,0.9980937,0.9095876,0.85325456,-0.72210735,0.98330826,0.82916063,-0.6308992,0.98738986,0.98426324,0.9678574,-0.6063811,0.9928832,-0.37079966,-0.9823564,0.9992785,0.994528,0.99962527,0.9965301,2
0.8690018,-0.9240306,0.8417653,0.9471717,0.63182557,0.59469587,-0.36440405,0.8356585,0.5775899,-0.25296926,0.84322774,0.8547922,0.77531546,-0.19092374,0.90233856,-0.12692843,-0.77857345,0.9670422,0.93307996,0.97495407,0.9184217,2
1.0,-1.0,0.9999993,1.0,0.99978936,0.9992918,-0.9934852,0.999999,0.99870014,-0.97309893,0.9999993,0.9999993,0.9999926,-0.9814005,0.99999994,-0.8798124,-0.9999995,1.0,1.0,1.0,1.0,2
0.8007821,-0.8383857,0.6784382,0.86803776,0.525752,0.4345546,-0.31689054,0.685682,0.39220345,-0.35017118,0.77128035,0.70532095,0.65371,-0.28986776,0.7956612,-0.089791484,-0.66757166,0.8835007,0.7856276,0.91509277,0.8177274,2
0.9999967,-0.9999997,0.9999273,0.99999905,0.99698836,0.9909991,-0.96917015,0.999923,0.98653394,-0.93463165,0.9999562,0.99992967,0.9996696,-0.9463646,0.9999901,-0.7327374,-0.99995756,0.99999994,0.99999166,1.0,0.99999803,0
0.95981616,-0.98054445,0.9248926,0.984246,0.78471035,0.7019764,-0.53422844,0.9291642,0.6701025,-0.39759982,0.9359982,0.9287347,0.8933277,-0.35719916,0.95835716,-0.18712313,-0.90907186,0.99082583,0.96639717,0.99423206,0.9726521,2
0.9564209,-0.9821403,0.9413082,0.9888698,0.7837749,0.75578123,-0.5196287,0.94370836,0.7438289,-0.2916577,0.9319623,0.94502705,0.89860696,-0.28101662,0.9693011,-0.22761624,-0.9097587,0.9945442,0.9823546,0.99583936,0.97764415,2
0.99999964,-1.0,0.9999813,0.9999999,0.9987658,0.9949141,-0.9850826,0.99998164,0.99199677,-0.9690921,0.9999915,0.99998224,0.99989927,-0.97326744,0.9999982,-0.7946703,-0.99999267,1.0,0.99999785,1.0,0.99999976,0
0.90196633,-0.94736207,0.8676105,0.96084845,0.690829,0.63448554,-0.4083164,0.8703852,0.597366,-0.27267462,0.8756308,0.8761824,0.82214063,-0.22979791,0.91954875,-0.14110227,-0.8205338,0.9753397,0.94189805,0.9825,0.93794596,1
0.99940795,-0.9998735,0.9970346,0.9998366,0.9667055,0.9427972,-0.8461128,0.9970094,0.9265074,-0.69734764,0.99716794,0.997128,0.9928867,-0.7183522,0.99904823,-0.48443568,-0.9970051,0.9999644,0.9993856,0.99998105,0.9996039,0
0.9997291,-0.99996173,0.998947,0.99996,0.9805895,0.96955484,-0.8791106,0.99898654,0.96136045,-0.6377871,0.9985441,0.9988747,0.9967618,-0.6820104,0.9997247,-0.52194315,-0.9986299,0.9999942,0.999874,0.99999684,0.9998859,0
0.99145573,-0.9950382,0.95602614,0.9934067,0.8652092,0.76438105,-0.71662664,0.95615906,0.6960746,-0.70397353,0.97819823,0.9578211,0.93950325,-0.7020953,0.9834774,-0.3043483,-0.96920437,0.99656314,0.97614527,0.9983868,0.99089736,3
0.9999942,-0.9999995,0.9999038,0.9999986,0.9963715,0.9887449,-0.9662097,0.99989694,0.9830919,-0.9258245,0.99993825,0.9999082,0.99959254,-0.92871034,0.9999839,-0.7218683,-0.99993616,0.9999999,0.99998647,0.99999994,0.99999684,2
0.99502915,-0.99840176,0.98267746,0.9981631,0.9100402,0.8553602,-0.737989,0.9835233,0.83547187,-0.6452301,0.98753905,0.9849632,0.9683406,-0.6298069,0.9936405,-0.37746477,-0.9843346,0.9993504,0.9948557,0.99967045,0.99675757,0
0.9996233,-0.99994606,0.998515,0.9999453,0.9771578,0.9617655,-0.8763113,0.9985825,0.9545304,-0.71475863,0.99865174,0.99860257,0.99530125,-0.7190847,0.99959743,-0.5571011,-0.99836904,0.9999893,0.99979657,0.9999954,0.99985886,0
0.99999064,-0.9999984,0.99973655,0.9999954,0.99418885,0.9803629,-0.9640248,0.9997168,0.97091043,-0.94477826,0.99990374,0.9997097,0.9991764,-0.95061743,0.9999569,-0.6901684,-0.9998807,0.9999993,0.9999371,0.9999998,0.9999907,2
0.99728537,-0.9992509,0.990646,0.99906695,0.9329867,0.8966108,-0.75684184,0.9905484,0.87453556,-0.63732016,0.99096495,0.99121237,0.9806936,-0.6424608,0.99660516,-0.40711233,-0.98969495,0.99973947,0.9974894,0.9998716,0.9982925,2
0.9419052,-0.9744391,0.9246207,0.98401916,0.7539985,0.70739233,-0.47818,0.92475986,0.70685035,-0.29667693,0.92078596,0.93187785,0.87608695,-0.25928247,0.9578059,-0.17588142,-0.8865331,0.99099,0.9757387,0.993445,0.9692334,2
0.9173461,-0.9494469,0.8676247,0.95795953,0.6986292,0.6280833,-0.46958876,0.85934216,0.58090395,-0.37866303,0.8904885,0.87250817,0.83064985,-0.33812135,0.9211061,-0.16834353,-0.83788586,0.9759112,0.9372823,0.9824065,0.94263846,0
0.9999509,-0.99999094,0.9992019,0.9999745,0.9883206,0.9676938,-0.94014263,0.99922067,0.94930965,-0.8997026,0.99962187,0.99925053,0.9979294,-0.9146796,0.99986535,-0.5930994,-0.9995629,0.99999607,0.99982554,0.9999989,0.9999626,2
0.98004895,-0.9926991,0.95795125,0.993602,0.8433197,0.77760464,-0.61509615,0.9605802,0.74641865,-0.5093411,0.96677655,0.9633508,0.9289018,-0.46617144,0.9796743,-0.28923067,-0.9518458,0.996699,0.98561114,0.99816734,0.98831874,2
0.9969939,-0.9991929,0.9897967,0.99902654,0.9308099,0.89312804,-0.776329,0.9893017,0.8741573,-0.64945304,0.9917793,0.9913354,0.97860694,-0.6452891,0.9964757,-0.41447783,-0.99001426,0.99975044,0.9975793,0.99987096,0.99836105,0
0.96676975,-0.9882475,0.9569573,0.99257463,0.8244116,0.80115175,-0.53654253,0.95951843,0.7740505,-0.27584133,0.9463982,0.9576174,0.9186812,-0.2508605,0.9784937,-0.23051755,-0.92917246,0.9968601,0.98806196,0.9976188,0.98398215,0
