parents_great_pret,parents_pretentious,parents_usual,has_nurs_critical,has_nurs_improper,has_nurs_less_proper,has_nurs_proper,has_nurs_very_crit,form_complete,form_completed,form_foster,form_incomplete,children_1,children_2,children_3,children_more,housing_convenient,housing_critical,housing_less_conv,finance_convenient,finance_inconv,social_nonprob,social_problematic,social_slightly_prob,health_not_recom,health_priority,health_recommended,class
0.082158186,-0.008931653,0.94121385,-0.06996866,-0.1456149,0.19821036,0.98646516,0.072102524,0.06494134,0.15490468,0.79999214,-0.14080401,0.9994646,-0.006969399,0.053685404,0.029923633,-0.08290128,-0.025483357,0.9995826,0.94670755,0.0750494,0.2192815,-0.26113546,0.99897146,0.06125945,0.9861028,0.11974965,1
0.093423404,-0.010499256,0.9530117,-0.08267572,-0.1541476,0.19661182,0.9898841,0.08156159,0.057300933,0.15796928,0.82222784,-0.14437516,0.999662,-0.008916585,0.060882624,0.025943667,-0.09119653,-0.024389258,0.999732,0.9568263,0.060836464,0.23685022,-0.27094552,0.99934417,0.0643521,0.98952746,0.1262281,0
0.09481302,-0.010046278,0.9628292,-0.11476562,-0.15236011,0.20522332,0.99298364,0.090281114,0.046723288,0.1769297,0.83665276,-0.16121791,0.9998182,-0.012268565,0.059983674,0.024987446,-0.102066964,-0.024772285,0.9998592,0.96765405,0.026733642,0.24909791,-0.27704516,0.9996294,0.059200205,0.9930377,0.13686818,0
0.089584745,-0.0046925126,0.96025217,-0.09910527,-0.15618052,0.19987443,0.99203557,0.084400035,0.057268057,0.17181621,0.83477354,-0.16350874,0.9997865,-0.014878173,0.06616655,0.028802272,-0.08358289,-0.0286656,0.9998319,0.9642989,0.06465058,0.25406674,-0.28119427,0.999549,0.07541387,0.9919233,0.12933241,1
0.08635625,-0.006429055,0.9350606,-0.057680815,-0.134032,0.18799981,0.9855564,0.060300816,0.05736849,0.1721945,0.7890395,-0.13108796,0.99936754,-0.010267851,0.058915555,0.025564322,-0.070420265,-0.026131008,0.9994811,0.94404536,0.09019995,0.22032407,-0.25333163,0.9987633,0.079603486,0.98450726,0.11793736,1
0.079609655,-0.006683034,0.94475406,-0.072176665,-0.14421266,0.19749972,0.9873663,0.072738916,0.056156777,0.1655466,0.8026275,-0.1398483,0.9995279,-0.012636518,0.058006946,0.027840046,-0.0710699,-0.025974436,0.999613,0.94931555,0.07638406,0.22188622,-0.25872713,0.99906695,0.07444633,0.9870293,0.11542106,1
0.08325829,-0.010356428,0.94764113,-0.08255294,-0.14632995,0.19947033,0.988831,0.07910581,0.062349904,0.16280279,0.80597794,-0.14448692,0.999595,-0.009060463,0.0554245,0.027913347,-0.08355151,-0.027559223,0.99968153,0.95353764,0.06463865,0.2304472,-0.26371127,0.9991962,0.06347269,0.98807263,0.12103337,0
0.08309087,-0.010302448,0.9367436,-0.049942046,-0.14034782,0.18972051,0.986404,0.0500036,0.066230774,0.16724221,0.79630256,-0.14740764,0.9994131,-0.014106645,0.05621342,0.028329303,-0.07827253,-0.028973917,0.9995281,0.9464824,0.087482706,0.22731915,-0.2633765,0.99883795,0.073350154,0.98493534,0.117103934,1
0.08237955,-0.011783397,0.9458913,-0.076361984,-0.1506414,0.20310114,0.9888455,0.07521922,0.057483252,0.17040917,0.8051144,-0.1464538,0.9995928,-0.00934381,0.054451503,0.02629323,-0.081335366,-0.028373864,0.9996813,0.9540487,0.04793398,0.2343691,-0.26374522,0.99917793,0.06760537,0.9878456,0.12079085,1
0.08179275,-0.010749231,0.9480036,-0.07797257,-0.15608776,0.20510851,0.98824596,0.080089785,0.06798289,0.15989514,0.80758697,-0.14496014,0.9995828,-0.008694877,0.054603804,0.026102755,-0.08245343,-0.025837593,0.99967384,0.9518458,0.072731584,0.23577435,-0.2720719,0.9991809,0.06752219,0.9880497,0.1219411,1
0.08127963,-0.013688834,0.94153774,-0.068435855,-0.14987753,0.2000796,0.987134,0.0716332,0.06212407,0.1630759,0.7973111,-0.14181873,0.9994761,-0.008216959,0.053821247,0.028611816,-0.07774132,-0.030324591,0.9995926,0.9482868,0.06539384,0.2217789,-0.25872105,0.9989857,0.063599624,0.98616666,0.1242116,3
0.10128261,-0.008594182,0.96606964,-0.12872335,-0.14510684,0.20928338,0.99338305,0.09951857,0.050826248,0.17955506,0.84366083,-0.17083803,0.9998527,-0.014047056,0.064405605,0.025575405,-0.09663619,-0.026408775,0.9998873,0.9689586,0.04808797,0.25159913,-0.27869052,0.9996908,0.06157683,0.9939872,0.13693054,1
0.08672184,-0.01516121,0.94823724,-0.081312366,-0.15723696,0.20250665,0.9889848,0.07934471,0.05947019,0.16264765,0.8116263,-0.14508185,0.9996084,-0.009456643,0.059879903,0.0305375,-0.081115715,-0.03032911,0.99969536,0.9542432,0.058010075,0.23440701,-0.26788387,0.99922276,0.06783329,0.9885577,0.11957328,1
0.08355347,-0.007880994,0.9459572,-0.06388541,-0.15274586,0.19275758,0.98824066,0.07407606,0.057713382,0.16269945,0.8112993,-0.14724031,0.9995692,-0.013811809,0.060762428,0.029906219,-0.084080584,-0.026748512,0.99965006,0.9519992,0.08511285,0.23157607,-0.2574478,0.99911886,0.067511566,0.9877886,0.12532458,3
0.087537214,-0.006249063,0.94742376,-0.08114203,-0.14162667,0.19487087,0.98860747,0.08091336,0.05874234,0.16680436,0.80949116,-0.14757405,0.99959904,-0.008100161,0.06078174,0.027046215,-0.07636198,-0.026642669,0.99968135,0.95316404,0.07710019,0.23344655,-0.2622073,0.99919164,0.07471542,0.98821807,0.12219716,1
0.094547845,-0.011056829,0.95742273,-0.091827385,-0.15390345,0.20143431,0.991122,0.089287974,0.05011119,0.16987464,0.82871485,-0.15400484,0.99974173,-0.013350807,0.06304627,0.026769377,-0.08874181,-0.027628496,0.99979454,0.9613413,0.064965144,0.24423268,-0.26957926,0.9994726,0.07476091,0.991274,0.12268785,0
0.092681564,-0.009830963,0.9546566,-0.09785588,-0.14359525,0.20063809,0.99082834,0.08150771,0.054536596,0.17401548,0.81599855,-0.14456223,0.9997124,-0.0094374,0.0604346,0.024305578,-0.08549228,-0.027133256,0.9997727,0.96034616,0.052391022,0.2461922,-0.2713272,0.9994169,0.06817406,0.9905951,0.12643266,3
0.08317187,-0.009245043,0.9429572,-0.06851335,-0.14511378,0.19528157,0.9871521,0.07433077,0.065831535,0.16183458,0.7976246,-0.14028308,0.99948984,-0.0069409204,0.058573246,0.024842316,-0.07935897,-0.026299505,0.999594,0.9485011,0.08887127,0.22448465,-0.25923878,0.9990036,0.068885185,0.98669237,0.122308835,1
0.08034267,-0.008425387,0.9263545,-0.039764766,-0.14193176,0.19216563,0.9830702,0.05661389,0.06930539,0.16491754,0.7768461,-0.13321534,0.99916154,-0.0078955665,0.052714717,0.028060194,-0.07322188,-0.023327893,0.99932265,0.93743867,0.0986761,0.21444435,-0.25230289,0.9983855,0.06854243,0.9817938,0.117190845,1
0.08355555,-0.012626431,0.9391178,-0.059999783,-0.1487335,0.19705504,0.9862186,0.069385335,0.058966614,0.16517092,0.7956254,-0.13871998,0.9994344,-0.013640642,0.054061405,0.02557946,-0.07900624,-0.02650928,0.9995455,0.9462675,0.07759651,0.22076438,-0.2618478,0.99889565,0.06902712,0.9855155,0.11797079,1
0.08062238,-0.007331456,0.9463216,-0.07075514,-0.14982545,0.19448969,0.98922867,0.068793155,0.06310622,0.16461839,0.80826265,-0.1428878,0.9996025,-0.0081678005,0.061928745,0.0254095,-0.080855474,-0.027271928,0.9996745,0.9553525,0.070356905,0.24754742,-0.26369217,0.99916726,0.07385263,0.98821473,0.119955935,0
0.094291285,-0.0092152655,0.95642525,-0.10393493,-0.15467085,0.21020755,0.9917522,0.08095685,0.056467023,0.17136869,0.82300913,-0.15874699,0.99975175,-0.005612247,0.060873475,0.030733295,-0.09723212,-0.026934918,0.9998176,0.96279085,0.036665536,0.23934712,-0.26886973,0.9995056,0.06578715,0.99148136,0.13417745,0
0.08714354,-0.0161155,0.9544991,-0.08061533,-0.15020485,0.19309957,0.9898542,0.085168846,0.051543705,0.15797465,0.82685655,-0.14622663,0.99968123,-0.02607183,0.062284574,0.03152424,-0.08426481,-0.030639578,0.99974096,0.9569778,0.064532645,0.24072465,-0.26906627,0.9993517,0.06846486,0.9897174,0.11780789,0
0.08370678,-0.008320035,0.94156337,-0.07173979,-0.12997448,0.1919508,0.98771214,0.06631518,0.05052267,0.17912976,0.79675275,-0.1465106,0.99951947,-0.009865057,0.06014624,0.02760458,-0.08055022,-0.026719095,0.9996206,0.95046777,0.07258966,0.21971938,-0.2516638,0.99904466,0.0712411,0.98718894,0.12131386,1
0.093771875,-0.00028038025,0.9593967,-0.10344059,-0.13974006,0.20247509,0.99165285,0.07017381,0.06645817,0.16368473,0.8292061,-0.15347905,0.9997632,-0.009003486,0.06206868,0.02326571,-0.09278989,-0.020704051,0.99981654,0.9624311,0.048692252,0.246317,-0.28284782,0.9995364,0.06404518,0.991763,0.13084498,1
0.087645024,-0.0061630122,0.9400024,-0.07045054,-0.14282522,0.19553053,0.98765427,0.07166691,0.06246796,0.16713403,0.792508,-0.13986418,0.99948514,-0.0024885596,0.058960196,0.025097061,-0.08022655,-0.024323776,0.99958843,0.95008636,0.08822904,0.22600287,-0.25199738,0.9989753,0.07268558,0.98647743,0.12410247,1
0.08465101,-0.005733688,0.93699485,-0.060999807,-0.12817295,0.18499422,0.9859996,0.05887416,0.055585995,0.1757787,0.7907513,-0.14108256,0.99939924,-0.013268098,0.054371372,0.025105095,-0.07843674,-0.024812149,0.99950886,0.9454083,0.08794115,0.21544202,-0.25466496,0.99884164,0.07513307,0.98485184,0.11821792,3
0.08912812,-0.012721091,0.9508178,-0.08581315,-0.14413069,0.19325654,0.9896631,0.08783338,0.053713247,0.16455936,0.81346214,-0.14942686,0.9996504,-0.014361396,0.06137934,0.028276313,-0.08204281,-0.026213055,0.99971753,0.9561549,0.062289406,0.23073277,-0.25714448,0.99928695,0.063713625,0.98919755,0.122807994,0
0.08321515,-0.009459102,0.9423132,-0.06103542,-0.14316955,0.1897827,0.9868978,0.07031652,0.06462715,0.15875897,0.80002964,-0.1317942,0.99947757,-0.011725261,0.0584833,0.025112389,-0.07224937,-0.028401133,0.9995611,0.9477112,0.0894718,0.23351607,-0.26156324,0.99894685,0.077802114,0.9859919,0.110714614,0
0.0902025,-0.008444808,0.9504826,-0.088801704,-0.13914205,0.19642568,0.98919016,0.07598224,0.062123243,0.16470596,0.8109208,-0.14411189,0.9996372,-0.008003165,0.060743295,0.023475632,-0.0854107,-0.024496771,0.999718,0.9550037,0.077682324,0.23733622,-0.2696255,0.9992911,0.07600941,0.9893744,0.11782706,1
0.08825581,-0.0075484198,0.9612943,-0.10627935,-0.14370301,0.20711936,0.9921415,0.08200331,0.05008601,0.16761792,0.8342498,-0.14681035,0.9997881,-0.01743232,0.061652835,0.025924845,-0.093461744,-0.027251981,0.9998291,0.9641309,0.038778935,0.25220433,-0.2799944,0.99956363,0.06523132,0.99213386,0.12653089,1
0.08766672,-0.0018957085,0.9488076,-0.085611396,-0.1391398,0.19652413,0.98996204,0.07861675,0.06518236,0.16500929,0.812287,-0.15963104,0.9996711,-0.014868802,0.06680194,0.030952767,-0.08120689,-0.026379216,0.9997365,0.957345,0.07216341,0.23135573,-0.26192793,0.9992998,0.06693913,0.9895497,0.131695,3
0.082259834,-0.013486708,0.9471425,-0.068368584,-0.15288262,0.19610652,0.9882365,0.08089125,0.066215746,0.15697816,0.80884445,-0.14537677,0.9995812,-0.014912841,0.05855566,0.025488978,-0.0841352,-0.02455495,0.9996559,0.95216477,0.084323674,0.2331747,-0.26624534,0.99914134,0.061773352,0.9881386,0.12159905,3
0.084347814,-0.012252903,0.94843876,-0.07361738,-0.15569085,0.20107277,0.98820865,0.08051255,0.0683735,0.1543073,0.8099027,-0.14015374,0.99958193,-0.012346713,0.057733227,0.026447356,-0.08205261,-0.024624152,0.9996613,0.9515101,0.0724181,0.2395859,-0.2699644,0.99916244,0.067299634,0.98795617,0.1152552,0
0.07797307,-0.0033853743,0.941398,-0.06178162,-0.15030412,0.19304204,0.98677427,0.07943248,0.05700528,0.16562581,0.7999554,-0.1389789,0.9994707,-0.014151087,0.060474787,0.026024591,-0.08496831,-0.024677675,0.9995655,0.9481736,0.094783954,0.22429512,-0.2549411,0.99893254,0.07172367,0.9860258,0.11913463,0
0.086492196,-0.0046022953,0.94326246,-0.07166908,-0.15455452,0.2045993,0.9881582,0.07338511,0.06325397,0.169929,0.8020015,-0.14716749,0.99954444,-0.006257743,0.056729514,0.028804524,-0.08341692,-0.02423317,0.9996469,0.952232,0.06286397,0.22570206,-0.25651702,0.999109,0.069903225,0.9872522,0.13079435,0
0.08751296,-0.009968829,0.9497992,-0.080960914,-0.14165816,0.19532867,0.9887487,0.07552796,0.05044918,0.16933785,0.8128917,-0.14892206,0.9996253,-0.010519284,0.05603396,0.026623728,-0.07780166,-0.02563945,0.999705,0.9532225,0.0750605,0.23333259,-0.27062592,0.9992532,0.07232355,0.9888058,0.11241017,1
0.07840521,-0.0119144125,0.93668765,-0.059970208,-0.15548539,0.1959207,0.9871386,0.06420257,0.06905408,0.16087812,0.79149264,-0.1353667,0.9994267,-0.0075990474,0.054737102,0.027833877,-0.07400635,-0.028837096,0.9995434,0.947809,0.06328462,0.22654298,-0.2574466,0.9988532,0.06855365,0.98477596,0.12298223,1
0.08154314,-0.011915857,0.94430685,-0.056377508,-0.15831423,0.19451869,0.98673624,0.0753712,0.06996811,0.14601849,0.8078664,-0.12657532,0.9994776,-0.012016139,0.06008546,0.027873678,-0.08274627,-0.02723523,0.99957126,0.9473303,0.07677845,0.23747164,-0.26488495,0.998983,0.067504324,0.9863746,0.11773764,0
0.08982127,-0.0067508463,0.95226634,-0.09235996,-0.15044613,0.19851953,0.99042904,0.08021436,0.05772255,0.16475119,0.8178524,-0.14587955,0.99968773,-0.006914099,0.063299604,0.027672742,-0.085165225,-0.026433172,0.9997552,0.9585918,0.061815206,0.2428089,-0.27036265,0.99936664,0.071134545,0.99000835,0.12384522,3
0.09186632,-0.015821135,0.9582976,-0.101341076,-0.16214055,0.20058951,0.9919251,0.0955905,0.05569509,0.15504113,0.8305349,-0.1540334,0.99976444,-0.013681139,0.06503616,0.032205004,-0.095882036,-0.027402036,0.99982065,0.9634296,0.03422827,0.23870362,-0.27112433,0.99952173,0.05782229,0.991617,0.12949069,0
0.09224288,-0.008260114,0.96117836,-0.11161189,-0.15341061,0.20309032,0.99323136,0.07409245,0.047372244,0.18287325,0.8373574,-0.16163713,0.9998165,-0.01639692,0.062134683,0.026560172,-0.088961005,-0.031626597,0.99985856,0.9683437,0.0061553535,0.2504818,-0.27916947,0.9996151,0.06750647,0.99264246,0.13200155,0
0.08399337,-0.0038459112,0.9475199,-0.08342478,-0.13649504,0.19841497,0.98808426,0.06888762,0.057355016,0.16777258,0.8075272,-0.14709267,0.9995739,-0.011063005,0.055871107,0.027017945,-0.07705148,-0.026224619,0.99966764,0.9514774,0.07538385,0.22244526,-0.26929024,0.99918735,0.06986024,0.98795986,0.12792104,1
0.08930584,-0.008020147,0.94704753,-0.07644207,-0.15563111,0.2008131,0.9894306,0.07074198,0.07105008,0.16875921,0.8054596,-0.15139383,0.99961126,-0.0052407053,0.06113179,0.025806459,-0.08538824,-0.023638025,0.99969983,0.95536673,0.076543346,0.23233764,-0.26380286,0.9992269,0.06693436,0.9886905,0.13141459,3
0.07638134,-0.009330128,0.9421735,-0.06951138,-0.14192536,0.19952336,0.9875485,0.07037216,0.057296604,0.16341038,0.8029954,-0.14071348,0.9995139,-0.013716795,0.055623855,0.028484266,-0.07991144,-0.032757755,0.99961585,0.94950134,0.069539174,0.22315103,-0.25633785,0.99901915,0.07052976,0.9865314,0.11527843,0
0.08740672,-0.009616697,0.94561815,-0.07037434,-0.15255651,0.19882795,0.98806465,0.076989174,0.057356823,0.16446322,0.8086789,-0.14275776,0.99955815,-0.011473644,0.060612615,0.029549267,-0.081441335,-0.027723016,0.99964,0.95180064,0.07965856,0.22963214,-0.26167417,0.9991157,0.07062773,0.98776335,0.12133181,0
0.0831389,-0.0066390256,0.94891214,-0.075396895,-0.15777567,0.20069969,0.9897556,0.071029484,0.0619771,0.16789901,0.8152896,-0.14694469,0.9996383,-0.015120274,0.0641881,0.028260538,-0.08259433,-0.030320602,0.99970865,0.95709616,0.062896505,0.24154544,-0.2703029,0.9992595,0.07680124,0.98889285,0.12414794,1
0.08661915,-0.013792989,0.95754224,-0.097542875,-0.1534795,0.2019832,0.9909649,0.08572227,0.05834938,0.15922175,0.82656306,-0.15142399,0.9997334,-0.012856937,0.061122835,0.028336804,-0.09037818,-0.032022648,0.9997936,0.96032864,0.04808761,0.24684761,-0.27752352,0.99946254,0.06753599,0.9909059,0.12230469,1
0.086829126,-0.013947134,0.95200115,-0.08551792,-0.1587544,0.20597546,0.99023306,0.0757716,0.057331484,0.16605058,0.81711316,-0.14993763,0.99967253,-0.011053861,0.05803596,0.030410353,-0.08496749,-0.032250177,0.9997549,0.95811707,0.052421246,0.23249619,-0.27207458,0.99935687,0.06545277,0.98967415,0.12764014,1
0.08637446,-0.010518453,0.9574639,-0.08754835,-0.15385173,0.19606657,0.9906883,0.08408824,0.061660897,0.15190329,0.83085495,-0.1516546,0.99972916,-0.013212858,0.05919268,0.028218085,-0.097188585,-0.026768725,0.99978715,0.9598212,0.056581974,0.24320115,-0.27903578,0.9994547,0.058396693,0.9908302,0.12475768,3
0.08264687,-0.007906399,0.9451566,-0.060175266,-0.14906353,0.1898292,0.98787296,0.07494592,0.061060313,0.15555273,0.8093179,-0.13533603,0.9995541,-0.011972366,0.063434176,0.026349766,-0.07701377,-0.02358103,0.99962157,0.9509178,0.08755064,0.24497199,-0.26515633,0.9990661,0.07349407,0.98739094,0.113978565,3
0.08368556,-0.012133644,0.94471204,-0.067980625,-0.14770228,0.19737457,0.98757404,0.07460343,0.065561675,0.15363766,0.80467135,-0.13691305,0.9995279,-0.012626394,0.059449226,0.02743696,-0.07434981,-0.028452955,0.9996123,0.94951993,0.07652807,0.23282592,-0.2654935,0.999054,0.06792262,0.98694265,0.11990923,1
0.073856845,-0.0038315614,0.92931086,-0.04046896,-0.15007776,0.19545849,0.98372185,0.060144085,0.06636752,0.1602184,0.784211,-0.13391325,0.99923396,-0.01093737,0.05485238,0.027854444,-0.06691531,-0.027519906,0.9993585,0.93881017,0.078624785,0.21805708,-0.25343537,0.99846095,0.07092702,0.9818637,0.11716388,0
0.09007594,-0.0073276265,0.95623165,-0.10505877,-0.15557827,0.20876168,0.9919873,0.07915984,0.056094456,0.17524797,0.8237662,-0.16002002,0.99976444,-0.006268434,0.058285642,0.02964128,-0.09854161,-0.026830386,0.9998258,0.9641779,0.028961068,0.23817115,-0.2694075,0.99951845,0.062223397,0.9917526,0.13720086,0
0.09334151,-0.0076201423,0.9569688,-0.09774547,-0.1487525,0.20302609,0.99157494,0.077956796,0.0488012,0.17734928,0.82892525,-0.16944097,0.99975896,-0.018621568,0.06388397,0.029167892,-0.09165317,-0.027853822,0.9998154,0.96267885,0.055196457,0.23358451,-0.27164453,0.99950874,0.06918319,0.9914985,0.13051993,3
0.08634339,-0.004280109,0.94855124,-0.08890074,-0.14827323,0.20613237,0.9896211,0.07586994,0.06477692,0.16936843,0.8108198,-0.15397087,0.9996542,-0.01072042,0.059713166,0.028178435,-0.08467535,-0.028481156,0.9997364,0.9561703,0.06121705,0.22967426,-0.2676332,0.99929726,0.06904984,0.989269,0.1280736,0
0.082292296,-0.0007741375,0.9363424,-0.061508004,-0.15746355,0.21034601,0.98765725,0.05123201,0.07232085,0.18257311,0.79121083,-0.15537913,0.9994821,-0.004051961,0.055963628,0.028372588,-0.08338095,-0.0284091,0.9996059,0.949983,0.078264825,0.21891145,-0.25899783,0.9989742,0.0719209,0.9867535,0.1331296,0
0.102519706,-0.009623409,0.9629005,-0.11523353,-0.14646716,0.19345124,0.9929002,0.087455876,0.03857031,0.18250023,0.842225,-0.16420846,0.9998215,-0.017086374,0.06893423,0.027622791,-0.09563086,-0.026437096,0.99986243,0.9672194,0.051613294,0.24076812,-0.27798253,0.9996395,0.07674863,0.9931741,0.12725413,1
0.078808606,-0.008667282,0.936833,-0.060010534,-0.1388982,0.1934433,0.9862011,0.06584247,0.063987605,0.15971664,0.794001,-0.13804103,0.99941313,-0.008139591,0.056054264,0.029328128,-0.07687996,-0.028096447,0.9995204,0.9458218,0.079515025,0.22418188,-0.25405774,0.99881786,0.0694039,0.98490494,0.115802474,0
0.09568274,-0.009514812,0.9567255,-0.097598724,-0.14557137,0.19864732,0.990883,0.09466425,0.058757573,0.15728362,0.82440424,-0.15308093,0.9997313,-0.009322794,0.061849903,0.029299818,-0.09381448,-0.02308261,0.9997849,0.95999897,0.0728239,0.24347594,-0.2670414,0.9994474,0.06383212,0.9910475,0.1186759,0
0.083238505,-0.011343202,0.9553504,-0.08726346,-0.15119876,0.195803,0.9898183,0.08785515,0.06389088,0.1463461,0.82742774,-0.14959553,0.99969816,-0.013852076,0.062414147,0.0314236,-0.08455609,-0.030149417,0.99975604,0.9565967,0.06278625,0.24272117,-0.27231535,0.9993716,0.058816656,0.9903444,0.11644926,3
0.08979894,-0.0055670682,0.95159674,-0.08872606,-0.14585139,0.19698554,0.98963946,0.081485696,0.058657005,0.16793627,0.8165868,-0.15019165,0.99966085,-0.010359021,0.059899967,0.025065774,-0.08684125,-0.023878155,0.9997315,0.9563382,0.06895021,0.23204431,-0.2637682,0.9993261,0.070780225,0.98938125,0.122173704,1
