age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
97.3, State-gov,1631947.0, Assoc-voc,12.084085645056323, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,109998.9,4234.684471645915,108.8, Mexico, >50K
97.3, Private,1631947.0, Prof-school,17.5, Married-civ-spouse, ?, Not-in-family, White, Male,109998.9,-435.6,108.8, Ecuador, >50K
31.357004515886302, Private,309517.8540183474, Bachelors,12.271888890769716, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,221.24619949922817,59.06684714206462,37.28767695543221, Vietnam, >50K
97.3, ?,1631947.0, Masters,17.5, Separated, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Ireland, >50K
97.3, Never-worked,-134957.0, 5th-6th,17.5, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, France, <=50K
9.7, Federal-gov,1631947.0, 12th,-0.5, Married-spouse-absent, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,73578.99033136727,4791.6,-8.8, Jamaica, <=50K
55.650618267224914, Private,24916.83097072222, Doctorate,13.165957829361346, Married-AF-spouse, Craft-repair, Own-child, Black, Male,270.7000643664909,40.912726331668054,40.438417090924304, Ireland, <=50K
45.368597706545785, Without-pay,223534.17725914015, 10th,9.536550244188863, Married-spouse-absent, Priv-house-serv, Wife, Black, Male,384.25720851618917,40.00868144928566,40.529543633812544, Scotland, >50K
70.34732167867705, State-gov,209380.91203213827, 7th-8th,4.635255454046862, Married-spouse-absent, Machine-op-inspct, Wife, White, Male,-60.12134034078122,16.72211455662257,39.46711935642314, Ecuador, >50K
74.66274674513375, Self-emp-not-inc,61690.3211903091, Assoc-acdm,-0.5, Widowed, Other-service, Wife, Other, Female,-107.01773897968792,66.37272881855571,40.67132560501736, Honduras, <=50K
9.7, ?,-134957.0, Assoc-voc,17.5, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,-9999.900000000001,4791.6,108.8, Vietnam, >50K
35.144807383537426, Never-worked,104652.30994509466, Prof-school,14.395341003639754, Separated, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,737.6374579251245,-35.35843084046415,40.078534526459386, Columbia, >50K
97.3, Private,1631947.0, 9th,17.5, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Female,13641.689469858817,4791.6,108.8, Ecuador, >50K
97.3, State-gov,1631947.0, Masters,17.5, Married-civ-spouse, Protective-serv, Wife, Other, Female,109998.9,4791.6,108.8, Vietnam, >50K
66.14178411933182, Self-emp-not-inc,98690.1611794045, 9th,9.092490837093997, Widowed, Priv-house-serv, Wife, Asian-Pac-Islander, Male,729.7731066945512,53.144783538646095,69.98482417664832, Greece, >50K
97.3, State-gov,1631947.0, 10th,-0.5, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,109998.9,598.1788867987673,108.8, Peru, <=50K
23.025030757722128, Self-emp-inc,46163.77304888048, 5th-6th,12.100365590316809, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female,-48.724195609243225,5.718074724554242,16.907969495187732, Ecuador, >50K
97.3, Never-worked,1170035.3871104592, 12th,17.5, Married-AF-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,109998.9,-435.6,108.8, Japan, <=50K
52.42108503634722, Self-emp-inc,64021.01449475071, Assoc-acdm,6.963734344202484, Separated, Machine-op-inspct, Unmarried, Black, Female,-232.59745792425724,27.37815364319877,38.48043024627281, Mexico, >50K
9.7, State-gov,1631947.0, 7th-8th,-0.5, Never-married, Craft-repair, Own-child, Black, Male,6254.912078358584,4791.6,108.8, Nicaragua, >50K
67.27832180308269, Self-emp-not-inc,82548.75407090731, Preschool,9.528612869969717, Married-spouse-absent, Armed-Forces, Own-child, Other, Female,701.1904202480454,11.568388443958781,38.319160561987005, Dominican-Republic, <=50K
97.3, Private,275052.36866837606, 7th-8th,6.4815482578261285, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,-826.9423252582369,23.20054050784711,-8.8, Italy, <=50K
38.35586050913444, Self-emp-inc,62306.66702215314, Bachelors,9.215783755830797, Married-spouse-absent, Tech-support, Own-child, Black, Male,3699.939880247699,17.094197874559,40.318455398583, ?, <=50K
97.3, ?,-134957.0, Some-college,17.5, Divorced, Sales, Not-in-family, White, Male,-9999.900000000001,4791.6,108.8, Cuba, <=50K
97.3, Never-worked,-134957.0, Assoc-voc,17.5, Married-AF-spouse, Handlers-cleaners, Own-child, White, Female,109998.9,4791.6,-8.8, South, <=50K
32.19825497800466, Self-emp-inc,24274.14023752237, Some-college,13.686979446440821, Widowed, Adm-clerical, Other-relative, Other, Male,3154.3531422371825,28.81946454735909,39.39491635861732, Laos, >50K
97.3, State-gov,-134957.0, 11th,-0.5, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Outlying-US(Guam-USVI-etc), <=50K
9.7, Federal-gov,1631947.0, 1st-4th,17.5, Never-married, ?, Wife, Asian-Pac-Islander, Male,-9999.900000000001,4791.6,108.8, Canada, <=50K
97.3, Local-gov,-134957.0, 5th-6th,17.5, Married-spouse-absent, Other-service, Other-relative, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Iran, >50K
54.754689923032956, Private,-39786.65066568769, 1st-4th,10.275333747310471, Never-married, Other-service, Not-in-family, Other, Female,87854.81147053646,542.9501598219439,56.13690063604143, China, <=50K
24.4392672192212, Private,37616.67578859348, Assoc-voc,14.551029064370146, Married-AF-spouse, Tech-support, Not-in-family, Black, Female,529.9283046846392,26.255002769840956,40.83903196237216, Haiti, <=50K
97.3, Self-emp-inc,-134957.0, Some-college,-0.5, Divorced, Adm-clerical, Own-child, Black, Female,109998.9,4791.6,108.8, Germany, <=50K
97.3, ?,-134957.0, Masters,17.5, Married-AF-spouse, Adm-clerical, Not-in-family, White, Male,109998.9,4791.6,-8.8, Hungary, <=50K
97.3, ?,1631947.0, Preschool,-0.5, Never-married, Tech-support, Own-child, Other, Female,109998.9,4791.6,108.8, Puerto-Rico, >50K
97.3, ?,1631947.0, HS-grad,-0.5, Married-AF-spouse, Protective-serv, Unmarried, Black, Male,109998.9,1170.671647811946,108.8, Hong, <=50K
50.21129210675278, Self-emp-inc,38562.028361512406, 12th,7.910223343430822, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,261.138383370812,1966.1413227820647,52.05218752323589, Puerto-Rico, <=50K
50.43687268477885, ?,170632.16196360948, 7th-8th,9.03594983633095, Divorced, Other-service, Unmarried, Other, Male,5622.8253338272825,9.195502404713807,41.55369731719821, Mexico, >50K
97.3, Without-pay,1631947.0, 5th-6th,17.5, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,109998.9,3517.859820386654,108.8, Dominican-Republic, >50K
9.7, Self-emp-inc,-134957.0, Assoc-acdm,-0.5, Married-AF-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, ?, >50K
97.3, Self-emp-not-inc,-134957.0, Bachelors,-0.5, Married-civ-spouse, Armed-Forces, Own-child, White, Female,82932.45395369646,4791.6,-8.8, Portugal, >50K
20.370947525039913, ?,70703.14659585262, Prof-school,11.589187329328686, Married-spouse-absent, Sales, Own-child, Other, Male,445.5386318441149,18.496383823753007,43.26721650377658, France, >50K
71.74361988468794, Without-pay,132513.04012894258, 12th,11.539984878914169, Married-spouse-absent, ?, Own-child, Black, Female,1753.8315684062386,-4.101626023792875,39.114765272372104, Mexico, <=50K
23.93923815056187, Never-worked,-21250.52618043727, Prof-school,11.14637108250709, Married-AF-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,266.00953217061715,7.4798014934487895,26.697047356573197, China, >50K
97.3, Self-emp-not-inc,1631947.0, Some-college,-0.5, Married-civ-spouse, Farming-fishing, Other-relative, Black, Male,-9999.900000000001,4791.6,108.8, Vietnam, >50K
72.62319695937356, Federal-gov,53511.758620522276, Doctorate,12.396974263933952, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Female,225.97126131403593,42.87903088372827,29.629801316785112, Italy, <=50K
9.7, Self-emp-not-inc,-134957.0, 9th,17.5, Separated, Transport-moving, Wife, Black, Male,109998.9,4791.6,108.8, Canada, >50K
97.3, ?,-134957.0, Masters,17.5, Separated, Prof-specialty, Other-relative, White, Male,109998.9,4791.6,-8.8, Thailand, >50K
97.3, Private,-134957.0, Assoc-voc,-0.5, Separated, Other-service, Not-in-family, White, Female,80732.06355578663,500.1763432139643,108.8, Haiti, >50K
51.463036575629275, Self-emp-inc,51904.74801844824, HS-grad,12.352656646658435, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,365.25566079939097,27.056878071429026,47.52792498097341, Portugal, >50K
97.3, ?,-134957.0, Doctorate,-0.5, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, El-Salvador, <=50K
22.938182481146157, ?,114494.27038180985, 9th,9.809777594258323, Married-spouse-absent, Machine-op-inspct, Own-child, Other, Male,298.2035567438551,13.347426399370775,44.96682701824179, Yugoslavia, >50K
97.3, Local-gov,-134957.0, Preschool,-0.5, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,-9999.900000000001,4791.6,-8.8, Guatemala, <=50K
20.734735073943128, Never-worked,189756.853274316, 10th,4.987330929295347, Married-AF-spouse, ?, Other-relative, Black, Male,1658.273863098764,9.443395232191378,37.67832747821125, Thailand, >50K
97.3, Self-emp-not-inc,1631947.0, Assoc-voc,17.5, Divorced, ?, Husband, White, Female,109998.9,4791.6,108.8, France, <=50K
97.3, ?,-134957.0, Some-college,17.5, Divorced, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,109998.9,4791.6,108.8, Guatemala, >50K
97.3, Self-emp-not-inc,-134957.0, Assoc-acdm,17.5, Married-civ-spouse, ?, Husband, White, Female,109998.9,-435.6,-8.8, Hong, <=50K
97.3, State-gov,1631947.0, Doctorate,-0.5, Separated, Craft-repair, Other-relative, Black, Female,109998.9,4791.6,-8.8, Hong, <=50K
37.79936023051845, Private,55983.31455776346, 11th,12.223846849315684, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,620.6124023783852,14.7908961826936,39.73327448927101, Trinadad&Tobago, <=50K
65.34789308340974, Local-gov,128580.7202574083, 1st-4th,9.583739581069223, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,3675.570371681877,87.1771925052564,37.99168903995231, Poland, >50K
36.7980189032196, Local-gov,170761.31867600192, Prof-school,11.23264903326384, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,197.42572473842893,73.10509270996182,48.82928159377022, Dominican-Republic, <=50K
59.91035396886849, ?,163738.80116501238, HS-grad,8.890717493604146, Never-married, Other-service, Unmarried, Black, Female,-211.24851650868004,60.20964570336241,38.18469576452929, Hong, >50K
97.3, Self-emp-not-inc,1631947.0, Masters,-0.5, Divorced, Transport-moving, Husband, White, Female,-9999.900000000001,4791.6,108.8, Hong, <=50K
97.3, Private,1631947.0, 9th,-0.5, Never-married, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Greece, >50K
97.3, Self-emp-inc,1631947.0, Doctorate,17.5, Married-spouse-absent, Armed-Forces, Other-relative, Asian-Pac-Islander, Female,109998.9,-435.6,108.8, Jamaica, >50K
28.71185973244211, ?,425445.5929525173, Bachelors,9.392868945047415, Separated, Protective-serv, Wife, Amer-Indian-Eskimo, Female,533.4007263879167,-7.209678627673227,46.78027755924668, Honduras, <=50K
76.39638320159584, Self-emp-not-inc,157286.41215542908, 9th,8.842162170937442, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,314.3013684099292,32.882461879375505,0.7164625219572116, Vietnam, <=50K
56.414087359231445, Without-pay,359801.93172992003, Some-college,15.220377442675328, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,124.43948273288265,34.35640178296859,7.741119473027588, El-Salvador, <=50K
97.3, Self-emp-not-inc,-134957.0, Prof-school,-0.5, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,-6899.623798364949,-435.6,108.8, Ecuador, >50K
97.3, Federal-gov,1631947.0, 10th,17.5, Widowed, Machine-op-inspct, Husband, Other, Male,-9999.900000000001,4791.6,-8.8, Hungary, <=50K
97.3, Self-emp-inc,-134957.0, Masters,-0.5, Divorced, Sales, Husband, Asian-Pac-Islander, Male,-9999.900000000001,-435.6,108.8, Cambodia, <=50K
97.3, Self-emp-inc,-134957.0, Doctorate,-0.5, Married-spouse-absent, Priv-house-serv, Own-child, Asian-Pac-Islander, Male,109998.9,4791.6,108.8, South, >50K
97.3, Never-worked,1540505.14968453, Assoc-acdm,-0.5, Divorced, Machine-op-inspct, Not-in-family, White, Male,109998.9,4791.6,108.8, Yugoslavia, >50K
9.7, Local-gov,1631947.0, Preschool,-0.5, Widowed, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Female,109998.9,4791.6,108.8, Scotland, <=50K
21.35538523833545, Self-emp-not-inc,326314.6082650166, 1st-4th,12.065884822213839, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,-0.7524556806390592,1482.3517363855883,61.54128652978342, India, <=50K
9.7, Self-emp-inc,-134957.0, 1st-4th,-0.5, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,72718.94702727282,4791.6,108.8, Canada, <=50K
97.3, Without-pay,-134957.0, Assoc-voc,-0.5, Married-AF-spouse, Exec-managerial, Wife, Black, Female,109998.9,-435.6,108.8, Philippines, >50K
73.02827054952553, Private,74903.85776580407, 1st-4th,3.8837327502183427, Married-AF-spouse, ?, Husband, Black, Male,901.3119326276202,6.4877970353904,48.05199934791394, Mexico, <=50K
81.96528810827868, Self-emp-inc,31535.194771308452, 10th,7.852389882233076, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,-579.0075011231941,1956.634753301913,48.67182053140555, France, <=50K
9.7, Federal-gov,1631947.0, 9th,17.5, Married-AF-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,-9999.900000000001,4791.6,108.8, Ecuador, <=50K
36.99385820812027, Without-pay,389399.58521701733, Masters,8.209904354763411, Widowed, Sales, Husband, White, Female,871.779135379793,40.75890863260371,56.955034143519654, India, >50K
97.3, Self-emp-inc,-134957.0, Assoc-acdm,17.5, Widowed, Prof-specialty, Unmarried, White, Male,109998.9,-435.6,108.8, Greece, <=50K
97.3, Without-pay,-134957.0, 12th,-0.5, Married-spouse-absent, Priv-house-serv, Not-in-family, Other, Female,-9999.900000000001,4791.6,108.8, Canada, >50K
28.939135041676824, ?,45235.64847661613, 1st-4th,12.671295223368208, Divorced, Farming-fishing, Own-child, Other, Female,702.2821228853422,59.5104812354528,39.48384583518226, Hungary, <=50K
9.7, Without-pay,-134957.0, 12th,-0.5, Never-married, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Honduras, >50K
97.3, Without-pay,1631947.0, 5th-6th,17.5, Married-AF-spouse, Priv-house-serv, Other-relative, Other, Female,109998.9,4791.6,108.8, Laos, <=50K
97.3, Never-worked,488862.0396484679, 5th-6th,5.103290154240592, Widowed, Exec-managerial, Other-relative, White, Male,109998.9,-135.42699114671598,108.8, Yugoslavia, <=50K
97.3, Never-worked,164613.5715641813, Masters,-0.5, Widowed, Protective-serv, Husband, Other, Female,109998.9,4791.6,108.8, South, <=50K
97.3, Self-emp-not-inc,-134957.0, Prof-school,-0.5, Separated, Transport-moving, Own-child, Other, Female,109998.9,4791.6,108.8, Taiwan, >50K
97.3, ?,1631947.0, HS-grad,17.5, Married-AF-spouse, ?, Other-relative, Black, Female,109998.9,-435.6,108.8, Ireland, <=50K
97.3, Self-emp-not-inc,-134957.0, Assoc-voc,9.282259152734932, Married-AF-spouse, ?, Own-child, Amer-Indian-Eskimo, Female,109998.9,2010.2893851867482,-8.8, Ireland, >50K
97.3, Without-pay,1631947.0, Bachelors,-0.5, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,43096.94953176893,4791.6,-8.8, Laos, <=50K
97.3, Federal-gov,-134957.0, Assoc-acdm,17.5, Married-spouse-absent, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,-9999.900000000001,4791.6,-8.8, China, <=50K
58.12919596057177, ?,166205.46939749626, 12th,13.105140221553398, Widowed, Prof-specialty, Husband, White, Male,-421.1870367556148,23.509624570505125,36.052929853988324, Outlying-US(Guam-USVI-etc), >50K
97.3, Never-worked,-134957.0, Bachelors,17.5, Married-spouse-absent, Adm-clerical, Wife, Other, Male,34764.271534100444,4791.6,-8.8, France, <=50K
97.3, Without-pay,-134957.0, Bachelors,-0.5, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,109998.9,-435.6,108.8, China, <=50K
97.3, Federal-gov,1631947.0, Preschool,17.5, Married-AF-spouse, Tech-support, Other-relative, Black, Male,109998.9,4791.6,108.8, South, >50K
97.3, Self-emp-not-inc,1631947.0, Masters,17.5, Never-married, Priv-house-serv, Unmarried, Other, Female,109998.9,-435.6,108.8, Laos, >50K
97.3, Never-worked,-134957.0, 1st-4th,-0.5, Married-AF-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,109998.9,4791.6,108.8, England, <=50K
97.3, Self-emp-inc,1631947.0, Masters,-0.5, Never-married, Machine-op-inspct, Unmarried, Other, Male,-9999.900000000001,4791.6,108.8, Dominican-Republic, >50K
92.05176365234894, Self-emp-inc,182503.06142087837, Masters,4.243817634239183, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,473.8479630183542,22.847112233051263,28.678105279897864, Honduras, >50K
9.7, Local-gov,-134957.0, 1st-4th,-0.5, Married-spouse-absent, Sales, Not-in-family, Other, Female,109998.9,4791.6,108.8, Haiti, >50K
96.81072528765307, Local-gov,174429.30432701512, 1st-4th,16.040268924376736, Married-AF-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,382.78164406425446,58.60301823637563,33.71623169728882, Mexico, <=50K
65.34133665648058, Self-emp-inc,186863.4605198014, 9th,13.351443697385712, Married-AF-spouse, Sales, Other-relative, White, Female,130.64825768125752,7.720057597798402,29.11509517810711, Haiti, >50K
9.7, Self-emp-inc,1631947.0, Assoc-acdm,-0.5, Married-spouse-absent, Armed-Forces, Own-child, Black, Male,109998.9,4791.6,108.8, Hong, >50K
56.244538958507135, Federal-gov,97566.27422316406, 10th,1.3029011793889822, Never-married, Craft-repair, Other-relative, Black, Female,312.8766254424405,7.753624111939075,39.350321747540626, Hungary, >50K
97.3, Federal-gov,1631947.0, 1st-4th,17.5, Married-AF-spouse, Prof-specialty, Husband, Other, Female,109998.9,4791.6,108.8, Canada, <=50K
20.2466785941209, Without-pay,67047.8664763374, 5th-6th,7.499349253505205, Separated, ?, Wife, Black, Male,121.79584918593162,15.217715488366778,9.214738603200743, United-States, >50K
49.621796123096296, ?,54699.916327500425, HS-grad,8.569331267891323, Married-spouse-absent, Other-service, Unmarried, Other, Female,-518.5689212555415,-16.050958342009267,108.8, United-States, >50K
37.81920133508897, Never-worked,377859.5256934633, Masters,8.63842848849981, Never-married, Armed-Forces, Husband, Black, Female,412.9924154336767,28.708893383448768,36.061629776524214, Ecuador, >50K
97.3, Self-emp-inc,1631947.0, Masters,17.5, Married-civ-spouse, Armed-Forces, Own-child, Black, Female,109998.9,4791.6,108.8, Portugal, <=50K
22.845632962209947, Private,17147.296328384808, Bachelors,9.267371382831259, Widowed, Tech-support, Wife, Amer-Indian-Eskimo, Male,-220.09949609763157,60.840011556937256,35.638586530536045, Dominican-Republic, >50K
29.946405680798826, Self-emp-inc,189560.2149667203, Assoc-acdm,16.368295304441947, Widowed, ?, Husband, Other, Female,1285.2444679952148,43.40776594082371,50.30761644734671, Columbia, >50K
25.812903331304504, Self-emp-not-inc,131627.75186163525, Some-college,4.366087109979989, Married-spouse-absent, ?, Other-relative, Asian-Pac-Islander, Male,-121.66828769161248,19.84694851450699,42.424856679207565, Vietnam, <=50K
97.3, Never-worked,1631947.0, 1st-4th,17.5, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,-9999.900000000001,4791.6,108.8, Honduras, <=50K
97.3, Federal-gov,1631947.0, Some-college,17.5, Married-spouse-absent, Handlers-cleaners, Husband, Other, Male,109998.9,354.8032500323032,108.8, ?, <=50K
36.74401848717544, Without-pay,187948.5460858915, Masters,15.357146654889904, Married-AF-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,1315.8015941971926,45.76208732637249,43.62174397451144, Cambodia, <=50K
97.3, Never-worked,-134957.0, Doctorate,17.5, Married-civ-spouse, Craft-repair, Other-relative, Other, Female,109998.9,-435.6,-8.8, Portugal, <=50K
29.447054572195018, State-gov,130806.66152119503, 7th-8th,9.689297343801018, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,1228.9880539951143,56.64558308495983,60.85740768581321, Thailand, <=50K
9.7, Self-emp-inc,1631947.0, 12th,17.5, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,109998.9,4791.6,108.8, Ireland, <=50K
97.3, Self-emp-not-inc,1631947.0, 5th-6th,-0.5, Married-civ-spouse, Sales, Other-relative, White, Male,109998.9,1101.561622663062,108.8, Columbia, >50K
97.3, Without-pay,-134957.0, Bachelors,17.5, Separated, Farming-fishing, Not-in-family, Black, Male,109998.9,4791.6,108.8, Guatemala, >50K
97.3, Federal-gov,645617.3024783953, Some-college,-0.5, Divorced, Other-service, Wife, Other, Female,68088.30760668388,4791.6,108.8, Philippines, >50K
29.070519745944786, Federal-gov,106506.1782873834, 12th,12.617175526186108, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,172.35884203631792,20.81415339031564,33.75571512282283, Scotland, >50K
97.3, State-gov,-134957.0, 5th-6th,-0.5, Divorced, Priv-house-serv, Own-child, White, Male,109998.9,4791.6,108.8, Greece, <=50K
97.3, Self-emp-not-inc,-134957.0, 12th,17.5, Married-civ-spouse, Adm-clerical, Husband, White, Female,109998.9,-435.6,108.8, Vietnam, >50K
97.3, Federal-gov,1631947.0, 9th,-0.5, Married-AF-spouse, Machine-op-inspct, Wife, Black, Male,109998.9,4791.6,-8.8, Dominican-Republic, <=50K
51.202305011702876, Local-gov,2543.7046418145183, 10th,4.230948590499014, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,-59.51742384528552,7.1533829946519205,9.477914552027187, South, >50K
42.16748163575566, Self-emp-inc,233749.74623163455, 9th,8.85326261342622, Divorced, Other-service, Husband, Other, Female,384.7031432921568,9.199787831627376,38.58291695264087, Honduras, <=50K
27.935166669723653, Local-gov,-14898.351898199733, Assoc-voc,9.70194828839013, Married-AF-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,48.18035677584999,27.13898879189267,44.76520036914328, Taiwan, >50K
